threshold_meV_per_atom,coordinate_endpoint,model_name,metric,bootstrap_ci_low_95,bootstrap_median,bootstrap_ci_high_95
10,mp_matched_pool_coordinate,CHGNet,ap,0.8890386678715035,0.8932094612115358,0.8973174763260352
10,mp_matched_pool_coordinate,CHGNet,auroc,0.8563005976222409,0.8617387927365976,0.8667490827063475
10,mp_matched_pool_coordinate,CHGNet,expected_stable_hits_at_100,100.0,100.0,100.0
10,mp_matched_pool_coordinate,CHGNet,expected_stable_hits_at_1000,985.0,991.0,997.0
10,mp_matched_pool_coordinate,CHGNet,expected_stable_hits_at_300,294.0,298.0,300.0
10,mp_matched_pool_coordinate,CHGNet,expected_stable_hits_at_500,492.0,497.0,500.0
10,mp_matched_pool_coordinate,CHGNet,expected_stable_hits_at_5000,4860.0,4883.0,4903.0
10,mp_matched_pool_coordinate,CHGNet,normalized_ap,0.735321582565493,0.7449228614902532,0.7543604064877434
10,mp_matched_pool_coordinate,M3GNet,ap,0.865177087482497,0.8699254706535962,0.8750291774790977
10,mp_matched_pool_coordinate,M3GNet,auroc,0.8200713652922641,0.8258359634990413,0.8314879096324175
10,mp_matched_pool_coordinate,M3GNet,expected_stable_hits_at_100,100.0,100.0,100.0
10,mp_matched_pool_coordinate,M3GNet,expected_stable_hits_at_1000,986.0,992.0,997.0
10,mp_matched_pool_coordinate,M3GNet,expected_stable_hits_at_300,294.0,298.0,300.0
10,mp_matched_pool_coordinate,M3GNet,expected_stable_hits_at_500,493.0,497.0,500.0
10,mp_matched_pool_coordinate,M3GNet,expected_stable_hits_at_5000,4754.0,4785.0,4813.025
10,mp_matched_pool_coordinate,M3GNet,normalized_ap,0.679927484033105,0.689489361438694,0.6998644848500948
10,mp_matched_pool_coordinate,MACE-MP,ap,0.9110282927112014,0.9150321699881132,0.9185751784420375
10,mp_matched_pool_coordinate,MACE-MP,auroc,0.8864679343171834,0.8911761184883507,0.8957116244847396
10,mp_matched_pool_coordinate,MACE-MP,expected_stable_hits_at_100,100.0,100.0,100.0
10,mp_matched_pool_coordinate,MACE-MP,expected_stable_hits_at_1000,983.0,990.0,995.0
10,mp_matched_pool_coordinate,MACE-MP,expected_stable_hits_at_300,295.0,299.0,300.0
10,mp_matched_pool_coordinate,MACE-MP,expected_stable_hits_at_500,493.0,497.0,500.0
10,mp_matched_pool_coordinate,MACE-MP,expected_stable_hits_at_5000,4853.0,4877.0,4900.0
10,mp_matched_pool_coordinate,MACE-MP,normalized_ap,0.7885630376353304,0.7971564175340078,0.8051962099532094
10,mp_source_coordinate,ALIGNN-FF,ap,0.6878094678300032,0.6968925678181677,0.7056846309597812
10,mp_source_coordinate,ALIGNN-FF,auroc,0.6848189114130284,0.6921627458710777,0.6991241364950034
10,mp_source_coordinate,ALIGNN-FF,expected_stable_hits_at_100,68.0,77.0,85.0
10,mp_source_coordinate,ALIGNN-FF,expected_stable_hits_at_1000,758.0,787.0,813.0
10,mp_source_coordinate,ALIGNN-FF,expected_stable_hits_at_300,213.0,229.0,243.0
10,mp_source_coordinate,ALIGNN-FF,expected_stable_hits_at_500,376.0,395.0,413.0
10,mp_source_coordinate,ALIGNN-FF,expected_stable_hits_at_5000,3821.975,3882.0,3942.0
10,mp_source_coordinate,ALIGNN-FF,normalized_ap,0.3473920497346213,0.3632880954082325,0.3782038497851647
10,mp_source_coordinate,CHGNet,ap,0.7898184895167906,0.7971253526100852,0.804370785244839
10,mp_source_coordinate,CHGNet,auroc,0.8178125859349314,0.8244203054334152,0.83128479886781
10,mp_source_coordinate,CHGNet,expected_stable_hits_at_100,68.0,77.0,86.0
10,mp_source_coordinate,CHGNet,expected_stable_hits_at_1000,776.0,804.0,828.025
10,mp_source_coordinate,CHGNet,expected_stable_hits_at_300,213.975,229.0,243.0
10,mp_source_coordinate,CHGNet,expected_stable_hits_at_500,372.0,394.0,412.0
10,mp_source_coordinate,CHGNet,expected_stable_hits_at_5000,4265.0,4314.0,4363.025
10,mp_source_coordinate,CHGNet,normalized_ap,0.5594674919115961,0.5738882411989552,0.5886093263892006
10,mp_source_coordinate,M3GNet,ap,0.7741972485705823,0.7821245202146752,0.7893256957598083
10,mp_source_coordinate,M3GNet,auroc,0.7900749926398171,0.7966117366754686,0.8028193184707607
10,mp_source_coordinate,M3GNet,expected_stable_hits_at_100,70.0,78.0,86.0
10,mp_source_coordinate,M3GNet,expected_stable_hits_at_1000,794.0,820.0,842.025
10,mp_source_coordinate,M3GNet,expected_stable_hits_at_300,217.0,232.0,245.0
10,mp_source_coordinate,M3GNet,expected_stable_hits_at_500,376.0,396.0,413.0
10,mp_source_coordinate,M3GNet,expected_stable_hits_at_5000,4244.975,4293.0,4342.0
10,mp_source_coordinate,M3GNet,normalized_ap,0.5278771692100841,0.5421152004197043,0.55656597765821
10,mp_source_coordinate,MACE-MP,ap,0.825200344688424,0.8321471439158625,0.8391849511657593
10,mp_source_coordinate,MACE-MP,auroc,0.8599856931971162,0.8652477982097095,0.870665059625954
10,mp_source_coordinate,MACE-MP,expected_stable_hits_at_100,68.0,77.0,85.0
10,mp_source_coordinate,MACE-MP,expected_stable_hits_at_1000,799.0,826.0,849.0
10,mp_source_coordinate,MACE-MP,expected_stable_hits_at_300,213.975,229.0,242.0
10,mp_source_coordinate,MACE-MP,expected_stable_hits_at_500,375.0,395.0,413.0
10,mp_source_coordinate,MACE-MP,expected_stable_hits_at_5000,4329.975,4378.0,4426.0
10,mp_source_coordinate,MACE-MP,normalized_ap,0.633761132268183,0.6475633643861824,0.6618981529368319
25,alex_pbe_matched_pool_coordinate,ALIGNN-FF,ap,0.8810659784477933,0.8872246553699781,0.8926536707645781
25,alex_pbe_matched_pool_coordinate,ALIGNN-FF,auroc,0.7115413029960221,0.7189436811409569,0.7260336194184421
25,alex_pbe_matched_pool_coordinate,ALIGNN-FF,expected_stable_hits_at_100,100.0,100.0,100.0
25,alex_pbe_matched_pool_coordinate,ALIGNN-FF,expected_stable_hits_at_1000,977.0,985.0,992.0
25,alex_pbe_matched_pool_coordinate,ALIGNN-FF,expected_stable_hits_at_300,300.0,300.0,300.0
25,alex_pbe_matched_pool_coordinate,ALIGNN-FF,expected_stable_hits_at_500,500.0,500.0,500.0
25,alex_pbe_matched_pool_coordinate,ALIGNN-FF,expected_stable_hits_at_5000,4717.0,4748.0,4778.0
25,alex_pbe_matched_pool_coordinate,ALIGNN-FF,normalized_ap,0.5276396402615068,0.542305680210394,0.556215398536359
25,alex_pbe_matched_pool_coordinate,CHGNet,ap,0.9603895752293982,0.9627534744110744,0.9650436580902603
25,alex_pbe_matched_pool_coordinate,CHGNet,auroc,0.8970144983643962,0.9013799118510999,0.905960066912629
25,alex_pbe_matched_pool_coordinate,CHGNet,expected_stable_hits_at_100,100.0,100.0,100.0
25,alex_pbe_matched_pool_coordinate,CHGNet,expected_stable_hits_at_1000,1000.0,1000.0,1000.0
25,alex_pbe_matched_pool_coordinate,CHGNet,expected_stable_hits_at_300,300.0,300.0,300.0
25,alex_pbe_matched_pool_coordinate,CHGNet,expected_stable_hits_at_500,500.0,500.0,500.0
25,alex_pbe_matched_pool_coordinate,CHGNet,expected_stable_hits_at_5000,4971.0,4980.0,4988.025
25,alex_pbe_matched_pool_coordinate,CHGNet,normalized_ap,0.8420496425429311,0.8487558142976841,0.8562492220623857
25,alex_pbe_matched_pool_coordinate,M3GNet,ap,0.9454734454896765,0.9488976218187439,0.9519013342183132
25,alex_pbe_matched_pool_coordinate,M3GNet,auroc,0.855976742557235,0.8612117446911765,0.8664128360630919
25,alex_pbe_matched_pool_coordinate,M3GNet,expected_stable_hits_at_100,100.0,100.0,100.0
25,alex_pbe_matched_pool_coordinate,M3GNet,expected_stable_hits_at_1000,997.0,999.0,1000.0
25,alex_pbe_matched_pool_coordinate,M3GNet,expected_stable_hits_at_300,300.0,300.0,300.0
25,alex_pbe_matched_pool_coordinate,M3GNet,expected_stable_hits_at_500,500.0,500.0,500.0
25,alex_pbe_matched_pool_coordinate,M3GNet,expected_stable_hits_at_5000,4946.0,4961.0,4972.0
25,alex_pbe_matched_pool_coordinate,M3GNet,normalized_ap,0.7838584816273441,0.7925614353023881,0.8010965627014927
25,alex_pbe_matched_pool_coordinate,MACE-MP,ap,0.975273503354451,0.9772203675898319,0.9789477246598138
25,alex_pbe_matched_pool_coordinate,MACE-MP,auroc,0.9315871959562372,0.9352997251646278,0.9390852004846822
25,alex_pbe_matched_pool_coordinate,MACE-MP,expected_stable_hits_at_100,100.0,100.0,100.0
25,alex_pbe_matched_pool_coordinate,MACE-MP,expected_stable_hits_at_1000,995.0,998.0,1000.0
25,alex_pbe_matched_pool_coordinate,MACE-MP,expected_stable_hits_at_300,300.0,300.0,300.0
25,alex_pbe_matched_pool_coordinate,MACE-MP,expected_stable_hits_at_500,500.0,500.0,500.0
25,alex_pbe_matched_pool_coordinate,MACE-MP,expected_stable_hits_at_5000,4976.0,4985.0,4992.0
25,alex_pbe_matched_pool_coordinate,MACE-MP,normalized_ap,0.9010341719875177,0.9074952123144913,0.9137557129284409
25,alex_pbe_source_coordinate,ALIGNN-FF,ap,0.7448044806880595,0.7520562505562578,0.7602313088926258
25,alex_pbe_source_coordinate,ALIGNN-FF,auroc,0.6584784757078346,0.6663305742465303,0.6741068681493917
25,alex_pbe_source_coordinate,ALIGNN-FF,expected_stable_hits_at_100,75.0,84.0,92.0
25,alex_pbe_source_coordinate,ALIGNN-FF,expected_stable_hits_at_1000,782.975,810.0,833.0
25,alex_pbe_source_coordinate,ALIGNN-FF,expected_stable_hits_at_300,220.0,235.0,249.0
25,alex_pbe_source_coordinate,ALIGNN-FF,expected_stable_hits_at_500,384.0,402.0,420.0
25,alex_pbe_source_coordinate,ALIGNN-FF,expected_stable_hits_at_5000,3954.975,4015.0,4076.025
25,alex_pbe_source_coordinate,ALIGNN-FF,normalized_ap,0.3134241350465009,0.3317952342157814,0.34925962391917237
25,alex_pbe_source_coordinate,CHGNet,ap,0.8269941420230132,0.8332207909441229,0.839382449974477
25,alex_pbe_source_coordinate,CHGNet,auroc,0.7925723948285304,0.8001425303158836,0.8074893543186916
25,alex_pbe_source_coordinate,CHGNet,expected_stable_hits_at_100,77.0,85.0,92.0
25,alex_pbe_source_coordinate,CHGNet,expected_stable_hits_at_1000,808.0,832.0,855.0
25,alex_pbe_source_coordinate,CHGNet,expected_stable_hits_at_300,222.0,237.0,252.0
25,alex_pbe_source_coordinate,CHGNet,expected_stable_hits_at_500,386.0,405.0,422.025
25,alex_pbe_source_coordinate,CHGNet,expected_stable_hits_at_5000,4349.975,4397.0,4444.025
25,alex_pbe_source_coordinate,CHGNet,normalized_ap,0.5332086995587885,0.5503910841656919,0.5679016328871845
25,alex_pbe_source_coordinate,M3GNet,ap,0.819022561260735,0.8250953096614237,0.8316737518538521
25,alex_pbe_source_coordinate,M3GNet,auroc,0.7708504986128218,0.778064327952944,0.784846106171076
25,alex_pbe_source_coordinate,M3GNet,expected_stable_hits_at_100,78.0,85.0,92.0
25,alex_pbe_source_coordinate,M3GNet,expected_stable_hits_at_1000,823.0,845.0,869.0
25,alex_pbe_source_coordinate,M3GNet,expected_stable_hits_at_300,227.0,241.0,254.0
25,alex_pbe_source_coordinate,M3GNet,expected_stable_hits_at_500,398.0,414.0,431.0
25,alex_pbe_source_coordinate,M3GNet,expected_stable_hits_at_5000,4357.975,4404.0,4446.0
25,alex_pbe_source_coordinate,M3GNet,normalized_ap,0.5116241113493922,0.5288974854524171,0.5443151289910639
25,alex_pbe_source_coordinate,MACE-MP,ap,0.8592013597553465,0.864963082857402,0.870892012838845
25,alex_pbe_source_coordinate,MACE-MP,auroc,0.8394723077872493,0.8460036964286848,0.8527600890607222
25,alex_pbe_source_coordinate,MACE-MP,expected_stable_hits_at_100,77.0,85.0,93.0
25,alex_pbe_source_coordinate,MACE-MP,expected_stable_hits_at_1000,821.0,845.0,868.0
25,alex_pbe_source_coordinate,MACE-MP,expected_stable_hits_at_300,222.0,236.0,251.0
25,alex_pbe_source_coordinate,MACE-MP,expected_stable_hits_at_500,390.0,407.0,424.0
25,alex_pbe_source_coordinate,MACE-MP,expected_stable_hits_at_5000,4433.975,4480.0,4523.0
25,alex_pbe_source_coordinate,MACE-MP,normalized_ap,0.6197556374034512,0.636410450971028,0.6517470419119814
25,alexmp20_source_coordinate,ALIGNN-FF,ap,0.7534328290299506,0.7609472189753261,0.7686957770027278
25,alexmp20_source_coordinate,ALIGNN-FF,auroc,0.6637356904810247,0.6713832861454037,0.6792067892874546
25,alexmp20_source_coordinate,ALIGNN-FF,expected_stable_hits_at_100,77.0,86.0,93.0
25,alexmp20_source_coordinate,ALIGNN-FF,expected_stable_hits_at_1000,782.0,811.0,834.0
25,alexmp20_source_coordinate,ALIGNN-FF,expected_stable_hits_at_300,221.0,237.0,251.0
25,alexmp20_source_coordinate,ALIGNN-FF,expected_stable_hits_at_500,382.0,401.0,417.025
25,alexmp20_source_coordinate,ALIGNN-FF,expected_stable_hits_at_5000,4005.0,4059.0,4116.0
25,alexmp20_source_coordinate,ALIGNN-FF,normalized_ap,0.32328468319720904,0.3422321827077919,0.3589560405832504
25,alexmp20_source_coordinate,CHGNet,ap,0.8380607917671011,0.844155604661234,0.8500484718659245
25,alexmp20_source_coordinate,CHGNet,auroc,0.803508665727059,0.810974688355202,0.8185817773756127
25,alexmp20_source_coordinate,CHGNet,expected_stable_hits_at_100,75.0,84.0,91.0
25,alexmp20_source_coordinate,CHGNet,expected_stable_hits_at_1000,804.0,828.0,850.0
25,alexmp20_source_coordinate,CHGNet,expected_stable_hits_at_300,224.0,239.0,253.0
25,alexmp20_source_coordinate,CHGNet,expected_stable_hits_at_500,385.975,403.0,419.0
25,alexmp20_source_coordinate,CHGNet,expected_stable_hits_at_5000,4384.975,4429.5,4472.025
25,alexmp20_source_coordinate,CHGNet,normalized_ap,0.5536711531910976,0.5711054999465807,0.5870157305229066
25,alexmp20_source_coordinate,M3GNet,ap,0.8260910626986427,0.832687713782041,0.8385633430946717
25,alexmp20_source_coordinate,M3GNet,auroc,0.7758151173875991,0.7832301736801982,0.7903751927345029
25,alexmp20_source_coordinate,M3GNet,expected_stable_hits_at_100,76.975,84.0,91.0
25,alexmp20_source_coordinate,M3GNet,expected_stable_hits_at_1000,821.0,845.0,867.0
25,alexmp20_source_coordinate,M3GNet,expected_stable_hits_at_300,229.0,242.0,256.0
25,alexmp20_source_coordinate,M3GNet,expected_stable_hits_at_500,393.0,409.0,425.025
25,alexmp20_source_coordinate,M3GNet,expected_stable_hits_at_5000,4364.0,4412.0,4455.025
25,alexmp20_source_coordinate,M3GNet,normalized_ap,0.5230523534665035,0.5393511518211084,0.5553205717627031
25,alexmp20_source_coordinate,MACE-MP,ap,0.8684924119458642,0.8742541116447571,0.8796559035079178
25,alexmp20_source_coordinate,MACE-MP,auroc,0.8480812141758122,0.8545975185459682,0.8608132244982761
25,alexmp20_source_coordinate,MACE-MP,expected_stable_hits_at_100,76.0,85.0,92.0
25,alexmp20_source_coordinate,MACE-MP,expected_stable_hits_at_1000,822.0,843.0,865.025
25,alexmp20_source_coordinate,MACE-MP,expected_stable_hits_at_300,225.0,240.0,254.0
25,alexmp20_source_coordinate,MACE-MP,expected_stable_hits_at_500,390.0,407.0,423.0
25,alexmp20_source_coordinate,MACE-MP,expected_stable_hits_at_5000,4471.0,4513.0,4554.0
25,alexmp20_source_coordinate,MACE-MP,normalized_ap,0.6371990092334834,0.6540607139454374,0.6682151054859194
25,mp_matched_pool_coordinate,ALIGNN-FF,ap,0.8334260730795574,0.8402365189154262,0.846532056435618
25,mp_matched_pool_coordinate,ALIGNN-FF,auroc,0.6986057670632263,0.7060054198712382,0.7133168110914296
25,mp_matched_pool_coordinate,ALIGNN-FF,expected_stable_hits_at_100,100.0,100.0,100.0
25,mp_matched_pool_coordinate,ALIGNN-FF,expected_stable_hits_at_1000,960.0,970.5,981.0
25,mp_matched_pool_coordinate,ALIGNN-FF,expected_stable_hits_at_300,296.0,299.0,300.0
25,mp_matched_pool_coordinate,ALIGNN-FF,expected_stable_hits_at_500,492.0,497.0,500.0
25,mp_matched_pool_coordinate,ALIGNN-FF,expected_stable_hits_at_5000,4548.0,4588.0,4628.025
25,mp_matched_pool_coordinate,ALIGNN-FF,normalized_ap,0.4800666423321229,0.49397037254584175,0.507760630698359
25,mp_matched_pool_coordinate,CHGNet,ap,0.9179188593560111,0.9213550545384821,0.9248735941386186
25,mp_matched_pool_coordinate,CHGNet,auroc,0.8504542578872741,0.8560221784481636,0.8616303575698079
25,mp_matched_pool_coordinate,CHGNet,expected_stable_hits_at_100,100.0,100.0,100.0
25,mp_matched_pool_coordinate,CHGNet,expected_stable_hits_at_1000,988.0,993.0,998.0
25,mp_matched_pool_coordinate,CHGNet,expected_stable_hits_at_300,294.0,298.0,300.0
25,mp_matched_pool_coordinate,CHGNet,expected_stable_hits_at_500,492.0,497.0,500.0
25,mp_matched_pool_coordinate,CHGNet,expected_stable_hits_at_5000,4901.0,4919.0,4936.0
25,mp_matched_pool_coordinate,CHGNet,normalized_ap,0.7414388856381039,0.7510774267609807,0.7615149023140877
25,mp_matched_pool_coordinate,M3GNet,ap,0.9001560211395637,0.9042383200132444,0.9083037349332511
25,mp_matched_pool_coordinate,M3GNet,auroc,0.8131779823890026,0.8189891871918018,0.8252243789708511
25,mp_matched_pool_coordinate,M3GNet,expected_stable_hits_at_100,100.0,100.0,100.0
25,mp_matched_pool_coordinate,M3GNet,expected_stable_hits_at_1000,987.0,993.0,998.0
25,mp_matched_pool_coordinate,M3GNet,expected_stable_hits_at_300,294.0,298.0,300.0
25,mp_matched_pool_coordinate,M3GNet,expected_stable_hits_at_500,493.0,497.0,500.0
25,mp_matched_pool_coordinate,M3GNet,expected_stable_hits_at_5000,4829.0,4853.0,4877.025
25,mp_matched_pool_coordinate,M3GNet,normalized_ap,0.6860751234856551,0.696735742462532,0.7079522681035434
25,mp_matched_pool_coordinate,MACE-MP,ap,0.9336880775715412,0.9370506456524494,0.9398248514554993
25,mp_matched_pool_coordinate,MACE-MP,auroc,0.8785584961970266,0.8842818120157361,0.889283983306439
25,mp_matched_pool_coordinate,MACE-MP,expected_stable_hits_at_100,100.0,100.0,100.0
25,mp_matched_pool_coordinate,MACE-MP,expected_stable_hits_at_1000,986.0,992.0,997.0
25,mp_matched_pool_coordinate,MACE-MP,expected_stable_hits_at_300,295.0,299.0,300.0
25,mp_matched_pool_coordinate,MACE-MP,expected_stable_hits_at_500,493.0,497.0,500.0
25,mp_matched_pool_coordinate,MACE-MP,expected_stable_hits_at_5000,4890.0,4912.0,4930.0
25,mp_matched_pool_coordinate,MACE-MP,normalized_ap,0.791105017370737,0.8007154819630813,0.8094276016047839
25,mp_source_coordinate,ALIGNN-FF,ap,0.7790957119113234,0.7876561117968925,0.7954590987228715
25,mp_source_coordinate,ALIGNN-FF,auroc,0.6819277968120335,0.6896002284024734,0.6972769992603052
25,mp_source_coordinate,ALIGNN-FF,expected_stable_hits_at_100,79.0,87.0,94.0
25,mp_source_coordinate,ALIGNN-FF,expected_stable_hits_at_1000,827.975,853.0,876.0
25,mp_source_coordinate,ALIGNN-FF,expected_stable_hits_at_300,235.0,249.0,261.0
25,mp_source_coordinate,ALIGNN-FF,expected_stable_hits_at_500,407.0,424.0,440.0
25,mp_source_coordinate,ALIGNN-FF,expected_stable_hits_at_5000,4188.975,4242.0,4294.0
25,mp_source_coordinate,ALIGNN-FF,normalized_ap,0.3811284464922346,0.3985512649357311,0.4158550348143832
25,mp_source_coordinate,CHGNet,ap,0.8629066751375198,0.8689194491511759,0.8743392836988273
25,mp_source_coordinate,CHGNet,auroc,0.8225111636664354,0.8296203892526175,0.8362889686330974
25,mp_source_coordinate,CHGNet,expected_stable_hits_at_100,79.0,86.0,93.0
25,mp_source_coordinate,CHGNet,expected_stable_hits_at_1000,845.0,868.0,889.0
25,mp_source_coordinate,CHGNet,expected_stable_hits_at_300,235.0,248.0,261.0
25,mp_source_coordinate,CHGNet,expected_stable_hits_at_500,404.0,422.0,439.0
25,mp_source_coordinate,CHGNet,expected_stable_hits_at_5000,4547.975,4588.0,4627.025
25,mp_source_coordinate,CHGNet,normalized_ap,0.6113973199096818,0.6287714608130703,0.6442896807079761
25,mp_source_coordinate,M3GNet,ap,0.8493416460336277,0.8557025843705603,0.8610823377265584
25,mp_source_coordinate,M3GNet,auroc,0.7924147395590369,0.79926089496577,0.8059028569029546
25,mp_source_coordinate,M3GNet,expected_stable_hits_at_100,79.0,87.0,93.0
25,mp_source_coordinate,M3GNet,expected_stable_hits_at_1000,856.0,877.0,898.0
25,mp_source_coordinate,M3GNet,expected_stable_hits_at_300,239.0,251.0,264.0
25,mp_source_coordinate,M3GNet,expected_stable_hits_at_500,412.0,429.0,444.025
25,mp_source_coordinate,M3GNet,expected_stable_hits_at_5000,4534.0,4573.0,4612.0
25,mp_source_coordinate,M3GNet,normalized_ap,0.5743989105606879,0.5909590214992521,0.6065958606921359
25,mp_source_coordinate,MACE-MP,ap,0.8887506247506263,0.8942682106465017,0.8994705949826346
25,mp_source_coordinate,MACE-MP,auroc,0.8632393924660454,0.8691411159875289,0.8751936894902766
25,mp_source_coordinate,MACE-MP,expected_stable_hits_at_100,79.0,87.0,93.0
25,mp_source_coordinate,MACE-MP,expected_stable_hits_at_1000,858.0,880.0,902.0
25,mp_source_coordinate,MACE-MP,expected_stable_hits_at_300,234.0,247.0,261.0
25,mp_source_coordinate,MACE-MP,expected_stable_hits_at_500,408.0,425.0,442.0
25,mp_source_coordinate,MACE-MP,expected_stable_hits_at_5000,4594.975,4634.0,4671.0
25,mp_source_coordinate,MACE-MP,normalized_ap,0.6851822706941403,0.700590856093668,0.71487503396296
50,alex_pbe_matched_pool_coordinate,ALIGNN-FF,ap,0.9362955593568305,0.9403786392246902,0.9443274796045928
50,alex_pbe_matched_pool_coordinate,ALIGNN-FF,auroc,0.7069005586711051,0.7155994840016788,0.7241533167317489
50,alex_pbe_matched_pool_coordinate,ALIGNN-FF,expected_stable_hits_at_100,100.0,100.0,100.0
50,alex_pbe_matched_pool_coordinate,ALIGNN-FF,expected_stable_hits_at_1000,988.0,993.0,998.0
50,alex_pbe_matched_pool_coordinate,ALIGNN-FF,expected_stable_hits_at_300,300.0,300.0,300.0
50,alex_pbe_matched_pool_coordinate,ALIGNN-FF,expected_stable_hits_at_500,500.0,500.0,500.0
50,alex_pbe_matched_pool_coordinate,ALIGNN-FF,expected_stable_hits_at_5000,4849.975,4872.0,4897.0
50,alex_pbe_matched_pool_coordinate,ALIGNN-FF,normalized_ap,0.5433992158225642,0.5597919178805246,0.576080991784361
50,alex_pbe_matched_pool_coordinate,CHGNet,ap,0.9802361923909894,0.9819083134070441,0.9834989369403274
50,alex_pbe_matched_pool_coordinate,CHGNet,auroc,0.8999338681273328,0.9051183496331601,0.9107546276441298
50,alex_pbe_matched_pool_coordinate,CHGNet,expected_stable_hits_at_100,100.0,100.0,100.0
50,alex_pbe_matched_pool_coordinate,CHGNet,expected_stable_hits_at_1000,1000.0,1000.0,1000.0
50,alex_pbe_matched_pool_coordinate,CHGNet,expected_stable_hits_at_300,300.0,300.0,300.0
50,alex_pbe_matched_pool_coordinate,CHGNet,expected_stable_hits_at_500,500.0,500.0,500.0
50,alex_pbe_matched_pool_coordinate,CHGNet,expected_stable_hits_at_5000,4982.0,4989.0,4995.0
50,alex_pbe_matched_pool_coordinate,CHGNet,normalized_ap,0.857495605947249,0.8661745911815899,0.8753137319551804
50,alex_pbe_matched_pool_coordinate,M3GNet,ap,0.9709848077972032,0.9735474913903172,0.9755681904539225
50,alex_pbe_matched_pool_coordinate,M3GNet,auroc,0.8536415241580458,0.8608238822598485,0.8677830717394284
50,alex_pbe_matched_pool_coordinate,M3GNet,expected_stable_hits_at_100,100.0,100.0,100.0
50,alex_pbe_matched_pool_coordinate,M3GNet,expected_stable_hits_at_1000,1000.0,1000.0,1000.0
50,alex_pbe_matched_pool_coordinate,M3GNet,expected_stable_hits_at_300,300.0,300.0,300.0
50,alex_pbe_matched_pool_coordinate,M3GNet,expected_stable_hits_at_500,500.0,500.0,500.0
50,alex_pbe_matched_pool_coordinate,M3GNet,expected_stable_hits_at_5000,4968.0,4978.0,4987.0
50,alex_pbe_matched_pool_coordinate,M3GNet,normalized_ap,0.7931056871270988,0.8045017969213081,0.8156609128493322
50,alex_pbe_matched_pool_coordinate,MACE-MP,ap,0.9863994637127119,0.9877844563982815,0.9890299541568696
50,alex_pbe_matched_pool_coordinate,MACE-MP,auroc,0.9280892452680793,0.9331228433342421,0.93760470653812
50,alex_pbe_matched_pool_coordinate,MACE-MP,expected_stable_hits_at_100,100.0,100.0,100.0
50,alex_pbe_matched_pool_coordinate,MACE-MP,expected_stable_hits_at_1000,995.0,998.0,1000.0
50,alex_pbe_matched_pool_coordinate,MACE-MP,expected_stable_hits_at_300,300.0,300.0,300.0
50,alex_pbe_matched_pool_coordinate,MACE-MP,expected_stable_hits_at_500,500.0,500.0,500.0
50,alex_pbe_matched_pool_coordinate,MACE-MP,expected_stable_hits_at_5000,4983.0,4990.0,4996.0
50,alex_pbe_matched_pool_coordinate,MACE-MP,normalized_ap,0.9018882880380458,0.9096990334356926,0.9172053630747948
50,alex_pbe_source_coordinate,ALIGNN-FF,ap,0.8525795661198073,0.8581955812269438,0.8641301676882998
50,alex_pbe_source_coordinate,ALIGNN-FF,auroc,0.6472779681067236,0.6556061847682809,0.6639728980848735
50,alex_pbe_source_coordinate,ALIGNN-FF,expected_stable_hits_at_100,82.975,90.0,96.0
50,alex_pbe_source_coordinate,ALIGNN-FF,expected_stable_hits_at_1000,849.0,873.0,893.0
50,alex_pbe_source_coordinate,ALIGNN-FF,expected_stable_hits_at_300,242.0,256.0,267.0
50,alex_pbe_source_coordinate,ALIGNN-FF,expected_stable_hits_at_500,415.0,431.0,446.0
50,alex_pbe_source_coordinate,ALIGNN-FF,expected_stable_hits_at_5000,4369.95,4413.0,4460.0
50,alex_pbe_source_coordinate,ALIGNN-FF,normalized_ap,0.31543077805185327,0.33810541792108617,0.3586266872324193
50,alex_pbe_source_coordinate,CHGNet,ap,0.9126220790921383,0.9169106530345816,0.9213358600575515
50,alex_pbe_source_coordinate,CHGNet,auroc,0.8067653842193441,0.8144248486414014,0.8219783342189426
50,alex_pbe_source_coordinate,CHGNet,expected_stable_hits_at_100,83.0,90.0,95.0
50,alex_pbe_source_coordinate,CHGNet,expected_stable_hits_at_1000,875.0,895.0,914.0
50,alex_pbe_source_coordinate,CHGNet,expected_stable_hits_at_300,244.0,257.0,268.025
50,alex_pbe_source_coordinate,CHGNet,expected_stable_hits_at_500,421.0,437.0,451.0
50,alex_pbe_source_coordinate,CHGNet,expected_stable_hits_at_5000,4649.975,4684.0,4717.0
50,alex_pbe_source_coordinate,CHGNet,normalized_ap,0.5922689933150088,0.6123849581743988,0.6318236988484407
50,alex_pbe_source_coordinate,M3GNet,ap,0.9045929484541985,0.9089203772408744,0.9135180737117071
50,alex_pbe_source_coordinate,M3GNet,auroc,0.7742300120897336,0.7816966322770709,0.7888899405854859
50,alex_pbe_source_coordinate,M3GNet,expected_stable_hits_at_100,84.0,90.0,95.02499999999998
50,alex_pbe_source_coordinate,M3GNet,expected_stable_hits_at_1000,884.0,903.0,921.0
50,alex_pbe_source_coordinate,M3GNet,expected_stable_hits_at_300,249.0,261.0,272.0
50,alex_pbe_source_coordinate,M3GNet,expected_stable_hits_at_500,427.0,442.0,455.025
50,alex_pbe_source_coordinate,M3GNet,expected_stable_hits_at_5000,4654.0,4689.5,4720.0
50,alex_pbe_source_coordinate,M3GNet,normalized_ap,0.5550505493037204,0.5749611876571061,0.5930165617899184
