threshold_meV_per_atom,metric,model_a,model_b,coordinate_endpoint,pairwise_margin_a_minus_b_ci_low_95,pairwise_margin_a_minus_b_median,pairwise_margin_a_minus_b_ci_high_95,difference_in_differences_vs_mp_ci_low_95,difference_in_differences_vs_mp_median,difference_in_differences_vs_mp_ci_high_95
0,ap,CHGNet,M3GNet,alex_pbe_source_coordinate,0.007449766428840193,0.011360701197705103,0.015354275303466676,-0.009724258061230071,-0.006025329055854567,-0.002421043680067299
0,ap,CHGNet,M3GNet,alexmp20_source_coordinate,0.011329742373545773,0.01518677616855807,0.01883631036916252,-0.005224092008231365,-0.0022297008903733873,0.0006740224502890697
0,ap,CHGNet,M3GNet,mp_matched_pool_coordinate,0.023816156593033978,0.02746057622936754,0.030886027435554145,0.006934161684341108,0.010052445886605088,0.012952324360551184
0,ap,CHGNet,M3GNet,mp_source_coordinate,0.013677775801989731,0.01738819921662077,0.021133726951765734,0.0,0.0,0.0
0,ap,CHGNet,MACE-MP,alex_pbe_matched_pool_coordinate,-0.026883297778804584,-0.02470647636626333,-0.022730585175323472,0.011405585273672424,0.014166452973987664,0.01709616133521456
0,ap,CHGNet,MACE-MP,alex_pbe_source_coordinate,-0.04788377341531263,-0.0448725334643697,-0.04201897215720364,-0.009151261413158945,-0.0060647788474079145,-0.00301285170035375
0,ap,CHGNet,MACE-MP,alexmp20_source_coordinate,-0.04504978329448211,-0.04211977810883388,-0.03929349298934636,-0.005752442332736307,-0.003295999826421092,-0.0007241619126475392
0,ap,CHGNet,MACE-MP,mp_matched_pool_coordinate,-0.02757622798885024,-0.024930397125263515,-0.022374078060639686,0.011370108128528697,0.013902390572992473,0.016555202025038823
0,ap,CHGNet,MACE-MP,mp_source_coordinate,-0.04180886046965638,-0.03879785218245707,-0.03600373729005064,0.0,0.0,0.0
0,ap,M3GNet,MACE-MP,alex_pbe_matched_pool_coordinate,-0.056317454340280834,-0.05314130258196398,-0.049844214293422034,-0.00042084718039719633,0.003096216621225223,0.006492667337083737
0,ap,M3GNet,MACE-MP,alex_pbe_source_coordinate,-0.06017451192729397,-0.056204643878632665,-0.052094345900901444,-0.0035261333866852735,9.209555734207564e-05,0.003628640749768351
0,ap,M3GNet,MACE-MP,alexmp20_source_coordinate,-0.06149014877108447,-0.05719874826845728,-0.05334565291029342,-0.004281550509607568,-0.0010558514142976483,0.0020168918263276142
0,ap,M3GNet,MACE-MP,mp_matched_pool_coordinate,-0.055991466027745386,-0.05236324973089179,-0.04876716928515232,0.0006365184208941499,0.00391415474984258,0.006960589264537869
0,ap,M3GNet,MACE-MP,mp_source_coordinate,-0.05998252497739489,-0.05633947173781417,-0.0521373913438896,0.0,0.0,0.0
0,auroc,ALIGNN-FF,CHGNet,alex_pbe_matched_pool_coordinate,-0.17951317060789976,-0.17318571244083908,-0.167037803892659,-0.04552862708567022,-0.04076343911808683,-0.03568908356999976
0,auroc,ALIGNN-FF,CHGNet,alex_pbe_source_coordinate,-0.12818082191626445,-0.1218251763785353,-0.11598523691775328,0.006022180753116818,0.010741002774412645,0.015314976554235244
0,auroc,ALIGNN-FF,CHGNet,alexmp20_source_coordinate,-0.13455517096899441,-0.12839746762608634,-0.1223006974341503,0.00010275758039827731,0.004074418918659006,0.008384111209408338
0,auroc,ALIGNN-FF,CHGNet,mp_matched_pool_coordinate,-0.1517241235145516,-0.1457697259144054,-0.14014342422091056,-0.017414104288913133,-0.013256523924357055,-0.008991412636493177
0,auroc,ALIGNN-FF,CHGNet,mp_source_coordinate,-0.13821230738931153,-0.13260699727584396,-0.12690888827506683,0.0,0.0,0.0
0,auroc,ALIGNN-FF,M3GNet,alex_pbe_matched_pool_coordinate,-0.13651991241063902,-0.1303759442923607,-0.12369969532966171,-0.03230996376356607,-0.027270313130893786,-0.022020876292610184
0,auroc,ALIGNN-FF,M3GNet,alex_pbe_source_coordinate,-0.10252865813492963,-0.09587016237085261,-0.08980462342150548,0.0018850486283067207,0.007166361387083486,0.01206210585403166
0,auroc,ALIGNN-FF,M3GNet,alexmp20_source_coordinate,-0.106969055502872,-0.10059248750333916,-0.09423442074695458,-0.0018455737468854537,0.0024432131001804747,0.006684881280206854
0,auroc,ALIGNN-FF,M3GNet,mp_matched_pool_coordinate,-0.11571788340604196,-0.10965289639502068,-0.10394151283006152,-0.011133564915754712,-0.006840558548614872,-0.002228553992091637
0,auroc,ALIGNN-FF,M3GNet,mp_source_coordinate,-0.10909297509658426,-0.10311831745783478,-0.09724577223402854,0.0,0.0,0.0
0,auroc,ALIGNN-FF,MACE-MP,alex_pbe_matched_pool_coordinate,-0.20613766397059613,-0.1995784177789,-0.19321767657754527,-0.03598864593298014,-0.031059714090912627,-0.025945657083006998
0,auroc,ALIGNN-FF,MACE-MP,alex_pbe_source_coordinate,-0.16748441531008157,-0.16117199065112903,-0.1553216172078446,0.0026066942629556443,0.007269390872276182,0.011965446649892299
0,auroc,ALIGNN-FF,MACE-MP,alexmp20_source_coordinate,-0.17129461542082838,-0.16518947636460857,-0.1595746680933701,-0.0006789195254947117,0.0032581295330773585,0.0072664596169049085
0,auroc,ALIGNN-FF,MACE-MP,mp_matched_pool_coordinate,-0.1776481452509688,-0.17189604453830137,-0.16597818896271266,-0.00752529769802752,-0.00334111943055615,0.0013247519675746993
0,auroc,ALIGNN-FF,MACE-MP,mp_source_coordinate,-0.1743887251025263,-0.16841039204960395,-0.16277845992495674,0.0,0.0,0.0
0,auroc,CHGNet,M3GNet,alex_pbe_matched_pool_coordinate,0.03927009441760147,0.04292406231629908,0.04649329679943564,0.010231049832379904,0.013365228231893789,0.016514233982938747
0,auroc,CHGNet,M3GNet,alex_pbe_source_coordinate,0.022213302417041933,0.025848183873958264,0.029581535448743382,-0.007020038807095702,-0.003675207817519288,-0.00030779247580274295
0,auroc,CHGNet,M3GNet,alexmp20_source_coordinate,0.023924660206419555,0.027714919457037468,0.0312803597115655,-0.004510756149918832,-0.0016837623007024405,0.000970940328859595
0,auroc,CHGNet,M3GNet,mp_matched_pool_coordinate,0.03225935048165513,0.03588781570292554,0.03948183431203199,0.003772225780847199,0.006376303257099425,0.009151713122061469
0,auroc,CHGNet,M3GNet,mp_source_coordinate,0.0258786653749674,0.029471867766255655,0.033190621452094095,0.0,0.0,0.0
0,auroc,CHGNet,MACE-MP,alex_pbe_matched_pool_coordinate,-0.029236213905963503,-0.026346048575196124,-0.023237972229779122,0.006796192408478785,0.009615627750220845,0.012773349793165528
0,auroc,CHGNet,MACE-MP,alex_pbe_source_coordinate,-0.04237113815589723,-0.03947962473341843,-0.03650345563583799,-0.006271507817972794,-0.0035604495256577606,-0.000674567461602906
0,auroc,CHGNet,MACE-MP,alexmp20_source_coordinate,-0.039593481836207076,-0.036786051059322256,-0.033892011395165296,-0.0031713634702707216,-0.0009166677904714482,0.0015168383218956579
0,auroc,CHGNet,MACE-MP,mp_matched_pool_coordinate,-0.02908911475043868,-0.026046242329499647,-0.02325386414616775,0.007563622779775026,0.009819782683135825,0.012135504503987257
0,auroc,CHGNet,MACE-MP,mp_source_coordinate,-0.038723429130023024,-0.03598287448651555,-0.033238795743971844,0.0,0.0,0.0
0,auroc,M3GNet,MACE-MP,alex_pbe_matched_pool_coordinate,-0.07311883647916405,-0.06924531955930624,-0.06505728527738704,-0.007212412419176748,-0.003808027151319948,-0.000290284166658897
0,auroc,M3GNet,MACE-MP,alex_pbe_source_coordinate,-0.06926511315974129,-0.06532062143932144,-0.061168488870046694,-0.0031988562348425594,0.000169144249862474,0.003384582337207986
0,auroc,M3GNet,MACE-MP,alexmp20_source_coordinate,-0.06837342138238196,-0.0646137046474517,-0.060673438286615373,-0.002123978605653004,0.0007562427093681934,0.0035322666897129734
0,auroc,M3GNet,MACE-MP,mp_matched_pool_coordinate,-0.0658090263477919,-0.06197899000941176,-0.058007834815958136,0.0006849323523927004,0.0035261381691875093,0.006244044561037231
0,auroc,M3GNet,MACE-MP,mp_source_coordinate,-0.06942129815599904,-0.06535357780260759,-0.06144541296331672,0.0,0.0,0.0
0,expected_stable_hits_at_100,ALIGNN-FF,CHGNet,alex_pbe_matched_pool_coordinate,0.0,0.0,0.0,-3.0249999999999986,1.0,7.0
0,expected_stable_hits_at_100,ALIGNN-FF,CHGNet,alex_pbe_source_coordinate,-8.0,-3.0,3.0,-8.0,-2.0,4.0
0,expected_stable_hits_at_100,ALIGNN-FF,CHGNet,alexmp20_source_coordinate,-6.0,1.0,7.0,-3.0,1.0,11.0
0,expected_stable_hits_at_100,ALIGNN-FF,CHGNet,mp_matched_pool_coordinate,0.0,0.0,0.0,-3.0249999999999986,1.0,7.0
0,expected_stable_hits_at_100,ALIGNN-FF,CHGNet,mp_source_coordinate,-7.0,-1.0,3.0249999999999773,0.0,0.0,0.0
0,expected_stable_hits_at_100,ALIGNN-FF,M3GNet,alex_pbe_matched_pool_coordinate,0.0,0.0,0.0,-2.0,2.0,8.0
0,expected_stable_hits_at_100,ALIGNN-FF,M3GNet,alex_pbe_source_coordinate,-9.024999999999999,-4.0,1.0,-8.0,-2.0,4.024999999999977
0,expected_stable_hits_at_100,ALIGNN-FF,M3GNet,alexmp20_source_coordinate,-7.0,-1.0,5.0,-4.0,1.0,10.0
0,expected_stable_hits_at_100,ALIGNN-FF,M3GNet,mp_matched_pool_coordinate,0.0,0.0,0.0,-2.0,2.0,8.0
0,expected_stable_hits_at_100,ALIGNN-FF,M3GNet,mp_source_coordinate,-8.0,-2.0,2.0,0.0,0.0,0.0
0,expected_stable_hits_at_100,ALIGNN-FF,MACE-MP,alex_pbe_matched_pool_coordinate,0.0,0.0,0.0,-4.0,1.0,6.0
0,expected_stable_hits_at_100,ALIGNN-FF,MACE-MP,alex_pbe_source_coordinate,-8.0,-3.0,3.0,-9.0,-2.0,6.0
0,expected_stable_hits_at_100,ALIGNN-FF,MACE-MP,alexmp20_source_coordinate,-5.0,0.0,4.0,-4.0,1.0,6.0
0,expected_stable_hits_at_100,ALIGNN-FF,MACE-MP,mp_matched_pool_coordinate,0.0,0.0,0.0,-4.0,1.0,6.0
0,expected_stable_hits_at_100,ALIGNN-FF,MACE-MP,mp_source_coordinate,-6.0,-1.0,4.0,0.0,0.0,0.0
0,expected_stable_hits_at_100,CHGNet,M3GNet,alex_pbe_matched_pool_coordinate,0.0,0.0,0.0,-4.0,1.0,5.0
0,expected_stable_hits_at_100,CHGNet,M3GNet,alex_pbe_source_coordinate,-6.0,-1.0,4.0,-4.0,0.0,4.0
0,expected_stable_hits_at_100,CHGNet,M3GNet,alexmp20_source_coordinate,-5.0,-1.0,3.0,-5.0,0.0,4.0
0,expected_stable_hits_at_100,CHGNet,M3GNet,mp_matched_pool_coordinate,0.0,0.0,0.0,-4.0,1.0,5.0
0,expected_stable_hits_at_100,CHGNet,M3GNet,mp_source_coordinate,-5.0,-1.0,4.0,0.0,0.0,0.0
0,expected_stable_hits_at_100,CHGNet,MACE-MP,alex_pbe_matched_pool_coordinate,0.0,0.0,0.0,-6.0,0.0,4.0
0,expected_stable_hits_at_100,CHGNet,MACE-MP,alex_pbe_source_coordinate,-4.0,0.0,5.0,-4.0,0.0,5.0
0,expected_stable_hits_at_100,CHGNet,MACE-MP,alexmp20_source_coordinate,-5.0,-1.0,5.0,-9.0,-1.0,3.0
0,expected_stable_hits_at_100,CHGNet,MACE-MP,mp_matched_pool_coordinate,0.0,0.0,0.0,-6.0,0.0,4.0
0,expected_stable_hits_at_100,CHGNet,MACE-MP,mp_source_coordinate,-4.0,0.0,6.0,0.0,0.0,0.0
0,expected_stable_hits_at_100,M3GNet,MACE-MP,alex_pbe_matched_pool_coordinate,0.0,0.0,0.0,-6.0,-1.0,3.0
0,expected_stable_hits_at_100,M3GNet,MACE-MP,alex_pbe_source_coordinate,-4.0,2.0,6.0,-4.0,0.0,5.0
0,expected_stable_hits_at_100,M3GNet,MACE-MP,alexmp20_source_coordinate,-4.0,0.0,5.024999999999977,-9.0,0.0,4.0
0,expected_stable_hits_at_100,M3GNet,MACE-MP,mp_matched_pool_coordinate,0.0,0.0,0.0,-6.0,-1.0,3.0
0,expected_stable_hits_at_100,M3GNet,MACE-MP,mp_source_coordinate,-3.0,1.0,6.0,0.0,0.0,0.0
0,expected_stable_hits_at_1000,ALIGNN-FF,CHGNet,alex_pbe_matched_pool_coordinate,-37.025,-26.0,-17.0,-29.0,-7.0,14.0
0,expected_stable_hits_at_1000,ALIGNN-FF,CHGNet,alex_pbe_source_coordinate,-47.0,-23.0,1.0,-26.0,-3.0,19.0
0,expected_stable_hits_at_1000,ALIGNN-FF,CHGNet,alexmp20_source_coordinate,-54.0,-30.0,-6.0,-28.025,-10.0,10.0
0,expected_stable_hits_at_1000,ALIGNN-FF,CHGNet,mp_matched_pool_coordinate,-56.0,-40.0,-25.0,-39.0,-20.0,-1.9750000000000227
0,expected_stable_hits_at_1000,ALIGNN-FF,CHGNet,mp_source_coordinate,-42.0,-20.0,3.0,0.0,0.0,0.0
0,expected_stable_hits_at_1000,ALIGNN-FF,M3GNet,alex_pbe_matched_pool_coordinate,-37.0,-26.0,-16.0,-2.0,18.0,38.0
0,expected_stable_hits_at_1000,ALIGNN-FF,M3GNet,alex_pbe_source_coordinate,-75.0,-50.0,-26.0,-31.0,-6.0,16.0
0,expected_stable_hits_at_1000,ALIGNN-FF,M3GNet,alexmp20_source_coordinate,-84.0,-60.0,-36.0,-37.0,-17.0,4.0
0,expected_stable_hits_at_1000,ALIGNN-FF,M3GNet,mp_matched_pool_coordinate,-59.0,-42.0,-27.0,-16.0,1.0,19.0
0,expected_stable_hits_at_1000,ALIGNN-FF,M3GNet,mp_source_coordinate,-65.0,-44.0,-24.0,0.0,0.0,0.0
0,expected_stable_hits_at_1000,ALIGNN-FF,MACE-MP,alex_pbe_matched_pool_coordinate,-35.0,-23.0,-13.0,5.975000000000001,26.0,46.0
0,expected_stable_hits_at_1000,ALIGNN-FF,MACE-MP,alex_pbe_source_coordinate,-68.025,-45.0,-21.0,-18.0,4.0,26.0
0,expected_stable_hits_at_1000,ALIGNN-FF,MACE-MP,alexmp20_source_coordinate,-78.0,-53.0,-29.0,-23.0,-4.0,15.0
0,expected_stable_hits_at_1000,ALIGNN-FF,MACE-MP,mp_matched_pool_coordinate,-57.0,-40.0,-25.0,-10.0,9.0,26.0
0,expected_stable_hits_at_1000,ALIGNN-FF,MACE-MP,mp_source_coordinate,-70.0,-49.0,-27.0,0.0,0.0,0.0
0,expected_stable_hits_at_1000,CHGNet,M3GNet,alex_pbe_matched_pool_coordinate,-2.0,1.0,3.0,12.0,25.0,39.0
0,expected_stable_hits_at_1000,CHGNet,M3GNet,alex_pbe_source_coordinate,-44.0,-28.0,-11.0,-19.0,-3.0,12.024999999999977
0,expected_stable_hits_at_1000,CHGNet,M3GNet,alexmp20_source_coordinate,-45.0,-31.0,-15.0,-18.0,-6.0,6.0
0,expected_stable_hits_at_1000,CHGNet,M3GNet,mp_matched_pool_coordinate,-8.0,-2.0,3.0,9.0,22.0,34.0
0,expected_stable_hits_at_1000,CHGNet,M3GNet,mp_source_coordinate,-38.0,-24.0,-11.0,0.0,0.0,0.0
0,expected_stable_hits_at_1000,CHGNet,MACE-MP,alex_pbe_matched_pool_coordinate,0.0,3.0,8.0,21.0,33.0,46.0
0,expected_stable_hits_at_1000,CHGNet,MACE-MP,alex_pbe_source_coordinate,-36.0,-22.0,-7.0,-7.0,7.0,22.0
0,expected_stable_hits_at_1000,CHGNet,MACE-MP,alexmp20_source_coordinate,-37.0,-23.0,-8.975000000000023,-4.0,6.0,18.0
0,expected_stable_hits_at_1000,CHGNet,MACE-MP,mp_matched_pool_coordinate,-6.0,0.0,5.0,18.0,29.0,42.0
0,expected_stable_hits_at_1000,CHGNet,MACE-MP,mp_source_coordinate,-43.0,-29.0,-18.0,0.0,0.0,0.0
0,expected_stable_hits_at_1000,M3GNet,MACE-MP,alex_pbe_matched_pool_coordinate,-1.0,3.0,7.0,-6.0,8.0,23.0
0,expected_stable_hits_at_1000,M3GNet,MACE-MP,alex_pbe_source_coordinate,-10.0,5.0,21.0,-3.0249999999999986,10.0,26.0
0,expected_stable_hits_at_1000,M3GNet,MACE-MP,alexmp20_source_coordinate,-8.0,8.0,23.0,2.0,13.0,24.0
0,expected_stable_hits_at_1000,M3GNet,MACE-MP,mp_matched_pool_coordinate,-4.0,2.0,9.0,-4.0,7.0,20.0
0,expected_stable_hits_at_1000,M3GNet,MACE-MP,mp_source_coordinate,-20.0,-5.0,8.024999999999977,0.0,0.0,0.0
0,expected_stable_hits_at_300,ALIGNN-FF,CHGNet,alex_pbe_matched_pool_coordinate,0.0,0.0,0.0,-9.0,-1.0,6.0
0,expected_stable_hits_at_300,ALIGNN-FF,CHGNet,alex_pbe_source_coordinate,-6.0,1.0,9.0,-9.0,1.0,8.0
0,expected_stable_hits_at_300,ALIGNN-FF,CHGNet,alexmp20_source_coordinate,-8.0,0.0,8.0,-8.0,-1.0,6.0
0,expected_stable_hits_at_300,ALIGNN-FF,CHGNet,mp_matched_pool_coordinate,-3.0,0.0,3.0,-8.024999999999999,-1.0,6.0
0,expected_stable_hits_at_300,ALIGNN-FF,CHGNet,mp_source_coordinate,-6.0,1.0,9.0,0.0,0.0,0.0
0,expected_stable_hits_at_300,ALIGNN-FF,M3GNet,alex_pbe_matched_pool_coordinate,0.0,0.0,0.0,-4.0,4.0,12.0
0,expected_stable_hits_at_300,ALIGNN-FF,M3GNet,alex_pbe_source_coordinate,-14.0,-6.0,1.0,-12.0,-2.0,6.0
0,expected_stable_hits_at_300,ALIGNN-FF,M3GNet,alexmp20_source_coordinate,-13.0,-6.0,1.0249999999999773,-10.0,-2.0,5.0
0,expected_stable_hits_at_300,ALIGNN-FF,M3GNet,mp_matched_pool_coordinate,-3.0,0.0,3.0,-4.0,5.0,12.0
0,expected_stable_hits_at_300,ALIGNN-FF,M3GNet,mp_source_coordinate,-12.0,-4.0,4.0,0.0,0.0,0.0
0,expected_stable_hits_at_300,ALIGNN-FF,MACE-MP,alex_pbe_matched_pool_coordinate,0.0,0.0,0.0,-9.0,-1.0,8.0
0,expected_stable_hits_at_300,ALIGNN-FF,MACE-MP,alex_pbe_source_coordinate,-9.0,0.0,9.0,-8.024999999999999,0.0,6.0
0,expected_stable_hits_at_300,ALIGNN-FF,MACE-MP,alexmp20_source_coordinate,-11.0,-1.0,7.024999999999977,-8.024999999999999,-1.0,5.0
0,expected_stable_hits_at_300,ALIGNN-FF,MACE-MP,mp_matched_pool_coordinate,-3.0,0.0,3.0,-8.024999999999999,0.0,8.0
0,expected_stable_hits_at_300,ALIGNN-FF,MACE-MP,mp_source_coordinate,-8.0,1.0,9.0,0.0,0.0,0.0
0,expected_stable_hits_at_300,CHGNet,M3GNet,alex_pbe_matched_pool_coordinate,0.0,0.0,0.0,-5.0,5.0,12.0
0,expected_stable_hits_at_300,CHGNet,M3GNet,alex_pbe_source_coordinate,-14.0,-8.0,-1.0,-11.0,-2.0,3.0249999999999773
0,expected_stable_hits_at_300,CHGNet,M3GNet,alexmp20_source_coordinate,-13.0,-6.0,1.0,-7.0,-1.0,4.0
0,expected_stable_hits_at_300,CHGNet,M3GNet,mp_matched_pool_coordinate,-2.0,0.0,3.0,-3.0,6.0,12.0
0,expected_stable_hits_at_300,CHGNet,M3GNet,mp_source_coordinate,-12.0,-5.0,5.0,0.0,0.0,0.0
0,expected_stable_hits_at_300,CHGNet,MACE-MP,alex_pbe_matched_pool_coordinate,0.0,0.0,0.0,-4.0,1.0,6.0
0,expected_stable_hits_at_300,CHGNet,MACE-MP,alex_pbe_source_coordinate,-9.0,-2.0,5.0,-8.0,-1.0,6.0
0,expected_stable_hits_at_300,CHGNet,MACE-MP,alexmp20_source_coordinate,-7.0,-1.0,5.0,-6.0,0.0,5.0
0,expected_stable_hits_at_300,CHGNet,MACE-MP,mp_matched_pool_coordinate,-2.0,0.0,2.0249999999999773,-4.0,1.0,5.0
0,expected_stable_hits_at_300,CHGNet,MACE-MP,mp_source_coordinate,-6.0,-1.0,4.0,0.0,0.0,0.0
0,expected_stable_hits_at_300,M3GNet,MACE-MP,alex_pbe_matched_pool_coordinate,0.0,0.0,0.0,-11.0,-5.0,5.0
0,expected_stable_hits_at_300,M3GNet,MACE-MP,alex_pbe_source_coordinate,-3.0,6.0,13.0,-4.0,1.0,9.0
0,expected_stable_hits_at_300,M3GNet,MACE-MP,alexmp20_source_coordinate,-3.0,5.0,11.0,-6.0,1.0,6.0
0,expected_stable_hits_at_300,M3GNet,MACE-MP,mp_matched_pool_coordinate,-3.0,0.0,2.0,-11.0,-5.0,4.0
0,expected_stable_hits_at_300,M3GNet,MACE-MP,mp_source_coordinate,-5.0,5.0,11.0,0.0,0.0,0.0
0,expected_stable_hits_at_500,ALIGNN-FF,CHGNet,alex_pbe_matched_pool_coordinate,-6.0,-1.0,0.0,-14.0,-3.0,8.0
0,expected_stable_hits_at_500,ALIGNN-FF,CHGNet,alex_pbe_source_coordinate,-14.0,1.0,14.0,-13.024999999999999,-1.0,11.0
0,expected_stable_hits_at_500,ALIGNN-FF,CHGNet,alexmp20_source_coordinate,-8.0,4.0,16.0,-8.0,2.0,12.0
0,expected_stable_hits_at_500,ALIGNN-FF,CHGNet,mp_matched_pool_coordinate,-8.0,-1.0,5.0,-13.0,-2.0,7.0
0,expected_stable_hits_at_500,ALIGNN-FF,CHGNet,mp_source_coordinate,-10.0,1.0,13.0,0.0,0.0,0.0
0,expected_stable_hits_at_500,ALIGNN-FF,M3GNet,alex_pbe_matched_pool_coordinate,-6.0,-1.0,0.0,-10.0,1.0,12.0
0,expected_stable_hits_at_500,ALIGNN-FF,M3GNet,alex_pbe_source_coordinate,-22.0,-8.0,5.0,-17.0,-6.0,6.0
0,expected_stable_hits_at_500,ALIGNN-FF,M3GNet,alexmp20_source_coordinate,-17.0,-3.0,10.0,-12.0,-1.0,10.0
0,expected_stable_hits_at_500,ALIGNN-FF,M3GNet,mp_matched_pool_coordinate,-11.024999999999999,-4.0,2.0,-12.0,-1.0,9.0
0,expected_stable_hits_at_500,ALIGNN-FF,M3GNet,mp_source_coordinate,-15.0,-2.0,10.0,0.0,0.0,0.0
0,expected_stable_hits_at_500,ALIGNN-FF,MACE-MP,alex_pbe_matched_pool_coordinate,-6.0,-1.0,0.0,-10.0,1.0,12.0
0,expected_stable_hits_at_500,ALIGNN-FF,MACE-MP,alex_pbe_source_coordinate,-21.0,-6.0,7.0,-15.0,-4.0,8.0
0,expected_stable_hits_at_500,ALIGNN-FF,MACE-MP,alexmp20_source_coordinate,-16.0,-3.0,10.0,-10.0,0.0,10.0
0,expected_stable_hits_at_500,ALIGNN-FF,MACE-MP,mp_matched_pool_coordinate,-12.0,-5.0,2.0,-12.0,-2.0,9.0
0,expected_stable_hits_at_500,ALIGNN-FF,MACE-MP,mp_source_coordinate,-14.0,-3.0,9.0,0.0,0.0,0.0
0,expected_stable_hits_at_500,CHGNet,M3GNet,alex_pbe_matched_pool_coordinate,0.0,0.0,0.0,-5.0,4.0,15.0
0,expected_stable_hits_at_500,CHGNet,M3GNet,alex_pbe_source_coordinate,-20.0,-9.0,2.0,-13.0,-5.0,5.0
0,expected_stable_hits_at_500,CHGNet,M3GNet,alexmp20_source_coordinate,-17.0,-7.0,2.0,-11.0,-3.0,5.0
0,expected_stable_hits_at_500,CHGNet,M3GNet,mp_matched_pool_coordinate,-8.0,-3.0,1.0,-8.0,1.0,11.0
0,expected_stable_hits_at_500,CHGNet,M3GNet,mp_source_coordinate,-15.0,-4.0,5.0,0.0,0.0,0.0
0,expected_stable_hits_at_500,CHGNet,MACE-MP,alex_pbe_matched_pool_coordinate,0.0,0.0,0.0,-4.0,4.0,14.0
0,expected_stable_hits_at_500,CHGNet,MACE-MP,alex_pbe_source_coordinate,-18.0,-7.0,3.0,-12.0,-3.0,8.0
0,expected_stable_hits_at_500,CHGNet,MACE-MP,alexmp20_source_coordinate,-15.0,-7.0,2.0,-9.0,-2.0,5.0
0,expected_stable_hits_at_500,CHGNet,MACE-MP,mp_matched_pool_coordinate,-9.0,-4.0,1.0,-8.0,1.0,11.0
0,expected_stable_hits_at_500,CHGNet,MACE-MP,mp_source_coordinate,-14.0,-4.0,4.0,0.0,0.0,0.0
0,expected_stable_hits_at_500,M3GNet,MACE-MP,alex_pbe_matched_pool_coordinate,0.0,0.0,0.0,-7.024999999999999,1.0,8.0
0,expected_stable_hits_at_500,M3GNet,MACE-MP,alex_pbe_source_coordinate,-7.0,2.0,11.0,-5.0,2.0,12.0
