row_id,mp_id,mattergen_id,official_alexandria_id,jarvis_id,formula,reduced_formula,chemical_system,structure_hash,match_status,duplicate_status,multiple_match_status,has_mp,has_alexmp20,has_alex_pbe,has_jarvis,in_d0_formula,in_d1_mp_alexmp20_exact,in_d2_triple_single_match,in_d3_jarvis_overlap,in_d4_source_union_pool,in_d5_model_complete,jarvis_match_count
SAS36K-11592,mp-1210097,,agm003226476,JVASP-144316,NaPr(CO3)2,NaPr(CO3)2,C-Na-O-Pr,6134034a3530f26d0ecadf3bbe921bd317d8836313ed1b6e96f4395f8abfdec6,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-11593,mp-12101,,agm003194587,JVASP-16735,Lu(SiOs)2,Lu(SiOs)2,Lu-Os-Si,ffef335bd4ea68549add32c8f63fed399d2caf3852186d4ddd934d6ea73c7e41,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-11594,mp-1210101,,agm003215461,,NaBe2Tl3F8,NaBe2Tl3F8,Be-F-Na-Tl,76198218e28ac39cbbce17952b3c0d45120857b4aefa84b6b572c2edc272f9c1,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-11595,mp-1210109,,agm010125290,,NdBr2,NdBr2,Br-Nd,ca947fce1c14837821ea261e24bac09f8d4c4073ae4dc4cfec22a65f019d8373,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-11596,mp-1210114,,agm005229905,JVASP-145917,NaEu(MoO4)2,NaEu(MoO4)2,Eu-Mo-Na-O,9666f686569fe297e029a67a04a64ba08193f3d08e7a3bee63e69ff6ae2e5922,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-11597,mp-1210126,,agm003226477,JVASP-143705,NaSm(CO3)2,NaSm(CO3)2,C-Na-O-Sm,e0927431e0a9d99cb92cd67d05c830d43c057b7f285f6b7003d7c3ffec4290cc,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-11598,mp-1210128,,agm003225349,JVASP-112323,NaCr(PS3)2,NaCr(PS3)2,Cr-Na-P-S,7202780aea8e304ddefedc0957b5e2f6ea26c14c1af217226110551d2f514d84,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-11599,mp-1210129,,agm003225625,,NdMn7O12,NdMn7O12,Mn-Nd-O,308a0b4d24eaf30ae3d6b41e0fab9bdf9797e1c2d12da85358bc8ec371317dca,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-11600,mp-1210138,,agm003226478,JVASP-142744,NaNd(CO3)2,NaNd(CO3)2,C-Na-Nd-O,fb7876518152cf888699c90679756f1dfb4e591fa1efaed96becb06cf980289c,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-11601,mp-1210154,,agm003224312,JVASP-140314,Nd3Ni3Bi4,Nd3Ni3Bi4,Bi-Nd-Ni,0253bf52a0d321cbf88d789d0fdc1d42041d067761b2953790b8ef67c532a225,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-11602,mp-1210166,,agm003221660,JVASP-137652,Nd6Co2Sn,Nd6Co2Sn,Co-Nd-Sn,53da2d8972811b3220c79e14e26bd76ac48dd17eef274e950ca57c4f7ee5683a,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-11603,mp-1210180,,agm003211705,JVASP-143708,Na5IO6,Na5IO6,I-Na-O,8aa9fa1778f228797c9887ecfb349458c477eee9bb8d5ec8d0fcf92dbf5745be,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-11604,mp-1210184,,agm003217251,JVASP-141356,Na6MgCl8,Na6MgCl8,Cl-Mg-Na,c75f3952870d4340a9f5e13015b10fb8979ce86862b6990771f3283e2f150c73,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-11605,mp-1210191,,agm005246896,,NaAl(SO4)2,NaAl(SO4)2,Al-Na-O-S,3dba79d9d291395c674fe6666e795700d068918a5eef7d10ab6ada359c3ca945,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-11606,mp-1210195,,agm005291565,,NaCr(SO4)2,NaCr(SO4)2,Cr-Na-O-S,803e2714f574f0d7df1627d6da202b2dd8704399a93f7cb1bcff69ffdf2fed0b,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-11607,mp-1210235,,agm003224898,JVASP-119458,Na3Pd5F12,Na3Pd5F12,F-Na-Pd,81d9e0a8e4230c314fd4714f8c4be457a7e9f47e560928e4b3c5b95b57c21fa9,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-11608,mp-1210237,,agm003212531,,NaEuCu2F8,NaEuCu2F8,Cu-Eu-F-Na,1513acbc937b43b94773d36c2f37c86a1f190cfb20b7ec607fd2a5654d359a8d,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-11609,mp-1210246,,agm003219127,JVASP-133346,NaMo3Se4,NaMo3Se4,Mo-Na-Se,8030c776e1b17ba71c4edf03d75ef1ca41fb69f009986cffc23d40566d086de7,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-11610,mp-1210261,,agm003211828,,NaCr2FeO8,NaCr2FeO8,Cr-Fe-Na-O,d31781690ab751d6a14aecddb792449b13c868f49f50488ea9020600c355733a,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-11611,mp-1210264,,agm003216992,,NaCu2(SeO5)2,NaCu2(SeO5)2,Cu-Na-O-Se,14ab3e38666217c01f4b201804c227c5bc891f05c0544dd7fbf79386f79edac7,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-11612,mp-1210267,,agm002165354,,Na2ZrS3,Na2ZrS3,Na-S-Zr,a86a1c8e0d213c14bfbea4b692805cb0979fcc95c816c1ddd9b5c0e6a4bc709a,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-11613,mp-1210270,,agm002148663,JVASP-107503,Na2YF6,Na2YF6,F-Na-Y,59715ce33cf54a00f7a44786abac2836c9785d5b6737c3fa676d2713b3e141f1,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-11614,mp-1210288,,agm003217959,,Na3MoO4,Na3MoO4,Mo-Na-O,1d66ab3e94610996072c694d81edfc7c453f591a03921f85c84e01154c7f70a1,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-11615,mp-1210289,,agm003569177,,Na3TmCl6,Na3TmCl6,Cl-Na-Tm,a03ba5c0041fa58f2e6b910cbf6929cb2678647f5f95e2c861a9235a7b8ee03f,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-11616,mp-1210292,,agm003215119,,Na3SmV2O8,Na3SmV2O8,Na-O-Sm-V,df78b067b9a89fef43246cb10cc413f4326dd3c850bc3e2eca3fdb8a386f9dfc,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-11617,mp-1210295,,agm003226710,JVASP-122113,NaCe(CO3)2,NaCe(CO3)2,C-Ce-Na-O,6b219670f0955097d670967aa6fc780eb909e1c39262286c0a1e2350e38e1d71,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-11618,mp-1210302,,agm003214541,JVASP-133347,Na3Nd(AsO4)2,Na3Nd(AsO4)2,As-Na-Nd-O,8a3de05a907f16b5150df836eb6e8627e7931a9d1c0785854c1f90fba1e9f7cb,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-11619,mp-1210305,,agm005219829,,NaCeCuTe4,NaCeCuTe4,Ce-Cu-Na-Te,569a2861e02b33b67fb79ed1f65c188a0e8431ef2eefafff6c0fc7a33e57ab15,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-11620,mp-1210309,,agm003224153,,Na3TbBr6,Na3TbBr6,Br-Na-Tb,491b53ed86af2ea973cdcdca18d879824fca802ae6f3bccb67fc62cf8caf2991,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-11621,mp-1210332,,agm003273801,JVASP-144611,Na3TmBr6,Na3TmBr6,Br-Na-Tm,0cb76a095ae42afe4c536d4f13e9f4d4d93f6a2ece90abdba0dd07612efe1ebd,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-11622,mp-1210350,,agm003215120,JVASP-117184,Na3TbV2O8,Na3TbV2O8,Na-O-Tb-V,424b9332e575fa4a3c2dfc17e7fb0e55403ac2aca4600557f6d0835635194a6e,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-11623,mp-1210381,,agm003217900,JVASP-113012,Nd3In4Ge,Nd3In4Ge,Ge-In-Nd,99febd423653fb89cc8beb3a205d095690f207eb67393bc0605be1a71fc74bd3,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-11624,mp-12104,,agm003267853,JVASP-14569;JVASP-16736,NbSi2,NbSi2,Nb-Si,81e327f74e0771c5660059132273b6d83e4fb62653e23e907ee406b1b5b06535,jarvis_exact_structure_overlap,multiple_match,multiple_match,True,True,True,True,True,True,True,True,False,False,2.0
SAS36K-11625,mp-1210420,,agm003284704,JVASP-139848,Na3InF6,Na3InF6,F-In-Na,265fee5dce733d7d519e0228174bbb02d550629b1f51e00c1a19e3a03cc0365c,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-11626,mp-1210422,,agm003213226,,Na3Eu2(SiTe3)2,Na3Eu2(SiTe3)2,Eu-Na-Si-Te,9f33030299f12e52049c6b7488f59b89be71c14917126b010d62f09368b07c53,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-11627,mp-1210431,,agm003220411,JVASP-140315,Na2MgGeO4,Na2MgGeO4,Ge-Mg-Na-O,6ecedf4aef94cb6ea6b776275b9a7084e0c395b17c637689f1b3786171c3df4d,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-11628,mp-1210441,,agm003224152,JVASP-146839,Na3LuBr6,Na3LuBr6,Br-Lu-Na,a9bf414d9f105aa09b90ff0b0c8ffd65bcab6d590678dd59d821fc4580102a34,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-11629,mp-1210445,,agm005230058,,Na3LuCl6,Na3LuCl6,Cl-Lu-Na,44d126e6412b222d84924d81e28ee8e5c3bc609e1f49947891c37ac115ca658e,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-11630,mp-1210455,,agm003214540,JVASP-146028,Na3La(AsO4)2,Na3La(AsO4)2,As-La-Na-O,1241cbf14f28883a4bc05d91529dec1df5bb0f29f6d36072674c9c40359c9211,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-11631,mp-1210456,,agm003213227,JVASP-111737,Na3Eu2(GeSe3)2,Na3Eu2(GeSe3)2,Eu-Ge-Na-Se,4e7bc6d251f8d3a064c0e46eb33e7ed2c5a214628b973e9a22a6ebab6c2a19de,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-11632,mp-1210457,,agm005247944,JVASP-139928,NaCeAgTe4,NaCeAgTe4,Ag-Ce-Na-Te,8a5c691a5d8a9f47fac24d781606706eaf771ef7c2a96269c1c8d42e4d0c6f6b,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-11633,mp-1210460,,agm005238879,JVASP-140316,Na2FeCl4,Na2FeCl4,Cl-Fe-Na,ca16ff4f1a78f4b4c5c8f14a15c8b4859c79c7dbb74f6034e61f40eded02effa,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-11634,mp-1210463,,agm005219710,,Na3CuF6,Na3CuF6,Cu-F-Na,6c881769d5960c4137270c15105fd41904b72f2ca9c0be305940f2dec906fd66,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-11635,mp-1210506,,agm003224334,,Na3HoBr6,Na3HoBr6,Br-Ho-Na,09330fe80b386a90ba76285de052422672839e200051a809236fe4592eaef88d,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-11636,mp-1210509,,agm003223899,JVASP-117350,Pr12Co6Pb,Pr12Co6Pb,Co-Pb-Pr,cfcfc4cfb2b81f0c4a8ca3c9c1170fea2177559e6aed6cf673e616963e002ec4,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-11637,mp-1210521,,agm003213290,JVASP-142304,Na(RuO2)4,Na(RuO2)4,Na-O-Ru,a03e489053cb02569904a43322b238fbf1bcba613bab85f5ae20e3b8f7d6c5e4,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-11638,mp-1210524,,agm003220218,,Lu5SbPt2,Lu5SbPt2,Lu-Pt-Sb,02941cbae153d1228b50c95864682419820ab076f6002513e29a38688dad47c3,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-11639,mp-1210529,,agm003224335,JVASP-137653,Na3ErBr6,Na3ErBr6,Br-Er-Na,431712694d32388c4ee0772a8f7afb30b14477c25f48dd6c3598a19fdc09c0e3,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-11640,mp-1210532,,agm003277915,,Lu5BiPd2,Lu5BiPd2,Bi-Lu-Pd,5f12bda316d50540c980e52ca5c39bbb128353887251f82e8abd7a6878931611,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-11641,mp-1210536,,agm003224336,JVASP-116979,Na3DyBr6,Na3DyBr6,Br-Dy-Na,41457a06754066a5f24ed26bda7ccd3b95c8788f1f4b83f61180458720f12953,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-11642,mp-1210546,,agm002183654,,MoSCl,MoSCl,Cl-Mo-S,eade7cb65de96100500b2e77398c0c9e964e590359f66d98b865753f79dbee0b,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-11643,mp-1210554,,agm002183667,JVASP-142305,MoSI,MoSI,I-Mo-S,014a6bc6dc7c93c7596a6a3ef226b6d828c35ac6fac87128df3d90f2913b27f6,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-11644,mp-1210555,,agm002339996,JVASP-107261,Mn3SnH,Mn3SnH,H-Mn-Sn,865cb7448754890c54d2052f4543b909fc0fbd9af11e73181e409281a838c52d,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-11645,mp-1210556,,agm003223291,,Lu5In4,Lu5In4,In-Lu,0af1c6b63ffe6a59b5cc604151a4ee0aec7c3bd17b2d4d2398ba015ad3ec7b70,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-11646,mp-1210565,,agm003214961,,Na3GdV2O8,Na3GdV2O8,Gd-Na-O-V,8fe0b1dbe5e6af666e5843a1bc4eb5ebf035b467691f993ca2de548b46790377,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-11647,mp-1210567,,agm003215625,,MnZn13,MnZn13,Mn-Zn,e33571a44dfd2d064d502de7632e6447a8c73fe2ff8a53026fc21824b366c4e2,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-11648,mp-1210568,,agm003223062,JVASP-133349,Lu6Co2Sn,Lu6Co2Sn,Co-Lu-Sn,10e624705a9ae87d78a4c6d23035f8b2eabda77f50e78da632878a9b75df19f2,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-11649,mp-1210573,,agm003227047,,MgCr(SiO3)2,MgCr(SiO3)2,Cr-Mg-O-Si,1be13392855fdf4cafe39a4370ff3fa4bd85ba75d742ca7ab6a5ca90bb719db5,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-11650,mp-1210574,,agm003223939,,Lu5(ReO6)2,Lu5(ReO6)2,Lu-O-Re,2195a0f73c266188e7d7a44af4f72a2dce0a298989ccfd11e70316082a9a7c24,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-11651,mp-1210585,,agm002287451,JVASP-109344,Mg(ZnSb)2,Mg(ZnSb)2,Mg-Sb-Zn,773656e0a5046bac73eb95b8b0da619af0de8d2b37bac2026e21e4f765fdf5eb,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-11652,mp-1210588,,agm005224232,,MgTeO4,MgTeO4,Mg-O-Te,369ab998e02fc343eca17b2fda6a18e6ab6f499140eba873fe4b06a0d28a3294,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-11653,mp-1210598,,agm003222899,JVASP-139767,Mn2TeO6,Mn2TeO6,Mn-O-Te,bddd0b28ba16e0ebf03c760d463b2d64b9ce4b7d16ab0a9395e8215e55fd227a,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-11654,mp-1210604,,agm003214879,,Na3EuV2O8,Na3EuV2O8,Eu-Na-O-V,0f886da7c5ebf9c01e2f78ba6a3854908e93a071a028a716cae68ec43f239260,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-11655,mp-1210610,,agm003217954,JVASP-140317,MgZn7O8,MgZn7O8,Mg-O-Zn,c5e6b556955d8b65450207801f95c7b86354bd4469ca9b3c2a4e48e3d9bd3134,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-11656,mp-1210613,,agm003208529,JVASP-141971,Mn2VPO7,Mn2VPO7,Mn-O-P-V,2f6407cca6c02407b688b058f15b305bb16bca8cd80ce112783eb1261399e66a,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-11657,mp-1210616,,agm003225182,JVASP-140792,Mn4Cu3BiO12,Mn4Cu3BiO12,Bi-Cu-Mn-O,7a877c285ddb69116e7ef0ef28f587d8ced87bfe4fa675aa8fc6053209e8dee1,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-11658,mp-1210618,,agm003224971,JVASP-140010,Mn3SiNi,Mn3SiNi,Mn-Ni-Si,f148e3349d83cfbfe3b6e9940e1a7446d480961a6cdf173528405e7fbbc23b24,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-11659,mp-1210625,,agm003211188,,LuZnPt,LuZnPt,Lu-Pt-Zn,28a42a6ebd800c71cada7d8208ea3ce889d337483d14374f4186a189982193bb,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-11660,mp-1210627,,agm001282539,,Mn3Ga,Mn3Ga,Ga-Mn,3c8a1988af4e5199bb85db8af8bf81eff01ffdb8b8bd3596001be8a3f9cb7c96,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-11661,mp-1210632,,agm003223892,,Nd12Co6Pb,Nd12Co6Pb,Co-Nd-Pb,3c5923c5aad3432396cf6beca91fcb46170d847a5a808c914e212d96598abb2b,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-11662,mp-1210641,,agm003226406,JVASP-119090,Mg3B2Rh5,Mg3B2Rh5,B-Mg-Rh,e0b8970de2fb283db92cbfc033465e9b4c97e06dadce6583c3664719c9fbffe3,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-11663,mp-1210646,,agm005249768,,MnSi(AgSe2)2,MnSi(AgSe2)2,Ag-Mn-Se-Si,993b7f614265950c2520847f314508928bcdc9f488e20d62dec1ac528e5aa7c1,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-11664,mp-1210648,,agm003209261,JVASP-119091,Mg2MnGa3,Mg2MnGa3,Ga-Mg-Mn,e2874ee0842d633cd787ff839b126caae8fb264ecb680a0d38d80a95e80f752a,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-11665,mp-1210650,,agm003211192,,LuZnRh,LuZnRh,Lu-Rh-Zn,b628e217d89a69e502a81b3363a942b3df98677d6d715a9d16e9832c4a6eba70,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-11666,mp-1210651,,agm003220100,,Lu5Ni2Bi,Lu5Ni2Bi,Bi-Lu-Ni,991c9ae9c84970645f78c5e4b44ad568d8b2b63e5e1314f145f6f10d22583773,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-11667,mp-1210657,,agm005258199,,Mg(MnSn)6,Mg(MnSn)6,Mg-Mn-Sn,a1f3add30d2d0cadf9b90e1594ffbacd69aa0b65907d67527ef22a2f172a0782,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-11668,mp-1210658,,agm003223246,,Lu5CuPb3,Lu5CuPb3,Cu-Lu-Pb,2b4fa22d16346d6c3e4b44fb2b63bf099479a3ca99fe14af0c33fbce2dcef4b7,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-11669,mp-1210661,,agm002193901,,LuZnSn,LuZnSn,Lu-Sn-Zn,421af95fa902f3538ca20cec9828de192c91528b0ebdfe72e5cee6f9089a0f93,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-11670,mp-1210667,,agm003218747,JVASP-147305,MnSi(AgTe2)2,MnSi(AgTe2)2,Ag-Mn-Si-Te,287a75407cf88545b3bfb25bba2777922683f16f102756f67a3a679c091fd5d4,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-11671,mp-1210673,,agm003223807,,Mn6Mo6P7,Mn6Mo6P7,Mn-Mo-P,8c469ae1fd87724243e8e5dcdca989eb06d52629abf73c76ee3726795abf255c,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-11672,mp-1210678,,agm005260643,,LuZrF7,LuZrF7,F-Lu-Zr,e5d8f6956c95fa5a3a7baadb76f03c9aee74a5c3d928162a07454eada2d065fd,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-11673,mp-1210681,,agm003223059,,Lu6InCo2,Lu6InCo2,Co-In-Lu,b8c191bee0861f9290e62c7ae32e30120903461ef93208fbbfe2f5c453989a7b,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-11674,mp-1210686,,agm005276535,,MgSb2F12,MgSb2F12,F-Mg-Sb,9a6189dbf2da4c8e414f03468549beff5b86b5d9d71b05d0acb5efead2065a67,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-11675,mp-1210698,,agm003211842,JVASP-145293,LuTiClO3,LuTiClO3,Cl-Lu-O-Ti,d34df9cc12f24151e36e76a4c152e5ec16e0712888eb976141caa40c7d4dc702,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-11676,mp-12107,,agm002322103,JVASP-128117;JVASP-16738,TiPt3,TiPt3,Pt-Ti,df9f5cd80871d66733ae1fc749c5bc66cb37f1faaaabf56a91915f608d36f4c3,jarvis_exact_structure_overlap,multiple_match,multiple_match,True,True,True,True,True,True,True,True,False,False,2.0
SAS36K-11677,mp-1210700,,agm003214239,,Mn(SbSe2)2,Mn(SbSe2)2,Mn-Sb-Se,060a137743a0e7db879da8fb52d6ac58b643cfd2c347a3a4a4cce9e894a7a0ce,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-11678,mp-1210703,,agm003220225,,Mg3Pd5,Mg3Pd5,Mg-Pd,d2a4b3c6f9259ec9f5456641bbb61c07e0549dfea31c9174c02a7ba2554abfd5,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-11679,mp-1210722,,agm003221731,,MgTeMoO6,MgTeMoO6,Mg-Mo-O-Te,cb3169b0be83e04d08e1e0704784aaf0091560cf796234e13e074fb7f78b1320,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-11680,mp-1210728,,agm005275129,,Mg(AuF6)2,Mg(AuF6)2,Au-F-Mg,f1bfc56d0106f178df842de3eba728b0f2cb2781808d095c10247fbd41fa27bc,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-11681,mp-1210746,,agm002140199,JVASP-105942,MnCo3C,MnCo3C,C-Co-Mn,ad60a684bff22034a4b433d65bb947f05ba2a96eaf988a04f8cf8fc3f0e8e864,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-11682,mp-1210749,,agm003208579,,Lu7(TeRu)2,Lu7(TeRu)2,Lu-Ru-Te,f77325ddef87256f8cd2ef571e8f5a9fb0a087487101475c918a3dcab99eb512,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-11683,mp-1210750,,agm002156866,JVASP-110109,Li2ZnPb,Li2ZnPb,Li-Pb-Zn,9d40788328b2a7215614cf11512afd5988ff590b79abf51c3c82976e23ccf5f4,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-11684,mp-1210753,,agm002156112,JVASP-111323,Li2Al,Li2Al,Al-Li,0ee6d18e19c415101809fee62eb990a466242aba013af8c71d3d89fea8a288cc,jarvis_exact_structure_overlap,single_match,single_match,True,True,True,True,True,True,True,True,False,False,1.0
SAS36K-11685,mp-1210754,,agm003220226,,Lu5Ni2Sb,Lu5Ni2Sb,Lu-Ni-Sb,95715df09c50be9c4dbc98e8c0d49b674977671d9ca137c0c1f38d05def58d43,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
SAS36K-11686,mp-1210755,,agm003262166,,Li2AlSi,Li2AlSi,Al-Li-Si,e293ad7e03f35c9ccd83da24d30bcf88583c33abb41445edb7c760215532a0ab,no_jarvis_exact_match,no_match,no_match,True,True,True,False,True,True,True,False,False,False,
