source_pair,match_basis,matched_n,pair_coverage_reference_n,pair_coverage_fraction,binary_label,discordance_rate,launch_gate_discordance_ge_0_40,no_go_discordance_le_0_10,paper_role
WBM_Matbench_vs_alex_mp_v20,exact_structure_match_from_existing_phase29_alex_mp_diagnostic,270,701,0.38516405135520687,stable iff e_above_hull <= 0 eV/atom,0.5222222222222223,true,false,minimal_existing_probe_passes_discordance_gate_but_not_final_MP_vs_alex_full_snapshot
