material_id,reduced_formula,chemical_system,num_sites,energy_above_hull
alex<agm002267963>,Ho2CuIr,Cu-Ho-Ir,4,0.0226135510416689
alex<agm002335072>,Ho3CuIr2,Cu-Ho-Ir,6,0.0470857408333342
alex<agm003437188>,Ho3Cu2Ir,Cu-Ho-Ir,6,0.0629540395833325
alex<agm002266640>,Er2Cu2Pb,Cu-Er-Pb,10,0.0183509990000088
alex<agm002215183>,Ho2GeRu3,Ge-Ho-Ru,6,0.0744454066666628
alex<agm003196865>,Mn5Co,Co-Mn,6,0.0333152497126434
alex<agm003196866>,Mn5Co,Co-Mn,6,0.0352369730459773
alex<agm003266956>,Mn8Co,Co-Mn,9,0.0539832738314185
alex<agm003219973>,Mn3Co,Co-Mn,16,0.0347170316594827
alex<agm003188418>,Mn3Co,Co-Mn,4,0.0877903085344833
alex<agm003261425>,Mn7Co,Co-Mn,8,0.0790636203017243
alex<agm002288341>,MnCo,Co-Mn,8,0.0899404162500001
alex<agm002162209>,MnCo,Co-Mn,2,0.0736476299999999
alex<agm003209508>,MnCo2,Co-Mn,12,0.0874797433333327
alex<agm002348999>,InNi8,In-Ni,9,0.0457629111111108
alex<agm003197532>,InNi2,In-Ni,6,0.0816451999999996
alex<agm002014748>,HPd,H-Pd,2,0.0359236449999995
alex<agm003288364>,H2Pd5,H-Pd,7,0.012903665714286
alex<agm002154148>,HPd2,H-Pd,3,0.0179553566666665
alex<agm003286958>,H2Pd3,H-Pd,10,0.0083381930000001
alex<agm005217642>,H3Pd2,H-Pd,10,0.0874745969999999
alex<agm002169749>,HfO2,Hf-O,9,0.0770894405555555
alex<agm001281092>,VFe3,Fe-V,4,0.0945666324999994
alex<agm002154302>,Hf3Hg,Hf-Hg,4,0.0561881625000006
alex<agm002286664>,Mg3Pd,Mg-Pd,8,0.0931532529166667
alex<agm003413003>,Pr2Ga3Au,Au-Ga-Pr,12,0.0193777833333328
alex<agm003376470>,Pr3Ga3Au8,Au-Ga-Pr,14,0.0566927176086959
alex<agm003685499>,Pr(GaAu2)6,Au-Ga-Pr,19,0.0885582513439846
alex<agm002274918>,PrGa2Au,Au-Ga-Pr,8,0.0187538215625027
alex<agm002206579>,NdCoSn,Co-Nd-Sn,9,0.0996556011111096
alex<agm002333447>,Nd3(CoSn)4,Co-Nd-Sn,11,0.0833830088636355
alex<agm002372130>,Nb2Fe3Ge,Fe-Ge-Nb,6,0.0145588624999994
alex<agm002137328>,VFeB3,B-Fe-V,10,0.0
alex<agm002353179>,Pr(SBr)2,Br-Pr-S,10,0.0047430159999999
alex<agm002148671>,Na3InF6,F-In-Na,10,0.0037368634999985
alex<agm003507627>,NaIn2F7,F-In-Na,10,0.0497815358333353
alex<agm002278229>,YGePd2,Ge-Pd-Y,8,0.0975325587500002
alex<agm003309147>,Y2Ge2Pd3,Ge-Pd-Y,7,0.08257274952381
alex<agm002152343>,Y3(GePd)4,Ge-Pd-Y,11,0.0605285343181805
alex<agm003661214>,Y(Ge2Pd3)2,Ge-Pd-Y,11,0.013149687348485
alex<agm002208415>,YbGa2Cu,Cu-Ga-Yb,8,0.0
alex<agm002145788>,Yb2GaCu2,Cu-Ga-Yb,5,0.0
alex<agm002267360>,YbGa5Cu,Cu-Ga-Yb,7,0.0456650364285771
alex<agm001140336>,Na2HgAu,Au-Hg-Na,4,0.0142494710416665
alex<agm003581243>,Na3Hg6Au,Au-Hg-Na,10,0.0910747192499994
alex<agm003519427>,Na8HgAu2,Au-Hg-Na,11,0.008711098069488
alex<agm003691632>,Na6Hg12Au,Au-Hg-Na,19,0.0435569627631575
alex<agm003709566>,NaHg3Au,Au-Hg-Na,5,0.0714565785000003
alex<agm003578805>,Na6Hg3Au,Au-Hg-Na,20,0.0622548739499997
alex<agm003590701>,Na(Hg3Au)4,Au-Hg-Na,17,0.0796439677205871
alex<agm003332999>,Na3(HgAu2)2,Au-Hg-Na,9,0.0989949211111107
alex<agm003307446>,Na2Hg3Au2,Au-Hg-Na,7,0.0605645685714286
alex<agm001269409>,NaHgAu,Au-Hg-Na,3,0.0694612424999998
alex<agm002246631>,YbZnIn,In-Yb-Zn,9,0.0986876352777774
alex<agm002246103>,Yb2Zn2In,In-Yb-Zn,10,0.0653227209999984
alex<agm003642486>,Tm5SnRh4,Rh-Sn-Tm,10,0.0359550529333319
alex<agm002309024>,Tm2Sn2Rh,Rh-Sn-Tm,10,0.0219821183333355
alex<agm003199666>,ZrCr4Mo,Cr-Mo-Zr,6,0.0860834008333348
alex<agm002283675>,LiDyIn,Dy-In-Li,9,0.0152037872222217
alex<agm002218893>,LiDyIn4,Dy-In-Li,6,0.0794311208333335
alex<agm003554100>,Er4InAg3,Ag-Er-In,8,0.0523992487500004
alex<agm001116138>,TaTiW2,Ta-Ti-W,4,0.0832206216666673
alex<agm002318289>,Dy2Si2Ni,Dy-Ni-Si,5,0.0514929329999978
alex<agm003619869>,DySi2Ni,Dy-Ni-Si,16,0.0433851868749997
alex<agm002318640>,Dy3Si7Ni2,Dy-Ni-Si,12,0.0598252284313778
alex<agm003434213>,Ho3AgAu2,Ag-Au-Ho,6,0.0109581304166663
alex<agm003643407>,Ho5AgAu4,Ag-Au-Ho,10,0.0067612342500034
alex<agm003434214>,Ho3Ag2Au,Ag-Au-Ho,6,0.0079100558333315
alex<agm003736958>,TlSbCl4,Cl-Sb-Tl,12,0.004323371666667
alex<agm003757793>,TlSbCl5,Cl-Sb-Tl,14,0.0690683796428577
alex<agm001667300>,La2TiZnO,La-O-Ti-Zn,5,0.0957890304166664
alex<agm002145430>,CrIr3,Cr-Ir,4,0.0585544925000025
alex<agm003184556>,CrIr3,Cr-Ir,4,0.0878635950000017
alex<agm003267355>,CrIr2,Cr-Ir,9,0.0728054891666687
alex<agm003210009>,CrIr2,Cr-Ir,12,0.0369874216666694
alex<agm001280242>,CsNa3,Cs-Na,4,0.0882041956034482
alex<agm001193627>,CsNa5,Cs-Na,6,0.0716480348850574
alex<agm003299057>,CsNa5,Cs-Na,6,0.0608671498850574
alex<agm001193628>,Cs5Na,Cs-Na,6,0.0567396389655172
alex<agm003287106>,In2S3,In-S,10,0.0804793217499995
alex<agm002183269>,InS,In-S,4,0.0832379375000007
alex<agm002237563>,In2S5,In-S,7,0.0606492994642851
alex<agm002182732>,In3S4,In-S,7,0.034931346964286
alex<agm003018180>,Nb2Si2Mo,Mo-Nb-Si,10,0.0205926005714296
alex<agm003307755>,Y2Fe2C3,C-Fe-Y,7,0.0
alex<agm003382313>,Y4Fe3C5,C-Fe-Y,12,0.0354509699999994
alex<agm001139830>,NdTm2Zn,Nd-Tm-Zn,4,0.0117549087499999
alex<agm003330727>,Tb3Co2Sn3,Co-Sn-Tb,16,0.0028823843749998
alex<agm002143902>,Tb3Co2Sn7,Co-Sn-Tb,12,0.0243138863888852
alex<agm002263201>,Tb2Co2Sn,Co-Sn-Tb,5,0.0168631820256388
alex<agm002204818>,RbSrCl3,Cl-Rb-Sr,10,0.0117639799999995
alex<agm002204819>,RbSrCl3,Cl-Rb-Sr,10,0.0050978179999994
alex<agm003544595>,Li(SnPd)3,Li-Pd-Sn,14,0.0607693871428569
alex<agm003765461>,Li6SnPd,Li-Pd-Sn,8,0.0714120236029414
alex<agm003469896>,Li2SnPd5,Li-Pd-Sn,16,0.058276958125
alex<agm001023275>,LiSnPd,Li-Pd-Sn,12,0.0253247641666671
alex<agm002156697>,Li2Sn2Pd,Li-Pd-Sn,10,0.0
alex<agm003694670>,Li(SnPd)6,Li-Pd-Sn,13,0.0567285584615389
alex<agm003458557>,Li4SnPd2,Li-Pd-Sn,14,0.0345349814285711
alex<agm001127516>,LiSn2Pd,Li-Pd-Sn,4,0.0632626854687501
alex<agm003707746>,Li3SnPd,Li-Pd-Sn,10,0.0621319989411768
alex<agm002178742>,Tb2NiP,Ni-P-Tb,8,0.0915301562500001
alex<agm003292019>,Y4Er5,Er-Y,18,0.0649792609259254
alex<agm003289009>,Li7Ca2,Ca-Li,18,0.0171707805555556
alex<agm003293581>,LiCa,Ca-Li,2,0.0221571725
alex<agm002092269>,LiCa,Ca-Li,4,0.0208275499999999
alex<agm003194971>,TaBe4,Be-Ta,5,0.0250321360000009
alex<agm002138533>,TaBe5,Be-Ta,6,0.0278368399999999
alex<agm002167185>,HfNi2,Hf-Ni,12,0.0726949023333345
alex<agm002227139>,Hf3Ni,Hf-Ni,8,0.0132670687500002
alex<agm001283772>,Tb3Hg,Hg-Tb,4,0.0146268899999997
alex<agm001630864>,HoGa2,Ga-Ho,6,0.0810884233333331
alex<agm003289137>,Tb7Nd2,Nd-Tb,9,0.048545047777778
alex<agm001191178>,Tb3Ce,Ce-Tb,4,0.0723697124999995
alex<agm003286891>,Sm3Ho2,Ho-Sm,5,0.059105487
alex<agm003297659>,Sm4Ho,Ho-Sm,5,0.0712152460000004
alex<agm001417540>,SmHo,Ho-Sm,4,0.0534568250000004
alex<agm002161067>,MgPt,Mg-Pt,2,0.0
alex<agm002161073>,MgPt3,Mg-Pt,8,0.0852250225000013
alex<agm003218877>,MgPt3,Mg-Pt,16,0.0885624175000012
alex<agm003193685>,MgPt4,Mg-Pt,5,0.0840369105
alex<agm003164180>,MnFe,Fe-Mn,4,0.0834396885344812
alex<agm003158130>,Mn2Fe,Fe-Mn,3,0.0921751180459775
alex<agm003164192>,MnFe3,Fe-Mn,4,0.0622218280172415
alex<agm003164188>,MnFe3,Fe-Mn,4,0.0665531630172413
alex<agm003197281>,Mn5Fe,Fe-Mn,6,0.0411342800574701
alex<agm003175012>,Li2ZnCd,Cd-Li-Zn,4,0.0962495750000003
alex<agm003204423>,LiZn4Cd,Cd-Li-Zn,6,0.0014559144444457
alex<agm003679307>,Li7Zn5Cd,Cd-Li-Zn,13,0.070960249615384
alex<agm003518745>,Li(ZnCd4)2,Cd-Li-Zn,11,0.0792896472727267
alex<agm003313627>,Li2Zn2Cd5,Cd-Li-Zn,18,0.0965426498148152
alex<agm003485694>,Li6ZnCd2,Cd-Li-Zn,9,0.0345618572222223
alex<agm003218566>,LiZnCd2,Cd-Li-Zn,4,0.0542058587499991
alex<agm002360383>,YZn2Ga3,Ga-Y-Zn,12,0.0848159770833345
alex<agm001990949>,YZnGa2,Ga-Y-Zn,4,0.0942403574999999
alex<agm003412095>,Y2Zn3Ga,Ga-Y-Zn,6,0.0153167508333336
alex<agm003358863>,Y3Zn2Ga9,Ga-Y-Zn,14,0.0153536063095254
alex<agm003301147>,Y2Zn15Ga2,Ga-Y-Zn,19,0.0127236469736859
alex<agm003425404>,YZn3Ga2,Ga-Y-Zn,12,0.050662302916665
alex<agm002324113>,YZn2Ga,Ga-Y-Zn,8,0.0939205150735293
alex<agm003400350>,Zr2TiCo2,Co-Ti-Zr,10,0.0104284109999959
alex<agm003638817>,ZrTi4Co5,Co-Ti-Zr,10,0.0147385642500017
alex<agm001236702>,YHoRh,Ho-Rh-Y,3,0.0854672919999997
alex<agm003544444>,Y(HoRh)3,Ho-Rh-Y,14,0.0866450933673466
alex<agm002249029>,Dy3(Al2Ge)2,Al-Dy-Ge,9,0.0522538872222266
alex<agm002134805>,DyAlGe,Al-Dy-Ge,6,0.0951513099999994
alex<agm003330131>,Dy3Al2Ge3,Al-Dy-Ge,16,0.0880117331250014
alex<agm003633739>,DyAlGe2,Al-Dy-Ge,8,0.0878097135937512
alex<agm003556424>,In3SnSe4,In-Se-Sn,8,0.0773501165624992
alex<agm002234584>,DySb2Pd,Dy-Pd-Sb,8,0.0795715305357136
alex<agm003529425>,Tb8Cu2Ir,Cu-Ir-Tb,11,0.0448947572727274
alex<agm001174167>,TbCu4Ir,Cu-Ir-Tb,6,0.0824236354166672
alex<agm003350697>,Mg3Ga2Ag7,Ag-Ga-Mg,12,0.099217813750001
alex<agm003312227>,Mg3(GaAg)2,Ag-Ga-Mg,7,0.0778334516071423
alex<agm003515658>,Mg(Ga4Ag)2,Ag-Ga-Mg,11,0.0957894802272716
alex<agm003332746>,Mg3(GaAg2)2,Ag-Ga-Mg,9,0.0563627797222228
alex<agm002337204>,Ho6FeSn2,Fe-Ho-Sn,9,0.0506409141666663
alex<agm002360632>,EuZnGa,Eu-Ga-Zn,12,0.0019516649999999
alex<agm002324679>,EuZnGa3,Eu-Ga-Zn,5,0.0
alex<agm003768082>,TaTlCl6,Cl-Ta-Tl,8,0.0455322268750002
alex<agm001170569>,HoZrAl4,Al-Ho-Zr,6,0.0151791066666664
alex<agm003174243>,Mg2CdHg,Cd-Hg-Mg,4,0.0972837396875001
alex<agm003689293>,Mg6Cd12Hg,Cd-Hg-Mg,19,0.0912469726315796
alex<agm003338520>,Mg2Cd3Hg4,Cd-Hg-Mg,9,0.0596363975000001
alex<agm003641641>,Mg4CdHg5,Cd-Hg-Mg,10,0.0390137753749999
alex<agm003174236>,MgCdHg2,Cd-Hg-Mg,4,0.0699231259374999
alex<agm003191868>,MgCdHg2,Cd-Hg-Mg,4,0.0414517084375
alex<agm003689292>,Mg(CdHg2)6,Cd-Hg-Mg,19,0.0548931542763159
alex<agm003582076>,Mg3CdHg7,Cd-Hg-Mg,11,0.085436355
alex<agm003421534>,Mg2Cd3Hg,Cd-Hg-Mg,12,0.0789010625000004
alex<agm001020770>,MgCdHg,Cd-Hg-Mg,6,0.0622206166666667
alex<agm003159169>,MgCdHg,Cd-Hg-Mg,3,0.0975191133333334
alex<agm003442446>,Mg(CdHg2)2,Cd-Hg-Mg,14,0.0875756137499998
alex<agm003174225>,MgCd2Hg,Cd-Hg-Mg,4,0.08631011
alex<agm003551699>,MgCd4Hg3,Cd-Hg-Mg,8,0.0400854659375
alex<agm003665925>,MgCd4Hg7,Cd-Hg-Mg,12,0.0615059568749999
alex<agm002277390>,Tm2Ge2Pt,Ge-Pt-Tm,10,0.0597040284999934
alex<agm002277399>,Tm(GePt)2,Ge-Pt-Tm,5,0.0908105184999978
alex<agm003628602>,Tm2GePt,Ge-Pt-Tm,8,0.0139592512500001
alex<agm003411438>,Tm2GePt3,Ge-Pt-Tm,6,0.098655690916666
alex<agm003184029>,TePb2Se,Pb-Se-Te,4,0.0322851149999996
alex<agm003418033>,TePb3Se2,Pb-Se-Te,12,0.0155747416666667
alex<agm002270825>,K3EuF6,Eu-F-K,10,0.0266968270000003
alex<agm003502351>,Ho6Ag2Sn,Ag-Ho-Sn,18,0.0849143594444443
alex<agm003635247>,HoAg2Sn,Ag-Ho-Sn,4,0.0761178295833331
alex<agm003404441>,Ho2Ag2Sn,Ag-Ho-Sn,5,0.0873208945714276
alex<agm003491362>,Hf6Al2Pd,Al-Hf-Pd,18,0.0963594937777791
alex<agm002954460>,Hf2Al2Pd,Al-Hf-Pd,10,0.0395415472666673
alex<agm002195181>,Er6Al2Fe,Al-Er-Fe,9,0.0471566236111122
alex<agm003303284>,Er2Al2Fe15,Al-Er-Fe,19,0.0228717857894737
alex<agm002367714>,ErAlFe4,Al-Er-Fe,6,0.0374770749999973
alex<agm002249802>,ErAlFe2,Al-Er-Fe,8,0.0
alex<agm002269847>,K2CeF6,Ce-F-K,9,0.0
alex<agm003171296>,Sr2PAu,Au-P-Sr,4,0.0467027417187502
alex<agm002262939>,TbGaCo2,Co-Ga-Tb,8,0.0784725231944465
alex<agm002333605>,TbGa4Co,Co-Ga-Tb,12,0.0035518134259184
alex<agm003593475>,Tb(GaCo)4,Co-Ga-Tb,18,0.0871500380555598
alex<agm003586339>,Tb3GaCo8,Co-Ga-Tb,12,0.0564114496153846
alex<agm003530996>,Tb8Ga2Co,Co-Ga-Tb,11,0.0739004301515144
alex<agm003339558>,Tb3(Ga2Co)2,Co-Ga-Tb,9,0.0068999313888911
alex<agm002325482>,Eu(ZnSb)2,Eu-Sb-Zn,5,0.0418983699999992
alex<agm003717713>,MnV3Fe,Fe-Mn-V,10,0.0616476678749968
alex<agm003649948>,Mn4V5Fe,Fe-Mn-V,10,0.0025431763749992
alex<agm001239821>,TbErIr,Er-Ir-Tb,3,0.0355923871666679
alex<agm001047395>,TbErIr,Er-Ir-Tb,6,0.0348513855000005
alex<agm003311319>,Tb2Er3Ir2,Er-Ir-Tb,7,0.0231595575714305
alex<agm002228325>,Lu2SeO2,Lu-O-Se,10,0.0300773161666603
alex<agm003167504>,LiIn2Ag,Ag-In-Li,4,0.0344250968750001
alex<agm003466460>,LiIn2Ag5,Ag-In-Li,8,0.040763589375
alex<agm003543095>,Li(InAg)3,Ag-In-Li,14,0.041074635952381
alex<agm003690599>,Li(InAg2)6,Ag-In-Li,19,0.0579055145614035
alex<agm003180358>,Li2InAg,Ag-In-Li,4,0.0434396125000002
alex<agm003515736>,Li8In2Ag,Ag-In-Li,11,0.0917126444628091
alex<agm003572541>,Li(InAg2)3,Ag-In-Li,20,0.0745175041666672
alex<agm003750747>,LiIn4Ag,Ag-In-Li,12,0.0267758770833332
alex<agm003331901>,Li3In2Ag3,Ag-In-Li,8,0.0635503712499998
alex<agm003187580>,LiInAg2,Ag-In-Li,4,0.0731512149999997
alex<agm003408284>,Li3InAg2,Ag-In-Li,12,0.0948078400000005
alex<agm003327925>,Li3In3Ag2,Ag-In-Li,8,0.0279863312500001
alex<agm003527054>,Hf8MoPt2,Hf-Mo-Pt,11,0.0653346545454542
alex<agm003128143>,LaCuO3,Cu-La-O,10,0.0
alex<agm002169530>,LaCuO2,Cu-La-O,8,1.3528750000268984e-05
alex<agm001844771>,HoTmHg,Hg-Ho-Tm,3,0.0679640262500003
alex<agm003480122>,HoTm2Hg5,Hg-Ho-Tm,8,0.0148253345833322
alex<agm003651533>,HoTm5Hg4,Hg-Ho-Tm,10,0.0449358319999975
alex<agm002382704>,SrCu2Si,Cu-Si-Sr,8,0.0136687924999998
alex<agm002318778>,SrCu2Si,Cu-Si-Sr,8,0.0550289712499996
alex<agm003433871>,Zn2Ni3Ge,Ge-Ni-Zn,6,0.0325886254166656
alex<agm003771403>,ZnNi6Ge,Ge-Ni-Zn,8,0.0287693374999991
alex<agm005056000>,KAlSiO4,Al-K-O-Si,7,0.0145701663095225
alex<agm004972912>,KAl(SiO3)2,Al-K-O-Si,20,0.0838375347083335
alex<agm004484975>,Rb2MgNiF6,F-Mg-Ni-Rb,10,0.0128576249999987
alex<agm004497062>,Rb2Mg3NiF12,F-Mg-Ni-Rb,18,0.0742744347222217
alex<agm004713829>,Sr4Ca3MnO8,Ca-Mn-O-Sr,16,0.0527524359374993
alex<agm002299519>,Sr2ScTaO6,O-Sc-Sr-Ta,10,0.0024196090000003
alex<agm003165459>,OsRh3,Os-Rh,4,0.0713043112499995
alex<agm002180771>,Os3Rh,Os-Rh,8,0.0422738099999993
alex<agm003261935>,Os3Rh,Os-Rh,8,0.0368499312499999
alex<agm003267203>,Os5Rh4,Os-Rh,9,0.0642133977777774
alex<agm003196058>,OsRh,Os-Rh,6,0.0442879791666666
alex<agm003162814>,OsRh,Os-Rh,4,0.0845662325000002
alex<agm003209681>,Os2Rh,Os-Rh,12,0.0927185974999993
alex<agm003198400>,Os2Rh,Os-Rh,3,0.0910600183333336
alex<agm003198399>,Os2Rh,Os-Rh,6,0.0327712049999995
alex<agm003204033>,OsRh2,Os-Rh,6,0.0358134666666671
alex<agm003198398>,OsRh2,Os-Rh,6,0.0529865199999992
alex<agm003277967>,OsRh2,Os-Rh,3,0.0350183016666658
alex<agm003193754>,OsRh4,Os-Rh,5,0.0462555790000003
alex<agm005503114>,La8Cd,Cd-La,9,0.0427751122222224
alex<agm003290186>,La4Cd3,Cd-La,14,0.0320275250000001
alex<agm003285750>,La13Cd2,Cd-La,15,0.0312993106666663
alex<agm002142128>,LaCd5,Cd-La,6,0.0557695380784315
alex<agm003266914>,LaCd8,Cd-La,9,0.0637204754705886
alex<agm003196631>,La5Cd,Cd-La,6,0.0519710066666672
alex<agm003288307>,La5Cd2,Cd-La,14,0.0345677150000005
alex<agm001283779>,PrNd3,Nd-Pr,4,0.0341739298124998
alex<agm001191053>,PrNd3,Nd-Pr,4,0.0136333073125003
alex<agm001194530>,PrNd5,Nd-Pr,6,0.0169856272222226
alex<agm003289128>,Pr7Nd2,Nd-Pr,9,0.0390697137847215
alex<agm003190487>,Sr3Ca,Ca-Sr,4,0.0185898749999999
alex<agm003220618>,SrCa3,Ca-Sr,16,0.0291635827083331
alex<agm003264563>,Sr7Ca,Ca-Sr,8,0.0378235054166662
alex<agm003289118>,Sr7Ca2,Ca-Sr,9,0.0397639048148146
alex<agm003268321>,Sr4Ca5,Ca-Sr,9,0.0142433281481479
alex<agm003294578>,SrCa2,Ca-Sr,12,0.0558573244444442
alex<agm003293531>,SrCa,Ca-Sr,4,0.0282601291666664
alex<agm003190496>,SrCa,Ca-Sr,4,0.0276448516666665
alex<agm003190494>,SrCa,Ca-Sr,4,0.0317644466666664
alex<agm001194144>,SrCa5,Ca-Sr,6,0.0115223238888886
alex<agm003196510>,Sr2Ca,Ca-Sr,6,0.0615737322222222
alex<agm003286144>,Sr2Ca13,Ca-Sr,15,0.0043103884444444
alex<agm003264561>,SrCa7,Ca-Sr,8,0.0116083641666666
alex<agm003203565>,Sr5Ca,Ca-Sr,6,0.0184304027777777
alex<agm003290495>,Pr5Tm3,Pr-Tm,8,0.0329509912500007
alex<agm001851224>,Pr2Tm,Pr-Tm,3,0.0959758444444451
alex<agm001851417>,Nd2Y,Nd-Y,3,0.0207695144444448
alex<agm003286649>,Nd2Y3,Nd-Y,10,0.0111249009999996
alex<agm003297206>,Nd4Y,Nd-Y,5,0.0145327786666671
alex<agm001416834>,NdY,Nd-Y,4,0.0198451066666667
alex<agm004274820>,Lu3Mg,Lu-Mg,4,0.0298464550000003
alex<agm003163986>,Li3Cu,Cu-Li,4,0.066016885357143
alex<agm002156909>,Li3Cu,Cu-Li,8,0.0452736103571433
alex<agm003197156>,Li2Cu,Cu-Li,6,0.0390102532539677
alex<agm003197157>,Li2Cu,Cu-Li,6,0.0342435099206346
alex<agm003289223>,Li3Cu13,Cu-Li,16,0.0472174634375002
alex<agm002157557>,LiCu2,Cu-Li,6,0.0
alex<agm003164003>,LiCu,Cu-Li,4,0.031347171547619
alex<agm001416931>,LiCu,Cu-Li,4,0.0309349190476191
alex<agm003193510>,Li3Cu2,Cu-Li,5,0.0672895925714285
alex<agm003197161>,LiCu5,Cu-Li,6,0.0649293691666677
alex<agm003203687>,LiCu5,Cu-Li,6,0.0133066608333343
alex<agm002189846>,TbBi3,Bi-Tb,4,0.0901414699999998
alex<agm001851304>,HoLu2,Ho-Lu,3,0.0340196533333339
alex<agm001209180>,NdTlIn2,In-Nd-Tl,4,0.0107202016666665
alex<agm002276169>,Ho3(GaPt2)2,Ga-Ho-Pt,9,0.0763810705555556
alex<agm002337727>,HoGaPt,Ga-Ho-Pt,6,0.0371764558333334
alex<agm002143293>,K2PbCl6,Cl-K-Pb,9,0.0212060194444481
alex<agm003472252>,K2PbCl5,Cl-K-Pb,16,0.0498991240625001
alex<agm001075797>,K2PbCl4,Cl-K-Pb,7,0.0715908128571429
alex<agm002228470>,Cs2Pb2O3,Cs-O-Pb,7,0.0164358128571437
alex<agm003316736>,Cs2Pb2O5,Cs-O-Pb,9,0.0553402622222218
alex<agm001259584>,TiVC,C-Ti-V,3,0.0945194812500016
alex<agm002125735>,TiVP,P-Ti-V,6,0.0554686083333351
alex<agm002179132>,TiVP,P-Ti-V,9,0.088323108888888
alex<agm003677216>,Ga6Ni5Pd,Ga-Ni-Pd,12,0.0675355282638916
alex<agm003640159>,Y5MgAu4,Au-Mg-Y,10,0.0570902618333324
alex<agm003532800>,Er2PPd8,Er-P-Pd,11,0.0900423518181812
alex<agm002378802>,ErPPd5,Er-P-Pd,7,0.0
alex<agm001228509>,Ti2ZnGa,Ga-Ti-Zn,4,0.0
alex<agm003277713>,K5TeP,K-P-Te,7,0.0775931252678567
alex<agm002172711>,VNiO3,Ni-O-V,5,0.0675303060000001
alex<agm002206655>,Y6CoTe2,Co-Te-Y,9,0.0058026118827161
alex<agm002367296>,SmAlNi2,Al-Ni-Sm,4,0.0033462349999995
alex<agm002249376>,SmAl6Ni,Al-Ni-Sm,8,0.0461022216666675
alex<agm002250195>,SmAlNi,Al-Ni-Sm,6,0.0247005422222219
alex<agm003373074>,Tb2(AlCu)5,Al-Cu-Tb,12,0.0
alex<agm003553969>,Tb4Al3Cu,Al-Cu-Tb,8,0.0536647365625011
alex<agm002251640>,TbAl4Cu,Al-Cu-Tb,12,0.010655861500008
alex<agm002281749>,Ce2In3Ir2,Ce-In-Ir,7,0.0669766377380947
alex<agm003498625>,Ce6InIr2,Ce-In-Ir,9,0.0025880440740735
alex<agm002281309>,Ce3In3Ir2,Ce-In-Ir,8,0.0
alex<agm003137857>,KBiS2,Bi-K-S,8,0.0297438674999996
alex<agm003305483>,Hf2Ta2C3,C-Hf-Ta,7,0.014907735714285
alex<agm002196842>,TmAlCo,Al-Co-Tm,9,0.0162881666666674
alex<agm003502798>,Tm6AlCo2,Al-Co-Tm,18,0.0
alex<agm002249634>,Tm2AlCo2,Al-Co-Tm,5,0.0971649180000007
alex<agm002135827>,TmAl2Co,Al-Co-Tm,8,0.0
alex<agm002208633>,YbInCu,Cu-In-Yb,9,0.0204963586111106
alex<agm002267517>,YbIn6Cu,Cu-In-Yb,8,0.0979109074999997
alex<agm002266774>,YbInCu2,Cu-In-Yb,8,0.0565067837499997
alex<agm002277158>,SmGe2Pd3,Ge-Pd-Sm,12,0.0805444648611128
alex<agm003552984>,Sm4GePd3,Ge-Pd-Sm,8,0.0660820650000006
alex<agm003411646>,Sm2Ge3Pd,Ge-Pd-Sm,12,0.0672781262962933
alex<agm003560428>,Hf3NbC4,C-Hf-Nb,8,0.0
alex<agm001261314>,PrSiIr,Ir-Pr-Si,3,0.0930145583333326
alex<agm003330348>,Pr3Si3Ir2,Ir-Pr-Si,16,0.0377570084375014
alex<agm002990077>,Li(YAl)2,Al-Li-Y,10,0.061039439111111
alex<agm002327667>,YAlFe4,Al-Fe-Y,6,0.0670923758333312
alex<agm003301182>,Y2Al2Fe15,Al-Fe-Y,19,0.0314633784210487
alex<agm003187742>,LiMgHg2,Hg-Li-Mg,4,0.09579366
alex<agm003187744>,LiMgHg2,Hg-Li-Mg,4,0.0886711599999998
alex<agm003691869>,Li(MgHg2)6,Hg-Li-Mg,19,0.0687645588815789
alex<agm003708448>,Li3MgHg,Hg-Li-Mg,10,0.0543777000000003
alex<agm003736566>,Li4MgHg,Hg-Li-Mg,6,0.0666800683333332
alex<agm003691871>,Li6MgHg12,Hg-Li-Mg,19,0.0474437473684208
alex<agm002187059>,ZrSiAs,As-Si-Zr,6,0.0080234075000031
alex<agm004922551>,Sr2CaRuO6,Ca-O-Ru-Sr,20,0.0
alex<agm003165666>,ReW3,Re-W,4,0.0518216462499996
alex<agm003165668>,ReW3,Re-W,4,0.0379904487499995
alex<agm003854559>,ReW,Re-W,2,0.0938792424999981
alex<agm003261032>,Ir3Rh5,Ir-Rh,8,0.0099660412500002
alex<agm003161710>,IrRh3,Ir-Rh,4,0.0533301575000004
alex<agm003185938>,IrRh3,Ir-Rh,4,0.0136968200000007
alex<agm003185939>,IrRh3,Ir-Rh,4,0.01797774
alex<agm001830047>,Ir3Rh,Ir-Rh,4,0.0665480883333327
alex<agm003203168>,IrRh2,Ir-Rh,6,0.011653306666667
alex<agm003290473>,Nd5Dy3,Dy-Nd,8,0.0238826662499995
alex<agm002168632>,NiSn2,Ni-Sn,6,0.0461899766666666
alex<agm003264468>,Mg5Ag3,Ag-Mg,8,0.07547405125
alex<agm003204567>,MgAg5,Ag-Mg,6,0.0598381469444446
alex<agm003185485>,MgAg,Ag-Mg,4,0.0938726475
alex<agm003262672>,MgAg,Ag-Mg,8,0.0966908599999998
alex<agm003268297>,MgAg8,Ag-Mg,9,0.0175966646296297
