material_id,reduced_formula,chemical_system,num_sites,energy_above_hull
alex<agm003447587>,Ba4Ga2H,Ba-Ga-H,14,0.0691341840051023
alex<agm002155191>,Cs2InI6,Cs-I-In,9,0.0852801793055548
alex<agm003185592>,CoSi,Co-Si,4,0.0918380837500016
alex<agm003187655>,RbAu,Au-Rb,4,0.0
alex<agm003291378>,Rb7Au3,Au-Rb,20,0.0149868773749997
alex<agm003288041>,Rb2Au3,Au-Rb,10,0.0073176069999996
alex<agm002257552>,PrBr2,Br-Pr,6,0.042810189999999
alex<agm002213636>,GaPt,Ga-Pt,4,0.0
alex<agm002185649>,CsSe,Cs-Se,12,0.0
alex<agm002017995>,CsSe2,Cs-Se,6,0.0
alex<agm002100150>,MnBr2,Br-Mn,3,0.0378499833333334
alex<agm003294300>,DyCu12,Cu-Dy,13,0.01069122
alex<agm003288956>,Dy2Cu7,Cu-Dy,18,0.0250499850000007
alex<agm002208375>,DyCu,Cu-Dy,4,0.0122042487499998
alex<agm002370951>,Dy2Cu3,Cu-Dy,5,0.0347157224999996
alex<agm003296380>,TbAg3,Ag-Tb,16,0.0817866379076086
alex<agm001282475>,Tb3Ag,Ag-Tb,4,0.0371352500000004
alex<agm003189664>,MoRh3,Mo-Rh,4,0.0607687274999992
alex<agm003268263>,MoRh2,Mo-Rh,9,0.0899377386111126
alex<agm003158286>,Mo2Rh,Mo-Rh,3,0.0815537016666656
alex<agm003261787>,MgTl7,Mg-Tl,8,0.0476973662499999
alex<agm003203922>,Mg2Tl,Mg-Tl,6,0.0845781341666664
alex<agm002097157>,Mg3Tl,Mg-Tl,8,0.0892081362499999
alex<agm003264747>,Mg5Tl3,Mg-Tl,8,0.0713228406249999
alex<agm003221903>,Mg4Tl5,Mg-Tl,18,0.0744563579629629
alex<agm002152773>,SrGe,Ge-Sr,8,0.065120132500001
alex<agm003288168>,Sr5Ge2,Ge-Sr,14,0.0661580911904766
alex<agm003169683>,KHgAs2,As-Hg-K,4,0.0954516572767869
alex<agm003496564>,Li(AuI3)2,Au-I-Li,18,0.052735926944444
alex<agm003504854>,CaAg2F6,Ag-Ca-F,9,0.047638471111111
alex<agm003741335>,CaAgF4,Ag-Ca-F,12,0.0802077741666664
alex<agm003449742>,CaAg2F4,Ag-Ca-F,7,0.0960833576190482
alex<agm001039638>,LiGaRh,Ga-Li-Rh,6,0.0151736422222237
alex<agm003484539>,Li6GaRh2,Ga-Li-Rh,9,0.0531351292592594
alex<agm003741130>,Li4GaRh,Ga-Li-Rh,6,0.0407779755555552
alex<agm002295965>,SrNiSn3,Ni-Sn-Sr,10,0.0199072549999996
alex<agm002295964>,SrNiSn,Ni-Sn-Sr,6,0.0015922858333334
alex<agm003589896>,Sr(NiSn3)4,Ni-Sn-Sr,17,0.0170369797058835
alex<agm003425652>,SrNi3Sn2,Ni-Sn-Sr,12,0.0560019521666683
alex<agm002207736>,TbInCu2,Cu-In-Tb,8,0.0389748651388908
alex<agm003761868>,TbIn5Cu,Cu-In-Tb,7,0.0383314302040806
alex<agm002208620>,TbInCu,Cu-In-Tb,6,0.0779069827777751
alex<agm003743214>,VGaFe4,Fe-Ga-V,6,0.0763347783333232
alex<agm003766994>,V6GaFe,Fe-Ga-V,8,0.0
alex<agm002207633>,Ce2GaCu2,Ce-Cu-Ga,5,0.0542197704999996
alex<agm002207632>,Ce2GaCu2,Ce-Cu-Ga,10,0.0631124105000005
alex<agm002335415>,CeGa4Cu,Ce-Cu-Ga,12,0.0081752688888894
alex<agm002139003>,InSnBr3,Br-In-Sn,5,0.0261408280000003
alex<agm003705106>,InSnBr3,Br-In-Sn,10,0.004597081
alex<agm003492663>,In2SnBr6,Br-In-Sn,18,0.0832377722222235
alex<agm003366895>,Er4Cd5In2,Cd-Er-In,11,0.078297246590909
alex<agm002261293>,Er2Cd2In,Cd-Er-In,10,0.0674303504999986
alex<agm005080278>,BaCaIrO6,Ba-Ca-Ir-O,9,0.014046703888888
alex<agm002227021>,Tm3In3NiGe2,Ge-In-Ni-Tm,9,0.0853275761111307
alex<agm002197512>,AlS3,Al-S,8,0.0708302947265622
alex<agm002133609>,Al2S3,Al-S,10,0.0478902673333339
alex<agm002176639>,MnO,Mn-O,12,0.0682521625000003
alex<agm002171715>,Mn2O3,Mn-O,10,0.0735763563749998
alex<agm002135666>,AlV,Al-V,2,0.0084275474999993
alex<agm001281090>,AlV3,Al-V,4,0.0858194224999993
alex<agm002138352>,BaTl2,Ba-Tl,6,0.0057891616666667
alex<agm002138309>,Ba3Tl,Ba-Tl,8,0.0633833531249998
alex<agm003196262>,BaTl5,Ba-Tl,6,0.0284971283333335
alex<agm001191658>,BaTl,Ba-Tl,2,0.0140566262500003
alex<agm002225733>,NbIr8,Ir-Nb,9,0.0337478983333348
alex<agm003295953>,NbIr2,Ir-Nb,12,0.0158884250000017
alex<agm003296731>,Ag3O,Ag-O,8,0.0563562908333334
alex<agm003220567>,Sr3Ag,Ag-Sr,16,0.0047504778472222
alex<agm003260628>,Sr3Ag,Ag-Sr,8,0.0950440834722221
alex<agm003161945>,Sr3Ag,Ag-Sr,4,0.0372872672222222
alex<agm003161950>,SrAg3,Ag-Sr,4,0.0575309033333333
alex<agm003212185>,ZrSi2,Si-Zr,12,0.0611484366666665
alex<agm002317927>,Zr2Si,Si-Zr,9,0.0533583100000001
alex<agm003218506>,Zr3Si,Si-Zr,16,0.0603464068750003
alex<agm002192783>,YSn3,Sn-Y,8,1.938625000086347e-05
alex<agm003285853>,Cr2Ni13,Cr-Ni,15,0.0169730106666667
alex<agm003163873>,CrNi3,Cr-Ni,4,0.0496532099999997
alex<agm002145467>,CrNi,Cr-Ni,4,0.0528627200000002
alex<agm003195003>,CrNi4,Cr-Ni,5,0.0015548280000006
alex<agm003297334>,CrNi4,Cr-Ni,5,0.0199561819999996
alex<agm003197061>,CrNi5,Cr-Ni,6,0.0387026450000007
alex<agm002270513>,RbF2,F-Rb,12,0.0489653858333345
alex<agm003203251>,TePb,Pb-Te,6,0.0798219733333329
alex<agm003267216>,TePb8,Pb-Te,9,0.0841002966666666
alex<agm002075375>,CaH,Ca-H,4,0.01295314
alex<agm003286397>,Y2Cu17,Cu-Y,19,0.0035886847368429
alex<agm001851413>,YCu2,Cu-Y,3,0.0941826249999993
alex<agm003220643>,Y3Cu,Cu-Y,16,0.0165711354166671
alex<agm002208028>,YCu3,Cu-Y,12,0.0354371858333326
alex<agm002182960>,Bi4PbS7,Bi-Pb-S,12,0.00688346
alex<agm002182788>,Bi2PbS4,Bi-Pb-S,7,0.0058438278571451
alex<agm001042583>,CeFeC,C-Ce-Fe,12,0.0207614975000041
alex<agm003561586>,Ce3FeC4,C-Ce-Fe,8,0.0375069453125007
alex<agm002139496>,CeFeC2,C-Ce-Fe,8,0.0
alex<agm003600630>,CeSiI,Ce-I-Si,6,0.0033653349999998
alex<agm002255700>,Pr3B2Pt7,B-Pr-Pt,12,0.059762081111117
alex<agm002329466>,YAlNi,Al-Ni-Y,12,0.0017936125000002
alex<agm002135056>,Y2AlNi2,Al-Ni-Y,5,0.0510797639999998
alex<agm002908210>,Y(AlNi)2,Al-Ni-Y,5,0.0347542813333134
alex<agm003224810>,Y3AlNi,Al-Ni-Y,20,0.0579884677500004
alex<agm003358862>,Y3Al9Ni2,Al-Ni-Y,14,0.0443748010714397
alex<agm002932425>,Ca(MgNi)2,Ca-Mg-Ni,5,0.097499736
alex<agm002220236>,CaMgNi,Ca-Mg-Ni,12,0.0456946833333331
alex<agm002188384>,Ti4CoSi,Co-Si-Ti,12,0.0505337639814813
alex<agm003390538>,Ce2Si2Pt,Ce-Pt-Si,10,0.0457548281250055
alex<agm002198191>,EuAlAu,Al-Au-Eu,9,0.0
alex<agm002146214>,ZrCu3Te4,Cu-Te-Zr,8,0.0402202987500004
alex<agm003020409>,Ba2SnBi2,Ba-Bi-Sn,10,0.0479512796153822
alex<agm002153123>,Mn(HO)2,H-Mn-O,10,0.0066302169999996
alex<agm002320307>,Nd2SnPt2,Nd-Pt-Sn,5,0.0578725558333355
alex<agm002320085>,NdSn3Pt,Nd-Pt-Sn,10,0.0347879169333333
alex<agm004760957>,Na2VCdO4,Cd-Na-O-V,8,0.086938072604167
alex<agm004489592>,Sr2Pr4Sb3O2,O-Pr-Sb-Sr,11,0.0749191497727332
alex<agm002151017>,LaGa2,Ga-La,6,0.0621684516666665
alex<agm002151519>,LaGa,Ga-La,2,0.0257470325000008
alex<agm003264058>,ScHg3,Hg-Sc,8,0.0424457074999999
alex<agm003221874>,Sc5Hg4,Hg-Sc,18,0.0404577783333346
alex<agm002354709>,Sc2Hg,Hg-Sc,12,0.0
alex<agm005445880>,Sc2Hg,Hg-Sc,6,0.0956866000000005
alex<agm003261594>,Sc7Hg,Hg-Sc,8,0.0867373037499996
alex<agm002026959>,La2Te,La-Te,6,0.0823553550000006
alex<agm003200259>,LaTe2,La-Te,6,0.0739494870833343
alex<agm003288584>,Be2Pd5,Be-Pd,14,0.0527495964285709
alex<agm003198623>,SbRh5,Rh-Sb,6,0.0642448866666685
alex<agm002188893>,Sn2Pt3,Pt-Sn,10,0.0245401250000014
alex<agm001192676>,SnPt5,Pt-Sn,6,0.0398118966666674
alex<agm003163107>,ZrBe,Be-Zr,4,0.0763107399999993
alex<agm003196353>,ZrBe2,Be-Zr,6,0.0967922049999998
alex<agm004469899>,CsBr4,Br-Cs,10,0.0
alex<agm002041562>,CsBr,Br-Cs,4,0.0217752825000001
alex<agm001907024>,Cs2Br,Br-Cs,3,0.0990513840229883
alex<agm002146713>,CuPd7,Cu-Pd,8,0.0
alex<agm002335359>,Cu8Pd,Cu-Pd,9,3.8739999999926056e-05
alex<agm001282235>,CuPd3,Cu-Pd,4,0.032930512500001
alex<agm003288352>,Cu2Pd5,Cu-Pd,14,0.0357782492857152
alex<agm001193057>,CuPd5,Cu-Pd,6,0.0057534091666662
alex<agm003292748>,Y5S6,S-Y,11,0.0
alex<agm001828912>,BiPd3,Bi-Pd,4,0.0342219099999994
alex<agm003293713>,BiPd,Bi-Pd,4,0.0699891900000002
alex<agm003290849>,Bi3Pd5,Bi-Pd,16,0.0365925210416673
alex<agm003288597>,Bi5Pd2,Bi-Pd,14,0.0732161128571435
alex<agm003292406>,Bi4Pd5,Bi-Pd,9,0.0717955907407406
alex<agm003294791>,Cd2Au,Au-Cd,12,0.0100938450000001
alex<agm003291138>,Cd3Au7,Au-Cd,10,0.0043746040000001
alex<agm003184857>,Cd3Au,Au-Cd,4,0.05188953375
alex<agm001827953>,Cd3Au,Au-Cd,4,0.0477515287500001
alex<agm003193282>,Cd2Au3,Au-Cd,5,0.0811426840000004
alex<agm003206524>,Cd3Au2,Au-Cd,10,0.0591556119999998
alex<agm003187538>,CdAu,Au-Cd,4,0.0161644875000002
alex<agm003263499>,CdAu3,Au-Cd,8,0.0035110925000001
alex<agm003194942>,CdAu4,Au-Cd,5,0.0295787200000003
alex<agm003297963>,Nd4Zn,Nd-Zn,10,0.0769434829999999
alex<agm002324816>,Nd3Zn,Nd-Zn,8,0.0340353674999995
alex<agm002193220>,NdZn3,Nd-Zn,8,0.0308770681250001
alex<agm004462008>,NaCl,Cl-Na,8,0.0930006362499997
alex<agm003295230>,Ho2C,C-Ho,3,0.0243908599999986
alex<agm002332278>,HfCl,Cl-Hf,4,7.87749999995313e-05
alex<agm004470456>,CsMnBr3,Br-Cs-Mn,5,0.0510264289999957
alex<agm003598076>,KTlO,K-O-Tl,6,0.0207377116666669
alex<agm003613590>,KTlO2,K-O-Tl,16,0.0698799018750007
alex<agm003563080>,K5TlO3,K-O-Tl,18,0.0795559249999984
alex<agm002267787>,ErCuTe2,Cu-Er-Te,8,0.0877889939583287
alex<agm003744222>,SiNi4P,Ni-P-Si,12,0.0653409720833329
alex<agm001833890>,CeMgCu,Ce-Cu-Mg,3,0.0861920688888893
alex<agm003612194>,CsHF2,Cs-F-H,16,0.0113269462499996
alex<agm003377959>,Pr3(CdPd)4,Cd-Pd-Pr,11,0.0414483166233692
alex<agm003661609>,Pr(Cd3Pd2)2,Cd-Pd-Pr,11,0.0654883318304686
alex<agm002135357>,AlAgSe2,Ag-Al-Se,4,0.0866988500000003
alex<agm003553742>,Tb4Sn3Pd,Pd-Sn-Tb,8,0.0667575746875002
alex<agm002307042>,Tb(SnPd)2,Pd-Sn-Tb,10,0.070641166999998
alex<agm003629238>,Tb2SnPd,Pd-Sn-Tb,8,0.0378163052499997
alex<agm002265272>,HfCoSn,Co-Hf-Sn,12,0.0542801638888903
alex<agm003348031>,Cs3(CuI3)2,Cs-Cu-I,11,0.0475490145454551
alex<agm003358138>,Cs3(CuI4)2,Cs-Cu-I,13,0.0574063249999996
alex<agm003552973>,Tb4Ge3Ir,Ge-Ir-Tb,8,0.0572256816454066
alex<agm003337687>,Tb3(Ge2Ir)2,Ge-Ir-Tb,9,0.0730364036111135
alex<agm002141183>,CaCdAu,Au-Ca-Cd,9,0.0
alex<agm003460644>,Ca4CdAu2,Au-Ca-Cd,7,0.0946324844285717
alex<agm002331116>,Ca2CdAu2,Au-Ca-Cd,5,0.030077923999999
alex<agm001199562>,CaCdAu2,Au-Ca-Cd,4,0.0642546999999975
alex<agm003366796>,Ca4Cd5Au2,Au-Ca-Cd,11,0.0424040063636375
alex<agm002171660>,KVO3,K-O-V,10,0.0
alex<agm004475186>,Cs3AgF6,Ag-Cs-F,10,0.0142847885000003
alex<agm003354128>,Cs2Ag3F8,Ag-Cs-F,13,0.0549914496153873
alex<agm003347559>,Cs3Ag2F6,Ag-Cs-F,11,0.0038683927272709
alex<agm003589709>,CsAg4F12,Ag-Cs-F,17,0.025401547107843
alex<agm003512189>,CsAg2F7,Ag-Cs-F,10,0.043749218833327
alex<agm003770208>,CsAgF6,Ag-Cs-F,8,0.0
alex<agm003534314>,Ce2Al8Ag,Ag-Al-Ce,11,0.0518023766666724
alex<agm003589313>,Ba(WO3)4,Ba-O-W,17,0.0712996333823579
alex<agm002181574>,InCuS2,Cu-In-S,16,0.0071810756249997
alex<agm003495742>,Zr(GeO3)2,Ge-O-Zr,18,0.0481485440740732
alex<agm002173287>,ZrGeO4,Ge-O-Zr,12,0.0225224274999984
alex<agm001108996>,Ce3ZrO,Ce-O-Zr,5,0.0954221339999996
alex<agm003368593>,Ce5Zr2O12,Ce-O-Zr,19,0.0278897605482253
alex<agm002158365>,LiNiO2,Li-Ni-O,8,0.0015153212500003
alex<agm002157120>,Li5NiO4,Li-Ni-O,10,0.0852387669999954
alex<agm002206311>,TbInCo,Co-In-Tb,6,0.036757300808083
alex<agm003478386>,Tb5InCo2,Co-In-Tb,16,0.0272413215178586
alex<agm003556553>,Cu3BS4,B-Cu-S,8,0.0
alex<agm004934538>,Ba2NiTeO6,Ba-Ni-O-Te,10,0.0171303209999988
alex<agm002179898>,TaPd,Pd-Ta,2,0.0701715175000021
alex<agm001827599>,Cu3Ge,Cu-Ge,4,0.0497148200000001
alex<agm003264065>,Li3Pb,Li-Pb,8,0.0504704825000001
alex<agm001828622>,Li3Pb,Li-Pb,4,0.0767972725000003
alex<agm003218384>,Li5Pb3,Li-Pb,16,0.0613290795000001
alex<agm003185459>,LiPb,Li-Pb,4,0.0630190499999998
alex<agm003185441>,LiPb,Li-Pb,4,0.0949788849999997
alex<agm003197922>,LiPb2,Li-Pb,6,0.0392550394444435
alex<agm003257975>,Li3Pb4,Li-Pb,7,0.0948642340476184
alex<agm003289974>,Li3Pb4,Li-Pb,14,0.0289764426190468
alex<agm003289267>,Li13Pb3,Li-Pb,16,0.0656815809791662
alex<agm003197925>,Li5Pb,Li-Pb,6,0.0314531871666665
alex<agm005504760>,Li5Pb4,Li-Pb,9,0.0981927842222218
alex<agm003164978>,LiPb3,Li-Pb,4,0.0512420016666665
alex<agm002189642>,SrSn2,Sn-Sr,12,0.0480276308333333
alex<agm002189664>,SrSn5,Sn-Sr,6,0.0552834800000003
alex<agm002206430>,Pr3Co,Co-Pr,8,0.0198064612499999
alex<agm002206428>,Pr2Co,Co-Pr,12,0.0492056533333338
alex<agm001282666>,Dy3Zn,Dy-Zn,4,0.0255338550000003
alex<agm002324404>,Dy2Zn3,Dy-Zn,5,0.0786734380000004
alex<agm001417837>,DyZn,Dy-Zn,4,0.049146485
alex<agm003288472>,Dy5Zn2,Dy-Zn,14,0.0610945585714293
alex<agm002056086>,AgI,Ag-I,8,0.0228895699999993
alex<agm004468845>,AgI,Ag-I,8,0.0412160762499995
alex<agm003292894>,Ag5I6,Ag-I,11,0.0567970672727269
alex<agm002193134>,YZn2,Y-Zn,3,0.0106938949999997
alex<agm003196532>,YZn2,Y-Zn,6,0.0719703466666663
alex<agm003209472>,YZn2,Y-Zn,12,0.0947999416666665
alex<agm003207292>,Y4Zn,Y-Zn,5,0.0143578273333346
alex<agm003264880>,Y7Zn,Y-Zn,8,0.0173852845833328
alex<agm002360489>,Y3Zn2,Y-Zn,10,0.0440922960000014
alex<agm005508247>,Y3Zn7,Y-Zn,10,0.0978799660000007
alex<agm002325555>,YZn3,Y-Zn,8,0.0063706300000001
alex<agm002186570>,SmSi2,Si-Sm,3,0.0523000033333325
alex<agm003755863>,TlPbI4,I-Pb-Tl,6,0.0691766991666664
alex<agm002142939>,RbSnCl3,Cl-Rb-Sn,20,0.0
alex<agm003058220>,RbSnCl3,Cl-Rb-Sn,10,0.0120962644999962
alex<agm002158252>,LiNi2Sn,Li-Ni-Sn,8,0.0238700437499996
alex<agm003394257>,Li(NiSn)2,Li-Ni-Sn,10,0.0788480265000011
alex<agm005110132>,LiNiSn2,Li-Ni-Sn,4,0.04968853
alex<agm003180456>,AgSbSe2,Ag-Sb-Se,4,0.0900649068749999
alex<agm002185042>,AgSbSe2,Ag-Sb-Se,16,0.0
alex<agm003673206>,Ag5SbSe5,Ag-Sb-Se,11,0.0443134796212114
alex<agm003384239>,Ag3(SbSe2)4,Ag-Sb-Se,15,0.0466615356666682
alex<agm002248297>,Nd3(AlPd2)2,Al-Nd-Pd,9,0.0289587516666678
alex<agm003680171>,NdAl5Pd7,Al-Nd-Pd,13,0.0976080089423092
alex<agm003479176>,Nd2AlPd5,Al-Nd-Pd,8,0.0757664690624997
alex<agm003686454>,Nd(Al2Pd)6,Al-Nd-Pd,19,0.0851449113450337
alex<agm003457119>,Nd(AlPd2)2,Al-Nd-Pd,14,0.0735654808928609
alex<agm001272136>,NdAlPd,Al-Nd-Pd,3,0.0807626441666666
alex<agm002223974>,SrCoN,Co-N-Sr,6,0.0
alex<agm002206269>,HoIn2Co,Co-Ho-In,8,0.0497243251027397
alex<agm003205948>,Ca2MoWO6,Ca-Mo-O-W,10,0.0315678570000024
alex<agm002280038>,BaHIO,Ba-H-I-O,8,0.0462788440624999
alex<agm001194029>,Nd5In,In-Nd,6,0.0282239683333331
alex<agm004055037>,LaIn,In-La,4,0.0689260599999999
alex<agm003287383>,La3In2,In-La,5,0.0137869795000016
alex<agm003187473>,La3In,In-La,4,0.0612986575
alex<agm003187471>,La3In,In-La,4,0.0635702599999996
alex<agm003187470>,La3In,In-La,4,0.0445704849999994
alex<agm003297550>,La4In,In-La,10,0.0634141179999998
alex<agm002179709>,InPd,In-Pd,6,0.0225074275000007
alex<agm002179708>,InPd,In-Pd,10,0.0100547655000005
alex<agm002307231>,InPd,In-Pd,4,0.0740173825000001
alex<agm003289301>,In3Pd13,In-Pd,16,0.0308134109374993
alex<agm002179713>,In2Pd,In-Pd,6,0.0615161583333332
alex<agm002179714>,In2Pd,In-Pd,3,0.0335028833333335
alex<agm002179738>,In5Pd,In-Pd,12,0.0652347008333329
alex<agm002350914>,InPd5,In-Pd,6,0.0025107941666657
alex<agm002183688>,DySb2,Dy-Sb,6,0.0793370294444448
alex<agm003284486>,CsCl3,Cl-Cs,4,0.0
alex<agm002204709>,CsCl3,Cl-Cs,4,0.0039183299999998
alex<agm002054098>,CsCl2,Cl-Cs,6,0.026573406666666
alex<agm003293340>,Ba7Ca5,Ba-Ca,12,0.0362511899999997
alex<agm003291292>,Ba7Ca3,Ba-Ca,20,0.0826009169999999
alex<agm003162938>,BaCa,Ba-Ca,4,0.0606371525
alex<agm002050878>,BaCa,Ba-Ca,4,0.0305679449999998
alex<agm003196157>,Ba2Ca,Ba-Ca,6,0.0458317733333335
alex<agm003209437>,Ba2Ca,Ba-Ca,12,0.0374229433333332
alex<agm005489153>,Ba3Ca,Ba-Ca,8,0.02270026375
alex<agm003190402>,Ba3Ca,Ba-Ca,4,0.0215811825
alex<agm003203469>,BaCa5,Ba-Ca,6,0.0105031733333333
alex<agm003289336>,Ba3Ca13,Ba-Ca,16,0.0208121268749998
alex<agm003203466>,Ba5Ca,Ba-Ca,6,0.0237806933333331
alex<agm003266887>,Fe2C,C-Fe,9,0.0753507008333347
alex<agm003295648>,Zr2Ag,Ag-Zr,6,0.0639824150000007
alex<agm003193198>,ZrAg4,Ag-Zr,5,0.0512092429999997
alex<agm003193192>,Zr2Ag3,Ag-Zr,5,0.0808600286666676
alex<agm003283630>,ZrAg5,Ag-Zr,6,0.0762098163888889
alex<agm003193183>,Zr3Ag2,Ag-Zr,5,0.0847426170000016
alex<agm003264331>,InPt,In-Pt,8,0.0562488425000005
alex<agm002154819>,In3Pt2,In-Pt,10,0.0609867650000017
alex<agm002064032>,TiF,F-Ti,4,0.0082945447222213
alex<agm003048839>,RbPdBr3,Br-Pd-Rb,20,0.022916369499998
alex<agm003048823>,RbPdBr3,Br-Pd-Rb,10,0.0244213524999983
alex<agm003758470>,RbPdBr5,Br-Pd-Rb,14,0.0618981046428523
alex<agm002306996>,La(PdPb)2,La-Pb-Pd,10,0.0315625556666647
alex<agm003549559>,La(PdPb)3,La-Pb-Pd,14,0.0873264864285703
alex<agm002319604>,Dy2Si3Au,Au-Dy-Si,12,0.0
alex<agm003633999>,DySiAu2,Au-Dy-Si,8,0.0783305649999972
alex<agm002240142>,DySi2Au,Au-Dy-Si,8,0.079150429166666
alex<agm003330337>,Dy3Si3Au2,Au-Dy-Si,16,0.0235458825000023
alex<agm002170960>,CaMnO3,Ca-Mn-O,10,0.0441824073333334
alex<agm001080818>,MnIn2F4,F-In-Mn,7,0.0814622571428573
alex<agm005107392>,RbYTe2,Rb-Te-Y,4,0.0118871
alex<agm003699854>,Rb(Y3Te4)2,Rb-Te-Y,15,0.0467704080000004
alex<agm002263480>,Pr(Co2Ge3)2,Co-Ge-Pr,11,0.0629508775000022
alex<agm002188753>,TbSiRh,Rh-Si-Tb,12,0.0
alex<agm002242352>,Tb2SiRh3,Rh-Si-Tb,6,0.0
alex<agm002169426>,CrAgO2,Ag-Cr-O,8,0.0009781787499996
alex<agm003326095>,Cr2Ag2O7,Ag-Cr-O,11,0.0052935134848501
alex<agm003485563>,Na2BiF6,Bi-F-Na,18,0.0
alex<agm005111197>,LiHoSe2,Ho-Li-Se,4,0.0535467475000004
alex<agm003418057>,LiHo2Se3,Ho-Li-Se,6,0.0
alex<agm002173361>,Mg3MnO4,Mg-Mn-O,8,0.0572016206250003
alex<agm003718348>,ZrSnS3,S-Sn-Zr,10,0.0926646380000004
alex<agm002172390>,SrCeO3,Ce-O-Sr,10,0.0753765889999993
alex<agm002172395>,SrCeO3,Ce-O-Sr,20,0.0370455274999983
alex<agm003214864>,DyMgMnS4,Dy-Mg-Mn-S,14,0.0969967199999972
alex<agm004882127>,CsLiAl2F8,Al-Cs-F-Li,12,0.0767975866666565
alex<agm005424836>,NiSb,Ni-Sb,6,0.0938313116666655
alex<agm003203999>,Ni5Sb,Ni-Sb,6,0.0216615300000002
alex<agm004460238>,LaO,La-O,12,0.0965579743750009
alex<agm003264529>,BaSr3,Ba-Sr,8,0.01566988695
alex<agm003190415>,BaSr3,Ba-Sr,4,0.02379256945
alex<agm003157971>,BaSr2,Ba-Sr,3,0.0127974318666665
alex<agm003196255>,BaSr2,Ba-Sr,6,0.0650627702000001
alex<agm003161342>,BaSr2,Ba-Sr,3,0.0172140851999997
alex<agm003203500>,BaSr2,Ba-Sr,6,0.0231919801999997
alex<agm003203501>,BaSr2,Ba-Sr,6,0.0233652751999999
alex<agm003289119>,Ba7Sr2,Ba-Sr,9,0.0305660280888888
alex<agm003190430>,BaSr,Ba-Sr,4,0.0189331441999998
alex<agm003264536>,Ba7Sr,Ba-Sr,8,0.0287451406250001
alex<agm003212272>,Ba2Sr,Ba-Sr,12,0.0233851281999997
alex<agm003190437>,Ba3Sr,Ba-Sr,4,0.0262679039499997
alex<agm002243278>,DySn3,Dy-Sn,8,0.0131385607499998
alex<agm002110469>,NaSi,Na-Si,4,0.0676420317241377
alex<agm003297757>,LiAl4,Al-Li,5,0.0366579395000004
alex<agm003262634>,LiAl3,Al-Li,8,0.045870481250001
alex<agm003157866>,LiAl2,Al-Li,3,0.0868251554166672
alex<agm003195617>,LiAl2,Al-Li,3,0.0892219054166676
alex<agm003209232>,LiAl2,Al-Li,12,0.0718177695833337
alex<agm003195619>,LiAl5,Al-Li,6,0.0634968158333331
alex<agm003300175>,Li8Al,Al-Li,9,0.0287109895370369
alex<agm003195621>,Li5Al,Al-Li,6,0.0228073676388889
alex<agm003260758>,Li3Al,Al-Li,8,0.0839716093749998
alex<agm002151887>,Zr3Ga,Ga-Zr,4,0.0501605662499997
alex<agm003286718>,Zr3Ga2,Ga-Zr,5,0.0879521109999998
alex<agm002152028>,HfGe2,Ge-Hf,6,0.0921874550000003
alex<agm002244286>,TbIr2,Ir-Tb,12,0.0038101966666665
alex<agm002189859>,TbIr3,Ir-Tb,12,0.0150558512500023
alex<agm002244261>,TbIr,Ir-Tb,8,0.0595407762499986
alex<agm002189856>,TbIr,Ir-Tb,2,0.0289110024999983
alex<agm003288366>,V5H2,H-V,14,0.0315953564285722
alex<agm002087542>,VH,H-V,4,0.0196587299999997
alex<agm004466976>,VH,H-V,12,0.0787223775000001
alex<agm003289679>,V4H3,H-V,7,0.0392633014285728
alex<agm003290115>,V3H4,H-V,7,0.092053867142857
alex<agm003286450>,Ba2Ag17,Ag-Ba,19,0.0111454101754389
alex<agm003161456>,Ba2Ag,Ag-Ba,3,0.0574348377777775
alex<agm003201651>,Zr2Au,Au-Zr,6,0.0
alex<agm002247181>,Zr3Au,Au-Zr,8,0.0803660449999998
alex<agm003196150>,ZrAu5,Au-Zr,6,0.0572977916666666
alex<agm003196149>,ZrAu5,Au-Zr,6,0.0346128283333335
alex<agm002247182>,Zr3Au5,Au-Zr,8,0.0171316312499998
alex<agm002385402>,HoAg5,Ag-Ho,6,0.0494211522222225
alex<agm001280709>,HoAg3,Ag-Ho,4,0.0346248450000001
alex<agm004462661>,InN,In-N,8,0.0386111700000002
alex<agm001027835>,NdInCu,Cu-In-Nd,18,0.0204882594444431
alex<agm003433627>,Nd2InCu3,Cu-In-Nd,12,0.0864516439583313
alex<agm002207726>,Nd2InCu2,Cu-In-Nd,5,0.0013565309999998
alex<agm002145825>,Nd2InCu2,Cu-In-Nd,10,0.0
alex<agm003643012>,Nd5In4Cu,Cu-In-Nd,10,0.0081535924999993
alex<agm002268585>,NdIn4Cu,Cu-In-Nd,12,0.0440955494047616
alex<agm003493200>,Ce6RuRh2,Ce-Rh-Ru,9,0.0441530808024683
alex<agm003443948>,Ce4RuRh2,Ce-Rh-Ru,14,0.0210192995502689
alex<agm003390619>,Ce2SiRu2,Ce-Ru-Si,10,0.0422297909999977
alex<agm003492967>,Ce6Si2Ru,Ce-Ru-Si,9,0.0046478737037034
alex<agm002188663>,CeSi2Ru,Ce-Ru-Si,8,0.0933212675000003
alex<agm003365365>,Ce2Si4Ru5,Ce-Ru-Si,11,0.0673082518181829
alex<agm003682830>,Ce8Bi5Sb,Bi-Ce-Sb,14,0.0219859564285709
alex<agm001222341>,CeBi2Sb,Bi-Ce-Sb,4,0.0439351475000009
