endpoint,n_common,discordance_rate,models_eligible,top_model_flip,ordering_flip,max_abs_F1_delta,go_no_go,claim_scope
route_b_full_snapshot_rescue,287,0.10801393728222997,ALIGNN-FF|CHGNet|MACE-MP,False,False,0.02882205513784461,NO_GO_keep_NMI_line_closed,diagnostic_until_ALIGNN_FF_clean_hash_match_and_source_archive_PASS
