hypothesis,n_models,models_tested,models_passing_top_decile_gate,n_models_passing,launch_gate,gate_definition,claim_scope
selection_conditional_discordance,3,ALIGNN-FF|CHGNet|MACE-MP,,0,NO_GO,at_least_two_models_with_top_decile_discordance_ge_0.30_enrichment_ge_2_and_permutation_p_le_0.10,minimal_MP_Alex_route_B_denominator_selection_conditional_diagnostic
