model_name,metric,view_a,view_b,point_delta_a_minus_b,bootstrap_ci_low_95,bootstrap_median,bootstrap_ci_high_95,probability_delta_gt_zero,probability_delta_lt_zero,bootstrap_replicates,cluster
ALIGNN-FF,stable_yield_at_1000,alexmp20_native,audit_view,0.08400000000000007,0.07600000000000001,0.09200000000000003,0.11100000000000004,1.0,0.0,1000,chemical_system
ALIGNN-FF,stable_yield_at_1000,alex_pbe_native,common_pool,-0.17100000000000004,-0.294,-0.26599999999999996,-0.23897499999999997,0.0,1.0,1000,chemical_system
ALIGNN-FF,stable_yield_at_1000,alex_pbe_native,audit_view,0.02400000000000002,0.024999999999999967,0.035999999999999976,0.046999999999999986,1.0,0.0,1000,chemical_system
ALIGNN-FF,stable_yield_at_1000,common_pool,audit_view,0.19500000000000006,0.27299999999999996,0.30199999999999994,0.32999999999999996,1.0,0.0,1000,chemical_system
CHGNet,f1_fixed_threshold,mp_native,alexmp20_native,0.02795208929889026,0.03084010913536111,0.03533372903571863,0.04022870659608647,1.0,0.0,1000,chemical_system
CHGNet,f1_fixed_threshold,mp_native,alex_pbe_native,0.0649164061837545,0.06740335465599785,0.07289490156934825,0.07821412808476819,1.0,0.0,1000,chemical_system
CHGNet,f1_fixed_threshold,mp_native,common_pool,-0.07813003533772589,-0.07667638675953008,-0.07224171157854092,-0.0679032307297335,0.0,1.0,1000,chemical_system
CHGNet,f1_fixed_threshold,mp_native,audit_view,0.09004095006718882,0.09253333665893172,0.09816148758706261,0.10344047294122428,1.0,0.0,1000,chemical_system
CHGNet,f1_fixed_threshold,alexmp20_native,alex_pbe_native,0.036964316884864235,0.0329836055210924,0.037500873965902015,0.042502925458607156,1.0,0.0,1000,chemical_system
CHGNet,f1_fixed_threshold,alexmp20_native,common_pool,-0.10608212463661615,-0.11320010388286933,-0.1075493115046231,-0.10266562442152453,0.0,1.0,1000,chemical_system
CHGNet,f1_fixed_threshold,alexmp20_native,audit_view,0.06208886076829856,0.05827288099465337,0.06266489862835711,0.06726651852251345,1.0,0.0,1000,chemical_system
CHGNet,f1_fixed_threshold,alex_pbe_native,common_pool,-0.14304644152148038,-0.15092208409401042,-0.14535527896746486,-0.13912312482169117,0.0,1.0,1000,chemical_system
CHGNet,f1_fixed_threshold,alex_pbe_native,audit_view,0.025124543883434325,0.022515883633253582,0.025171745999777728,0.02797583856602572,1.0,0.0,1000,chemical_system
CHGNet,f1_fixed_threshold,common_pool,audit_view,0.1681709854049147,0.16384101308792892,0.17047422907945858,0.17641679804823077,1.0,0.0,1000,chemical_system
CHGNet,auroc,mp_native,alexmp20_native,0.01805511942166471,0.015853712127432428,0.018049982398509745,0.02036351058626161,1.0,0.0,1000,chemical_system
CHGNet,auroc,mp_native,alex_pbe_native,0.03348607109046142,0.031160648318646574,0.033486348244046116,0.035967769867781114,1.0,0.0,1000,chemical_system
CHGNet,auroc,mp_native,common_pool,-0.06278675498282404,-0.06555310248976784,-0.06267370727125299,-0.059760074783703425,0.0,1.0,1000,chemical_system
CHGNet,auroc,mp_native,audit_view,0.04056435381199097,0.03830083373098724,0.04057412906904301,0.04304341038627261,1.0,0.0,1000,chemical_system
CHGNet,auroc,alexmp20_native,alex_pbe_native,0.01543095166879671,0.013293828283325492,0.015420515337949081,0.0176643763225614,1.0,0.0,1000,chemical_system
CHGNet,auroc,alexmp20_native,common_pool,-0.08084187440448876,-0.08417428047985351,-0.08080083644883734,-0.0773568819585651,0.0,1.0,1000,chemical_system
CHGNet,auroc,alexmp20_native,audit_view,0.02250923439032626,0.02049548128588651,0.022458269988752555,0.024631618990095267,1.0,0.0,1000,chemical_system
CHGNet,auroc,alex_pbe_native,common_pool,-0.09627282607328547,-0.0997582122102499,-0.09620939314366289,-0.09256207759191346,0.0,1.0,1000,chemical_system
CHGNet,auroc,alex_pbe_native,audit_view,0.00707828272152955,0.005851118748318613,0.007087755338752333,0.00835226999691443,1.0,0.0,1000,chemical_system
CHGNet,auroc,common_pool,audit_view,0.10335110879481502,0.09959141181860451,0.10328779361611934,0.10693754266241796,1.0,0.0,1000,chemical_system
CHGNet,auprc,mp_native,alexmp20_native,0.06807333873674881,0.0634479757717814,0.06818715145265264,0.07329273264968747,1.0,0.0,1000,chemical_system
CHGNet,auprc,mp_native,alex_pbe_native,0.13074949273564612,0.12562970144642543,0.13078283464564983,0.13620628596973705,1.0,0.0,1000,chemical_system
CHGNet,auprc,mp_native,common_pool,-0.15838534003276417,-0.16363510890252678,-0.1581943238511645,-0.1527343052791753,0.0,1.0,1000,chemical_system
CHGNet,auprc,mp_native,audit_view,0.1709151725852855,0.16596763211849655,0.17094944044271515,0.17622954719035905,1.0,0.0,1000,chemical_system
CHGNet,auprc,alexmp20_native,alex_pbe_native,0.06267615399889731,0.057908810709495856,0.0626657157822188,0.06733576001903446,1.0,0.0,1000,chemical_system
CHGNet,auprc,alexmp20_native,common_pool,-0.22645867876951298,-0.23232252229224357,-0.2264495459550941,-0.22025631762042264,0.0,1.0,1000,chemical_system
CHGNet,auprc,alexmp20_native,audit_view,0.10284183384853668,0.09855295570048922,0.10279138376118513,0.10702756794919605,1.0,0.0,1000,chemical_system
CHGNet,auprc,alex_pbe_native,common_pool,-0.2891348327684103,-0.2953789590886996,-0.2890709603677793,-0.2828604277604659,0.0,1.0,1000,chemical_system
CHGNet,auprc,alex_pbe_native,audit_view,0.04016567984963937,0.03741113125027522,0.0401401251394681,0.04294919056772511,1.0,0.0,1000,chemical_system
CHGNet,auprc,common_pool,audit_view,0.32930051261804966,0.3226196905143935,0.32919623171748386,0.33565683258524937,1.0,0.0,1000,chemical_system
CHGNet,ap_lift,mp_native,alexmp20_native,0.02135521624678899,0.01896116922758756,0.021360320776357716,0.023980274892425123,1.0,0.0,1000,chemical_system
CHGNet,ap_lift,mp_native,alex_pbe_native,0.042301952575003576,0.03958703622076308,0.0423287528392734,0.04551158870310552,1.0,0.0,1000,chemical_system
CHGNet,ap_lift,mp_native,common_pool,-0.05544231794441079,-0.058976527324049934,-0.05538763567349719,-0.05230095704575027,0.0,1.0,1000,chemical_system
CHGNet,ap_lift,mp_native,audit_view,0.05426105611942206,0.05106274946147836,0.05430109869971042,0.05783240008812724,1.0,0.0,1000,chemical_system
CHGNet,ap_lift,alexmp20_native,alex_pbe_native,0.020946736328214588,0.018573091712426833,0.0209939830385083,0.02349253046841221,1.0,0.0,1000,chemical_system
CHGNet,ap_lift,alexmp20_native,common_pool,-0.07679753419119978,-0.08141360109974477,-0.07680475130118147,-0.07269221652290814,0.0,1.0,1000,chemical_system
CHGNet,ap_lift,alexmp20_native,audit_view,0.03290583987263307,0.030472849884543175,0.03297121153912572,0.03552846568808815,1.0,0.0,1000,chemical_system
CHGNet,ap_lift,alex_pbe_native,common_pool,-0.09774427051941437,-0.10290429624113781,-0.09767631648366396,-0.09318122957805158,0.0,1.0,1000,chemical_system
CHGNet,ap_lift,alex_pbe_native,audit_view,0.011959103544418481,0.010562554715361742,0.011930243382568845,0.013439590487994183,1.0,0.0,1000,chemical_system
CHGNet,ap_lift,common_pool,audit_view,0.10970337406383285,0.10457151371588369,0.10971948243493695,0.11555069530486572,1.0,0.0,1000,chemical_system
CHGNet,stable_yield_at_1000,mp_native,alexmp20_native,0.039000000000000035,0.04600000000000004,0.06900000000000006,0.09099999999999997,1.0,0.0,1000,chemical_system
CHGNet,stable_yield_at_1000,mp_native,alex_pbe_native,0.11099999999999999,0.10997499999999999,0.133,0.158025,1.0,0.0,1000,chemical_system
CHGNet,stable_yield_at_1000,mp_native,common_pool,-0.09199999999999997,-0.18499999999999994,-0.15900000000000003,-0.138,0.0,1.0,1000,chemical_system
CHGNet,stable_yield_at_1000,mp_native,audit_view,0.14200000000000002,0.15000000000000002,0.173,0.19800000000000006,1.0,0.0,1000,chemical_system
CHGNet,stable_yield_at_1000,alexmp20_native,alex_pbe_native,0.07199999999999995,0.04197500000000004,0.06399999999999995,0.08499999999999996,1.0,0.0,1000,chemical_system
CHGNet,stable_yield_at_1000,alexmp20_native,common_pool,-0.131,-0.257,-0.22899999999999998,-0.200975,0.0,1.0,1000,chemical_system
CHGNet,stable_yield_at_1000,alexmp20_native,audit_view,0.10299999999999998,0.08600000000000002,0.10400000000000004,0.12300000000000005,1.0,0.0,1000,chemical_system
CHGNet,stable_yield_at_1000,alex_pbe_native,common_pool,-0.20299999999999996,-0.32202500000000006,-0.29200000000000004,-0.265,0.0,1.0,1000,chemical_system
CHGNet,stable_yield_at_1000,alex_pbe_native,audit_view,0.031000000000000028,0.028000000000000025,0.040000000000000036,0.05299999999999999,1.0,0.0,1000,chemical_system
CHGNet,stable_yield_at_1000,common_pool,audit_view,0.23399999999999999,0.304975,0.3320000000000001,0.36500000000000005,1.0,0.0,1000,chemical_system
M3GNet,f1_fixed_threshold,mp_native,alexmp20_native,0.029692173348812134,0.03158057358290967,0.0359924649336118,0.04071571631832329,1.0,0.0,1000,chemical_system
M3GNet,f1_fixed_threshold,mp_native,alex_pbe_native,0.06224549498408849,0.06732723601967601,0.07269331326536627,0.07795639803260376,1.0,0.0,1000,chemical_system
M3GNet,f1_fixed_threshold,mp_native,common_pool,-0.07290277540096801,-0.07658342657839436,-0.07212685613184205,-0.06820892484806654,0.0,1.0,1000,chemical_system
M3GNet,f1_fixed_threshold,mp_native,audit_view,0.0876431355124645,0.09238637654303719,0.09818242918562436,0.10340674206770852,1.0,0.0,1000,chemical_system
M3GNet,f1_fixed_threshold,alexmp20_native,alex_pbe_native,0.032553321635276355,0.03205587946915578,0.03660237958241047,0.041241484144877286,1.0,0.0,1000,chemical_system
M3GNet,f1_fixed_threshold,alexmp20_native,common_pool,-0.10259494874978015,-0.11394251178109634,-0.10830997880232829,-0.10291401680916651,0.0,1.0,1000,chemical_system
M3GNet,f1_fixed_threshold,alexmp20_native,audit_view,0.057950962163652364,0.05732270096129742,0.0621496587415325,0.0664414937923734,1.0,0.0,1000,chemical_system
M3GNet,f1_fixed_threshold,alex_pbe_native,common_pool,-0.1351482703850565,-0.15040083602945778,-0.14500444625408598,-0.13890793819337108,0.0,1.0,1000,chemical_system
M3GNet,f1_fixed_threshold,alex_pbe_native,audit_view,0.02539764052837601,0.02262181882842028,0.025468566991045327,0.028201318549380763,1.0,0.0,1000,chemical_system
M3GNet,f1_fixed_threshold,common_pool,audit_view,0.1605459109134325,0.16377581032325236,0.1705123269659065,0.17661968674961773,1.0,0.0,1000,chemical_system
M3GNet,auroc,mp_native,alexmp20_native,0.016398736197007935,0.013597829441818097,0.016388396222800028,0.01914296963811491,1.0,0.0,1000,chemical_system
M3GNet,auroc,mp_native,alex_pbe_native,0.030024627191024944,0.02689595839339816,0.03007099672783381,0.03318206791853023,1.0,0.0,1000,chemical_system
M3GNet,auroc,mp_native,common_pool,-0.058795557683281596,-0.062197807837000345,-0.058747598554029945,-0.055563352007980335,0.0,1.0,1000,chemical_system
M3GNet,auroc,mp_native,audit_view,0.0366938773983686,0.033546780567112085,0.036687147667459286,0.03991002446918284,1.0,0.0,1000,chemical_system
M3GNet,auroc,alexmp20_native,alex_pbe_native,0.01362589099401701,0.010772765562363559,0.013688655380464765,0.016319627056816863,1.0,0.0,1000,chemical_system
M3GNet,auroc,alexmp20_native,common_pool,-0.07519429388028953,-0.07917867848809218,-0.07511318080702906,-0.0710196012176599,0.0,1.0,1000,chemical_system
M3GNet,auroc,alexmp20_native,audit_view,0.020295141201360667,0.017598759579969418,0.020374874990561398,0.022678236943981276,1.0,0.0,1000,chemical_system
M3GNet,auroc,alex_pbe_native,common_pool,-0.08882018487430654,-0.09285454039093091,-0.08882364035794732,-0.08450469471704922,0.0,1.0,1000,chemical_system
M3GNet,auroc,alex_pbe_native,audit_view,0.006669250207343658,0.005037111613911882,0.006659604807526587,0.008205615240289227,1.0,0.0,1000,chemical_system
M3GNet,auroc,common_pool,audit_view,0.0954894350816502,0.09111974067482342,0.09540950400185266,0.09967267718691161,1.0,0.0,1000,chemical_system
M3GNet,auprc,mp_native,alexmp20_native,0.06826255534319803,0.06315360436498292,0.06814730053778495,0.07368876917831367,1.0,0.0,1000,chemical_system
M3GNet,auprc,mp_native,alex_pbe_native,0.13016668652190233,0.12478083020895903,0.13023211824728392,0.1359108767349042,1.0,0.0,1000,chemical_system
M3GNet,auprc,mp_native,common_pool,-0.15775281196866953,-0.16325628501890357,-0.15759890299952117,-0.15195016747206547,0.0,1.0,1000,chemical_system
M3GNet,auprc,mp_native,audit_view,0.17055990727003317,0.16500488826865317,0.17048545076467692,0.1761476610696897,1.0,0.0,1000,chemical_system
M3GNet,auprc,alexmp20_native,alex_pbe_native,0.0619041311787043,0.05636729735279496,0.06190022737118617,0.0669292208339706,1.0,0.0,1000,chemical_system
M3GNet,auprc,alexmp20_native,common_pool,-0.22601536731186755,-0.23242757783056595,-0.22583995454180383,-0.2193421948269845,0.0,1.0,1000,chemical_system
M3GNet,auprc,alexmp20_native,audit_view,0.10229735192683514,0.09735465956348743,0.10228415842174732,0.10677504641964182,1.0,0.0,1000,chemical_system
M3GNet,auprc,alex_pbe_native,common_pool,-0.28791949849057186,-0.2944900241041006,-0.2878591380346463,-0.2809290509814198,0.0,1.0,1000,chemical_system
M3GNet,auprc,alex_pbe_native,audit_view,0.04039322074813084,0.03739974700016939,0.040338635498054776,0.04332279439585573,1.0,0.0,1000,chemical_system
M3GNet,auprc,common_pool,audit_view,0.3283127192387027,0.32105972049023784,0.3283534454882826,0.33534439821780454,1.0,0.0,1000,chemical_system
M3GNet,ap_lift,mp_native,alexmp20_native,0.021544432853238205,0.018470180747204117,0.021546731175407174,0.02463503817876946,1.0,0.0,1000,chemical_system
M3GNet,ap_lift,mp_native,alex_pbe_native,0.041719146361259785,0.0380386912466105,0.041669207563286265,0.0455466351579574,1.0,0.0,1000,chemical_system
M3GNet,ap_lift,mp_native,common_pool,-0.05480978988031615,-0.058695973976463166,-0.0548240357795787,-0.051206321394584205,0.0,1.0,1000,chemical_system
M3GNet,ap_lift,mp_native,audit_view,0.05390579080416974,0.05027138769941892,0.05386994803533621,0.058159645273746084,1.0,0.0,1000,chemical_system
M3GNet,ap_lift,alexmp20_native,alex_pbe_native,0.02017471350802158,0.017017755582537507,0.020238446250022774,0.023077952930483175,1.0,0.0,1000,chemical_system
M3GNet,ap_lift,alexmp20_native,common_pool,-0.07635422273355436,-0.08141900956064434,-0.07629578561283651,-0.07184052538787966,0.0,1.0,1000,chemical_system
M3GNet,ap_lift,alexmp20_native,audit_view,0.032361357950931535,0.029407920648496875,0.032445387694419375,0.03527428675617703,1.0,0.0,1000,chemical_system
M3GNet,ap_lift,alex_pbe_native,common_pool,-0.09652893624157594,-0.1023695190860855,-0.09644477720529065,-0.09123478449779557,0.0,1.0,1000,chemical_system
M3GNet,ap_lift,alex_pbe_native,audit_view,0.012186644442909955,0.01051836067833846,0.012167291508734496,0.01382137780428481,1.0,0.0,1000,chemical_system
M3GNet,ap_lift,common_pool,audit_view,0.10871558068448589,0.10295990852740831,0.10858491543895105,0.11489670677411432,1.0,0.0,1000,chemical_system
M3GNet,stable_yield_at_1000,mp_native,alexmp20_native,0.04600000000000004,0.04800000000000004,0.07099999999999995,0.09400000000000008,1.0,0.0,1000,chemical_system
M3GNet,stable_yield_at_1000,mp_native,alex_pbe_native,0.11199999999999999,0.10999999999999999,0.134,0.16100000000000003,1.0,0.0,1000,chemical_system
M3GNet,stable_yield_at_1000,mp_native,common_pool,-0.08199999999999996,-0.18500000000000005,-0.16199999999999992,-0.14,0.0,1.0,1000,chemical_system
M3GNet,stable_yield_at_1000,mp_native,audit_view,0.14100000000000001,0.15400000000000003,0.176,0.202,1.0,0.0,1000,chemical_system
M3GNet,stable_yield_at_1000,alexmp20_native,alex_pbe_native,0.06599999999999995,0.041999999999999926,0.06399999999999995,0.08502499999999995,1.0,0.0,1000,chemical_system
M3GNet,stable_yield_at_1000,alexmp20_native,common_pool,-0.128,-0.262,-0.2330000000000001,-0.20500000000000007,0.0,1.0,1000,chemical_system
M3GNet,stable_yield_at_1000,alexmp20_native,audit_view,0.09499999999999997,0.08697499999999997,0.10599999999999993,0.125,1.0,0.0,1000,chemical_system
M3GNet,stable_yield_at_1000,alex_pbe_native,common_pool,-0.19399999999999995,-0.32699999999999996,-0.29699999999999993,-0.269,0.0,1.0,1000,chemical_system
M3GNet,stable_yield_at_1000,alex_pbe_native,audit_view,0.029000000000000026,0.030000000000000027,0.041000000000000036,0.05399999999999999,1.0,0.0,1000,chemical_system
M3GNet,stable_yield_at_1000,common_pool,audit_view,0.22299999999999998,0.30900000000000005,0.338,0.36999999999999994,1.0,0.0,1000,chemical_system
MACE-MP,f1_fixed_threshold,mp_native,alexmp20_native,0.02959594499610818,0.03408602531642396,0.03852661212367808,0.04325379605570394,1.0,0.0,1000,chemical_system
MACE-MP,f1_fixed_threshold,mp_native,alex_pbe_native,0.06613634079740616,0.07203944911903454,0.07750943026096141,0.08308175570108838,1.0,0.0,1000,chemical_system
MACE-MP,f1_fixed_threshold,mp_native,common_pool,-0.07286382058820651,-0.07790951361229607,-0.07375409232580282,-0.06955623020499628,0.0,1.0,1000,chemical_system
MACE-MP,f1_fixed_threshold,mp_native,audit_view,0.0925456434095675,0.09899445095519016,0.10463139934454763,0.10966990206332286,1.0,0.0,1000,chemical_system
MACE-MP,f1_fixed_threshold,alexmp20_native,alex_pbe_native,0.036540395801297976,0.03461135135677187,0.03889826597663798,0.043896812765568324,1.0,0.0,1000,chemical_system
MACE-MP,f1_fixed_threshold,alexmp20_native,common_pool,-0.10245976558431469,-0.11764508424792994,-0.11230312805688719,-0.10716203109948945,0.0,1.0,1000,chemical_system
MACE-MP,f1_fixed_threshold,alexmp20_native,audit_view,0.06294969841345932,0.06183432739296716,0.06598827894486725,0.07027791573091204,1.0,0.0,1000,chemical_system
MACE-MP,f1_fixed_threshold,alex_pbe_native,common_pool,-0.13900016138561266,-0.1569381309401182,-0.1513651030845602,-0.14524663260670911,0.0,1.0,1000,chemical_system
MACE-MP,f1_fixed_threshold,alex_pbe_native,audit_view,0.026409302612161345,0.024343190235005918,0.027017853775679446,0.03008733673843391,1.0,0.0,1000,chemical_system
MACE-MP,f1_fixed_threshold,common_pool,audit_view,0.165409463997774,0.17182982090891474,0.1784778182964573,0.1842615070144025,1.0,0.0,1000,chemical_system
MACE-MP,auroc,mp_native,alexmp20_native,0.021640349353756028,0.019284335320356123,0.021584967484105877,0.024018559735305724,1.0,0.0,1000,chemical_system
MACE-MP,auroc,mp_native,alex_pbe_native,0.037396914497327516,0.03439855091836651,0.0373635046780173,0.04024960385331929,1.0,0.0,1000,chemical_system
MACE-MP,auroc,mp_native,common_pool,-0.06636871690669799,-0.06976247420205214,-0.06619585172075915,-0.06270839278096896,0.0,1.0,1000,chemical_system
MACE-MP,auroc,mp_native,audit_view,0.0453069337324834,0.042688658843242994,0.045252094550808364,0.04795963851574743,1.0,0.0,1000,chemical_system
MACE-MP,auroc,alexmp20_native,alex_pbe_native,0.015756565143571488,0.013447404634967111,0.01577208068187186,0.018126092365335474,1.0,0.0,1000,chemical_system
MACE-MP,auroc,alexmp20_native,common_pool,-0.08800906626045402,-0.09217143602909857,-0.08791419500255399,-0.08379541965905837,0.0,1.0,1000,chemical_system
MACE-MP,auroc,alexmp20_native,audit_view,0.023666584378727373,0.02157422505828709,0.02363589780670483,0.025834696445437576,1.0,0.0,1000,chemical_system
MACE-MP,auroc,alex_pbe_native,common_pool,-0.1037656314040255,-0.10813674860832827,-0.10366349944207615,-0.09900231830760876,0.0,1.0,1000,chemical_system
MACE-MP,auroc,alex_pbe_native,audit_view,0.007910019235155885,0.006611872297816105,0.007932469958188193,0.009308509047788712,1.0,0.0,1000,chemical_system
MACE-MP,auroc,common_pool,audit_view,0.11167565063918139,0.10684229834766193,0.11166176012212892,0.1159832263694516,1.0,0.0,1000,chemical_system
