model,row_id,mp_id,membership_status
CHGNet,SAS36K-08138,mp-1185027,membership_identifiers_unavailable
CHGNet,SAS36K-08139,mp-1185028,membership_identifiers_unavailable
CHGNet,SAS36K-08140,mp-1185034,membership_identifiers_unavailable
CHGNet,SAS36K-08141,mp-1185035,membership_identifiers_unavailable
CHGNet,SAS36K-08142,mp-1185037,membership_identifiers_unavailable
CHGNet,SAS36K-08143,mp-1185038,membership_identifiers_unavailable
CHGNet,SAS36K-08144,mp-1185039,membership_identifiers_unavailable
CHGNet,SAS36K-08145,mp-1185041,membership_identifiers_unavailable
CHGNet,SAS36K-08146,mp-1185042,membership_identifiers_unavailable
CHGNet,SAS36K-08147,mp-1185044,membership_identifiers_unavailable
CHGNet,SAS36K-08148,mp-1185046,membership_identifiers_unavailable
CHGNet,SAS36K-08149,mp-1185048,membership_identifiers_unavailable
CHGNet,SAS36K-08150,mp-1185050,membership_identifiers_unavailable
CHGNet,SAS36K-08153,mp-1185060,membership_identifiers_unavailable
CHGNet,SAS36K-08154,mp-1185062,membership_identifiers_unavailable
CHGNet,SAS36K-08156,mp-1185066,membership_identifiers_unavailable
CHGNet,SAS36K-08157,mp-1185068,membership_identifiers_unavailable
CHGNet,SAS36K-08158,mp-1185069,membership_identifiers_unavailable
CHGNet,SAS36K-08160,mp-1185074,membership_identifiers_unavailable
CHGNet,SAS36K-08161,mp-1185078,membership_identifiers_unavailable
CHGNet,SAS36K-08162,mp-1185085,membership_identifiers_unavailable
CHGNet,SAS36K-08163,mp-1185086,membership_identifiers_unavailable
CHGNet,SAS36K-08165,mp-1185091,membership_identifiers_unavailable
CHGNet,SAS36K-08167,mp-1185096,membership_identifiers_unavailable
CHGNet,SAS36K-08168,mp-1185098,membership_identifiers_unavailable
CHGNet,SAS36K-08169,mp-1185099,membership_identifiers_unavailable
CHGNet,SAS36K-08170,mp-11851,membership_identifiers_unavailable
CHGNet,SAS36K-08171,mp-1185100,membership_identifiers_unavailable
CHGNet,SAS36K-08172,mp-1185101,membership_identifiers_unavailable
CHGNet,SAS36K-08173,mp-1185102,membership_identifiers_unavailable
CHGNet,SAS36K-08174,mp-1185103,membership_identifiers_unavailable
CHGNet,SAS36K-08175,mp-1185113,membership_identifiers_unavailable
CHGNet,SAS36K-08176,mp-1185118,membership_identifiers_unavailable
CHGNet,SAS36K-08177,mp-1185119,membership_identifiers_unavailable
CHGNet,SAS36K-08178,mp-1185120,membership_identifiers_unavailable
CHGNet,SAS36K-08179,mp-1185121,membership_identifiers_unavailable
CHGNet,SAS36K-08180,mp-1185124,membership_identifiers_unavailable
CHGNet,SAS36K-08181,mp-1185126,membership_identifiers_unavailable
CHGNet,SAS36K-08182,mp-1185127,membership_identifiers_unavailable
CHGNet,SAS36K-08183,mp-1185130,membership_identifiers_unavailable
CHGNet,SAS36K-08184,mp-1185132,membership_identifiers_unavailable
CHGNet,SAS36K-08189,mp-1185147,membership_identifiers_unavailable
CHGNet,SAS36K-08190,mp-1185150,membership_identifiers_unavailable
CHGNet,SAS36K-08192,mp-1185152,membership_identifiers_unavailable
CHGNet,SAS36K-08193,mp-1185154,membership_identifiers_unavailable
CHGNet,SAS36K-08194,mp-1185155,membership_identifiers_unavailable
CHGNet,SAS36K-08195,mp-1185156,membership_identifiers_unavailable
CHGNet,SAS36K-08196,mp-1185160,membership_identifiers_unavailable
CHGNet,SAS36K-08198,mp-1185164,membership_identifiers_unavailable
CHGNet,SAS36K-08199,mp-1185166,membership_identifiers_unavailable
CHGNet,SAS36K-08200,mp-1185168,membership_identifiers_unavailable
CHGNet,SAS36K-08201,mp-1185169,membership_identifiers_unavailable
CHGNet,SAS36K-08202,mp-1185170,membership_identifiers_unavailable
CHGNet,SAS36K-08208,mp-1185193,membership_identifiers_unavailable
CHGNet,SAS36K-08209,mp-1185195,membership_identifiers_unavailable
CHGNet,SAS36K-08210,mp-1185198,membership_identifiers_unavailable
CHGNet,SAS36K-08211,mp-1185199,membership_identifiers_unavailable
CHGNet,SAS36K-08212,mp-1185200,membership_identifiers_unavailable
CHGNet,SAS36K-08213,mp-1185202,membership_identifiers_unavailable
CHGNet,SAS36K-08214,mp-1185205,membership_identifiers_unavailable
CHGNet,SAS36K-08216,mp-1185210,membership_identifiers_unavailable
CHGNet,SAS36K-08217,mp-1185211,membership_identifiers_unavailable
CHGNet,SAS36K-08218,mp-1185212,membership_identifiers_unavailable
CHGNet,SAS36K-08219,mp-1185217,membership_identifiers_unavailable
CHGNet,SAS36K-08220,mp-1185223,membership_identifiers_unavailable
CHGNet,SAS36K-08221,mp-1185224,membership_identifiers_unavailable
CHGNet,SAS36K-08222,mp-1185227,membership_identifiers_unavailable
CHGNet,SAS36K-08224,mp-1185233,membership_identifiers_unavailable
CHGNet,SAS36K-08225,mp-1185238,membership_identifiers_unavailable
CHGNet,SAS36K-08227,mp-1185241,membership_identifiers_unavailable
CHGNet,SAS36K-08228,mp-1185242,membership_identifiers_unavailable
CHGNet,SAS36K-08230,mp-1185244,membership_identifiers_unavailable
CHGNet,SAS36K-08231,mp-1185246,membership_identifiers_unavailable
CHGNet,SAS36K-08232,mp-1185247,membership_identifiers_unavailable
CHGNet,SAS36K-08233,mp-1185248,membership_identifiers_unavailable
CHGNet,SAS36K-08234,mp-1185251,membership_identifiers_unavailable
CHGNet,SAS36K-08235,mp-1185253,membership_identifiers_unavailable
CHGNet,SAS36K-08238,mp-1185260,membership_identifiers_unavailable
CHGNet,SAS36K-08239,mp-1185262,membership_identifiers_unavailable
CHGNet,SAS36K-08240,mp-1185264,membership_identifiers_unavailable
CHGNet,SAS36K-08241,mp-1185265,membership_identifiers_unavailable
CHGNet,SAS36K-08242,mp-1185266,membership_identifiers_unavailable
CHGNet,SAS36K-08243,mp-1185275,membership_identifiers_unavailable
CHGNet,SAS36K-08244,mp-1185280,membership_identifiers_unavailable
CHGNet,SAS36K-08245,mp-1185286,membership_identifiers_unavailable
CHGNet,SAS36K-08246,mp-1185291,membership_identifiers_unavailable
CHGNet,SAS36K-08247,mp-1185296,membership_identifiers_unavailable
CHGNet,SAS36K-08248,mp-1185300,membership_identifiers_unavailable
CHGNet,SAS36K-08250,mp-1185306,membership_identifiers_unavailable
CHGNet,SAS36K-08251,mp-1185307,membership_identifiers_unavailable
CHGNet,SAS36K-08252,mp-1185312,membership_identifiers_unavailable
CHGNet,SAS36K-08253,mp-1185314,membership_identifiers_unavailable
CHGNet,SAS36K-08256,mp-1185318,membership_identifiers_unavailable
CHGNet,SAS36K-08257,mp-1185319,membership_identifiers_unavailable
CHGNet,SAS36K-08258,mp-1185321,membership_identifiers_unavailable
CHGNet,SAS36K-08259,mp-1185323,membership_identifiers_unavailable
CHGNet,SAS36K-08260,mp-1185324,membership_identifiers_unavailable
CHGNet,SAS36K-08261,mp-1185325,membership_identifiers_unavailable
CHGNet,SAS36K-08262,mp-1185326,membership_identifiers_unavailable
CHGNet,SAS36K-08263,mp-1185327,membership_identifiers_unavailable
CHGNet,SAS36K-08264,mp-1185328,membership_identifiers_unavailable
CHGNet,SAS36K-08265,mp-1185330,membership_identifiers_unavailable
CHGNet,SAS36K-08266,mp-1185331,membership_identifiers_unavailable
CHGNet,SAS36K-08267,mp-1185332,membership_identifiers_unavailable
CHGNet,SAS36K-08268,mp-1185333,membership_identifiers_unavailable
CHGNet,SAS36K-08269,mp-1185334,membership_identifiers_unavailable
CHGNet,SAS36K-08270,mp-1185335,membership_identifiers_unavailable
CHGNet,SAS36K-08271,mp-1185337,membership_identifiers_unavailable
CHGNet,SAS36K-08272,mp-1185338,membership_identifiers_unavailable
CHGNet,SAS36K-08273,mp-1185339,membership_identifiers_unavailable
CHGNet,SAS36K-08274,mp-1185341,membership_identifiers_unavailable
CHGNet,SAS36K-08275,mp-1185342,membership_identifiers_unavailable
CHGNet,SAS36K-08276,mp-1185346,membership_identifiers_unavailable
CHGNet,SAS36K-08278,mp-1185349,membership_identifiers_unavailable
CHGNet,SAS36K-08279,mp-1185350,membership_identifiers_unavailable
CHGNet,SAS36K-08280,mp-1185352,membership_identifiers_unavailable
CHGNet,SAS36K-08281,mp-1185354,membership_identifiers_unavailable
CHGNet,SAS36K-08284,mp-1185360,membership_identifiers_unavailable
CHGNet,SAS36K-08285,mp-1185361,membership_identifiers_unavailable
CHGNet,SAS36K-08286,mp-1185362,membership_identifiers_unavailable
CHGNet,SAS36K-08287,mp-1185363,membership_identifiers_unavailable
CHGNet,SAS36K-08288,mp-1185364,membership_identifiers_unavailable
CHGNet,SAS36K-08289,mp-1185365,membership_identifiers_unavailable
CHGNet,SAS36K-08290,mp-1185366,membership_identifiers_unavailable
CHGNet,SAS36K-08293,mp-1185369,membership_identifiers_unavailable
CHGNet,SAS36K-08295,mp-1185371,membership_identifiers_unavailable
CHGNet,SAS36K-08296,mp-1185372,membership_identifiers_unavailable
CHGNet,SAS36K-08297,mp-1185373,membership_identifiers_unavailable
CHGNet,SAS36K-08298,mp-1185374,membership_identifiers_unavailable
CHGNet,SAS36K-08300,mp-1185377,membership_identifiers_unavailable
CHGNet,SAS36K-08302,mp-1185379,membership_identifiers_unavailable
CHGNet,SAS36K-08304,mp-1185381,membership_identifiers_unavailable
CHGNet,SAS36K-08305,mp-1185385,membership_identifiers_unavailable
CHGNet,SAS36K-08307,mp-1185389,membership_identifiers_unavailable
CHGNet,SAS36K-08308,mp-1185390,membership_identifiers_unavailable
CHGNet,SAS36K-08309,mp-1185391,membership_identifiers_unavailable
CHGNet,SAS36K-08312,mp-1185394,membership_identifiers_unavailable
CHGNet,SAS36K-08313,mp-1185396,membership_identifiers_unavailable
CHGNet,SAS36K-08314,mp-11854,membership_identifiers_unavailable
CHGNet,SAS36K-08315,mp-1185400,membership_identifiers_unavailable
CHGNet,SAS36K-08316,mp-1185403,membership_identifiers_unavailable
CHGNet,SAS36K-08317,mp-1185408,membership_identifiers_unavailable
CHGNet,SAS36K-08318,mp-1185415,membership_identifiers_unavailable
CHGNet,SAS36K-08319,mp-1185416,membership_identifiers_unavailable
CHGNet,SAS36K-08321,mp-1185421,membership_identifiers_unavailable
CHGNet,SAS36K-08323,mp-1185424,membership_identifiers_unavailable
CHGNet,SAS36K-08324,mp-1185425,membership_identifiers_unavailable
CHGNet,SAS36K-08325,mp-1185427,membership_identifiers_unavailable
CHGNet,SAS36K-08326,mp-1185428,membership_identifiers_unavailable
CHGNet,SAS36K-08327,mp-1185430,membership_identifiers_unavailable
CHGNet,SAS36K-08328,mp-1185432,membership_identifiers_unavailable
CHGNet,SAS36K-08329,mp-1185433,membership_identifiers_unavailable
CHGNet,SAS36K-08330,mp-1185435,membership_identifiers_unavailable
CHGNet,SAS36K-08331,mp-1185436,membership_identifiers_unavailable
CHGNet,SAS36K-08332,mp-1185438,membership_identifiers_unavailable
CHGNet,SAS36K-08333,mp-1185439,membership_identifiers_unavailable
CHGNet,SAS36K-08334,mp-1185440,membership_identifiers_unavailable
CHGNet,SAS36K-08335,mp-1185441,membership_identifiers_unavailable
CHGNet,SAS36K-08336,mp-1185442,membership_identifiers_unavailable
CHGNet,SAS36K-08338,mp-1185444,membership_identifiers_unavailable
CHGNet,SAS36K-08339,mp-1185445,membership_identifiers_unavailable
CHGNet,SAS36K-08340,mp-1185446,membership_identifiers_unavailable
CHGNet,SAS36K-08341,mp-1185447,membership_identifiers_unavailable
CHGNet,SAS36K-08342,mp-1185448,membership_identifiers_unavailable
CHGNet,SAS36K-08343,mp-1185449,membership_identifiers_unavailable
CHGNet,SAS36K-08345,mp-1185453,membership_identifiers_unavailable
CHGNet,SAS36K-08346,mp-1185454,membership_identifiers_unavailable
CHGNet,SAS36K-08347,mp-1185455,membership_identifiers_unavailable
CHGNet,SAS36K-08348,mp-1185456,membership_identifiers_unavailable
CHGNet,SAS36K-08349,mp-1185457,membership_identifiers_unavailable
CHGNet,SAS36K-08350,mp-1185458,membership_identifiers_unavailable
CHGNet,SAS36K-08351,mp-1185460,membership_identifiers_unavailable
CHGNet,SAS36K-08352,mp-1185461,membership_identifiers_unavailable
CHGNet,SAS36K-08353,mp-1185465,membership_identifiers_unavailable
CHGNet,SAS36K-08354,mp-1185467,membership_identifiers_unavailable
CHGNet,SAS36K-08355,mp-1185469,membership_identifiers_unavailable
CHGNet,SAS36K-08357,mp-1185472,membership_identifiers_unavailable
CHGNet,SAS36K-08358,mp-1185473,membership_identifiers_unavailable
CHGNet,SAS36K-08359,mp-1185475,membership_identifiers_unavailable
CHGNet,SAS36K-08361,mp-1185479,membership_identifiers_unavailable
CHGNet,SAS36K-08362,mp-1185481,membership_identifiers_unavailable
CHGNet,SAS36K-08363,mp-1185489,membership_identifiers_unavailable
CHGNet,SAS36K-08364,mp-1185491,membership_identifiers_unavailable
CHGNet,SAS36K-08365,mp-1185492,membership_identifiers_unavailable
CHGNet,SAS36K-08366,mp-1185493,membership_identifiers_unavailable
CHGNet,SAS36K-08367,mp-1185495,membership_identifiers_unavailable
CHGNet,SAS36K-08368,mp-1185496,membership_identifiers_unavailable
CHGNet,SAS36K-08369,mp-1185497,membership_identifiers_unavailable
CHGNet,SAS36K-08370,mp-1185499,membership_identifiers_unavailable
CHGNet,SAS36K-08371,mp-1185500,membership_identifiers_unavailable
CHGNet,SAS36K-08372,mp-1185501,membership_identifiers_unavailable
CHGNet,SAS36K-08374,mp-1185504,membership_identifiers_unavailable
CHGNet,SAS36K-08376,mp-1185506,membership_identifiers_unavailable
CHGNet,SAS36K-08377,mp-1185508,membership_identifiers_unavailable
CHGNet,SAS36K-08378,mp-1185509,membership_identifiers_unavailable
CHGNet,SAS36K-08381,mp-1185512,membership_identifiers_unavailable
CHGNet,SAS36K-08382,mp-1185515,membership_identifiers_unavailable
CHGNet,SAS36K-08383,mp-1185517,membership_identifiers_unavailable
CHGNet,SAS36K-08384,mp-1185522,membership_identifiers_unavailable
CHGNet,SAS36K-08385,mp-1185528,membership_identifiers_unavailable
CHGNet,SAS36K-08386,mp-1185537,membership_identifiers_unavailable
CHGNet,SAS36K-08388,mp-1185539,membership_identifiers_unavailable
CHGNet,SAS36K-08389,mp-1185541,membership_identifiers_unavailable
CHGNet,SAS36K-08390,mp-1185542,membership_identifiers_unavailable
CHGNet,SAS36K-08391,mp-1185543,membership_identifiers_unavailable
CHGNet,SAS36K-08392,mp-1185546,membership_identifiers_unavailable
CHGNet,SAS36K-08393,mp-1185558,membership_identifiers_unavailable
CHGNet,SAS36K-08394,mp-1185571,membership_identifiers_unavailable
CHGNet,SAS36K-08395,mp-1185574,membership_identifiers_unavailable
CHGNet,SAS36K-08396,mp-1185577,membership_identifiers_unavailable
CHGNet,SAS36K-08397,mp-1185587,membership_identifiers_unavailable
CHGNet,SAS36K-08398,mp-1185598,membership_identifiers_unavailable
CHGNet,SAS36K-08399,mp-1185602,membership_identifiers_unavailable
CHGNet,SAS36K-08401,mp-1185604,membership_identifiers_unavailable
CHGNet,SAS36K-08402,mp-1185606,membership_identifiers_unavailable
CHGNet,SAS36K-08403,mp-1185607,membership_identifiers_unavailable
CHGNet,SAS36K-08404,mp-1185608,membership_identifiers_unavailable
CHGNet,SAS36K-08407,mp-1185617,membership_identifiers_unavailable
CHGNet,SAS36K-08408,mp-1185618,membership_identifiers_unavailable
CHGNet,SAS36K-08410,mp-1185620,membership_identifiers_unavailable
CHGNet,SAS36K-08411,mp-1185621,membership_identifiers_unavailable
CHGNet,SAS36K-08412,mp-1185622,membership_identifiers_unavailable
CHGNet,SAS36K-08413,mp-1185624,membership_identifiers_unavailable
CHGNet,SAS36K-08414,mp-1185629,membership_identifiers_unavailable
CHGNet,SAS36K-08415,mp-1185630,membership_identifiers_unavailable
CHGNet,SAS36K-08416,mp-1185662,membership_identifiers_unavailable
CHGNet,SAS36K-08417,mp-1185667,membership_identifiers_unavailable
CHGNet,SAS36K-08418,mp-1185687,membership_identifiers_unavailable
CHGNet,SAS36K-08419,mp-1185695,membership_identifiers_unavailable
CHGNet,SAS36K-08420,mp-1185705,membership_identifiers_unavailable
CHGNet,SAS36K-08421,mp-1185748,membership_identifiers_unavailable
CHGNet,SAS36K-08422,mp-1185749,membership_identifiers_unavailable
CHGNet,SAS36K-08424,mp-1185752,membership_identifiers_unavailable
CHGNet,SAS36K-08425,mp-1185754,membership_identifiers_unavailable
CHGNet,SAS36K-08426,mp-1185755,membership_identifiers_unavailable
CHGNet,SAS36K-08427,mp-1185756,membership_identifiers_unavailable
CHGNet,SAS36K-08428,mp-1185760,membership_identifiers_unavailable
CHGNet,SAS36K-08429,mp-1185761,membership_identifiers_unavailable
CHGNet,SAS36K-08430,mp-1185762,membership_identifiers_unavailable
CHGNet,SAS36K-08431,mp-1185763,membership_identifiers_unavailable
CHGNet,SAS36K-08432,mp-1185766,membership_identifiers_unavailable
CHGNet,SAS36K-08433,mp-1185767,membership_identifiers_unavailable
CHGNet,SAS36K-08434,mp-1185768,membership_identifiers_unavailable
CHGNet,SAS36K-08435,mp-1185769,membership_identifiers_unavailable
CHGNet,SAS36K-08436,mp-1185770,membership_identifiers_unavailable
CHGNet,SAS36K-08437,mp-1185771,membership_identifiers_unavailable
CHGNet,SAS36K-08438,mp-1185774,membership_identifiers_unavailable
CHGNet,SAS36K-08439,mp-1185777,membership_identifiers_unavailable
CHGNet,SAS36K-08440,mp-1185786,membership_identifiers_unavailable
CHGNet,SAS36K-08442,mp-1185792,membership_identifiers_unavailable
CHGNet,SAS36K-08443,mp-1185798,membership_identifiers_unavailable
CHGNet,SAS36K-08444,mp-1185801,membership_identifiers_unavailable
CHGNet,SAS36K-08445,mp-1185802,membership_identifiers_unavailable
CHGNet,SAS36K-08446,mp-1185803,membership_identifiers_unavailable
CHGNet,SAS36K-08447,mp-1185805,membership_identifiers_unavailable
CHGNet,SAS36K-08448,mp-1185807,membership_identifiers_unavailable
CHGNet,SAS36K-08449,mp-1185809,membership_identifiers_unavailable
CHGNet,SAS36K-08450,mp-1185810,membership_identifiers_unavailable
CHGNet,SAS36K-08452,mp-1185814,membership_identifiers_unavailable
CHGNet,SAS36K-08453,mp-1185816,membership_identifiers_unavailable
CHGNet,SAS36K-08454,mp-1185817,membership_identifiers_unavailable
CHGNet,SAS36K-08455,mp-1185818,membership_identifiers_unavailable
CHGNet,SAS36K-08456,mp-1185819,membership_identifiers_unavailable
CHGNet,SAS36K-08457,mp-1185823,membership_identifiers_unavailable
CHGNet,SAS36K-08459,mp-1185827,membership_identifiers_unavailable
CHGNet,SAS36K-08460,mp-1185830,membership_identifiers_unavailable
CHGNet,SAS36K-08461,mp-1185831,membership_identifiers_unavailable
CHGNet,SAS36K-08462,mp-1185832,membership_identifiers_unavailable
CHGNet,SAS36K-08463,mp-1185833,membership_identifiers_unavailable
CHGNet,SAS36K-08464,mp-1185835,membership_identifiers_unavailable
CHGNet,SAS36K-08465,mp-1185836,membership_identifiers_unavailable
CHGNet,SAS36K-08466,mp-1185837,membership_identifiers_unavailable
CHGNet,SAS36K-08467,mp-1185838,membership_identifiers_unavailable
CHGNet,SAS36K-08468,mp-1185839,membership_identifiers_unavailable
CHGNet,SAS36K-08469,mp-1185840,membership_identifiers_unavailable
CHGNet,SAS36K-08470,mp-1185843,membership_identifiers_unavailable
CHGNet,SAS36K-08471,mp-1185846,membership_identifiers_unavailable
CHGNet,SAS36K-08472,mp-1185848,membership_identifiers_unavailable
CHGNet,SAS36K-08474,mp-1185852,membership_identifiers_unavailable
CHGNet,SAS36K-08475,mp-1185854,membership_identifiers_unavailable
CHGNet,SAS36K-08476,mp-1185856,membership_identifiers_unavailable
CHGNet,SAS36K-08477,mp-1185860,membership_identifiers_unavailable
CHGNet,SAS36K-08478,mp-1185866,membership_identifiers_unavailable
CHGNet,SAS36K-08479,mp-1185870,membership_identifiers_unavailable
CHGNet,SAS36K-08480,mp-1185876,membership_identifiers_unavailable
CHGNet,SAS36K-08481,mp-1185877,membership_identifiers_unavailable
CHGNet,SAS36K-08482,mp-1185880,membership_identifiers_unavailable
CHGNet,SAS36K-08483,mp-1185881,membership_identifiers_unavailable
CHGNet,SAS36K-08484,mp-1185883,membership_identifiers_unavailable
CHGNet,SAS36K-08485,mp-1185885,membership_identifiers_unavailable
CHGNet,SAS36K-08486,mp-1185890,membership_identifiers_unavailable
CHGNet,SAS36K-08487,mp-1185892,membership_identifiers_unavailable
CHGNet,SAS36K-08488,mp-1185894,membership_identifiers_unavailable
CHGNet,SAS36K-08489,mp-1185898,membership_identifiers_unavailable
CHGNet,SAS36K-08490,mp-11859,membership_identifiers_unavailable
CHGNet,SAS36K-08491,mp-1185901,membership_identifiers_unavailable
CHGNet,SAS36K-08492,mp-1185902,membership_identifiers_unavailable
CHGNet,SAS36K-08493,mp-1185903,membership_identifiers_unavailable
CHGNet,SAS36K-08494,mp-1185905,membership_identifiers_unavailable
CHGNet,SAS36K-08495,mp-1185907,membership_identifiers_unavailable
CHGNet,SAS36K-08496,mp-1185908,membership_identifiers_unavailable
CHGNet,SAS36K-08497,mp-1185913,membership_identifiers_unavailable
CHGNet,SAS36K-08498,mp-1185916,membership_identifiers_unavailable
CHGNet,SAS36K-08499,mp-1185918,membership_identifiers_unavailable
CHGNet,SAS36K-08500,mp-1185919,membership_identifiers_unavailable
CHGNet,SAS36K-08501,mp-1185921,membership_identifiers_unavailable
CHGNet,SAS36K-08502,mp-1185922,membership_identifiers_unavailable
CHGNet,SAS36K-08503,mp-1185923,membership_identifiers_unavailable
CHGNet,SAS36K-08505,mp-1185927,membership_identifiers_unavailable
CHGNet,SAS36K-08507,mp-1185931,membership_identifiers_unavailable
CHGNet,SAS36K-08508,mp-1185934,membership_identifiers_unavailable
CHGNet,SAS36K-08509,mp-1185935,membership_identifiers_unavailable
CHGNet,SAS36K-08510,mp-1185936,membership_identifiers_unavailable
CHGNet,SAS36K-08511,mp-1185939,membership_identifiers_unavailable
CHGNet,SAS36K-08512,mp-1185940,membership_identifiers_unavailable
CHGNet,SAS36K-08513,mp-1185942,membership_identifiers_unavailable
CHGNet,SAS36K-08514,mp-1185943,membership_identifiers_unavailable
CHGNet,SAS36K-08515,mp-1185946,membership_identifiers_unavailable
CHGNet,SAS36K-08517,mp-1185948,membership_identifiers_unavailable
CHGNet,SAS36K-08518,mp-1185952,membership_identifiers_unavailable
CHGNet,SAS36K-08519,mp-1185953,membership_identifiers_unavailable
CHGNet,SAS36K-08520,mp-1185955,membership_identifiers_unavailable
CHGNet,SAS36K-08521,mp-1185956,membership_identifiers_unavailable
CHGNet,SAS36K-08522,mp-1185957,membership_identifiers_unavailable
CHGNet,SAS36K-08523,mp-1185958,membership_identifiers_unavailable
CHGNet,SAS36K-08524,mp-1185959,membership_identifiers_unavailable
CHGNet,SAS36K-08525,mp-1185960,membership_identifiers_unavailable
CHGNet,SAS36K-08526,mp-1185961,membership_identifiers_unavailable
CHGNet,SAS36K-08527,mp-1185963,membership_identifiers_unavailable
CHGNet,SAS36K-08529,mp-1185965,membership_identifiers_unavailable
CHGNet,SAS36K-08530,mp-1185966,membership_identifiers_unavailable
CHGNet,SAS36K-08531,mp-1185968,membership_identifiers_unavailable
CHGNet,SAS36K-08532,mp-1185972,membership_identifiers_unavailable
CHGNet,SAS36K-08533,mp-1185973,membership_identifiers_unavailable
CHGNet,SAS36K-08534,mp-1185974,membership_identifiers_unavailable
CHGNet,SAS36K-08535,mp-1185975,membership_identifiers_unavailable
CHGNet,SAS36K-08538,mp-1185984,membership_identifiers_unavailable
CHGNet,SAS36K-08539,mp-1185985,membership_identifiers_unavailable
CHGNet,SAS36K-08540,mp-1185986,membership_identifiers_unavailable
CHGNet,SAS36K-08542,mp-1185999,membership_identifiers_unavailable
CHGNet,SAS36K-08543,mp-1186,membership_identifiers_unavailable
CHGNet,SAS36K-08546,mp-1186010,membership_identifiers_unavailable
CHGNet,SAS36K-08547,mp-1186011,membership_identifiers_unavailable
CHGNet,SAS36K-08548,mp-1186013,membership_identifiers_unavailable
CHGNet,SAS36K-08549,mp-1186016,membership_identifiers_unavailable
CHGNet,SAS36K-08550,mp-1186017,membership_identifiers_unavailable
CHGNet,SAS36K-08551,mp-1186018,membership_identifiers_unavailable
CHGNet,SAS36K-08554,mp-1186030,membership_identifiers_unavailable
CHGNet,SAS36K-08555,mp-1186031,membership_identifiers_unavailable
CHGNet,SAS36K-08556,mp-1186032,membership_identifiers_unavailable
CHGNet,SAS36K-08557,mp-1186033,membership_identifiers_unavailable
CHGNet,SAS36K-08558,mp-1186034,membership_identifiers_unavailable
CHGNet,SAS36K-08559,mp-1186040,membership_identifiers_unavailable
CHGNet,SAS36K-08560,mp-1186042,membership_identifiers_unavailable
CHGNet,SAS36K-08561,mp-1186044,membership_identifiers_unavailable
CHGNet,SAS36K-08562,mp-1186047,membership_identifiers_unavailable
CHGNet,SAS36K-08563,mp-1186050,membership_identifiers_unavailable
CHGNet,SAS36K-08564,mp-1186054,membership_identifiers_unavailable
CHGNet,SAS36K-08565,mp-1186055,membership_identifiers_unavailable
CHGNet,SAS36K-08566,mp-1186056,membership_identifiers_unavailable
CHGNet,SAS36K-08567,mp-1186058,membership_identifiers_unavailable
CHGNet,SAS36K-08569,mp-1186063,membership_identifiers_unavailable
CHGNet,SAS36K-08571,mp-1186075,membership_identifiers_unavailable
CHGNet,SAS36K-08572,mp-1186080,membership_identifiers_unavailable
CHGNet,SAS36K-08574,mp-1186091,membership_identifiers_unavailable
CHGNet,SAS36K-08575,mp-1186094,membership_identifiers_unavailable
CHGNet,SAS36K-08576,mp-1186096,membership_identifiers_unavailable
CHGNet,SAS36K-08577,mp-1186099,membership_identifiers_unavailable
CHGNet,SAS36K-08578,mp-1186100,membership_identifiers_unavailable
CHGNet,SAS36K-08579,mp-1186102,membership_identifiers_unavailable
CHGNet,SAS36K-08580,mp-1186109,membership_identifiers_unavailable
CHGNet,SAS36K-08581,mp-1186115,membership_identifiers_unavailable
CHGNet,SAS36K-08583,mp-1186119,membership_identifiers_unavailable
CHGNet,SAS36K-08584,mp-1186122,membership_identifiers_unavailable
CHGNet,SAS36K-08585,mp-1186123,membership_identifiers_unavailable
CHGNet,SAS36K-08586,mp-1186125,membership_identifiers_unavailable
CHGNet,SAS36K-08587,mp-1186129,membership_identifiers_unavailable
CHGNet,SAS36K-08588,mp-1186132,membership_identifiers_unavailable
CHGNet,SAS36K-08589,mp-1186135,membership_identifiers_unavailable
CHGNet,SAS36K-08590,mp-1186137,membership_identifiers_unavailable
CHGNet,SAS36K-08591,mp-1186139,membership_identifiers_unavailable
CHGNet,SAS36K-08593,mp-1186144,membership_identifiers_unavailable
CHGNet,SAS36K-08594,mp-1186151,membership_identifiers_unavailable
CHGNet,SAS36K-08597,mp-1186157,membership_identifiers_unavailable
CHGNet,SAS36K-08598,mp-1186158,membership_identifiers_unavailable
CHGNet,SAS36K-08599,mp-1186162,membership_identifiers_unavailable
CHGNet,SAS36K-08600,mp-1186168,membership_identifiers_unavailable
CHGNet,SAS36K-08601,mp-1186171,membership_identifiers_unavailable
CHGNet,SAS36K-08602,mp-1186176,membership_identifiers_unavailable
CHGNet,SAS36K-08603,mp-1186177,membership_identifiers_unavailable
CHGNet,SAS36K-08604,mp-1186184,membership_identifiers_unavailable
CHGNet,SAS36K-08605,mp-1186185,membership_identifiers_unavailable
CHGNet,SAS36K-08606,mp-1186187,membership_identifiers_unavailable
CHGNet,SAS36K-08609,mp-1186197,membership_identifiers_unavailable
CHGNet,SAS36K-08611,mp-1186201,membership_identifiers_unavailable
CHGNet,SAS36K-08613,mp-1186204,membership_identifiers_unavailable
CHGNet,SAS36K-08614,mp-1186205,membership_identifiers_unavailable
CHGNet,SAS36K-08615,mp-1186206,membership_identifiers_unavailable
CHGNet,SAS36K-08616,mp-1186207,membership_identifiers_unavailable
