denominator,model_a,model_b,label_view,metric,pairwise_n,metric_value_a,metric_value_b,margin_a_minus_b,winner,metric_status_a,metric_status_b
D5_pairwise_complete,ALIGNN-FF,CHGNet,alex_pbe_native,precision@10000,36801,0.2919,0.2853,0.006599999999999995,ALIGNN-FF,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alex_pbe_native,precision@300,36801,0.22,0.33,-0.11000000000000001,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alex_pbe_native,precision@500,36801,0.238,0.326,-0.08800000000000002,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alex_pbe_native,precision@5000,36801,0.2894,0.2932,-0.0038000000000000256,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alex_pbe_native,recall,36801,0.2918856767411301,0.28901116951379763,0.0028745072273324568,ALIGNN-FF,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alex_pbe_native,recall@100,36801,0.0023817345597897505,0.0031208935611038106,-0.0007391590013140601,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alex_pbe_native,recall@1000,36801,0.024556504599211562,0.026363337713534822,-0.00180683311432326,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alex_pbe_native,recall@10000,36801,0.23973390275952694,0.23431340341655715,0.005420499342969787,ALIGNN-FF,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alex_pbe_native,recall@300,36801,0.005420499342969776,0.008130749014454665,-0.002710249671484888,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alex_pbe_native,recall@500,36801,0.009773324572930354,0.013386990801576872,-0.003613666228646518,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alex_pbe_native,recall@5000,36801,0.11884034165571616,0.12040078843626807,-0.0015604467805519079,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alex_pbe_native,stable_yield@100,36801,0.29,0.38,-0.09000000000000002,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alex_pbe_native,stable_yield@1000,36801,0.299,0.321,-0.02200000000000002,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alex_pbe_native,stable_yield@10000,36801,0.2919,0.2853,0.006599999999999995,ALIGNN-FF,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alex_pbe_native,stable_yield@300,36801,0.22,0.33,-0.11000000000000001,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alex_pbe_native,stable_yield@500,36801,0.238,0.326,-0.08800000000000002,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alex_pbe_native,stable_yield@5000,36801,0.2894,0.2932,-0.0038000000000000256,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alex_pbe_native,uncertain_fraction@100,36801,0.0,0.0,0.0,tie,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alex_pbe_native,uncertain_fraction@1000,36801,0.0,0.0,0.0,tie,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alex_pbe_native,uncertain_fraction@10000,36801,0.0,0.0,0.0,tie,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alex_pbe_native,uncertain_fraction@300,36801,0.0,0.0,0.0,tie,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alex_pbe_native,uncertain_fraction@500,36801,0.0,0.0,0.0,tie,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alex_pbe_native,uncertain_fraction@5000,36801,0.0,0.0,0.0,tie,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alexmp20_native,DAF@100,36801,0.9684473684210525,1.1621368421052631,-0.19368947368421063,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alexmp20_native,DAF@1000,36801,0.8937385714285714,0.9933503007518796,-0.0996117293233082,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alexmp20_native,DAF@10000,36801,0.8444861052631579,0.8486365939849623,-0.004150488721804346,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alexmp20_native,DAF@300,36801,0.7286413533834586,1.0791270676691729,-0.3504857142857143,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alexmp20_native,DAF@500,36801,0.741553984962406,1.0182532330827068,-0.2766992481203008,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alexmp20_native,DAF@5000,36801,0.8206899699248119,0.8688356390977443,-0.04814566917293239,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alexmp20_native,auprc,36801,0.3350603054492114,0.3423696989798331,-0.007309393530621711,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alexmp20_native,auroc,36801,0.4707656433112909,0.47649618493278,-0.005730541621489116,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alexmp20_native,balanced_accuracy,36801,0.46045942533880335,0.46587543547179083,-0.005416010132987481,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alexmp20_native,f1,36801,0.31090225563909774,0.31781954887218045,-0.006917293233082711,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alexmp20_native,false_positive_burden@100,36801,0.65,0.5800000000000001,0.06999999999999995,ALIGNN-FF,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alexmp20_native,false_positive_burden@1000,36801,0.677,0.641,0.03600000000000003,ALIGNN-FF,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alexmp20_native,false_positive_burden@10000,36801,0.6948,0.6933,0.0014999999999999458,ALIGNN-FF,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alexmp20_native,false_positive_burden@300,36801,0.7366666666666667,0.61,0.1266666666666667,ALIGNN-FF,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alexmp20_native,false_positive_burden@500,36801,0.732,0.632,0.09999999999999998,ALIGNN-FF,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alexmp20_native,false_positive_burden@5000,36801,0.7034,0.6859999999999999,0.017400000000000082,ALIGNN-FF,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alexmp20_native,precision,36801,0.31090225563909774,0.31781954887218045,-0.006917293233082711,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alexmp20_native,precision@100,36801,0.35,0.42,-0.07,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alexmp20_native,precision@1000,36801,0.323,0.359,-0.035999999999999976,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alexmp20_native,precision@10000,36801,0.3052,0.3067,-0.0014999999999999458,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alexmp20_native,precision@300,36801,0.2633333333333333,0.39,-0.1266666666666667,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alexmp20_native,precision@500,36801,0.268,0.368,-0.09999999999999998,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alexmp20_native,precision@5000,36801,0.2966,0.314,-0.017400000000000027,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alexmp20_native,recall,36801,0.31090225563909774,0.31781954887218045,-0.006917293233082711,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alexmp20_native,recall@100,36801,0.002631578947368421,0.003157894736842105,-0.0005263157894736842,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alexmp20_native,recall@1000,36801,0.024285714285714285,0.02699248120300752,-0.0027067669172932338,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alexmp20_native,recall@10000,36801,0.2294736842105263,0.2306015037593985,-0.0011278195488721998,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alexmp20_native,recall@300,36801,0.00593984962406015,0.008796992481203008,-0.0028571428571428576,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alexmp20_native,recall@500,36801,0.010075187969924812,0.013834586466165413,-0.0037593984962406013,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alexmp20_native,recall@5000,36801,0.11150375939849624,0.11804511278195488,-0.00654135338345864,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alexmp20_native,stable_yield@100,36801,0.35,0.42,-0.07,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alexmp20_native,stable_yield@1000,36801,0.323,0.359,-0.035999999999999976,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alexmp20_native,stable_yield@10000,36801,0.3052,0.3067,-0.0014999999999999458,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alexmp20_native,stable_yield@300,36801,0.2633333333333333,0.39,-0.1266666666666667,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alexmp20_native,stable_yield@500,36801,0.268,0.368,-0.09999999999999998,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alexmp20_native,stable_yield@5000,36801,0.2966,0.314,-0.017400000000000027,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alexmp20_native,uncertain_fraction@100,36801,0.0,0.0,0.0,tie,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alexmp20_native,uncertain_fraction@1000,36801,0.0,0.0,0.0,tie,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alexmp20_native,uncertain_fraction@10000,36801,0.0,0.0,0.0,tie,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alexmp20_native,uncertain_fraction@300,36801,0.0,0.0,0.0,tie,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alexmp20_native,uncertain_fraction@500,36801,0.0,0.0,0.0,tie,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,alexmp20_native,uncertain_fraction@5000,36801,0.0,0.0,0.0,tie,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,audit_view,DAF@100,36801,0.9697744281648571,1.3188932223042058,-0.34911879413934865,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,audit_view,DAF@1000,36801,0.95037893960156,1.012444503004111,-0.06206556340255098,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,audit_view,DAF@10000,36801,0.8817189100874882,0.8658146094655845,0.015904300621903622,ALIGNN-FF,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,audit_view,DAF@300,36801,0.7240982396964267,1.0990776852535047,-0.37497944555707796,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,audit_view,DAF@500,36801,0.7913359333825234,1.0318399915674081,-0.24050405818488474,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,audit_view,DAF@5000,36801,0.8782277221460946,0.8898650152840729,-0.011637293137978344,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,audit_view,auprc,36801,0.24568878296055524,0.24775629953573888,-0.002067516575183642,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,audit_view,auroc,36801,0.4884344187105304,0.487977057724826,0.00045736098570436923,ALIGNN-FF,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,audit_view,balanced_accuracy,36801,0.4780104106729249,0.47673224272191317,0.0012781679510117105,ALIGNN-FF,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,audit_view,f1,36801,0.22515020554442922,0.2232528723516391,0.0018973331927901183,ALIGNN-FF,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,audit_view,false_positive_burden@100,36801,0.75,0.6599999999999999,0.09000000000000008,ALIGNN-FF,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,audit_view,false_positive_burden@1000,36801,0.755,0.739,0.016000000000000014,ALIGNN-FF,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,audit_view,false_positive_burden@10000,36801,0.7726999999999999,0.7767999999999999,-0.0040999999999999925,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,audit_view,false_positive_burden@300,36801,0.8133333333333334,0.7166666666666667,0.09666666666666668,ALIGNN-FF,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,audit_view,false_positive_burden@500,36801,0.796,0.734,0.062000000000000055,ALIGNN-FF,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,audit_view,false_positive_burden@5000,36801,0.7736000000000001,0.7706,0.0030000000000001137,ALIGNN-FF,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,audit_view,precision,36801,0.22515020554442922,0.2232528723516391,0.0018973331927901183,ALIGNN-FF,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,audit_view,precision@100,36801,0.25,0.34,-0.09000000000000002,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,audit_view,precision@1000,36801,0.245,0.261,-0.016000000000000014,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,audit_view,precision@10000,36801,0.2273,0.2232,0.0040999999999999925,ALIGNN-FF,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,audit_view,precision@300,36801,0.18666666666666668,0.2833333333333333,-0.09666666666666665,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,audit_view,precision@500,36801,0.204,0.266,-0.06200000000000003,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,audit_view,precision@5000,36801,0.2264,0.2294,-0.0030000000000000027,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,audit_view,recall,36801,0.22515020554442922,0.2232528723516391,0.0018973331927901183,ALIGNN-FF,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,audit_view,recall@100,36801,0.002635184989986297,0.003583851586381364,-0.0009486665963950669,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,audit_view,recall@1000,36801,0.02582481290186571,0.02751133129545694,-0.0016865183935912305,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,audit_view,recall@10000,36801,0.23959101928955412,0.2352693159059766,0.004321703383577513,ALIGNN-FF,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,audit_view,recall@300,36801,0.005902814377569305,0.00895962896595341,-0.003056814588384105,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,audit_view,recall@500,36801,0.010751554759144091,0.0140191841467271,-0.0032676293875830084,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,audit_view,recall@5000,36801,0.11932117634657953,0.1209022873405713,-0.0015811109939917745,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,audit_view,stable_yield@100,36801,0.25,0.34,-0.09000000000000002,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,audit_view,stable_yield@1000,36801,0.245,0.261,-0.016000000000000014,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,audit_view,stable_yield@10000,36801,0.2273,0.2232,0.0040999999999999925,ALIGNN-FF,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,audit_view,stable_yield@300,36801,0.18666666666666668,0.2833333333333333,-0.09666666666666665,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,audit_view,stable_yield@500,36801,0.204,0.266,-0.06200000000000003,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,audit_view,stable_yield@5000,36801,0.2264,0.2294,-0.0030000000000000027,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,audit_view,uncertain_fraction@100,36801,0.38,0.39,-0.010000000000000009,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,audit_view,uncertain_fraction@1000,36801,0.311,0.354,-0.04299999999999998,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,audit_view,uncertain_fraction@10000,36801,0.3075,0.3086,-0.0010999999999999899,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,audit_view,uncertain_fraction@300,36801,0.36333333333333334,0.38,-0.016666666666666663,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,audit_view,uncertain_fraction@500,36801,0.322,0.372,-0.04999999999999999,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,audit_view,uncertain_fraction@5000,36801,0.3124,0.324,-0.0116,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,common_pool,DAF@100,31872,1.1019677301953172,1.3919592381414534,-0.28999150794613615,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,common_pool,DAF@1000,31872,0.9647050831008128,1.04396942860609,-0.07926434550527728,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,common_pool,DAF@10000,31872,0.9101866796069393,0.8997469853208784,0.010439694286060952,ALIGNN-FF,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,common_pool,DAF@300,31872,0.934417081159772,1.1986315661773628,-0.2642144850175908,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,common_pool,DAF@500,31872,0.9279728254276356,1.1174339439524446,-0.18946111852480896,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,common_pool,DAF@5000,31872,0.900906951352663,0.9241062719883538,-0.023199320635690857,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,common_pool,auprc,31872,0.4963726286121347,0.5011589083844536,-0.004786279772318935,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,common_pool,auroc,31872,0.47764713928991565,0.47714848087546924,0.0004986584144464068,ALIGNN-FF,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,common_pool,balanced_accuracy,31872,0.46491232870201454,0.4661688454832708,-0.0012565167812562672,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,common_pool,f1,31872,0.48337983743782603,0.48459298798980954,-0.0012131505519835106,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,common_pool,false_positive_burden@100,31872,0.43000000000000005,0.28,0.15000000000000002,ALIGNN-FF,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,common_pool,false_positive_burden@1000,31872,0.501,0.45999999999999996,0.041000000000000036,ALIGNN-FF,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,common_pool,false_positive_burden@10000,31872,0.5292,0.5346,-0.00539999999999996,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,common_pool,false_positive_burden@300,31872,0.5166666666666666,0.38,0.1366666666666666,ALIGNN-FF,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,common_pool,false_positive_burden@500,31872,0.52,0.42200000000000004,0.09799999999999998,ALIGNN-FF,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,common_pool,false_positive_burden@5000,31872,0.534,0.522,0.01200000000000001,ALIGNN-FF,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,common_pool,precision,31872,0.48337983743782603,0.48459298798980954,-0.0012131505519835106,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,common_pool,precision@100,31872,0.57,0.72,-0.15000000000000002,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,common_pool,precision@1000,31872,0.499,0.54,-0.041000000000000036,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,common_pool,precision@10000,31872,0.4708,0.4654,0.005400000000000016,ALIGNN-FF,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,common_pool,precision@300,31872,0.48333333333333334,0.62,-0.13666666666666666,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,common_pool,precision@500,31872,0.48,0.578,-0.09799999999999998,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,common_pool,precision@5000,31872,0.466,0.478,-0.011999999999999955,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,common_pool,recall,31872,0.48337983743782603,0.48459298798980954,-0.0012131505519835106,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,common_pool,recall@100,31872,0.0034574790731529783,0.004367341987140604,-0.0009098629139876256,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,common_pool,recall@1000,31872,0.030268106271988355,0.03275506490355453,-0.0024869586315661753,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,common_pool,recall@10000,31872,0.28557563993691615,0.28230013344656074,0.0032755064903554065,ALIGNN-FF,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,common_pool,recall@300,31872,0.008795341501880383,0.011282300133446561,-0.0024869586315661787,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,common_pool,recall@500,31872,0.014557806623802013,0.01753002547616159,-0.0029722188523595774,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,common_pool,recall@5000,31872,0.14133203930607788,0.14497149096202838,-0.003639451655950504,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,common_pool,stable_yield@100,31872,0.57,0.72,-0.15000000000000002,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,common_pool,stable_yield@1000,31872,0.499,0.54,-0.041000000000000036,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,common_pool,stable_yield@10000,31872,0.4708,0.4654,0.005400000000000016,ALIGNN-FF,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,common_pool,stable_yield@300,31872,0.48333333333333334,0.62,-0.13666666666666666,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,common_pool,stable_yield@500,31872,0.48,0.578,-0.09799999999999998,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,common_pool,stable_yield@5000,31872,0.466,0.478,-0.011999999999999955,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,common_pool,uncertain_fraction@100,31872,0.0,0.0,0.0,tie,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,common_pool,uncertain_fraction@1000,31872,0.0,0.0,0.0,tie,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,common_pool,uncertain_fraction@10000,31872,0.0,0.0,0.0,tie,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,common_pool,uncertain_fraction@300,31872,0.0,0.0,0.0,tie,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,common_pool,uncertain_fraction@500,31872,0.0,0.0,0.0,tie,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,common_pool,uncertain_fraction@5000,31872,0.0,0.0,0.0,tie,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,consensus,DAF@100,24614,0.9599641614841362,1.4010287762200908,-0.4410646147359546,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,consensus,DAF@1000,24614,0.9210466954780225,0.9833146410878044,-0.06226794560978188,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,consensus,DAF@10000,24614,0.8561842521344999,0.8834264783387795,-0.02724222620427963,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,consensus,DAF@300,24614,0.7783493201222726,1.1069856997294545,-0.32863637960718184,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,consensus,DAF@500,24614,0.908074206809318,1.0741220617687361,-0.1660478549594181,CHGNet,ok,ok
D5_pairwise_complete,ALIGNN-FF,CHGNet,consensus,DAF@5000,24614,0.8458062611995363,0.8484007589332772,-0.0025944977337408748,CHGNet,ok,ok
