denominator,model_a,model_b,label_view,metric,pairwise_n,metric_value_a,metric_value_b,margin_a_minus_b,winner,metric_status_a,metric_status_b
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,consensus,uncertain_fraction@10000,24614,0.0,0.0,0.0,tie,ok,ok
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,consensus,uncertain_fraction@300,24614,0.0,0.0,0.0,tie,ok,ok
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,consensus,uncertain_fraction@500,24614,0.0,0.0,0.0,tie,ok,ok
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,consensus,uncertain_fraction@5000,24614,0.0,0.0,0.0,tie,ok,ok
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,mp_native,DAF@100,36769,1.5171555969652601,1.3458638360175696,0.1712917609476905,CHGNet,ok,ok
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,mp_native,DAF@1000,36769,1.0815851191268469,1.8010105151071476,-0.7194253959803008,MP_common_pool_public_hull_rank,ok,ok
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,mp_native,DAF@10000,36769,0.8329673632370558,1.8215655264208703,-0.9885981631838145,MP_common_pool_public_hull_rank,ok,ok
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,mp_native,DAF@300,36769,1.3213935844536138,1.6068798526997647,-0.285486268246151,MP_common_pool_public_hull_rank,ok,ok
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,mp_native,DAF@500,36769,1.1843601756954611,1.6835533076001596,-0.4991931319046985,MP_common_pool_public_hull_rank,ok,ok
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,mp_native,DAF@5000,36769,0.8647786902701983,1.8675695993611074,-1.0027909090909093,MP_common_pool_public_hull_rank,ok,ok
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,mp_native,auprc,36769,0.3861317019669205,0.7520563502501771,-0.36592464828325666,MP_common_pool_public_hull_rank,ok,ok
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,mp_native,auroc,36769,0.46634214197055146,0.8694692173756202,-0.40312707540506876,MP_common_pool_public_hull_rank,ok,ok
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,mp_native,balanced_accuracy,36769,0.46001808856247994,0.8074949855119053,-0.3474768969494254,MP_common_pool_public_hull_rank,ok,ok
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,mp_native,f1,36769,0.36137361906029547,0.7723279648609077,-0.41095434580061224,MP_common_pool_public_hull_rank,ok,ok
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,mp_native,false_positive_burden@100,36769,0.38,0.44999999999999996,-0.06999999999999995,MP_common_pool_public_hull_rank,ok,ok
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,mp_native,false_positive_burden@1000,36769,0.558,0.264,0.29400000000000004,CHGNet,ok,ok
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,mp_native,false_positive_burden@10000,36769,0.6596,0.25560000000000005,0.4039999999999999,CHGNet,ok,ok
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,mp_native,false_positive_burden@300,36769,0.45999999999999996,0.3433333333333334,0.11666666666666659,CHGNet,ok,ok
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,mp_native,false_positive_burden@500,36769,0.516,0.31200000000000006,0.20399999999999996,CHGNet,ok,ok
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,mp_native,false_positive_burden@5000,36769,0.6466000000000001,0.2368,0.40980000000000005,CHGNet,ok,ok
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,mp_native,precision,36769,0.36137361906029547,0.7723279648609077,-0.41095434580061224,MP_common_pool_public_hull_rank,ok,ok
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,mp_native,precision@100,36769,0.62,0.55,0.06999999999999995,CHGNet,ok,ok
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,mp_native,precision@1000,36769,0.442,0.736,-0.294,MP_common_pool_public_hull_rank,ok,ok
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,mp_native,precision@10000,36769,0.3404,0.7444,-0.40399999999999997,MP_common_pool_public_hull_rank,ok,ok
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,mp_native,precision@300,36769,0.54,0.6566666666666666,-0.11666666666666659,MP_common_pool_public_hull_rank,ok,ok
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,mp_native,precision@500,36769,0.484,0.688,-0.20399999999999996,MP_common_pool_public_hull_rank,ok,ok
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,mp_native,precision@5000,36769,0.3534,0.7632,-0.4098,MP_common_pool_public_hull_rank,ok,ok
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,mp_native,recall,36769,0.36137361906029547,0.7723279648609077,-0.41095434580061224,MP_common_pool_public_hull_rank,ok,ok
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,mp_native,recall@100,36769,0.00412618128577133,0.0036603221083455345,0.0004658591774257953,CHGNet,ok,ok
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,mp_native,recall@1000,36769,0.029415679488885932,0.048981764940769335,-0.019566085451883403,MP_common_pool_public_hull_rank,ok,ok
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,mp_native,recall@10000,36769,0.22654066285105817,0.4954079595368029,-0.2688672966857447,MP_common_pool_public_hull_rank,ok,ok
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,mp_native,recall@300,36769,0.01078131239185412,0.013110608278983096,-0.0023292958871289765,MP_common_pool_public_hull_rank,ok,ok
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,mp_native,recall@500,36769,0.016105417276720352,0.022893651004924798,-0.006788233728204446,MP_common_pool_public_hull_rank,ok,ok
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,mp_native,recall@5000,36769,0.1175961666444829,0.25395980300811927,-0.13636363636363635,MP_common_pool_public_hull_rank,ok,ok
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,mp_native,stable_yield@100,36769,0.62,0.55,0.06999999999999995,CHGNet,ok,ok
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,mp_native,stable_yield@1000,36769,0.442,0.736,-0.294,MP_common_pool_public_hull_rank,ok,ok
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,mp_native,stable_yield@10000,36769,0.3404,0.7444,-0.40399999999999997,MP_common_pool_public_hull_rank,ok,ok
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,mp_native,stable_yield@300,36769,0.54,0.6566666666666666,-0.11666666666666659,MP_common_pool_public_hull_rank,ok,ok
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,mp_native,stable_yield@500,36769,0.484,0.688,-0.20399999999999996,MP_common_pool_public_hull_rank,ok,ok
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,mp_native,stable_yield@5000,36769,0.3534,0.7632,-0.4098,MP_common_pool_public_hull_rank,ok,ok
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,mp_native,uncertain_fraction@100,36769,0.0,0.0,0.0,tie,ok,ok
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,mp_native,uncertain_fraction@1000,36769,0.0,0.0,0.0,tie,ok,ok
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,mp_native,uncertain_fraction@10000,36769,0.0,0.0,0.0,tie,ok,ok
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,mp_native,uncertain_fraction@300,36769,0.0,0.0,0.0,tie,ok,ok
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,mp_native,uncertain_fraction@500,36769,0.0,0.0,0.0,tie,ok,ok
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,mp_native,uncertain_fraction@5000,36769,0.0,0.0,0.0,tie,ok,ok
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,source_union,DAF@100,0,,,,not_evaluable,not_evaluable_full_source_union_incomplete,not_evaluable_full_source_union_incomplete
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,source_union,DAF@1000,0,,,,not_evaluable,not_evaluable_full_source_union_incomplete,not_evaluable_full_source_union_incomplete
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,source_union,DAF@10000,0,,,,not_evaluable,not_evaluable_full_source_union_incomplete,not_evaluable_full_source_union_incomplete
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,source_union,DAF@300,0,,,,not_evaluable,not_evaluable_full_source_union_incomplete,not_evaluable_full_source_union_incomplete
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,source_union,DAF@500,0,,,,not_evaluable,not_evaluable_full_source_union_incomplete,not_evaluable_full_source_union_incomplete
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,source_union,DAF@5000,0,,,,not_evaluable,not_evaluable_full_source_union_incomplete,not_evaluable_full_source_union_incomplete
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,source_union,auprc,0,,,,not_evaluable,not_evaluable_full_source_union_incomplete,not_evaluable_full_source_union_incomplete
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,source_union,auroc,0,,,,not_evaluable,not_evaluable_full_source_union_incomplete,not_evaluable_full_source_union_incomplete
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,source_union,balanced_accuracy,0,,,,not_evaluable,not_evaluable_full_source_union_incomplete,not_evaluable_full_source_union_incomplete
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,source_union,f1,0,,,,not_evaluable,not_evaluable_full_source_union_incomplete,not_evaluable_full_source_union_incomplete
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,source_union,false_positive_burden@100,0,,,,not_evaluable,not_evaluable_full_source_union_incomplete,not_evaluable_full_source_union_incomplete
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,source_union,false_positive_burden@1000,0,,,,not_evaluable,not_evaluable_full_source_union_incomplete,not_evaluable_full_source_union_incomplete
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,source_union,false_positive_burden@10000,0,,,,not_evaluable,not_evaluable_full_source_union_incomplete,not_evaluable_full_source_union_incomplete
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,source_union,false_positive_burden@300,0,,,,not_evaluable,not_evaluable_full_source_union_incomplete,not_evaluable_full_source_union_incomplete
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,source_union,false_positive_burden@500,0,,,,not_evaluable,not_evaluable_full_source_union_incomplete,not_evaluable_full_source_union_incomplete
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,source_union,false_positive_burden@5000,0,,,,not_evaluable,not_evaluable_full_source_union_incomplete,not_evaluable_full_source_union_incomplete
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,source_union,precision,0,,,,not_evaluable,not_evaluable_full_source_union_incomplete,not_evaluable_full_source_union_incomplete
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,source_union,precision@100,0,,,,not_evaluable,not_evaluable_full_source_union_incomplete,not_evaluable_full_source_union_incomplete
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,source_union,precision@1000,0,,,,not_evaluable,not_evaluable_full_source_union_incomplete,not_evaluable_full_source_union_incomplete
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,source_union,precision@10000,0,,,,not_evaluable,not_evaluable_full_source_union_incomplete,not_evaluable_full_source_union_incomplete
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,source_union,precision@300,0,,,,not_evaluable,not_evaluable_full_source_union_incomplete,not_evaluable_full_source_union_incomplete
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,source_union,precision@500,0,,,,not_evaluable,not_evaluable_full_source_union_incomplete,not_evaluable_full_source_union_incomplete
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,source_union,precision@5000,0,,,,not_evaluable,not_evaluable_full_source_union_incomplete,not_evaluable_full_source_union_incomplete
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,source_union,recall,0,,,,not_evaluable,not_evaluable_full_source_union_incomplete,not_evaluable_full_source_union_incomplete
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,source_union,recall@100,0,,,,not_evaluable,not_evaluable_full_source_union_incomplete,not_evaluable_full_source_union_incomplete
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,source_union,recall@1000,0,,,,not_evaluable,not_evaluable_full_source_union_incomplete,not_evaluable_full_source_union_incomplete
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,source_union,recall@10000,0,,,,not_evaluable,not_evaluable_full_source_union_incomplete,not_evaluable_full_source_union_incomplete
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,source_union,recall@300,0,,,,not_evaluable,not_evaluable_full_source_union_incomplete,not_evaluable_full_source_union_incomplete
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,source_union,recall@500,0,,,,not_evaluable,not_evaluable_full_source_union_incomplete,not_evaluable_full_source_union_incomplete
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,source_union,recall@5000,0,,,,not_evaluable,not_evaluable_full_source_union_incomplete,not_evaluable_full_source_union_incomplete
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,source_union,stable_yield@100,0,,,,not_evaluable,not_evaluable_full_source_union_incomplete,not_evaluable_full_source_union_incomplete
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,source_union,stable_yield@1000,0,,,,not_evaluable,not_evaluable_full_source_union_incomplete,not_evaluable_full_source_union_incomplete
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,source_union,stable_yield@10000,0,,,,not_evaluable,not_evaluable_full_source_union_incomplete,not_evaluable_full_source_union_incomplete
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,source_union,stable_yield@300,0,,,,not_evaluable,not_evaluable_full_source_union_incomplete,not_evaluable_full_source_union_incomplete
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,source_union,stable_yield@500,0,,,,not_evaluable,not_evaluable_full_source_union_incomplete,not_evaluable_full_source_union_incomplete
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,source_union,stable_yield@5000,0,,,,not_evaluable,not_evaluable_full_source_union_incomplete,not_evaluable_full_source_union_incomplete
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,source_union,uncertain_fraction@100,0,,,,not_evaluable,not_evaluable_full_source_union_incomplete,not_evaluable_full_source_union_incomplete
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,source_union,uncertain_fraction@1000,0,,,,not_evaluable,not_evaluable_full_source_union_incomplete,not_evaluable_full_source_union_incomplete
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,source_union,uncertain_fraction@10000,0,,,,not_evaluable,not_evaluable_full_source_union_incomplete,not_evaluable_full_source_union_incomplete
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,source_union,uncertain_fraction@300,0,,,,not_evaluable,not_evaluable_full_source_union_incomplete,not_evaluable_full_source_union_incomplete
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,source_union,uncertain_fraction@500,0,,,,not_evaluable,not_evaluable_full_source_union_incomplete,not_evaluable_full_source_union_incomplete
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,source_union,uncertain_fraction@5000,0,,,,not_evaluable,not_evaluable_full_source_union_incomplete,not_evaluable_full_source_union_incomplete
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,uncertain,DAF@100,36769,1.1797540106951871,2.087257095845331,-0.9075030851501438,MP_common_pool_public_hull_rank,uncertainty_indicator_not_primary_stability_metric,uncertainty_indicator_not_primary_stability_metric
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,uncertain,DAF@1000,36769,1.0708536404771698,1.5336802139037433,-0.4628265734265735,MP_common_pool_public_hull_rank,uncertainty_indicator_not_primary_stability_metric,uncertainty_indicator_not_primary_stability_metric
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,uncertain,DAF@10000,36769,0.9301906622788975,1.478625026737968,-0.5484343644590705,MP_common_pool_public_hull_rank,uncertainty_indicator_not_primary_stability_metric,uncertainty_indicator_not_primary_stability_metric
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,uncertain,DAF@300,36769,1.149503907856849,1.7040891265597147,-0.5545852187028657,MP_common_pool_public_hull_rank,uncertainty_indicator_not_primary_stability_metric,uncertainty_indicator_not_primary_stability_metric
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,uncertain,DAF@500,36769,1.1253038255861785,1.7242558617852732,-0.5989520361990948,MP_common_pool_public_hull_rank,uncertainty_indicator_not_primary_stability_metric,uncertainty_indicator_not_primary_stability_metric
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,uncertain,DAF@5000,36769,0.9776833237350884,1.4380898889345948,-0.4604065651995064,MP_common_pool_public_hull_rank,uncertainty_indicator_not_primary_stability_metric,uncertainty_indicator_not_primary_stability_metric
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,uncertain,auprc,36769,0.32130055754435566,0.45935968923771203,-0.13805913169335637,MP_common_pool_public_hull_rank,uncertainty_indicator_not_primary_stability_metric,uncertainty_indicator_not_primary_stability_metric
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,uncertain,auroc,36769,0.47922714703504216,0.6869260710754552,-0.20769892404041307,MP_common_pool_public_hull_rank,uncertainty_indicator_not_primary_stability_metric,uncertainty_indicator_not_primary_stability_metric
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,uncertain,balanced_accuracy,36769,0.48413583056827697,0.6019949701716176,-0.11785913960334066,MP_common_pool_public_hull_rank,uncertainty_indicator_not_primary_stability_metric,uncertainty_indicator_not_primary_stability_metric
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,uncertain,f1,36769,0.30933772110242697,0.4671328671328671,-0.15779514603044015,MP_common_pool_public_hull_rank,uncertainty_indicator_not_primary_stability_metric,uncertainty_indicator_not_primary_stability_metric
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,uncertain,false_positive_burden@100,36769,0.61,0.31000000000000005,0.29999999999999993,CHGNet,uncertainty_indicator_not_primary_stability_metric,uncertainty_indicator_not_primary_stability_metric
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,uncertain,false_positive_burden@1000,36769,0.646,0.493,0.15300000000000002,CHGNet,uncertainty_indicator_not_primary_stability_metric,uncertainty_indicator_not_primary_stability_metric
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,uncertain,false_positive_burden@10000,36769,0.6925,0.5112,0.18130000000000002,CHGNet,uncertainty_indicator_not_primary_stability_metric,uncertainty_indicator_not_primary_stability_metric
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,uncertain,false_positive_burden@300,36769,0.62,0.43666666666666665,0.18333333333333335,CHGNet,uncertainty_indicator_not_primary_stability_metric,uncertainty_indicator_not_primary_stability_metric
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,uncertain,false_positive_burden@500,36769,0.628,0.43000000000000005,0.19799999999999995,CHGNet,uncertainty_indicator_not_primary_stability_metric,uncertainty_indicator_not_primary_stability_metric
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,uncertain,false_positive_burden@5000,36769,0.6768000000000001,0.5246,0.1522000000000001,CHGNet,uncertainty_indicator_not_primary_stability_metric,uncertainty_indicator_not_primary_stability_metric
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,uncertain,precision,36769,0.30933772110242697,0.4671328671328671,-0.15779514603044015,MP_common_pool_public_hull_rank,uncertainty_indicator_not_primary_stability_metric,uncertainty_indicator_not_primary_stability_metric
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,uncertain,precision@100,36769,0.39,0.69,-0.29999999999999993,MP_common_pool_public_hull_rank,uncertainty_indicator_not_primary_stability_metric,uncertainty_indicator_not_primary_stability_metric
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,uncertain,precision@1000,36769,0.354,0.507,-0.15300000000000002,MP_common_pool_public_hull_rank,uncertainty_indicator_not_primary_stability_metric,uncertainty_indicator_not_primary_stability_metric
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,uncertain,precision@10000,36769,0.3075,0.4888,-0.18130000000000002,MP_common_pool_public_hull_rank,uncertainty_indicator_not_primary_stability_metric,uncertainty_indicator_not_primary_stability_metric
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,uncertain,precision@300,36769,0.38,0.5633333333333334,-0.18333333333333335,MP_common_pool_public_hull_rank,uncertainty_indicator_not_primary_stability_metric,uncertainty_indicator_not_primary_stability_metric
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,uncertain,precision@500,36769,0.372,0.57,-0.19799999999999995,MP_common_pool_public_hull_rank,uncertainty_indicator_not_primary_stability_metric,uncertainty_indicator_not_primary_stability_metric
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,uncertain,precision@5000,36769,0.3232,0.4754,-0.1522,MP_common_pool_public_hull_rank,uncertainty_indicator_not_primary_stability_metric,uncertainty_indicator_not_primary_stability_metric
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,uncertain,recall,36769,0.30933772110242697,0.4671328671328671,-0.15779514603044015,MP_common_pool_public_hull_rank,uncertainty_indicator_not_primary_stability_metric,uncertainty_indicator_not_primary_stability_metric
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,uncertain,recall@100,36769,0.0032085561497326204,0.005676676264911559,-0.0024681201151789387,MP_common_pool_public_hull_rank,uncertainty_indicator_not_primary_stability_metric,uncertainty_indicator_not_primary_stability_metric
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,uncertain,recall@1000,36769,0.029123817359111476,0.04171122994652406,-0.012587412587412587,MP_common_pool_public_hull_rank,uncertainty_indicator_not_primary_stability_metric,uncertainty_indicator_not_primary_stability_metric
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,uncertain,recall@10000,36769,0.25298231180584124,0.4021390374331551,-0.14915672562731386,MP_common_pool_public_hull_rank,uncertainty_indicator_not_primary_stability_metric,uncertainty_indicator_not_primary_stability_metric
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,uncertain,recall@300,36769,0.009378856437679967,0.013903743315508022,-0.004524886877828056,MP_common_pool_public_hull_rank,uncertainty_indicator_not_primary_stability_metric,uncertainty_indicator_not_primary_stability_metric
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,uncertain,recall@500,36769,0.01530234471410942,0.023447141094199916,-0.008144796380090497,MP_common_pool_public_hull_rank,uncertainty_indicator_not_primary_stability_metric,uncertainty_indicator_not_primary_stability_metric
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,uncertain,recall@5000,36769,0.13294940353763884,0.1955573837926779,-0.06260798025503905,MP_common_pool_public_hull_rank,uncertainty_indicator_not_primary_stability_metric,uncertainty_indicator_not_primary_stability_metric
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,uncertain,stable_yield@100,36769,0.39,0.69,-0.29999999999999993,MP_common_pool_public_hull_rank,uncertainty_indicator_not_primary_stability_metric,uncertainty_indicator_not_primary_stability_metric
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,uncertain,stable_yield@1000,36769,0.354,0.507,-0.15300000000000002,MP_common_pool_public_hull_rank,uncertainty_indicator_not_primary_stability_metric,uncertainty_indicator_not_primary_stability_metric
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,uncertain,stable_yield@10000,36769,0.3075,0.4888,-0.18130000000000002,MP_common_pool_public_hull_rank,uncertainty_indicator_not_primary_stability_metric,uncertainty_indicator_not_primary_stability_metric
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,uncertain,stable_yield@300,36769,0.38,0.5633333333333334,-0.18333333333333335,MP_common_pool_public_hull_rank,uncertainty_indicator_not_primary_stability_metric,uncertainty_indicator_not_primary_stability_metric
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,uncertain,stable_yield@500,36769,0.372,0.57,-0.19799999999999995,MP_common_pool_public_hull_rank,uncertainty_indicator_not_primary_stability_metric,uncertainty_indicator_not_primary_stability_metric
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,uncertain,stable_yield@5000,36769,0.3232,0.4754,-0.1522,MP_common_pool_public_hull_rank,uncertainty_indicator_not_primary_stability_metric,uncertainty_indicator_not_primary_stability_metric
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,uncertain,uncertain_fraction@100,36769,0.39,0.69,-0.29999999999999993,MP_common_pool_public_hull_rank,uncertainty_indicator_not_primary_stability_metric,uncertainty_indicator_not_primary_stability_metric
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,uncertain,uncertain_fraction@1000,36769,0.354,0.507,-0.15300000000000002,MP_common_pool_public_hull_rank,uncertainty_indicator_not_primary_stability_metric,uncertainty_indicator_not_primary_stability_metric
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,uncertain,uncertain_fraction@10000,36769,0.3075,0.4888,-0.18130000000000002,MP_common_pool_public_hull_rank,uncertainty_indicator_not_primary_stability_metric,uncertainty_indicator_not_primary_stability_metric
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,uncertain,uncertain_fraction@300,36769,0.38,0.5633333333333334,-0.18333333333333335,MP_common_pool_public_hull_rank,uncertainty_indicator_not_primary_stability_metric,uncertainty_indicator_not_primary_stability_metric
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,uncertain,uncertain_fraction@500,36769,0.372,0.57,-0.19799999999999995,MP_common_pool_public_hull_rank,uncertainty_indicator_not_primary_stability_metric,uncertainty_indicator_not_primary_stability_metric
D5_pairwise_complete,CHGNet,MP_common_pool_public_hull_rank,uncertain,uncertain_fraction@5000,36769,0.3232,0.4754,-0.1522,MP_common_pool_public_hull_rank,uncertainty_indicator_not_primary_stability_metric,uncertainty_indicator_not_primary_stability_metric
D5_pairwise_complete,CHGNet,MP_source_native_public_hull_rank,alex_pbe_native,DAF@100,36801,1.1485200394218134,2.206367444152431,-1.0578474047306177,MP_source_native_public_hull_rank,ok,ok
D5_pairwise_complete,CHGNet,MP_source_native_public_hull_rank,alex_pbe_native,DAF@1000,36801,0.9701971911957951,2.3544660808147175,-1.3842688896189226,MP_source_native_public_hull_rank,ok,ok
D5_pairwise_complete,CHGNet,MP_source_native_public_hull_rank,alex_pbe_native,DAF@10000,36801,0.862296755913272,2.171911842969777,-1.3096150870565046,MP_source_native_public_hull_rank,ok,ok
D5_pairwise_complete,CHGNet,MP_source_native_public_hull_rank,alex_pbe_native,DAF@300,36801,0.9973989816031538,2.367563239159001,-1.3701642575558473,MP_source_native_public_hull_rank,ok,ok
D5_pairwise_complete,CHGNet,MP_source_native_public_hull_rank,alex_pbe_native,DAF@500,36801,0.985309296977661,2.333309132720105,-1.3479998357424439,MP_source_native_public_hull_rank,ok,ok
D5_pairwise_complete,CHGNet,MP_source_native_public_hull_rank,alex_pbe_native,DAF@5000,36801,0.8861738830486203,2.184606011826544,-1.2984321287779235,MP_source_native_public_hull_rank,ok,ok
