support,indeterminate_width_meV_per_atom,endpoint_a,endpoint_b,any_indeterminate_fraction_ci_low_95,any_indeterminate_fraction_median,any_indeterminate_fraction_ci_high_95,robust_conflict_rate_full_support_ci_low_95,robust_conflict_rate_full_support_median,robust_conflict_rate_full_support_ci_high_95,robust_conflict_rate_decisive_support_ci_low_95,robust_conflict_rate_decisive_support_median,robust_conflict_rate_decisive_support_ci_high_95
D2_reconstructable,25,mp_source_coordinate,alex_pbe_source_coordinate,0.3630863717201245,0.3704384601960178,0.37752261839049017,0.029772416977431555,0.03164035353646513,0.03368115108831441,0.04718823668406173,0.05032459457436064,0.05353014459972826
D2_reconstructable,25,mp_source_coordinate,alexmp20_source_coordinate,0.3230660211603204,0.33016108103033326,0.3368747068585711,0.026980936207108,0.028849540282322207,0.03063787136907158,0.040158144875203514,0.04307579084939254,0.04586538942856069
D2_reconstructable,30,alexmp20_source_coordinate,alex_pbe_source_coordinate,0.39223443817574705,0.4000852867129543,0.40705875588509244,0.013273761360249449,0.014619766116067308,0.015914300785895643,0.022063053683011837,0.02436185157219939,0.026550798483310746
D2_reconstructable,30,mp_matched_pool_coordinate,alex_pbe_matched_pool_coordinate,0.30773107246257825,0.315249291059378,0.3225198523764043,0.03609812454315913,0.03822087682288746,0.0404986124020774,0.05257735023830123,0.05581917394271749,0.05906716357125833
D2_reconstructable,30,mp_source_coordinate,alex_pbe_source_coordinate,0.40050504215282573,0.40816017831210166,0.41511772981639117,0.02425604803294553,0.02597054518159334,0.027773947898150127,0.04097473092152043,0.043876741683157805,0.047014597163918086
D2_reconstructable,30,mp_source_coordinate,alexmp20_source_coordinate,0.3588450952919095,0.36662408807555097,0.37379762547618134,0.022685207301922163,0.024466816920592,0.026142764823692956,0.03580566527363232,0.03861819874860245,0.04127160521420421
D2_reconstructable,50,alexmp20_source_coordinate,alex_pbe_source_coordinate,0.5107369430555929,0.5181852188631066,0.5248566463522814,0.007074692674875804,0.0080069217634707,0.009064345252084055,0.014671829039181848,0.01663653274892639,0.01883359433196005
D2_reconstructable,50,mp_matched_pool_coordinate,alex_pbe_matched_pool_coordinate,0.40476399808780344,0.4132449920603892,0.42135226391602215,0.02068586648569168,0.022201872945409255,0.02386777777715241,0.03532925364294187,0.03784644452071005,0.04053972930020786
D2_reconstructable,50,mp_source_coordinate,alex_pbe_source_coordinate,0.5165057580380291,0.5239941714960816,0.5304044226815051,0.0127282844900448,0.013987435171107248,0.0151998440502473,0.026709584224272546,0.029375797101961212,0.03186394167910203
D2_reconstructable,50,mp_source_coordinate,alexmp20_source_coordinate,0.4703841699606113,0.47829705757214624,0.48532781418991355,0.012968521192651924,0.014212717014008173,0.015450595461878054,0.024790372435993094,0.0272078113168375,0.02959799337180243
