support,threshold_meV_per_atom,reconstructable_native_conflict_rate_ci_low_95,reconstructable_native_conflict_rate_median,reconstructable_native_conflict_rate_ci_high_95,common_pool_conflict_rate_ci_low_95,common_pool_conflict_rate_median,common_pool_conflict_rate_ci_high_95,phase_pool_sensitive_share_of_native_conflicts_ci_low_95,phase_pool_sensitive_share_of_native_conflicts_median,phase_pool_sensitive_share_of_native_conflicts_ci_high_95,persistent_share_of_native_conflicts_ci_low_95,persistent_share_of_native_conflicts_median,persistent_share_of_native_conflicts_ci_high_95,hidden_conflict_rate_ci_low_95,hidden_conflict_rate_median,hidden_conflict_rate_ci_high_95
D2_reconstructable,0,0.14923544080322249,0.15412871298305092,0.158967772459406,0.12908211179333828,0.1332700984859908,0.138160529689218,0.6323213406717696,0.646163120829402,0.65899941886202,0.3410005811379801,0.35383687917059803,0.3676786593282304,0.0755289665589543,0.07878969760094781,0.08218515608025465
D2_reconstructable,10,0.12860232220266468,0.13275237366976195,0.13723282391241515,0.12622291206498576,0.13044180475958977,0.13460959785575438,0.586150855037444,0.6036528240950334,0.6202794103927606,0.3797205896072395,0.39634717590496654,0.4138491449625559,0.07449093743956474,0.07772740331750183,0.08107715372120967
D2_reconstructable,25,0.10900626185633418,0.11339780062909267,0.11778542075195315,0.11279490153837655,0.11716687616105273,0.12129838077433229,0.5417934118007772,0.5622459421098602,0.5832251747190875,0.4167748252809124,0.43775405789013977,0.4582065881992228,0.06468831096572389,0.06744997910165604,0.07065410638674575
D2_reconstructable,50,0.08514614768630913,0.08921689322762827,0.09360267606060048,0.08830176624498376,0.09282077813289749,0.09768848994384363,0.4627326776530473,0.4919313938507228,0.5192926646573818,0.4807073353426182,0.5080686061492772,0.5372673223469527,0.04502492670816836,0.04745490776074076,0.050253875753268035
