label_outcome,n,rate,median_abs_delta_mev,p25_abs_delta_mev,p75_abs_delta_mev,p90_abs_delta_mev
both_stable,13244,0.30700758014789403,0.0,0.0,0.0,0.0
both_unstable,24835,0.5756971649783259,2.6059684115462,0.2854665178554528,9.959790937502447,25.625250683333125
mp_stable_alex_unstable,3628,0.08410023412689215,9.9754943750016,3.5968005555553,24.012586187500172,50.19719951111486
mp_unstable_alex_stable,1432,0.03319502074688797,9.041808062493999,2.4265872807015,27.35072263541575,75.3277541666646
