subset,n,alex_stable,alex_unstable,n_chemical_systems,median_num_sites,contains_transition_metal,contains_lanthanide,contains_actinide,contains_oxygen,contains_halogen
missing_mp_record,815,327,488,703,12.0,539,491,0,259,127
