alex_mp_identifier_rows,mp_records_successfully_queried,reduced_formula_matches,strict_structure_matches,mp_alex_labels_available,discordant_n,discordance_rate,claim_scope
43984,43169,43169,43139,43139,5060,0.1172952548737801,full_43984_MP_identifier_denominator
