cluster,n_clusters,point_rate,bootstrap_mean,ci95_low,ci95_high,n_boot,seed
chemical_system,21191,0.1172952548737801,0.11728305741017298,0.11349149984781146,0.12110042919043837,5000,20260522
formula,34447,0.1172952548737801,0.11730503233563082,0.11409440130621541,0.12052313640930908,5000,20260522
element_count_bin,4,0.1172952548737801,0.11519721620330661,0.08496528857113253,0.12800061948273192,5000,20260522
