material_id,formula,chemical_system,num_sites,mp_e_above_hull_original,mp_e_above_hull_requeried,alex_e_above_hull,mp_stable_exact,alex_stable_exact,mp_formation_energy_per_atom,mp_energy_per_atom,mp_uncorrected_energy_per_atom
mp-1188829,KTeP2,K-P-Te,16,0.0,0.0,0.095518969041664,True,False,-0.5346322361755941,-12.89454245375,-12.89454245375
mp-1188851,Ho5BiAu2,Au-Bi-Ho,16,0.013700750625005,0.013700750625005,0.0,False,True,-0.806577254374999,-41.316441456875,-41.316441456875
mp-1188875,Te6IrI3,I-Ir-Te,20,0.052871141583332,0.052871141583332004,0.0,False,True,-0.316403007499999,-3.543433746,-3.429733746
mp-1188946,Re2BiO6,Bi-O-Re,18,0.0,0.0,0.0035869018518521,True,False,-1.905037318888887,-8.402151624999997,-23.697794155
mp-1188957,Te6IrBr3,Br-Ir-Te,20,0.053971546874999,0.053971546874999006,0.0,False,True,-0.46006762299999904,-3.720978537499999,-24.801633118999998
mp-1188970,Cs2CdFe(CN)6,C-Cd-Cs-Fe-N,16,0.0,0.0,0.0006170510677083,True,False,-0.24605865558189602,-7.537405460625,-7.402030460625
mp-1188974,Ce3Os,Ce-Os,16,0.0,0.0,0.0201517302083331,True,False,-0.126361149374997,-7.385915409375,-7.385915409375
mp-1188981,Tm3Sb4Au3,Au-Sb-Tm,20,0.0,0.0,0.0111081620000028,True,False,-0.874198408,-36.868527232000005,-36.868527232000005
mp-1188987,Hf3Co2Si3,Co-Hf-Si,16,0.0,0.0,0.0088018399999985,True,False,-0.813072205624999,-8.364866533125001,-8.391491533125
mp-1189039,Er5In3,Er-In,16,0.0,0.0,0.0138812037499995,True,False,-0.49179336958333403,-30.16216174125,-30.16216174125
mp-1189046,Er(BIr)4,B-Er-Ir,18,0.0,0.0,0.014844002155554,True,False,-0.513219951296295,-7.917555797222223,-30.86376341055556
mp-1189064,Ce(ErS2)3,Ce-Er-S,20,0.0,0.0,0.0081168436153964,True,False,-2.3689860804999983,-6.815435338,-20.4739612425
mp-1189091,K3B6ClO10,B-Cl-K-O,20,0.0,0.0,0.0298043970555568,True,False,-2.7564541383375,-7.496384770500001,-7.1221847705
mp-1189094,Eu3Au,Au-Eu,16,0.0,0.0,0.004275167916667,True,False,-0.450594708750005,-8.985149145000001,-42.0433549325
mp-1189112,Er6GaNi2,Er-Ga-Ni,18,0.000459918124999,0.00045991812499900005,0.0,False,True,-0.37828201305555303,-5.044357817777778,-5.044357817777778
mp-1189144,Zr2Si4Ni3,Ni-Si-Zr,18,0.00031251027778,0.00031251027778,0.0,False,True,-0.761251374444443,-6.998705087777777,-13.753551806666668
mp-1189159,Eu3FeO6,Eu-Fe-O,20,0.221575145999999,0.22157514599999903,0.0,False,True,-2.789077110000002,-9.691289408500001,-9.0534894085
mp-1189199,Lu3Sb4Au3,Au-Lu-Sb,20,0.0,0.0,0.0123449965000004,True,False,-0.826305456999995,-37.708283849,-37.708283849
mp-1189212,TaSiRu,Ru-Si-Ta,18,0.0,0.0,0.0218236169444434,True,False,-0.6714424763333361,-28.26815334388889,-28.26815334388889
mp-1189225,Nb3RhSe6,Nb-Rh-Se,20,0.000312558192311,0.000312558192311,0.0,False,True,-1.060885250406249,-6.925254436,-19.321003597
mp-1189230,Ca3Tl5,Ca-Tl,16,0.0,0.0,0.007417423750001,True,False,-0.40583095500000604,-36.282256455,-36.282256455
mp-1189241,GdAs2Au,As-Au-Gd,16,0.010309199999998,0.010309199999998,0.0,False,True,-0.8622615306250011,-31.711518386875003,-7.42307876125
mp-1189245,Tm5Rh3,Rh-Tm,16,0.0,0.0,0.0005384862500017,True,False,-0.777744898125003,-6.340923774375,-6.340923774375
mp-1189259,RbSbSe2,Rb-Sb-Se,16,0.0,0.0,0.0129220725000003,True,False,-0.9248630299218731,-3.9502025968749983,-17.881640465
mp-1189272,CsAlTe3,Al-Cs-Te,20,0.0,0.0,0.0076795159285709,True,False,-0.8045202115000021,-22.4229650635,-22.4229650635
mp-1189323,Zr5Sb3S,S-Sb-Zr,18,0.0,0.0,0.0233800612499983,True,False,-1.057694005833332,-7.6424611816666665,-23.158395595555554
mp-1189327,Sm2Si5Ni3,Ni-Si-Sm,20,0.012621287249998,0.012621287249998002,0.0,False,True,-0.751058051500001,-6.1414752975,-6.1769752975
mp-1189354,Nd(Sb3Ru)4,Nd-Ru-Sb,17,0.0,0.0,0.0177396738235282,True,False,-0.37395835632352803,-26.23230770470588,-26.23230770470588
mp-1189438,TlBi2Cl7,Bi-Cl-Tl,20,0.0,0.0,0.0055850859999995,True,False,-1.428534986333341,-3.737669020000007,-22.428865798
mp-1189451,BeCN2,Be-C-N,16,0.0,0.0,0.0619666831249992,True,False,-0.5648687118750011,-7.976606461875001,-8.636111305
mp-1189509,Yb3Ni,Ni-Yb,16,0.0,0.0,0.0137799762499999,True,False,-0.29576177062500203,-30.688225149375,-30.688225149375
mp-1189515,LuAl3Ni2,Al-Lu-Ni,18,0.0,0.0,0.0001123169444445,True,False,-0.6959049972222211,-14.402506579444443,-14.402506579444443
mp-1189516,Na3ScCl6,Cl-Na-Sc,20,0.0,0.0,0.001561999249998,True,False,-2.163718957499999,-8.064285202499999,-8.064285202499999
mp-1189550,Ce5CuPb3,Ce-Cu-Pb,18,0.0,0.0,0.0165014566666652,True,False,-0.33479382222222004,-5.326115736666667,-5.326115736666667
mp-1189572,As2S3,As-S,20,0.0,0.0,0.0020616369999997,True,False,-0.156509995187498,-10.8599447265,-10.8599447265
mp-1189574,YWC2,C-W-Y,16,0.0,0.0,0.0251825915624994,True,False,-0.257102298749999,-9.73939905375,-23.27470945375
mp-1189580,CeGe2Pt,Ce-Ge-Pt,16,0.0,0.0,0.0535383823437518,True,False,-0.864415506875,-6.177950231875002,-28.48658329
mp-1189596,Pr2Zn5Pb,Pb-Pr-Zn,16,0.0,0.0,4.432781250018891e-05,True,False,-0.383626873541665,-2.833915378124999,-20.403042906875
mp-1189601,Tm2Si5Ni3,Ni-Si-Tm,20,0.009956027499998,0.009956027499998,0.0,False,True,-0.736698143000001,-6.079898458000001,-6.115398458
mp-1189602,Ce5Ga2Ge,Ce-Ga-Ge,16,0.0,0.0,0.0145280498958335,True,False,-0.46117132874999905,-5.506667485,-5.506667485
mp-1189603,HoPd3S4,Ho-Pd-S,16,0.009792361979165,0.009792361979165,0.0,False,True,-1.023286090156251,-17.760642796875,-17.760642796875
mp-1189619,EuAl,Al-Eu,20,0.0,0.0,0.0224018759999999,True,False,-0.354774603499998,-22.981265126,-22.981265126
mp-1189645,Tb7RhBr12,Br-Rh-Tb,20,0.0,0.0,0.00997193275,True,False,-1.942068646833335,-4.915704229500003,-21.959378878499997
mp-1189686,Nd3Ir,Ir-Nd,16,0.001531630937499,0.001531630937499,0.0,False,True,-0.515556566249998,-35.668901665625,-35.668901665625
mp-1189696,Si5Ir4,Ir-Si,18,0.028297608611108,0.028297608611108003,0.0,False,True,-0.692318358888889,-28.837455778333336,-7.622049828888889
mp-1189717,EuAl3Pd2,Al-Eu-Pd,18,0.0,0.0,0.0179902508333329,True,False,-0.754578290833333,-6.068678795,-6.068678795
mp-1189727,La(CoB)4,B-Co-La,18,0.019913934722223,0.019913934722223,0.0,False,True,-0.36729708444444503,-12.819199475,-12.819199475
mp-1189762,EuCrO3,Cr-Eu-O,20,0.110187279499982,0.11018727949998201,0.0,False,True,-2.795692883500019,-9.75270136350002,-17.1592398325
mp-1189763,Dy3Tl5,Dy-Tl,16,0.000774886249999,0.000774886249999,0.0,False,True,-0.371255296875006,-45.601496868750004,-3.48586628875
mp-1189771,Tb7MnBr12,Br-Mn-Tb,20,0.0,0.0,0.0162336984583335,True,False,-1.844005422229885,-4.907526376000002,-21.367146493499998
mp-1189779,Pr2Ni7,Ni-Pr,18,5.3572777757082704e-05,5.3572777757082704e-05,0.0,False,True,-0.279879873148146,-5.841202059444445,-5.841202059444445
mp-1189800,Yb5Ir3,Ir-Yb,16,0.0,0.0,0.0504889887500006,True,False,-0.972457939375004,-43.43807722375,-43.43807722375
mp-1189811,Ce(Sb3Ru)4,Ce-Ru-Sb,17,0.0,0.0,0.0025113794117634,True,False,-0.476115077647058,-5.922148895882353,-5.786619484117647
mp-1189868,Cd4BiB3O10,B-Bi-Cd-O,18,0.003154455520833,0.0031544555208330004,0.0,False,True,-2.062509063194444,-6.354056865,-5.972390198333333
mp-1189879,CdCu2SiSe4,Cd-Cu-Se-Si,16,0.0,0.0,0.0035789037500002,True,False,-0.6097984155468741,-4.180721849375,-3.944721849375
mp-1189895,Ta5Ge3B,B-Ge-Ta,18,0.001561247777779,0.001561247777779,0.0,False,True,-0.48190789435185205,-32.917624616666664,-32.917624616666664
mp-1189932,Mn(NbSe2)3,Mn-Nb-Se,20,0.162465879900018,0.162465879900018,0.0,False,True,-0.8640746668857751,-18.339566668,-18.339566668
mp-1189966,Dy4Ga12Ni,Dy-Ga-Ni,17,0.008346672352938,0.008346672352938001,0.0,False,True,-0.568186548627447,-4.132350728823527,-16.915594137058825
mp-1189967,Pr3Os,Os-Pr,16,0.00301559604167,0.00301559604167,0.0,False,True,-0.10159272562499601,-35.400867214375,-35.400867214375
mp-1189984,YMoC2,C-Mo-Y,16,0.0,0.0,0.0659472328124994,True,False,-0.22504020500000002,-9.17921693,-16.94089780625
mp-1189987,Dy4Ga12Fe,Dy-Fe-Ga,17,0.022498150392155,0.022498150392155,0.0,False,True,-0.525991328627452,-4.2483840105882384,-17.015902667647058
mp-1190040,Ce(Ge3Pt)4,Ce-Ge-Pt,17,0.0,0.0,0.0958446351470598,True,False,-0.39056510882353,-5.431613191764708,-24.127297725882354
mp-1190072,Yb5CdCu2,Cd-Cu-Yb,16,0.019125146250004,0.019125146250004003,0.0,False,True,-0.23333377124999902,-28.289017973125,-28.289017973125
mp-1190078,CeGa6Ni,Ce-Ga-Ni,8,0.0,0.0,0.0266310340972211,True,False,-0.43048234937498503,-4.166190184999985,-14.4059490875
mp-1190096,TbWC2,C-Tb-W,16,0.0,0.0,0.0180130121875023,True,False,-0.385446593124999,-26.007621320625,-26.007621320625
mp-1190111,GaHCl2,Cl-Ga-H,16,0.0,0.0,0.032431163125,True,False,-1.0823677340625,-3.612454749375,-7.6229611525
mp-1190133,KNaEuTaO5,Eu-K-Na-O-Ta,18,0.012027294222223,0.012027294222223001,0.0,False,True,-2.918107767884739,-8.403433877222222,-8.021767210555556
mp-1190156,Ba2GdGaSe5,Ba-Ga-Gd-Se,18,1.3269444441021962e-05,1.3269444441021962e-05,0.0,False,True,-1.914202587690971,-6.183283202222222,-5.92106098
mp-1190258,Yb3Pd,Pd-Yb,16,0.0,0.0,0.00451581625,True,False,-0.548206467500001,-33.68535395875,-33.68535395875
mp-11903,LiEu2IrO6,Eu-Ir-Li-O,20,0.012805673299999,0.012805673299999001,0.0,False,True,-2.426162534333333,-8.527297225,-8.115097225
mp-1190312,Ce5Pb3,Ce-Pb,16,0.0,0.0,0.0383644849999988,True,False,-0.329514458749996,-5.43235077875,-5.43235077875
mp-11912,NaNd2IrO6,Ir-Na-Nd-O,20,0.005412503749999,0.005412503749999,0.0,False,True,-2.621297260137931,-7.5617188455000015,-7.1495188455
mp-11973,YbSnRh,Rh-Sn-Yb,9,0.0,0.0,0.0190996236111109,True,False,-0.9763059283333361,-29.446902993333335,-29.446902993333335
mp-12015,KAg2AsO4,Ag-As-K-O,8,0.0,0.0,0.0033551487499998,True,False,-1.346676018510416,-5.2565774725,-4.9130774725
mp-12049,Nd2Sb,Nd-Sb,6,0.0,0.0,0.0106153016666654,True,False,-1.013258746666669,-29.194036645,-29.194036645
mp-1205295,Yb2PbAu2,Au-Pb-Yb,10,0.0,0.0,0.0203326164999997,True,False,-0.8761785269999961,-46.978940922999996,-46.978940922999996
mp-1205332,Te6RhBr3,Br-Rh-Te,20,0.063743765875003,0.06374376587500301,0.0,False,True,-0.48775687099999704,-3.601255154499998,-22.004984297
mp-1205334,MgCu2SiS4,Cu-Mg-S-Si,16,0.0,0.0,0.0012090921874996,True,False,-0.952865096249999,-4.9283391256249995,-4.676839125625
mp-1205336,BaMnO3,Ba-Mn-O,20,0.007626374666666,0.007626374666666,0.0,False,True,-2.482318499586207,-7.667293149000001,-14.405896731999999
mp-1205351,La4Se3N2,La-N-Se,18,0.0,0.0,0.0024738800000028,True,False,-2.106673152447916,-7.318708523888887,-22.186181819444446
mp-1205353,KMnF3,F-K-Mn,10,0.0,0.0,0.000273249499993,True,False,-3.016103159036205,-6.223091586999999,-9.025933332
mp-1205361,Te6RhI3,I-Rh-Te,20,0.061297523583332,0.06129752358333201,0.0,False,True,-0.345438092499999,-3.425056199999999,-3.3113562
mp-1205365,La2Zn5Sn,La-Sn-Zn,16,0.001948643125011,0.0019486431250110002,0.0,False,True,-0.517988485625,-16.6165831375,-16.6165831375
mp-1205367,K2FeF5,F-Fe-K,16,0.0,0.0,7.320468750027231e-05,True,False,-2.90476089446875,-5.442513710781251,-8.144731480625
mp-1205372,VCl4,Cl-V,20,0.0,0.0,0.0017999465000002,True,False,-1.2980599385,-9.0379262025,-9.0379262025
mp-1205388,Rb2Pd3S4,Pd-Rb-S,18,0.000473924999997,0.00047392499999700005,0.0,False,True,-0.950573358888887,-4.733940517222221,-15.17231003277778
mp-1205397,Ba2YInSe5,Ba-In-Se-Y,18,0.006603826944444,0.006603826944444001,0.0,False,True,-1.878695495376157,-5.277114663333333,-5.014892441111112
mp-1205400,Ba2NdInTe5,Ba-In-Nd-Te,18,0.00573952625,0.005739526250000001,0.0,False,True,-1.534903525833332,-4.543992472777777,-4.309548028333333
mp-1205419,SrSnS3,S-Sn-Sr,20,0.0,0.0,0.0088173854999977,True,False,-1.2687797256875,-14.067571032,-14.067571032
mp-1205488,Yb3(CuSi)4,Cu-Si-Yb,11,0.0,0.0,0.0543033140909132,True,False,-0.686017594090913,-17.78332475181818,-17.78332475181818
mp-1205533,TlSnI3,I-Sn-Tl,10,0.0,0.0,0.0079479089999985,True,False,-0.8054596336666701,-2.996075997000003,-30.948636837
mp-1205542,Rb2NaTbF6,F-Na-Rb-Tb,10,0.0,0.0,0.0024213789999993,True,False,-3.577728421304597,-5.520105101,-5.242905101
mp-1205548,KSrI3,I-K-Sr,10,0.0,0.0,0.0039265959999985,True,False,-1.847555648450002,-3.326722780000003,-20.82096825
mp-1205567,Y2Br3,Br-Y,10,0.005704992,0.005704992000000001,0.0,False,True,-1.838593256999999,-5.4243977779999994,-17.844776643
mp-1205595,Ba2TmMoO6,Ba-Mo-O-Tm,10,0.0,0.0,9.570700000072208e-05,True,False,-3.068558652,-7.953945401999999,-7.221545401999999
mp-1205597,Ba2TbMoO6,Ba-Mo-O-Tb,10,0.0,0.0,0.0021266769999996,True,False,-3.026519996666666,-7.927442961,-7.195042961
mp-1205604,KVCl3,Cl-K-V,10,0.0,0.0,0.0037557119999958,True,False,-1.83589193925,-9.548923211,-9.548923211
mp-1205619,Nd2CdRh2,Cd-Nd-Rh,10,0.0,0.0,0.0179397889999997,True,False,-0.586200247999999,-5.631184407000001,-26.080765966
mp-1205638,Cs3BrO,Br-Cs-O,10,0.0,0.0,0.086045144000002,True,False,-1.5475638007931032,-3.4093318509999992,-20.418434303
mp-1205647,La2ScSi2,La-Sc-Si,10,0.004926304055551,0.004926304055551001,0.0,False,True,-0.751757497999997,-18.438872889000002,-18.438872889000002
mp-1205649,LiSc(TlCl3)2,Cl-Li-Sc-Tl,10,0.0,0.0,0.0109186116666641,True,False,-1.9962580364999991,-4.403817336999999,-4.035417337
mp-1205650,Ba2TaTlO6,Ba-O-Ta-Tl,10,0.0,0.0,0.0038348929999996,True,False,-2.814804107066668,-7.591215664000001,-7.179015664
mp-1205665,Ba2EuRuO6,Ba-Eu-O-Ru,10,0.000980010266671,0.000980010266671,0.0,False,True,-2.6238421995,-7.932665236,-7.520465236
mp-1205669,Ba2YMoO6,Ba-Mo-O-Y,10,0.0,0.0,0.0015634550000012,True,False,-3.021668231999999,-8.109713983999999,-7.377313984
mp-1205672,KTl2CrF6,Cr-F-K-Tl,10,0.0,0.0,0.0107201904999998,True,False,-2.677724281391668,-5.378771849,-4.901671849
mp-1205673,Nd(PPt)2,Nd-P-Pt,10,0.0,0.0,0.0585692831111082,True,False,-0.9660558523571431,-6.514328077000002,-31.156242206
mp-1205676,NaSr2OsO6,Na-O-Os-Sr,10,0.0,0.0,0.0415723269999999,True,False,-2.334082770137931,-6.898253812,-6.486053812
mp-1205683,Cs2KCrCl6,Cl-Cr-Cs-K,10,0.0,0.0,0.0050911335000014,True,False,-1.948814964874999,-12.771129536,-12.771129536
mp-1205688,Pr(PPt)2,P-Pr-Pt,10,0.0,0.0,0.0483829639999973,True,False,-0.96831811919048,-6.522055149000005,-31.154792411
mp-1205711,La2Ru2I,I-La-Ru,10,0.0,0.0,0.0013720520000042,True,False,-0.690370609000002,-6.679336990000001,-27.714060774
mp-1205717,KRb2MnF6,F-K-Mn-Rb,10,0.0,0.0,0.0051332749999897,True,False,-2.972165431018103,-5.345922172,-4.901922172
mp-1205718,LaSiOs2C,C-La-Os-Si,10,0.0,0.0,0.005900257250003,True,False,-0.458806532999999,-8.868215060999999,-8.868215060999999
mp-1205724,Pr2CdRh2,Cd-Pr-Rh,10,0.0,0.0,0.0197268799999994,True,False,-0.5548495466666631,-5.610763315999998,-26.040670837
mp-1205741,TiMnAs,As-Mn-Ti,9,0.0,0.0,0.0364359116666666,True,False,-0.6500703595881221,-7.892613639999999,-14.877018099999999
mp-1205752,Rb3YbF6,F-Rb-Yb,10,0.0,0.0,0.0975143384999999,True,False,-3.541985616874998,-13.249798664,-13.249798664
mp-1205754,Na2CeF6,Ce-F-Na,9,0.0,0.0,0.0211445211111209,True,False,-3.608789430306512,-5.842512283333332,-9.89011767888889
mp-1205758,Ba2EuMoO6,Ba-Eu-Mo-O,10,0.0,0.0,0.0069116729999922,True,False,-2.8686539884999993,-8.334601781999998,-18.240103576000003
mp-1205761,K2PdBr6,Br-K-Pd,9,0.0,0.0,0.0027475000000025,True,False,-1.306930614944443,-3.225186222222222,-13.842560457777777
mp-1205765,BaZnSb2,Ba-Sb-Zn,8,0.003342628854165,0.0033426288541650003,0.0,False,True,-0.6959581262499991,-3.55513838375,-3.45913838375
mp-1205795,LaNi3B,B-La-Ni,10,0.0,0.0,0.0010178144999999,True,False,-0.441663717833339,-6.232825501000006,-15.042177272999998
mp-1205802,Rb2NaYbF6,F-Na-Rb-Yb,10,0.0,0.0,0.0520293734999999,True,False,-3.625714126750002,-12.296859098,-12.296859098
mp-1205865,Rb2NaPdF6,F-Na-Pd-Rb,10,0.0,0.0,0.0055313480000007,True,False,-2.50453494663793,-4.501113445,-4.223913445
mp-1205871,Dy6FeBi2,Bi-Dy-Fe,9,0.000966889876544,0.0009668898765440001,0.0,False,True,-0.41147919999999905,-5.295961755555557,-36.412512703333334
mp-1205884,Pr3(GaNi2)2,Ga-Ni-Pr,9,0.016692565370372,0.016692565370372,0.0,False,True,-0.437027757777777,-5.277378106666666,-5.277378106666666
mp-1205911,TmCdAu,Au-Cd-Tm,9,0.0,0.0,0.0108609527777776,True,False,-0.623908175555555,-3.52937273222222,-35.99188685
mp-1205914,ErBiRh,Bi-Er-Rh,9,0.0,0.0,0.0137366655555561,True,False,-0.732850114444447,-6.006870444444448,-39.66545909111111
mp-1205953,HoBiRh,Bi-Ho-Rh,9,0.0,0.0,0.0080019,True,False,-0.7331123983333371,-6.017119613333339,-39.32728125111111
mp-1205955,K5Bi4,Bi-K,9,0.0,0.0,0.0012963690972216,True,False,-0.48476825986110905,-29.829258777777778,-29.829258777777778
mp-1205985,Zr6Te2Pt,Pt-Te-Zr,9,0.0,0.0,0.0723896380952364,True,False,-0.821677993333332,-27.35733543222222,-27.35733543222222
mp-1205998,Rb3TmF6,F-Rb-Tm,10,0.0,0.0,0.0381214380000001,True,False,-3.56506299125,-5.455784786,-13.098879651999999
mp-12060,Nd(AsPd)2,As-Nd-Pd,5,0.0,0.0,0.0234753869999995,True,False,-0.846399822499998,-5.740031045999999,-21.879233692
mp-1206010,K2CeF6,Ce-F-K,9,0.0,0.0,0.0053522100000007,True,False,-3.6590231693888873,-5.846001343333332,-10.479293436666667
mp-1206020,K2Ce(CuS2)2,Ce-Cu-K-S,9,0.0,0.0,0.0025317624999976,True,False,-1.407019940499998,-5.067874774444444,-4.844319218888889
mp-1206041,Cs3VF6,Cs-F-V,10,0.0,0.0,0.0531392469999998,True,False,-3.104529692,-13.921639934999998,-13.921639934999998
mp-1206055,NdSi2Ag,Ag-Nd-Si,8,0.0,0.0,0.0011016770833327,True,False,-0.550971238125001,-17.6313250675,-17.6313250675
mp-12061,Lu(FeB)2,B-Fe-Lu,5,0.0,0.0,0.0013771270555569,True,False,-0.47737769700000104,-7.4414803800000024,-16.750007529999998
mp-1206146,Rb3DyF6,Dy-F-Rb,10,0.0,0.0,0.0494694374999999,True,False,-3.534895507416666,-5.439204707,-12.747481625999999
mp-1206152,Si(AgP)2,Ag-P-Si,10,0.0,0.0,0.002847000333336,True,False,-0.109213733190475,-14.007148035,-14.007148035
mp-1206166,ErCdAu,Au-Cd-Er,9,0.0,0.0,0.0025202594444446,True,False,-0.6309981733333381,-3.564868506666673,-35.59606047111111
mp-1206169,SrCuSi,Cu-Si-Sr,6,0.0,0.0,0.0136774967857151,True,False,-0.31478268333333403,-4.053766946666667,-11.954305728333333
mp-1206170,YCr2Si2C,C-Cr-Si-Y,6,0.00558814587427,0.00558814587427,0.0,False,True,-0.425556407499999,-8.075023931666665,-8.098690598333333
mp-1206264,SmNiSb,Ni-Sb-Sm,6,0.0,0.0,0.0270378933333326,True,False,-0.889733718333329,-5.765641736666663,-23.38395256833333
mp-1206265,LaSiI,I-La-Si,6,0.0,0.0,2.366166666600833e-05,True,False,-1.244760629999999,-5.206539879999998,-22.302174278333336
mp-1206266,K2NaCrCl6,Cl-Cr-K-Na,10,0.0,0.0,0.0077850826666647,True,False,-1.958004638587931,-4.392881088,-4.024481088
mp-1206278,NdInCu4,Cu-In-Nd,6,0.011223258555588,0.011223258555588,0.0,False,True,-0.25045154958333404,-16.147748776666667,-16.147748776666667
mp-12063,Ce(AgGe)2,Ag-Ce-Ge,5,0.160307784444444,0.16030778444444402,0.0,False,True,-0.376001864666665,-4.549778052,-4.549778052
mp-1206310,NdCr2Si2C,C-Cr-Nd-Si,6,0.002429965040936,0.0024299650409360003,0.0,False,True,-0.405854798749999,-7.765164978333332,-7.788831644999999
mp-1206320,RbScCl3,Cl-Rb-Sc,10,0.0,0.0,0.0241445296666666,True,False,-2.302580952499998,-4.874307267999998,-10.920809896
mp-1206321,YbTlBr3,Br-Tl-Yb,10,0.226913215000017,0.22691321500001702,0.0,False,True,-1.490408497499999,-27.387473028,-27.387473028
mp-1206350,K2Te2Pd,K-Pd-Te,5,0.0,0.0,0.0683437506666688,True,False,-0.9473361494999971,-18.11362217,-18.11362217
mp-1206369,ScPd2Pb,Pb-Pd-Sc,4,0.0,0.0,0.0131570514062522,True,False,-0.680350783749997,-29.081482955,-29.081482955
mp-1206371,NbH,H-Nb,4,0.0,0.0,0.0686315450000005,True,False,-0.187487919374998,-14.282081445,-14.282081445
mp-1206410,Pb2IOF,F-I-O-Pb,10,0.0,0.0,0.0212304835000001,True,False,-1.728314184999999,-4.890538212,-4.584938212
mp-1206412,Nd2GaCo2,Co-Ga-Nd,5,0.0,0.0,0.0118365379999998,True,False,-0.270398000499999,-5.636642866,-19.57483802
mp-1206413,YbRu3C,C-Ru-Yb,5,0.0,0.0,0.0882569372500006,True,False,-0.32034384799999804,-24.870387819999998,-24.870387819999998
mp-1206427,KRb2CuF6,Cu-F-K-Rb,10,0.0,0.0,0.0006829209999992,True,False,-2.564464233225,-4.431940112,-4.154740112000001
mp-1206435,Ba2DyTaO6,Ba-Dy-O-Ta,10,0.0,0.0,0.0010347429999999,True,False,-3.579592562899999,-8.580694461,-8.168494461
mp-1206444,Cs3IO,Cs-I-O,10,0.0,0.0,0.0244025479999998,True,False,-1.451217752793101,-3.290399018999997,-22.609075697
mp-1206448,Rb3ErF6,Er-F-Rb,10,0.0,0.0,0.0462719399999995,True,False,-3.551303009249999,-5.450546536999999,-12.961409477999998
mp-1206466,SbPbBrO2,Br-O-Pb-Sb,10,0.0,0.0,0.0380268587499941,True,False,-1.626468980999999,-5.501372352,-5.119772352
mp-1206476,Dy2GaCo2,Co-Dy-Ga,5,0.0,0.0,0.0015811519999999,True,False,-0.39696348616666405,-5.70329959,-20.719817644
mp-1206479,YbTlCu4,Cu-Tl-Yb,6,0.0,0.0,0.0177347014444442,True,False,-0.216676132499998,-22.399320693333333,-22.399320693333333
mp-1206487,Yb(CdAs)2,As-Cd-Yb,5,0.251742558000007,0.251742558000007,0.0,False,True,-0.540153227999997,-21.771036455999997,-21.771036455999997
mp-1206489,CsScI3,Cs-I-Sc,10,0.0,0.0,0.0032156603333342,True,False,-1.5445554889310351,-3.907052393,-23.562594505
mp-1206495,Pb2BrOF,Br-F-O-Pb,10,0.0,0.0,0.0372594522500007,True,False,-1.854966279999998,-5.039777090999999,-4.703177091
mp-1206497,Cs3CoF6,Co-Cs-F,10,0.0,0.0,0.0009035700000001,True,False,-2.661095949896553,-4.795142318000001,-13.43506515
mp-1206506,EuO2,Eu-O,3,0.228789992500002,0.228789992500002,0.0,False,True,-2.642187138333334,-9.370198446666665,-19.258556638333335
mp-1206522,Yb(ZnGa)2,Ga-Yb-Zn,5,0.0,0.0,9.337969230927e-05,True,False,-0.46073286500000205,-15.907960044000001,-15.907960044000001
mp-1206527,TbSbPd,Pd-Sb-Tb,6,0.0,0.0,0.0424174400000003,True,False,-1.081712342222218,-5.730627899999997,-27.829566101666668
mp-1206552,BaBiBrO2,Ba-Bi-Br-O,10,0.0,0.0,0.0004540062499964,True,False,-2.326006932000001,-5.794382491,-5.412782491
mp-1206553,Rb2LiRuCl6,Cl-Li-Rb-Ru,10,0.0,0.0,0.0029396370000007,True,False,-1.7468061338333332,-4.170371169,-3.801971169
mp-1206565,Pr2CdAu2,Au-Cd-Pr,10,0.003180569166668,0.0031805691666680004,0.0,False,True,-0.685415546666661,-4.105158967999995,-36.794747081000004
mp-1206603,RbCrSe2,Cr-Rb-Se,4,0.0,0.0,0.0050709775000008,True,False,-1.018215508046874,-5.4245666324999995,-15.484849805
mp-1206605,HfFeF6,F-Fe-Hf,8,0.134006607291675,0.13400660729167502,0.0,False,True,-3.41574119875,-7.15453176,-6.52603176
mp-1206619,Dy7(TePt)2,Dy-Pt-Te,11,0.0,0.0,0.0506672540909072,True,False,-1.161182355909085,-35.49595553727273,-35.49595553727273
mp-1206623,Cs2RhF6,Cs-F-Rh,9,0.0,0.0,0.0088854544444441,True,False,-2.442304976666667,-12.787783013333332,-12.787783013333332
mp-1206636,SrTl3,Sr-Tl,4,0.02940481625,0.029404816250000004,0.0,False,True,-0.294486412500006,-43.965380115,-43.965380115
mp-1206649,SmCoGe3,Co-Ge-Sm,5,0.0,0.0,0.0502152142500005,True,False,-0.527095221999999,-17.443712859999998,-17.443712859999998
mp-1206651,LaCoSi2,Co-La-Si,8,0.0,0.0,0.0081519937500003,True,False,-0.694111732499999,-15.82574686375,-15.82574686375
mp-1206690,Rb2NaSmF6,F-Na-Rb-Sm,10,0.0,0.0,0.0028579226666609,True,False,-3.538864388137931,-5.489313319,-5.212113319
mp-1206697,EuNiP,Eu-Ni-P,3,0.0,0.0,0.0072036183333334,True,False,-0.9691620432142861,-8.13040275,-20.908627393333333
mp-1206704,MoPd2,Mo-Pd,3,0.0,0.0,0.0060832966666666,True,False,-0.07804413333333,-24.07567302,-24.07567302
