denominator,model_name,metric,label_view_band,min_over_label_views,max_over_label_views,n_label_views,reference_model_spread_median,uncertainty_dominance_ratio,label_choice_dominates_model_choice
D5_family_complete,MACE-MP,stable_yield@100,0.36999999999999994,0.34,0.71,7,0.6699999999999999,0.5522388059701492,False
D5_family_complete,MACE-MP,stable_yield@1000,0.2879999999999999,0.277,0.565,7,0.677,0.4254062038404725,False
D5_family_complete,MACE-MP,stable_yield@10000,0.24890000000000007,0.2517,0.5006,7,0.6596,0.37734990903577936,False
D5_family_complete,MACE-MP,stable_yield@300,0.33333333333333337,0.30333333333333334,0.6366666666666667,7,0.7,0.4761904761904763,False
D5_family_complete,MACE-MP,stable_yield@500,0.312,0.304,0.616,7,0.65,0.48,False
D5_family_complete,MACE-MP,stable_yield@5000,0.2574,0.2688,0.5262,7,0.6739999999999999,0.3818991097922849,False
D5_family_complete,MP_common_pool_public_hull_rank,auprc,0.5406403115020154,0.4593596884979845,0.9999999999999999,7,0.6399212352308321,0.8448544629199496,False
D5_family_complete,MP_common_pool_public_hull_rank,auroc,0.3130612134397488,0.6869387865602512,1.0,7,0.5274325544538472,0.59355686484677,False
D5_family_complete,MP_common_pool_public_hull_rank,balanced_accuracy,0.3979996846541637,0.6020003153458363,1.0,7,0.5395322778480539,0.7376753921778347,False
D5_family_complete,MP_common_pool_public_hull_rank,f1,0.5328671328671328,0.4671328671328671,1.0,7,0.6701802466533151,0.7951101745062109,False
D5_family_complete,MP_common_pool_public_hull_rank,precision,0.5328671328671328,0.4671328671328671,1.0,7,0.6701802466533151,0.7951101745062109,False
D5_family_complete,MP_common_pool_public_hull_rank,recall,0.5328671328671328,0.4671328671328671,1.0,7,0.6701802466533151,0.7951101745062109,False
D5_family_complete,MP_common_pool_public_hull_rank,stable_yield@100,0.69,0.31,1.0,7,0.6699999999999999,1.0298507462686568,True
D5_family_complete,MP_common_pool_public_hull_rank,stable_yield@1000,0.507,0.493,1.0,7,0.677,0.7488921713441654,False
D5_family_complete,MP_common_pool_public_hull_rank,stable_yield@10000,0.5112,0.4888,1.0,7,0.6596,0.7750151607034567,False
D5_family_complete,MP_common_pool_public_hull_rank,stable_yield@300,0.5633333333333334,0.43666666666666665,1.0,7,0.7,0.8047619047619048,False
D5_family_complete,MP_common_pool_public_hull_rank,stable_yield@500,0.5700000000000001,0.43,1.0,7,0.65,0.876923076923077,False
D5_family_complete,MP_common_pool_public_hull_rank,stable_yield@5000,0.5246,0.4754,1.0,7,0.6739999999999999,0.7783382789317508,False
D5_family_complete,MP_source_native_public_hull_rank,auprc,0.6136826304875042,0.38631736951249585,1.0,7,0.6399212352308321,0.9589971338677905,False
D5_family_complete,MP_source_native_public_hull_rank,auroc,0.38578656314213533,0.6142134368578647,1.0,7,0.5274325544538472,0.7314424562617579,False
D5_family_complete,MP_source_native_public_hull_rank,balanced_accuracy,0.47894382550104797,0.521056174498952,1.0,7,0.5395322778480539,0.8877018950772224,False
D5_family_complete,MP_source_native_public_hull_rank,f1,0.6406826946746533,0.35931730532534667,1.0,7,0.6701802466533151,0.9559856439727015,False
D5_family_complete,MP_source_native_public_hull_rank,precision,0.6406826946746533,0.35931730532534667,1.0,7,0.6701802466533151,0.9559856439727015,False
D5_family_complete,MP_source_native_public_hull_rank,recall,0.6406826946746533,0.35931730532534667,1.0,7,0.6701802466533151,0.9559856439727015,False
D5_family_complete,MP_source_native_public_hull_rank,stable_yield@100,0.6799999999999999,0.32,1.0,7,0.6699999999999999,1.0149253731343284,True
D5_family_complete,MP_source_native_public_hull_rank,stable_yield@1000,0.696,0.304,1.0,7,0.677,1.0280649926144756,True
D5_family_complete,MP_source_native_public_hull_rank,stable_yield@10000,0.6289,0.3711,1.0,7,0.6596,0.9534566403881141,False
D5_family_complete,MP_source_native_public_hull_rank,stable_yield@300,0.6833333333333333,0.31666666666666665,1.0,7,0.7,0.9761904761904763,False
D5_family_complete,MP_source_native_public_hull_rank,stable_yield@500,0.6779999999999999,0.322,1.0,7,0.65,1.043076923076923,True
D5_family_complete,MP_source_native_public_hull_rank,stable_yield@5000,0.622,0.378,1.0,7,0.6739999999999999,0.9228486646884274,False
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,auprc,0.6533870232456249,0.34661297675437513,1.0,7,0.6399212352308321,1.021042883519775,True
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,auroc,0.4297254072776556,0.5702745927223444,1.0,7,0.5274325544538472,0.8147494947911081,False
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,balanced_accuracy,0.5344566536360952,0.4655433463639048,1.0,7,0.5395322778480539,0.9905925476188319,False
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,f1,0.7149421514728809,0.2850578485271191,1.0,7,0.6701802466533151,1.066790844766156,True
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,precision,0.7149421514728809,0.2850578485271191,1.0,7,0.6701802466533151,1.066790844766156,True
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,recall,0.7149421514728809,0.2850578485271191,1.0,7,0.6701802466533151,1.066790844766156,True
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,stable_yield@100,0.74,0.26,1.0,7,0.6699999999999999,1.1044776119402986,True
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,stable_yield@1000,0.746,0.254,1.0,7,0.677,1.10192023633678,True
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,stable_yield@10000,0.7166,0.2834,1.0,7,0.6596,1.0864160097028503,True
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,stable_yield@300,0.7333333333333334,0.26666666666666666,1.0,7,0.7,1.0476190476190477,True
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,stable_yield@500,0.734,0.266,1.0,7,0.65,1.1292307692307693,True
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,stable_yield@5000,0.6768000000000001,0.3232,1.0,7,0.6739999999999999,1.0041543026706234,True
D5_family_complete,consensus_oracle_proxy,auprc,0.8123322684688636,0.18766773153113636,1.0,7,0.6399212352308321,1.269425397605128,True
D5_family_complete,consensus_oracle_proxy,auroc,1.0,0.0,1.0,7,0.5274325544538472,1.8959770146070964,True
D5_family_complete,consensus_oracle_proxy,balanced_accuracy,0.7475523055047735,0.25244769449522647,1.0,7,0.5395322778480539,1.3855562237840815,True
D5_family_complete,consensus_oracle_proxy,f1,1.0,0.0,1.0,7,0.6701802466533151,1.4921358917898708,True
D5_family_complete,consensus_oracle_proxy,precision,1.0,0.0,1.0,7,0.6701802466533151,1.4921358917898708,True
D5_family_complete,consensus_oracle_proxy,recall,1.0,0.0,1.0,7,0.6701802466533151,1.4921358917898708,True
D5_family_complete,consensus_oracle_proxy,stable_yield@100,1.0,0.0,1.0,7,0.6699999999999999,1.492537313432836,True
D5_family_complete,consensus_oracle_proxy,stable_yield@1000,1.0,0.0,1.0,7,0.677,1.4771048744460855,True
D5_family_complete,consensus_oracle_proxy,stable_yield@10000,0.9487,0.0,0.9487,7,0.6596,1.4382959369314736,True
D5_family_complete,consensus_oracle_proxy,stable_yield@300,1.0,0.0,1.0,7,0.7,1.4285714285714286,True
D5_family_complete,consensus_oracle_proxy,stable_yield@500,1.0,0.0,1.0,7,0.65,1.5384615384615383,True
D5_family_complete,consensus_oracle_proxy,stable_yield@5000,1.0,0.0,1.0,7,0.6739999999999999,1.483679525222552,True
D5_family_complete,official_Alexandria_PBE_common_pool_public_hull_rank,auprc,0.5308810807813724,0.46911891921862753,1.0,7,0.6399212352308321,0.8296037880191196,False
D5_family_complete,official_Alexandria_PBE_common_pool_public_hull_rank,auroc,0.23907940718175014,0.7609205928182499,1.0,7,0.5274325544538472,0.45328906068248903,False
D5_family_complete,official_Alexandria_PBE_common_pool_public_hull_rank,balanced_accuracy,0.38976653717744836,0.6102334628225516,1.0,7,0.5395322778480539,0.7224156054797088,False
D5_family_complete,official_Alexandria_PBE_common_pool_public_hull_rank,f1,0.5785812164013914,0.4214187835986086,1.0,7,0.6701802466533151,0.8633217993079584,False
D5_family_complete,official_Alexandria_PBE_common_pool_public_hull_rank,precision,0.5785812164013914,0.4214187835986086,1.0,7,0.6701802466533151,0.8633217993079584,False
D5_family_complete,official_Alexandria_PBE_common_pool_public_hull_rank,recall,0.5785812164013914,0.4214187835986086,1.0,7,0.6701802466533151,0.8633217993079584,False
D5_family_complete,official_Alexandria_PBE_common_pool_public_hull_rank,stable_yield@100,0.78,0.22,1.0,7,0.6699999999999999,1.1641791044776122,True
D5_family_complete,official_Alexandria_PBE_common_pool_public_hull_rank,stable_yield@1000,0.611,0.389,1.0,7,0.677,0.9025110782865583,False
D5_family_complete,official_Alexandria_PBE_common_pool_public_hull_rank,stable_yield@10000,0.5721,0.4279,1.0,7,0.6596,0.8673438447543967,False
D5_family_complete,official_Alexandria_PBE_common_pool_public_hull_rank,stable_yield@300,0.6766666666666667,0.3233333333333333,1.0,7,0.7,0.9666666666666669,False
D5_family_complete,official_Alexandria_PBE_common_pool_public_hull_rank,stable_yield@500,0.64,0.36,1.0,7,0.65,0.9846153846153846,False
D5_family_complete,official_Alexandria_PBE_common_pool_public_hull_rank,stable_yield@5000,0.5018,0.4982,1.0,7,0.6739999999999999,0.7445103857566767,False
D5_family_complete,official_Alexandria_PBE_source_native_public_hull_rank,auprc,0.6746147276592962,0.32538527234070386,1.0,7,0.6399212352308321,1.0542152541881962,True
D5_family_complete,official_Alexandria_PBE_source_native_public_hull_rank,auroc,0.4558265175722205,0.5441734824277795,1.0,7,0.5274325544538472,0.8642365999653278,False
D5_family_complete,official_Alexandria_PBE_source_native_public_hull_rank,balanced_accuracy,0.5819339232234173,0.4180660767765827,1.0,7,0.5395322778480539,1.0785896360908824,True
D5_family_complete,official_Alexandria_PBE_source_native_public_hull_rank,f1,0.7784524493312546,0.22154755066874537,1.0,7,0.6701802466533151,1.161556839698901,True
D5_family_complete,official_Alexandria_PBE_source_native_public_hull_rank,precision,0.7784524493312546,0.22154755066874537,1.0,7,0.6701802466533151,1.161556839698901,True
D5_family_complete,official_Alexandria_PBE_source_native_public_hull_rank,recall,0.7784524493312546,0.22154755066874537,1.0,7,0.6701802466533151,1.161556839698901,True
D5_family_complete,official_Alexandria_PBE_source_native_public_hull_rank,stable_yield@100,0.88,0.12,1.0,7,0.6699999999999999,1.3134328358208958,True
D5_family_complete,official_Alexandria_PBE_source_native_public_hull_rank,stable_yield@1000,0.813,0.187,1.0,7,0.677,1.2008862629246675,True
D5_family_complete,official_Alexandria_PBE_source_native_public_hull_rank,stable_yield@10000,0.7804,0.2196,1.0,7,0.6596,1.183141297756216,True
D5_family_complete,official_Alexandria_PBE_source_native_public_hull_rank,stable_yield@300,0.8233333333333334,0.17666666666666667,1.0,7,0.7,1.1761904761904762,True
D5_family_complete,official_Alexandria_PBE_source_native_public_hull_rank,stable_yield@500,0.83,0.17,1.0,7,0.65,1.2769230769230768,True
D5_family_complete,official_Alexandria_PBE_source_native_public_hull_rank,stable_yield@5000,0.7456,0.2544,1.0,7,0.6739999999999999,1.1062314540059348,True
D5_family_complete,prevalence_dummy,auprc,0.2594553944360245,0.2577849029944025,0.517240297430427,7,0.6399212352308321,0.40544895238932627,False
D5_family_complete,prevalence_dummy,auroc,0.0,0.5,0.5,7,0.5274325544538472,0.0,False
D5_family_complete,prevalence_dummy,balanced_accuracy,0.08108511642471361,0.4244718362175639,0.5055569526422775,7,0.5395322778480539,0.15028779510305637,False
D5_family_complete,prevalence_dummy,f1,0.21621477693074345,0.22810161273321386,0.4443163896639573,7,0.6701802466533151,0.3226218289937029,False
D5_family_complete,prevalence_dummy,precision,0.21621477693074345,0.22810161273321386,0.4443163896639573,7,0.6701802466533151,0.3226218289937029,False
D5_family_complete,prevalence_dummy,recall,0.21621477693074345,0.22810161273321386,0.4443163896639573,7,0.6701802466533151,0.3226218289937029,False
D5_family_complete,prevalence_dummy,stable_yield@100,0.28,0.25,0.53,7,0.6699999999999999,0.4179104477611941,False
D5_family_complete,prevalence_dummy,stable_yield@1000,0.194,0.257,0.451,7,0.677,0.2865583456425406,False
D5_family_complete,prevalence_dummy,stable_yield@10000,0.27559999999999996,0.2356,0.5112,7,0.6596,0.41782898726500906,False
D5_family_complete,prevalence_dummy,stable_yield@300,0.23333333333333328,0.27,0.5033333333333333,7,0.7,0.33333333333333326,False
D5_family_complete,prevalence_dummy,stable_yield@500,0.26800000000000007,0.282,0.55,7,0.65,0.41230769230769243,False
D5_family_complete,prevalence_dummy,stable_yield@5000,0.23319999999999996,0.272,0.5052,7,0.6739999999999999,0.3459940652818991,False
D5_family_complete,random_baseline,auprc,0.25552869563209735,0.25786466389851437,0.5133933595306117,7,0.6399212352308321,0.39931273032363607,False
D5_family_complete,random_baseline,auroc,0.002642414281950556,0.49641968754005383,0.4990621018220044,7,0.5274325544538472,0.0050099567416477695,False
D5_family_complete,random_baseline,balanced_accuracy,0.002455042016819564,0.4980700404196584,0.500525082436478,7,0.5395322778480539,0.004550315370586534,False
D5_family_complete,random_baseline,f1,0.2569033183203342,0.25856435121745547,0.5154676695377897,7,0.6701802466533151,0.38333466198568894,False
D5_family_complete,random_baseline,precision,0.2569033183203342,0.25856435121745547,0.5154676695377897,7,0.6701802466533151,0.38333466198568894,False
D5_family_complete,random_baseline,recall,0.2569033183203342,0.25856435121745547,0.5154676695377897,7,0.6701802466533151,0.38333466198568894,False
D5_family_complete,random_baseline,stable_yield@100,0.22999999999999998,0.24,0.47,7,0.6699999999999999,0.34328358208955223,False
D5_family_complete,random_baseline,stable_yield@1000,0.24,0.25,0.49,7,0.677,0.35450516986706054,False
D5_family_complete,random_baseline,stable_yield@10000,0.25499999999999995,0.2586,0.5136,7,0.6596,0.38659793814432986,False
D5_family_complete,random_baseline,stable_yield@300,0.23333333333333334,0.25333333333333335,0.4866666666666667,7,0.7,0.33333333333333337,False
D5_family_complete,random_baseline,stable_yield@500,0.21599999999999997,0.262,0.478,7,0.65,0.33230769230769225,False
D5_family_complete,random_baseline,stable_yield@5000,0.25379999999999997,0.2598,0.5136,7,0.6739999999999999,0.3765578635014837,False
D5_full_complete,ALIGNN-FF,auprc,0.25044827557281524,0.24592435303931948,0.4963726286121347,7,0.6399212352308321,0.39137359691224133,False
D5_full_complete,ALIGNN-FF,auroc,0.025137409865887972,0.4633158203470023,0.4884532302128903,7,0.5274674214171879,0.04765680086620199,False
D5_full_complete,ALIGNN-FF,balanced_accuracy,0.032537086672362936,0.45067700922748327,0.4832140958998462,7,0.5396527121370195,0.06029263995267695,False
D5_full_complete,ALIGNN-FF,f1,0.2579134096945984,0.2254664277432276,0.48337983743782603,7,0.6701802466533151,0.38484185557921596,False
D5_full_complete,ALIGNN-FF,precision,0.2579134096945984,0.2254664277432276,0.48337983743782603,7,0.6701802466533151,0.38484185557921596,False
D5_full_complete,ALIGNN-FF,recall,0.2579134096945984,0.2254664277432276,0.48337983743782603,7,0.6701802466533151,0.38484185557921596,False
D5_full_complete,ALIGNN-FF,stable_yield@100,0.31999999999999995,0.25,0.57,7,0.6699999999999999,0.47761194029850745,False
D5_full_complete,ALIGNN-FF,stable_yield@1000,0.254,0.245,0.499,7,0.677,0.37518463810930575,False
D5_full_complete,ALIGNN-FF,stable_yield@10000,0.2433,0.2275,0.4708,7,0.6596,0.36885991510006066,False
D5_full_complete,ALIGNN-FF,stable_yield@300,0.29666666666666663,0.18666666666666668,0.48333333333333334,7,0.7,0.4238095238095238,False
D5_full_complete,ALIGNN-FF,stable_yield@500,0.276,0.204,0.48,7,0.65,0.4246153846153846,False
D5_full_complete,ALIGNN-FF,stable_yield@5000,0.23940000000000003,0.2266,0.466,7,0.6739999999999999,0.355192878338279,False
D5_full_complete,CHGNet,auprc,0.25317061254134376,0.2479882958431099,0.5011589083844536,7,0.6399212352308321,0.3956277719866886,False
D5_full_complete,CHGNet,auroc,0.021640606977621213,0.46634214197055146,0.4879827489481727,7,0.5274674214171879,0.04102738121622318,False
D5_full_complete,CHGNet,balanced_accuracy,0.024117742005797027,0.46001808856247994,0.48413583056827697,7,0.5396527121370195,0.044691227271500225,False
D5_full_complete,CHGNet,f1,0.26112930083897157,0.22346368715083798,0.48459298798980954,7,0.6701802466533151,0.3896404021798243,False
D5_full_complete,CHGNet,precision,0.26112930083897157,0.22346368715083798,0.48459298798980954,7,0.6701802466533151,0.3896404021798243,False
D5_full_complete,CHGNet,recall,0.26112930083897157,0.22346368715083798,0.48459298798980954,7,0.6701802466533151,0.3896404021798243,False
D5_full_complete,CHGNet,stable_yield@100,0.37999999999999995,0.34,0.72,7,0.6699999999999999,0.5671641791044776,False
D5_full_complete,CHGNet,stable_yield@1000,0.279,0.261,0.54,7,0.677,0.4121122599704579,False
D5_full_complete,CHGNet,stable_yield@10000,0.2418,0.2236,0.4654,7,0.6596,0.36658580958156456,False
D5_full_complete,CHGNet,stable_yield@300,0.33666666666666667,0.2833333333333333,0.62,7,0.7,0.48095238095238096,False
D5_full_complete,CHGNet,stable_yield@500,0.31199999999999994,0.266,0.578,7,0.65,0.47999999999999987,False
D5_full_complete,CHGNet,stable_yield@5000,0.24819999999999998,0.2298,0.478,7,0.6739999999999999,0.3682492581602374,False
D5_full_complete,M3GNet,auprc,0.25449106912922553,0.2556927578863755,0.510183827015601,7,0.6399212352308321,0.3976912393560836,False
D5_full_complete,M3GNet,auroc,0.01745839609572475,0.4806218945310445,0.49808029062676923,7,0.5274674214171879,0.0330985296661885,False
D5_full_complete,M3GNet,balanced_accuracy,0.01755489910927449,0.47059714226717503,0.4881520413764495,7,0.5396527121370195,0.032529993298388626,False
D5_full_complete,M3GNet,f1,0.25034577731857566,0.24043427848634974,0.4907800558049254,7,0.6701802466533151,0.37354991969508133,False
D5_full_complete,M3GNet,precision,0.25034577731857566,0.24043427848634974,0.4907800558049254,7,0.6701802466533151,0.37354991969508133,False
D5_full_complete,M3GNet,recall,0.25034577731857566,0.24043427848634974,0.4907800558049254,7,0.6701802466533151,0.37354991969508133,False
D5_full_complete,M3GNet,stable_yield@100,0.37000000000000005,0.31,0.68,7,0.6699999999999999,0.5522388059701494,False
D5_full_complete,M3GNet,stable_yield@1000,0.274,0.279,0.553,7,0.677,0.40472673559822747,False
D5_full_complete,M3GNet,stable_yield@10000,0.2441,0.2401,0.4842,7,0.6596,0.3700727713765919,False
D5_full_complete,M3GNet,stable_yield@300,0.33,0.2866666666666667,0.6166666666666667,7,0.7,0.4714285714285715,False
D5_full_complete,M3GNet,stable_yield@500,0.306,0.292,0.598,7,0.65,0.4707692307692307,False
D5_full_complete,M3GNet,stable_yield@5000,0.2544,0.2496,0.504,7,0.6739999999999999,0.3774480712166173,False
D5_full_complete,MACE-MP,auprc,0.2569424100329094,0.2613537946559711,0.5182962046888805,7,0.6399212352308321,0.40152193096112093,False
D5_full_complete,MACE-MP,auroc,0.022876147947823056,0.48321489641278953,0.5060910443606126,7,0.5274674214171879,0.04336978364722492,False
D5_full_complete,MACE-MP,balanced_accuracy,0.02237573381589325,0.47543649662145043,0.4978122304373437,7,0.5396527121370195,0.04146321015841014,False
D5_full_complete,MACE-MP,f1,0.24274335653655865,0.2547696848318752,0.49751304136843383,7,0.6701802466533151,0.36220607478174455,False
D5_full_complete,MACE-MP,precision,0.24274335653655865,0.2547696848318752,0.49751304136843383,7,0.6701802466533151,0.36220607478174455,False
D5_full_complete,MACE-MP,recall,0.24274335653655865,0.2547696848318752,0.49751304136843383,7,0.6701802466533151,0.36220607478174455,False
D5_full_complete,MACE-MP,stable_yield@100,0.36999999999999994,0.34,0.71,7,0.6699999999999999,0.5522388059701492,False
D5_full_complete,MACE-MP,stable_yield@1000,0.2879999999999999,0.277,0.565,7,0.677,0.4254062038404725,False
D5_full_complete,MACE-MP,stable_yield@10000,0.24860000000000004,0.252,0.5006,7,0.6596,0.37689508793208015,False
D5_full_complete,MACE-MP,stable_yield@300,0.33333333333333337,0.30333333333333334,0.6366666666666667,7,0.7,0.4761904761904763,False
D5_full_complete,MACE-MP,stable_yield@500,0.312,0.304,0.616,7,0.65,0.48,False
D5_full_complete,MACE-MP,stable_yield@5000,0.257,0.2692,0.5262,7,0.6739999999999999,0.3813056379821959,False
D5_full_complete,MP_common_pool_public_hull_rank,auprc,0.5406403107622879,0.45935968923771203,0.9999999999999999,7,0.6399212352308321,0.8448544617639832,False
D5_full_complete,MP_common_pool_public_hull_rank,auroc,0.3130739289245448,0.6869260710754552,1.0,7,0.5274674214171879,0.5935417358732499,False
D5_full_complete,MP_common_pool_public_hull_rank,balanced_accuracy,0.3980050298283824,0.6019949701716176,1.0,7,0.5396527121370195,0.7375206700106932,False
D5_full_complete,MP_common_pool_public_hull_rank,f1,0.5328671328671328,0.4671328671328671,1.0,7,0.6701802466533151,0.7951101745062109,False
D5_full_complete,MP_common_pool_public_hull_rank,precision,0.5328671328671328,0.4671328671328671,1.0,7,0.6701802466533151,0.7951101745062109,False
D5_full_complete,MP_common_pool_public_hull_rank,recall,0.5328671328671328,0.4671328671328671,1.0,7,0.6701802466533151,0.7951101745062109,False
D5_full_complete,MP_common_pool_public_hull_rank,stable_yield@100,0.69,0.31,1.0,7,0.6699999999999999,1.0298507462686568,True
D5_full_complete,MP_common_pool_public_hull_rank,stable_yield@1000,0.507,0.493,1.0,7,0.677,0.7488921713441654,False
D5_full_complete,MP_common_pool_public_hull_rank,stable_yield@10000,0.5112,0.4888,1.0,7,0.6596,0.7750151607034567,False
D5_full_complete,MP_common_pool_public_hull_rank,stable_yield@300,0.5633333333333334,0.43666666666666665,1.0,7,0.7,0.8047619047619048,False
D5_full_complete,MP_common_pool_public_hull_rank,stable_yield@500,0.5700000000000001,0.43,1.0,7,0.65,0.876923076923077,False
D5_full_complete,MP_common_pool_public_hull_rank,stable_yield@5000,0.5246,0.4754,1.0,7,0.6739999999999999,0.7783382789317508,False
D5_full_complete,MP_source_native_public_hull_rank,auprc,0.6140079470027493,0.3859920529972507,1.0,7,0.6399212352308321,0.9595055034878857,False
D5_full_complete,MP_source_native_public_hull_rank,auroc,0.38527019584691213,0.6147298041530879,1.0,7,0.5274674214171879,0.7304151502130247,False
