denominator,model_name,label_view,K,K_effective,n_ranked,stable_n,precision_at_k,recall_at_k,stable_yield_at_k,uncertain_fraction_at_k,false_positive_burden_at_k,DAF_at_k,metric_status
D5_full_complete,consensus_oracle_proxy,mp_native,10000,10000,36769,9487,0.9487,0.6313722880340743,0.9487,0.0,0.05130000000000001,2.3214927658724878,ok
D5_full_complete,consensus_oracle_proxy,alexmp20_native,100,100,36769,100,1.0,0.007523322299127295,1.0,0.0,0.0,2.766250376166115,ok
D5_full_complete,consensus_oracle_proxy,alexmp20_native,300,300,36769,300,1.0,0.022569966897381884,1.0,0.0,0.0,2.766250376166115,ok
D5_full_complete,consensus_oracle_proxy,alexmp20_native,500,500,36769,500,1.0,0.03761661149563647,1.0,0.0,0.0,2.766250376166115,ok
D5_full_complete,consensus_oracle_proxy,alexmp20_native,1000,1000,36769,1000,1.0,0.07523322299127294,1.0,0.0,0.0,2.766250376166115,ok
D5_full_complete,consensus_oracle_proxy,alexmp20_native,5000,5000,36769,5000,1.0,0.3761661149563647,1.0,0.0,0.0,2.766250376166115,ok
D5_full_complete,consensus_oracle_proxy,alexmp20_native,10000,10000,36769,9487,0.9487,0.7137375865182064,0.9487,0.0,0.05130000000000001,2.6243417318687934,ok
D5_full_complete,consensus_oracle_proxy,alex_pbe_native,100,100,36769,100,1.0,0.008218952905399852,1.0,0.0,0.0,3.0220267937864715,ok
D5_full_complete,consensus_oracle_proxy,alex_pbe_native,300,300,36769,300,1.0,0.024656858716199555,1.0,0.0,0.0,3.0220267937864715,ok
D5_full_complete,consensus_oracle_proxy,alex_pbe_native,500,500,36769,500,1.0,0.04109476452699926,1.0,0.0,0.0,3.0220267937864715,ok
D5_full_complete,consensus_oracle_proxy,alex_pbe_native,1000,1000,36769,1000,1.0,0.08218952905399853,1.0,0.0,0.0,3.0220267937864715,ok
D5_full_complete,consensus_oracle_proxy,alex_pbe_native,5000,5000,36769,5000,1.0,0.4109476452699926,1.0,0.0,0.0,3.0220267937864715,ok
D5_full_complete,consensus_oracle_proxy,alex_pbe_native,10000,10000,36769,9487,0.9487,0.779732062135284,0.9487,0.0,0.05130000000000001,2.8669968192652258,ok
D5_full_complete,consensus_oracle_proxy,common_pool,100,100,31872,100,1.0,0.006065752759917505,1.0,0.0,0.0,1.9332767196409075,ok
D5_full_complete,consensus_oracle_proxy,common_pool,300,300,31872,300,1.0,0.018197258279752517,1.0,0.0,0.0,1.9332767196409075,ok
D5_full_complete,consensus_oracle_proxy,common_pool,500,500,31872,500,1.0,0.03032876379958753,1.0,0.0,0.0,1.9332767196409075,ok
D5_full_complete,consensus_oracle_proxy,common_pool,1000,1000,31872,1000,1.0,0.06065752759917506,1.0,0.0,0.0,1.9332767196409075,ok
D5_full_complete,consensus_oracle_proxy,common_pool,5000,5000,31872,5000,1.0,0.30328763799587527,1.0,0.0,0.0,1.9332767196409075,ok
D5_full_complete,consensus_oracle_proxy,common_pool,10000,10000,31872,9487,0.9487,0.5754579643333738,0.9487,0.0,0.05130000000000001,1.834099623923329,ok
D5_full_complete,consensus_oracle_proxy,source_union,100,0,0,0,,,,,,,not_evaluable_full_source_union_incomplete
D5_full_complete,consensus_oracle_proxy,source_union,300,0,0,0,,,,,,,not_evaluable_full_source_union_incomplete
D5_full_complete,consensus_oracle_proxy,source_union,500,0,0,0,,,,,,,not_evaluable_full_source_union_incomplete
D5_full_complete,consensus_oracle_proxy,source_union,1000,0,0,0,,,,,,,not_evaluable_full_source_union_incomplete
D5_full_complete,consensus_oracle_proxy,source_union,5000,0,0,0,,,,,,,not_evaluable_full_source_union_incomplete
D5_full_complete,consensus_oracle_proxy,source_union,10000,0,0,0,,,,,,,not_evaluable_full_source_union_incomplete
D5_full_complete,consensus_oracle_proxy,consensus,100,100,24614,100,1.0,0.010540739959945188,1.0,0.0,0.0,2.594497733740909,ok
D5_full_complete,consensus_oracle_proxy,consensus,300,300,24614,300,1.0,0.031622219879835566,1.0,0.0,0.0,2.594497733740909,ok
D5_full_complete,consensus_oracle_proxy,consensus,500,500,24614,500,1.0,0.05270369979972594,1.0,0.0,0.0,2.594497733740909,ok
D5_full_complete,consensus_oracle_proxy,consensus,1000,1000,24614,1000,1.0,0.10540739959945188,1.0,0.0,0.0,2.594497733740909,ok
D5_full_complete,consensus_oracle_proxy,consensus,5000,5000,24614,5000,1.0,0.5270369979972594,1.0,0.0,0.0,2.594497733740909,ok
D5_full_complete,consensus_oracle_proxy,consensus,10000,10000,24614,9487,0.9487,1.0,0.9487,0.0,0.05130000000000001,2.4614000000000003,ok
D5_full_complete,consensus_oracle_proxy,uncertain,100,100,36769,0,0.0,0.0,0.0,0.0,1.0,0.0,uncertainty_indicator_not_primary_stability_metric
D5_full_complete,consensus_oracle_proxy,uncertain,300,300,36769,0,0.0,0.0,0.0,0.0,1.0,0.0,uncertainty_indicator_not_primary_stability_metric
D5_full_complete,consensus_oracle_proxy,uncertain,500,500,36769,0,0.0,0.0,0.0,0.0,1.0,0.0,uncertainty_indicator_not_primary_stability_metric
D5_full_complete,consensus_oracle_proxy,uncertain,1000,1000,36769,0,0.0,0.0,0.0,0.0,1.0,0.0,uncertainty_indicator_not_primary_stability_metric
D5_full_complete,consensus_oracle_proxy,uncertain,5000,5000,36769,0,0.0,0.0,0.0,0.0,1.0,0.0,uncertainty_indicator_not_primary_stability_metric
D5_full_complete,consensus_oracle_proxy,uncertain,10000,10000,36769,0,0.0,0.0,0.0,0.0,1.0,0.0,uncertainty_indicator_not_primary_stability_metric
D5_full_complete,consensus_oracle_proxy,audit_view,100,100,36769,100,1.0,0.010540739959945188,1.0,0.0,0.0,3.8757246758722457,ok
D5_full_complete,consensus_oracle_proxy,audit_view,300,300,36769,300,1.0,0.031622219879835566,1.0,0.0,0.0,3.8757246758722457,ok
D5_full_complete,consensus_oracle_proxy,audit_view,500,500,36769,500,1.0,0.05270369979972594,1.0,0.0,0.0,3.8757246758722457,ok
D5_full_complete,consensus_oracle_proxy,audit_view,1000,1000,36769,1000,1.0,0.10540739959945188,1.0,0.0,0.0,3.8757246758722457,ok
D5_full_complete,consensus_oracle_proxy,audit_view,5000,5000,36769,5000,1.0,0.5270369979972594,1.0,0.0,0.0,3.8757246758722457,ok
D5_full_complete,consensus_oracle_proxy,audit_view,10000,10000,36769,9487,0.9487,1.0,0.9487,0.0,0.05130000000000001,3.6768999999999994,ok
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,mp_native,100,100,36769,35,0.35,0.0023292958871289765,0.35,0.0,0.65,0.8564588047384533,ok
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,mp_native,300,300,36769,148,0.49333333333333335,0.00984959403700253,0.49333333333333335,0.0,0.5066666666666666,1.2071990771551533,ok
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,mp_native,500,500,36769,289,0.578,0.019233328896579263,0.578,0.0,0.42200000000000004,1.4143805403966458,ok
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,mp_native,1000,1000,36769,638,0.638,0.0424597364568082,0.638,0.0,0.362,1.5612020497803807,ok
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,mp_native,5000,5000,36769,3694,0.7388,0.24584054305869826,0.7388,0.0,0.2612,1.8078621855450554,ok
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,mp_native,10000,10000,36769,6778,0.6778,0.4510847863702915,0.6778,0.0,0.32220000000000004,1.6585936510049248,ok
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,alexmp20_native,100,100,36769,33,0.33,0.002482696358712007,0.33,0.0,0.6699999999999999,0.912862624134818,ok
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,alexmp20_native,300,300,36769,137,0.45666666666666667,0.010306951549804393,0.45666666666666667,0.0,0.5433333333333333,1.2632543384491925,ok
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,alexmp20_native,500,500,36769,247,0.494,0.01858260607884442,0.494,0.0,0.506,1.3665276858260609,ok
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,alexmp20_native,1000,1000,36769,553,0.553,0.04160397231417394,0.553,0.0,0.44699999999999995,1.5297364580198618,ok
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,alexmp20_native,5000,5000,36769,3359,0.6718,0.2527083960276858,0.6718,0.0,0.32820000000000005,1.858367002708396,ok
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,alexmp20_native,10000,10000,36769,6059,0.6059,0.4558380981041228,0.6059,0.0,0.3941,1.6760711029190491,ok
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,alex_pbe_native,100,100,36769,31,0.31,0.0025478754006739543,0.31,0.0,0.69,0.9368283060738063,ok
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,alex_pbe_native,300,300,36769,142,0.47333333333333333,0.01167091312566779,0.47333333333333333,0.0,0.5266666666666666,1.4304260157255966,ok
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,alex_pbe_native,500,500,36769,252,0.504,0.020711761321607628,0.504,0.0,0.496,1.5231015040683817,ok
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,alex_pbe_native,1000,1000,36769,547,0.547,0.04495767239253719,0.547,0.0,0.45299999999999996,1.6530486562012001,ok
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,alex_pbe_native,5000,5000,36769,3224,0.6448,0.26497904167009123,0.6448,0.0,0.35519999999999996,1.948602876633517,ok
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,alex_pbe_native,10000,10000,36769,5704,0.5704,0.46880907372400754,0.5704,0.0,0.4296,1.7237640831758037,ok
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,common_pool,100,100,31872,100,1.0,0.006065752759917505,1.0,0.0,0.0,1.9332767196409075,ok
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,common_pool,300,300,31872,300,1.0,0.018197258279752517,1.0,0.0,0.0,1.9332767196409075,ok
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,common_pool,500,500,31872,500,1.0,0.03032876379958753,1.0,0.0,0.0,1.9332767196409075,ok
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,common_pool,1000,1000,31872,1000,1.0,0.06065752759917506,1.0,0.0,0.0,1.9332767196409075,ok
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,common_pool,5000,5000,31872,5000,1.0,0.30328763799587527,1.0,0.0,0.0,1.9332767196409075,ok
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,common_pool,10000,10000,31872,10000,1.0,0.6065752759917505,1.0,0.0,0.0,1.9332767196409075,ok
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,source_union,100,0,0,0,,,,,,,not_evaluable_full_source_union_incomplete
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,source_union,300,0,0,0,,,,,,,not_evaluable_full_source_union_incomplete
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,source_union,500,0,0,0,,,,,,,not_evaluable_full_source_union_incomplete
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,source_union,1000,0,0,0,,,,,,,not_evaluable_full_source_union_incomplete
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,source_union,5000,0,0,0,,,,,,,not_evaluable_full_source_union_incomplete
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,source_union,10000,0,0,0,,,,,,,not_evaluable_full_source_union_incomplete
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,consensus,100,100,24614,100,1.0,0.010540739959945188,1.0,0.0,0.0,2.594497733740909,ok
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,consensus,300,300,24614,300,1.0,0.031622219879835566,1.0,0.0,0.0,2.594497733740909,ok
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,consensus,500,500,24614,500,1.0,0.05270369979972594,1.0,0.0,0.0,2.594497733740909,ok
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,consensus,1000,1000,24614,1000,1.0,0.10540739959945188,1.0,0.0,0.0,2.594497733740909,ok
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,consensus,5000,5000,24614,5000,1.0,0.5270369979972594,1.0,0.0,0.0,2.594497733740909,ok
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,consensus,10000,10000,24614,9487,0.9487,1.0,0.9487,0.0,0.05130000000000001,2.4614000000000003,ok
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,uncertain,100,100,36769,78,0.78,0.006417112299465241,0.78,0.78,0.21999999999999997,2.3595080213903743,uncertainty_indicator_not_primary_stability_metric
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,uncertain,300,300,36769,203,0.6766666666666666,0.016700946112710818,0.6766666666666666,0.6766666666666666,0.32333333333333336,2.0469236253942134,uncertainty_indicator_not_primary_stability_metric
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,uncertain,500,500,36769,320,0.64,0.02632661456190868,0.64,0.64,0.36,1.9360065816536405,uncertainty_indicator_not_primary_stability_metric
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,uncertain,1000,1000,36769,611,0.611,0.05026737967914439,0.611,0.611,0.389,1.8482812834224598,uncertainty_indicator_not_primary_stability_metric
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,uncertain,5000,5000,36769,2490,0.498,0.2048539695598519,0.498,0.498,0.502,1.506455121349239,uncertainty_indicator_not_primary_stability_metric
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,uncertain,10000,10000,36769,5716,0.5716,0.4702591526120938,0.5716,0.5716,0.4284,1.7290958782394075,uncertainty_indicator_not_primary_stability_metric
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,audit_view,100,100,36769,22,0.22,0.0023189627911879415,0.22,0.78,0.78,0.8526594286918942,ok
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,audit_view,300,300,36769,97,0.3233333333333333,0.010224517761146832,0.3233333333333333,0.6766666666666666,0.6766666666666667,1.253150978532026,ok
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,audit_view,500,500,36769,180,0.36,0.01897333192790134,0.36,0.64,0.64,1.3952608833140085,ok
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,audit_view,1000,1000,36769,389,0.389,0.04100347844418678,0.389,0.611,0.611,1.5076568989143038,ok
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,audit_view,5000,5000,36769,2510,0.502,0.2645725729946242,0.502,0.498,0.498,1.9456137872878674,ok
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,audit_view,10000,10000,36769,4284,0.4284,0.45156529988405186,0.4284,0.5716,0.5716,1.66036045114367,ok
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,mp_native,100,100,36769,94,0.94,0.006255823239717823,0.94,0.0,0.06000000000000005,2.300203647011846,ok
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,mp_native,300,300,36769,284,0.9466666666666667,0.018900572341275124,0.9466666666666667,0.0,0.053333333333333344,2.3165171480544835,ok
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,mp_native,500,500,36769,467,0.934,0.03107946226540663,0.934,0.0,0.06599999999999995,2.2855214960734727,ok
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,mp_native,1000,1000,36769,915,0.915,0.06089444962065753,0.915,0.0,0.08499999999999996,2.2390280181019566,ok
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,mp_native,5000,5000,36769,4356,0.8712,0.28989751098096633,0.8712,0.0,0.12880000000000003,2.1318483162518302,ok
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,mp_native,10000,10000,36769,8884,0.8884,0.591241847464395,0.8884,0.0,0.11160000000000003,2.173937148941834,ok
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,alexmp20_native,100,100,36769,98,0.98,0.007372855853144749,0.98,0.0,0.020000000000000018,2.7109253686427928,ok
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,alexmp20_native,300,300,36769,289,0.9633333333333334,0.021742401444477883,0.9633333333333334,0.0,0.036666666666666625,2.664821195706691,ok
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,alexmp20_native,500,500,36769,478,0.956,0.03596148058982847,0.956,0.0,0.04400000000000004,2.644535359614806,ok
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,alexmp20_native,1000,1000,36769,934,0.934,0.07026783027384893,0.934,0.0,0.06599999999999995,2.583677851339152,ok
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,alexmp20_native,5000,5000,36769,4394,0.8788,0.33057478182365335,0.8788,0.0,0.12119999999999997,2.430980830574782,ok
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,alexmp20_native,10000,10000,36769,8893,0.8893,0.6690490520613903,0.8893,0.0,0.11070000000000002,2.460026459524526,ok
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,alex_pbe_native,100,100,36769,100,1.0,0.008218952905399852,1.0,0.0,0.0,3.0220267937864715,ok
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,alex_pbe_native,300,300,36769,300,1.0,0.024656858716199555,1.0,0.0,0.0,3.0220267937864715,ok
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,alex_pbe_native,500,500,36769,500,1.0,0.04109476452699926,1.0,0.0,0.0,3.0220267937864715,ok
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,alex_pbe_native,1000,1000,36769,1000,1.0,0.08218952905399853,1.0,0.0,0.0,3.0220267937864715,ok
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,alex_pbe_native,5000,5000,36769,5000,1.0,0.4109476452699926,1.0,0.0,0.0,3.0220267937864715,ok
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,alex_pbe_native,10000,10000,36769,10000,1.0,0.8218952905399852,1.0,0.0,0.0,3.0220267937864715,ok
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,common_pool,100,100,31872,100,1.0,0.006065752759917505,1.0,0.0,0.0,1.9332767196409075,ok
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,common_pool,300,300,31872,299,0.9966666666666667,0.018136600752153342,0.9966666666666667,0.0,0.0033333333333332993,1.9268324639087713,ok
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,common_pool,500,500,31872,499,0.998,0.030268106271988355,0.998,0.0,0.0020000000000000018,1.9294101662016256,ok
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,common_pool,1000,1000,31872,999,0.999,0.06059687007157588,0.999,0.0,0.0010000000000000009,1.9313434429212666,ok
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,common_pool,5000,5000,31872,4997,0.9994,0.30310566541307776,0.9994,0.0,0.0006000000000000449,1.9321167536091228,ok
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,common_pool,10000,10000,31872,9996,0.9996,0.6063326458813538,0.9996,0.0,0.00039999999999995595,1.9325034089530513,ok
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,source_union,100,0,0,0,,,,,,,not_evaluable_full_source_union_incomplete
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,source_union,300,0,0,0,,,,,,,not_evaluable_full_source_union_incomplete
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,source_union,500,0,0,0,,,,,,,not_evaluable_full_source_union_incomplete
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,source_union,1000,0,0,0,,,,,,,not_evaluable_full_source_union_incomplete
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,source_union,5000,0,0,0,,,,,,,not_evaluable_full_source_union_incomplete
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,source_union,10000,0,0,0,,,,,,,not_evaluable_full_source_union_incomplete
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,consensus,100,100,24614,100,1.0,0.010540739959945188,1.0,0.0,0.0,2.594497733740909,ok
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,consensus,300,300,24614,300,1.0,0.031622219879835566,1.0,0.0,0.0,2.594497733740909,ok
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,consensus,500,500,24614,500,1.0,0.05270369979972594,1.0,0.0,0.0,2.594497733740909,ok
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,consensus,1000,1000,24614,1000,1.0,0.10540739959945188,1.0,0.0,0.0,2.594497733740909,ok
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,consensus,5000,5000,24614,5000,1.0,0.5270369979972594,1.0,0.0,0.0,2.594497733740909,ok
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,consensus,10000,10000,24614,9487,0.9487,1.0,0.9487,0.0,0.05130000000000001,2.4614000000000003,ok
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,uncertain,100,100,36769,12,0.12,0.0009872480460715754,0.12,0.12,0.88,0.3630012340600576,uncertainty_indicator_not_primary_stability_metric
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,uncertain,300,300,36769,53,0.17666666666666667,0.004360345536816125,0.17666666666666667,0.17666666666666667,0.8233333333333334,0.5344184834773069,uncertainty_indicator_not_primary_stability_metric
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,uncertain,500,500,36769,85,0.17,0.006993006993006993,0.17,0.17,0.83,0.5142517482517482,uncertainty_indicator_not_primary_stability_metric
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,uncertain,1000,1000,36769,187,0.187,0.015384615384615385,0.187,0.187,0.813,0.5656769230769231,uncertainty_indicator_not_primary_stability_metric
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,uncertain,5000,5000,36769,1270,0.254,0.10448375154257507,0.254,0.254,0.746,0.7683526120937886,uncertainty_indicator_not_primary_stability_metric
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,uncertain,10000,10000,36769,2191,0.2191,0.1802550390785685,0.2191,0.2191,0.7809,0.6627797531879884,uncertainty_indicator_not_primary_stability_metric
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,audit_view,100,100,36769,88,0.88,0.009275851164751766,0.88,0.12,0.12,3.4106377147675766,ok
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,audit_view,300,300,36769,247,0.8233333333333334,0.026035627701064615,0.8233333333333334,0.17666666666666667,0.17666666666666664,3.1910133164681493,ok
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,audit_view,500,500,36769,415,0.83,0.04374407083377253,0.83,0.17,0.17000000000000004,3.216851480973964,ok
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,audit_view,1000,1000,36769,813,0.813,0.08569621587435437,0.813,0.187,0.18700000000000006,3.1509641614841355,ok
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,audit_view,5000,5000,36769,3730,0.746,0.3931696005059555,0.746,0.254,0.254,2.8912906082006953,ok
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,audit_view,10000,10000,36769,7809,0.7809,0.8231263834721197,0.7809,0.2191,0.21909999999999996,3.026553399388637,ok
D5_full_complete,prevalence_dummy,mp_native,100,100,36769,40,0.4,0.002662052442433116,0.4,0.0,0.6,0.9788100625582324,ok
D5_full_complete,prevalence_dummy,mp_native,300,300,36769,119,0.39666666666666667,0.00791960601623852,0.39666666666666667,0.0,0.6033333333333333,0.9706533120369139,ok
D5_full_complete,prevalence_dummy,mp_native,500,500,36769,238,0.476,0.01583921203247704,0.476,0.0,0.524,1.1647839744442965,ok
D5_full_complete,prevalence_dummy,mp_native,1000,1000,36769,451,0.451,0.030014641288433383,0.451,0.0,0.5489999999999999,1.103608345534407,ok
D5_full_complete,prevalence_dummy,mp_native,5000,5000,36769,2180,0.436,0.14508185811260482,0.436,0.0,0.5640000000000001,1.0669029681884734,ok
D5_full_complete,prevalence_dummy,mp_native,10000,10000,36769,3793,0.3793,0.2524291228537202,0.3793,0.0,0.6207,0.928156641820844,ok
D5_full_complete,prevalence_dummy,alexmp20_native,100,100,36769,38,0.38,0.002858862473668372,0.38,0.0,0.62,1.0511751429431238,ok
D5_full_complete,prevalence_dummy,alexmp20_native,300,300,36769,109,0.36333333333333334,0.008200421306048752,0.36333333333333334,0.0,0.6366666666666667,1.005070970007022,ok
D5_full_complete,prevalence_dummy,alexmp20_native,500,500,36769,217,0.434,0.016325609389106228,0.434,0.0,0.5660000000000001,1.2005526632560939,ok
D5_full_complete,prevalence_dummy,alexmp20_native,1000,1000,36769,421,0.421,0.03167318687932591,0.421,0.0,0.579,1.1645914083659343,ok
D5_full_complete,prevalence_dummy,alexmp20_native,5000,5000,36769,1974,0.3948,0.1485103821847728,0.3948,0.0,0.6052,1.0921156485103822,ok
D5_full_complete,prevalence_dummy,alexmp20_native,10000,10000,36769,3344,0.3344,0.25157989768281674,0.3344,0.0,0.6656,0.9250341257899488,ok
D5_full_complete,prevalence_dummy,alex_pbe_native,100,100,36769,29,0.29,0.002383496342565957,0.29,0.0,0.71,0.8763877701980768,ok
D5_full_complete,prevalence_dummy,alex_pbe_native,300,300,36769,93,0.31,0.0076436262020218625,0.31,0.0,0.69,0.9368283060738063,ok
D5_full_complete,prevalence_dummy,alex_pbe_native,500,500,36769,193,0.386,0.015862579107421716,0.386,0.0,0.614,1.1665023424015781,ok
D5_full_complete,prevalence_dummy,alex_pbe_native,1000,1000,36769,378,0.378,0.03106764198241144,0.378,0.0,0.622,1.1423261280512864,ok
D5_full_complete,prevalence_dummy,alex_pbe_native,5000,5000,36769,1836,0.3672,0.15089997534314128,0.3672,0.0,0.6328,1.1096882386783926,ok
D5_full_complete,prevalence_dummy,alex_pbe_native,10000,10000,36769,3089,0.3089,0.2538834552478014,0.3089,0.0,0.6911,0.9335040766006412,ok
D5_full_complete,prevalence_dummy,common_pool,100,100,31872,53,0.53,0.003214848962756278,0.53,0.0,0.47,1.0246366614096811,ok
D5_full_complete,prevalence_dummy,common_pool,300,300,31872,151,0.5033333333333333,0.009159286667475433,0.5033333333333333,0.0,0.4966666666666667,0.9730826155525901,ok
D5_full_complete,prevalence_dummy,common_pool,500,500,31872,275,0.55,0.01668082008977314,0.55,0.0,0.44999999999999996,1.0633021958024993,ok
D5_full_complete,prevalence_dummy,common_pool,1000,1000,31872,434,0.434,0.026325366978041977,0.434,0.0,0.5660000000000001,0.8390420963241538,ok
D5_full_complete,prevalence_dummy,common_pool,5000,5000,31872,2526,0.5052,0.1532209147155162,0.5052,0.0,0.4948,0.9766913987625865,ok
D5_full_complete,prevalence_dummy,common_pool,10000,10000,31872,5113,0.5113,0.31014193861458206,0.5113,0.0,0.4887,0.988484386752396,ok
D5_full_complete,prevalence_dummy,source_union,100,0,0,0,,,,,,,not_evaluable_full_source_union_incomplete
D5_full_complete,prevalence_dummy,source_union,300,0,0,0,,,,,,,not_evaluable_full_source_union_incomplete
D5_full_complete,prevalence_dummy,source_union,500,0,0,0,,,,,,,not_evaluable_full_source_union_incomplete
D5_full_complete,prevalence_dummy,source_union,1000,0,0,0,,,,,,,not_evaluable_full_source_union_incomplete
D5_full_complete,prevalence_dummy,source_union,5000,0,0,0,,,,,,,not_evaluable_full_source_union_incomplete
D5_full_complete,prevalence_dummy,source_union,10000,0,0,0,,,,,,,not_evaluable_full_source_union_incomplete
D5_full_complete,prevalence_dummy,consensus,100,100,24614,41,0.41,0.004321703383577527,0.41,0.0,0.5900000000000001,1.0637440708337724,ok
