model_name,wbm_native_rank_auprc,wbm_native_rank_auroc,wbm_native_rank_f1,wbm_native_rank_stable_yield@1000,wbm_native_rank_range,n,auprc,auroc,f1,stable_yield@1000,evaluation_scope,guardrail
MEGNet,1,2,4,1,3,256963,0.228311392999976,0.6508783259653005,0.2124460011675423,0.339,external_wbm_native_context_only,Separate WBM-native context leaderboard; WBM IDs are not exact SourceAware row IDs and this table is not SourceAware rank evidence.
eSEN-30M-MP,2,1,2,4,3,256963,0.2270907761321182,0.6532374066279785,0.2158552247518972,0.31,external_wbm_native_context_only,Separate WBM-native context leaderboard; WBM IDs are not exact SourceAware row IDs and this table is not SourceAware rank evidence.
CGCNN,3,3,3,2,1,256961,0.2248157326043985,0.6482639234067461,0.214057209573847,0.329,external_wbm_native_context_only,Separate WBM-native context leaderboard; WBM IDs are not exact SourceAware row IDs and this table is not SourceAware rank evidence.
MEGNet-RS2RE,4,4,5,3,2,256953,0.2238556527658306,0.642937324828848,0.20861646234676,0.326,external_wbm_native_context_only,Separate WBM-native context leaderboard; WBM IDs are not exact SourceAware row IDs and this table is not SourceAware rank evidence.
ALIGNN-FF,5,6,1,5,5,256963,0.2194879810971652,0.6306056088343268,0.2159719789842381,0.307,external_wbm_native_context_only,Separate WBM-native context leaderboard; WBM IDs are not exact SourceAware row IDs and this table is not SourceAware rank evidence.
CGCNN+P,6,5,6,6,1,256961,0.2156020601819433,0.6310815703681971,0.2062580268534734,0.306,external_wbm_native_context_only,Separate WBM-native context leaderboard; WBM IDs are not exact SourceAware row IDs and this table is not SourceAware rank evidence.
Voronoi RF,7,7,7,7,0,256946,0.2094625416915208,0.6157638236051349,0.203857649915935,0.287,external_wbm_native_context_only,Separate WBM-native context leaderboard; WBM IDs are not exact SourceAware row IDs and this table is not SourceAware rank evidence.
