threshold_meV_per_atom,model_name,coordinate_endpoint,support_n,positive_n,positive_rate_pi,random_expected_hits,excess_hits_over_random,enrichment,K,boundary_score,strictly_before_boundary_n,strictly_before_boundary_positive_n,boundary_tie_n,boundary_tie_positive_n,selected_from_boundary_n,expected_stable_hits,expected_stable_yield,tie_interval_low_hits,tie_interval_high_hits,tie_interval_low_yield,tie_interval_high_yield,best_worst_low_hits,best_worst_high_hits,best_worst_low_yield,best_worst_high_yield,tie_interval_level,tie_decimals
50,CHGNet,mp_matched_pool_coordinate,36650,29707,0.8105593451568895,243.16780354706685,56.83219645293315,1.233715959201535,300,0.999785372189,299,299,1,1,1,300.0,1.0,300,300,1.0,1.0,300,300,1.0,1.0,0.95,12
50,CHGNet,mp_matched_pool_coordinate,36650,29707,0.8105593451568895,405.2796725784448,94.72032742155523,1.233715959201535,500,0.634941526822,499,499,1,1,1,500.0,1.0,500,500,1.0,1.0,500,500,1.0,1.0,0.95,12
50,CHGNet,mp_matched_pool_coordinate,36650,29707,0.8105593451568895,810.5593451568895,187.44065484311045,1.231248527283132,1000,0.328830438502,999,997,1,1,1,998.0,0.998,998,998,0.998,0.998,998,998,0.998,0.998,0.95,12
50,CHGNet,mp_matched_pool_coordinate,36650,29707,0.8105593451568895,4052.7967257844475,902.2032742155525,1.222612515568721,5000,0.104039101374,4999,4954,1,1,1,4955.0,0.991,4955,4955,0.991,0.991,4955,4955,0.991,0.991,0.95,12
50,CHGNet,alex_pbe_matched_pool_coordinate,36650,31681,0.8644201909959073,86.44201909959072,13.557980900409277,1.1568447965657649,100,1.951856791973,99,99,1,1,1,100.0,1.0,100,100,1.0,1.0,100,100,1.0,1.0,0.95,12
50,CHGNet,alex_pbe_matched_pool_coordinate,36650,31681,0.8644201909959073,259.3260572987722,40.673942701227816,1.1568447965657649,300,0.999785372189,299,299,1,1,1,300.0,1.0,300,300,1.0,1.0,300,300,1.0,1.0,0.95,12
50,CHGNet,alex_pbe_matched_pool_coordinate,36650,31681,0.8644201909959073,432.21009549795366,67.78990450204634,1.1568447965657649,500,0.634941526822,499,499,1,1,1,500.0,1.0,500,500,1.0,1.0,500,500,1.0,1.0,0.95,12
50,CHGNet,alex_pbe_matched_pool_coordinate,36650,31681,0.8644201909959073,864.4201909959073,135.57980900409268,1.1568447965657649,1000,0.328830438502,999,999,1,1,1,1000.0,1.0,1000,1000,1.0,1.0,1000,1000,1.0,1.0,0.95,12
50,CHGNet,alex_pbe_matched_pool_coordinate,36650,31681,0.8644201909959073,4322.100954979536,666.8990450204637,1.1542997380133202,5000,0.104039101374,4999,4988,1,1,1,4989.0,0.9978,4989,4989,0.9978,0.9978,4989,4989,0.9978,0.9978,0.95,12
100,CHGNet,mp_source_coordinate,36650,35843,0.977980900409277,97.7980900409277,-0.7980900409277041,0.9918394107636079,100,1.951856791973,99,96,1,1,1,97.0,0.97,97,97,0.97,0.97,97,97,0.97,0.97,0.95,12
100,CHGNet,mp_source_coordinate,36650,35843,0.977980900409277,293.3942701227831,-4.394270122783098,0.9850226450538925,300,0.999785372189,299,288,1,1,1,289.0,0.9633333333333334,289,289,0.9633333333333334,0.9633333333333334,289,289,0.9633333333333334,0.9633333333333334,0.95,12
100,CHGNet,mp_source_coordinate,36650,35843,0.977980900409277,488.9904502046385,-1.9904502046384778,0.9959294701894372,500,0.634941526822,499,486,1,1,1,487.0,0.974,487,487,0.974,0.974,487,487,0.974,0.974,0.95,12
100,CHGNet,mp_source_coordinate,36650,35843,0.977980900409277,977.980900409277,7.0190995907230445,1.0071771336104678,1000,0.328830438502,999,984,1,1,1,985.0,0.985,985,985,0.985,0.985,985,985,0.985,0.985,0.95,12
100,CHGNet,mp_source_coordinate,36650,35843,0.977980900409277,4889.904502046385,71.09549795361545,1.0145392405769607,5000,0.104039101374,4999,4960,1,1,1,4961.0,0.9922,4961,4961,0.9922,0.9922,4961,4961,0.9922,0.9922,0.95,12
100,CHGNet,alexmp20_source_coordinate,36650,36650,1.0,100.0,0.0,1.0,100,1.951856791973,99,99,1,1,1,100.0,1.0,100,100,1.0,1.0,100,100,1.0,1.0,0.95,12
100,CHGNet,alexmp20_source_coordinate,36650,36650,1.0,300.0,0.0,1.0,300,0.999785372189,299,299,1,1,1,300.0,1.0,300,300,1.0,1.0,300,300,1.0,1.0,0.95,12
100,CHGNet,alexmp20_source_coordinate,36650,36650,1.0,500.0,0.0,1.0,500,0.634941526822,499,499,1,1,1,500.0,1.0,500,500,1.0,1.0,500,500,1.0,1.0,0.95,12
100,CHGNet,alexmp20_source_coordinate,36650,36650,1.0,1000.0,0.0,1.0,1000,0.328830438502,999,999,1,1,1,1000.0,1.0,1000,1000,1.0,1.0,1000,1000,1.0,1.0,0.95,12
100,CHGNet,alexmp20_source_coordinate,36650,36650,1.0,5000.0,0.0,1.0,5000,0.104039101374,4999,4999,1,1,1,5000.0,1.0,5000,5000,1.0,1.0,5000,5000,1.0,1.0,0.95,12
100,CHGNet,alex_pbe_source_coordinate,36650,35733,0.9749795361527968,97.49795361527967,1.5020463847203303,1.0154059272940978,100,1.951856791973,99,98,1,1,1,99.0,0.99,99,99,0.99,0.99,99,99,0.99,0.99,0.95,12
100,CHGNet,alex_pbe_source_coordinate,36650,35733,0.9749795361527968,292.49386084583904,0.5061391541609623,1.0017304265898002,300,0.999785372189,299,292,1,1,1,293.0,0.9766666666666667,293,293,0.9766666666666667,0.9766666666666667,293,293,0.9766666666666667,0.9766666666666667,0.95,12
100,CHGNet,alex_pbe_source_coordinate,36650,35733,0.9749795361527968,487.4897680763984,2.510231923601623,1.0051493017658746,500,0.634941526822,499,489,1,1,1,490.0,0.98,490,490,0.98,0.98,490,490,0.98,0.98,0.95,12
100,CHGNet,alex_pbe_source_coordinate,36650,35733,0.9749795361527968,974.9795361527968,13.020463847203246,1.0133546021884532,1000,0.328830438502,999,987,1,1,1,988.0,0.988,988,988,0.988,0.988,988,988,0.988,0.988,0.95,12
100,CHGNet,alex_pbe_source_coordinate,36650,35733,0.9749795361527968,4874.897680763984,84.10231923601623,1.017252119889178,5000,0.104039101374,4999,4958,1,1,1,4959.0,0.9918,4959,4959,0.9918,0.9918,4959,4959,0.9918,0.9918,0.95,12
100,CHGNet,mp_matched_pool_coordinate,36650,35761,0.9757435197817189,97.57435197817189,2.42564802182811,1.0248594837951959,100,1.951856791973,99,99,1,1,1,100.0,1.0,100,100,1.0,1.0,100,100,1.0,1.0,0.95,12
100,CHGNet,mp_matched_pool_coordinate,36650,35761,0.9757435197817189,292.7230559345157,7.276944065484315,1.0248594837951959,300,0.999785372189,299,299,1,1,1,300.0,1.0,300,300,1.0,1.0,300,300,1.0,1.0,0.95,12
100,CHGNet,mp_matched_pool_coordinate,36650,35761,0.9757435197817189,487.87175989085944,12.128240109140563,1.0248594837951959,500,0.634941526822,499,499,1,1,1,500.0,1.0,500,500,1.0,1.0,500,500,1.0,1.0,0.95,12
100,CHGNet,mp_matched_pool_coordinate,36650,35761,0.9757435197817189,975.7435197817189,22.256480218281126,1.0228097648276055,1000,0.328830438502,999,997,1,1,1,998.0,0.998,998,998,0.998,0.998,998,998,0.998,0.998,0.95,12
100,CHGNet,mp_matched_pool_coordinate,36650,35761,0.9757435197817189,4878.7175989085945,103.28240109140552,1.0211699896535331,5000,0.104039101374,4999,4981,1,1,1,4982.0,0.9964,4982,4982,0.9964,0.9964,4982,4982,0.9964,0.9964,0.95,12
100,CHGNet,alex_pbe_matched_pool_coordinate,36650,36229,0.9885129604365621,98.8512960436562,1.1487039563437946,1.0116205249937895,100,1.951856791973,99,99,1,1,1,100.0,1.0,100,100,1.0,1.0,100,100,1.0,1.0,0.95,12
100,CHGNet,alex_pbe_matched_pool_coordinate,36650,36229,0.9885129604365621,296.55388813096863,3.4461118690313697,1.0116205249937895,300,0.999785372189,299,299,1,1,1,300.0,1.0,300,300,1.0,1.0,300,300,1.0,1.0,0.95,12
100,CHGNet,alex_pbe_matched_pool_coordinate,36650,36229,0.9885129604365621,494.25648021828107,5.7435197817189305,1.0116205249937895,500,0.634941526822,499,499,1,1,1,500.0,1.0,500,500,1.0,1.0,500,500,1.0,1.0,0.95,12
100,CHGNet,alex_pbe_matched_pool_coordinate,36650,36229,0.9885129604365621,988.5129604365621,11.487039563437861,1.0116205249937895,1000,0.328830438502,999,999,1,1,1,1000.0,1.0,1000,1000,1.0,1.0,1000,1000,1.0,1.0,0.95,12
100,CHGNet,alex_pbe_matched_pool_coordinate,36650,36229,0.9885129604365621,4942.56480218281,53.435197817189874,1.0108112285737945,5000,0.104039101374,4999,4995,1,1,1,4996.0,0.9992,4996,4996,0.9992,0.9992,4996,4996,0.9992,0.9992,0.95,12
0,M3GNet,mp_source_coordinate,36650,15001,0.4093042291950887,40.93042291950887,25.06957708049113,1.6124925004999666,100,1.754652756232,99,65,1,1,1,66.0,0.66,66,66,0.66,0.66,66,66,0.66,0.66,0.95,12
0,M3GNet,mp_source_coordinate,36650,15001,0.4093042291950887,122.79126875852661,89.20873124147339,1.726507121747439,300,0.925812516894,299,211,1,1,1,212.0,0.7066666666666667,212,212,0.7066666666666667,0.7066666666666667,212,212,0.7066666666666667,0.7066666666666667,0.95,12
0,M3GNet,mp_source_coordinate,36650,15001,0.4093042291950887,204.65211459754434,150.34788540245566,1.7346510232651156,500,0.568228340149,499,354,1,1,1,355.0,0.71,355,355,0.71,0.71,355,355,0.71,0.71,0.95,12
0,M3GNet,mp_source_coordinate,36650,15001,0.4093042291950887,409.3042291950887,344.6957708049113,1.8421505232984468,1000,0.320195028517,999,753,1,1,1,754.0,0.754,754,754,0.754,0.754,754,754,0.754,0.754,0.95,12
0,M3GNet,mp_source_coordinate,36650,15001,0.4093042291950887,2046.5211459754435,1901.4788540245565,1.9291273915072327,5000,0.10314065218,4999,3948,1,0,1,3948.0,0.7896,3948,3948,0.7896,0.7896,3948,3948,0.7896,0.7896,0.95,12
0,M3GNet,alexmp20_source_coordinate,36650,13266,0.36196452933151435,36.196452933151434,34.803547066848566,1.9615181667420472,100,1.754652756232,99,70,1,1,1,71.0,0.71,71,71,0.71,0.71,71,71,0.71,0.71,0.95,12
0,M3GNet,alexmp20_source_coordinate,36650,13266,0.36196452933151435,108.5893587994543,87.4106412005457,1.80496507362179,300,0.925812516894,299,195,1,1,1,196.0,0.6533333333333333,196,196,0.6533333333333333,0.6533333333333333,196,196,0.6533333333333333,0.6533333333333333,0.95,12
0,M3GNet,alexmp20_source_coordinate,36650,13266,0.36196452933151435,180.98226466575719,139.01773533424281,1.7681290517111412,500,0.568228340149,499,319,1,1,1,320.0,0.64,320,320,0.64,0.64,320,320,0.64,0.64,0.95,12
0,M3GNet,alexmp20_source_coordinate,36650,13266,0.36196452933151435,361.96452933151437,315.03547066848563,1.8703490125131916,1000,0.320195028517,999,676,1,1,1,677.0,0.677,677,677,0.677,0.677,677,677,0.677,0.677,0.95,12
0,M3GNet,alexmp20_source_coordinate,36650,13266,0.36196452933151435,1809.8226466575718,1712.1773533424282,1.9460470375395749,5000,0.10314065218,4999,3522,1,0,1,3522.0,0.7044,3522,3522,0.7044,0.7044,3522,3522,0.7044,0.7044,0.95,12
0,M3GNet,alex_pbe_source_coordinate,36650,12148,0.3314597544338336,33.14597544338336,14.854024556616643,1.4481396114586762,100,1.754652756232,99,47,1,1,1,48.0,0.48,48,48,0.48,0.48,48,48,0.48,0.48,0.95,12
0,M3GNet,alex_pbe_source_coordinate,36650,12148,0.3314597544338336,99.43792633015008,62.56207366984992,1.6291570628910108,300,0.925812516894,299,161,1,1,1,162.0,0.54,162,162,0.54,0.54,162,162,0.54,0.54,0.95,12
0,M3GNet,alex_pbe_source_coordinate,36650,12148,0.3314597544338336,165.72987721691678,117.27012278308322,1.707597958511689,500,0.568228340149,499,282,1,1,1,283.0,0.566,283,283,0.566,0.566,283,283,0.566,0.566,0.95,12
0,M3GNet,alex_pbe_source_coordinate,36650,12148,0.3314597544338336,331.45975443383355,273.54024556616645,1.8252593019427066,1000,0.320195028517,999,604,1,1,1,605.0,0.605,605,605,0.605,0.605,605,605,0.605,0.605,0.95,12
0,M3GNet,alex_pbe_source_coordinate,36650,12148,0.3314597544338336,1657.298772169168,1677.701227830832,2.012310668422786,5000,0.10314065218,4999,3335,1,0,1,3335.0,0.667,3335,3335,0.667,0.667,3335,3335,0.667,0.667,0.95,12
0,M3GNet,mp_matched_pool_coordinate,36650,17844,0.48687585266030015,48.68758526603001,48.31241473396999,1.9922943286258685,100,1.754652756232,99,96,1,1,1,97.0,0.97,97,97,0.97,0.97,97,97,0.97,0.97,0.95,12
0,M3GNet,mp_matched_pool_coordinate,36650,17844,0.48687585266030015,146.06275579809005,147.93724420190995,2.012833445415826,300,0.925812516894,299,293,1,1,1,294.0,0.98,294,294,0.98,0.98,294,294,0.98,0.98,0.95,12
0,M3GNet,mp_matched_pool_coordinate,36650,17844,0.48687585266030015,243.43792633015008,242.56207366984992,1.99640215198386,500,0.568228340149,499,485,1,1,1,486.0,0.972,486,486,0.972,0.972,486,486,0.972,0.972,0.95,12
0,M3GNet,mp_matched_pool_coordinate,36650,17844,0.48687585266030015,486.87585266030015,486.12414733969985,1.9984560636628557,1000,0.320195028517,999,972,1,1,1,973.0,0.973,973,973,0.973,0.973,973,973,0.973,0.973,0.95,12
0,M3GNet,mp_matched_pool_coordinate,36650,17844,0.48687585266030015,2434.379263301501,2221.620736698499,1.912602555480834,5000,0.10314065218,4999,4655,1,1,1,4656.0,0.9312,4656,4656,0.9312,0.9312,4656,4656,0.9312,0.9312,0.95,12
0,M3GNet,alex_pbe_matched_pool_coordinate,36650,19985,0.545293315143247,54.529331514324696,45.470668485675304,1.833875406554916,100,1.754652756232,99,99,1,1,1,100.0,1.0,100,100,1.0,1.0,100,100,1.0,1.0,0.95,12
0,M3GNet,alex_pbe_matched_pool_coordinate,36650,19985,0.545293315143247,163.5879945429741,136.4120054570259,1.833875406554916,300,0.925812516894,299,299,1,1,1,300.0,1.0,300,300,1.0,1.0,300,300,1.0,1.0,0.95,12
0,M3GNet,alex_pbe_matched_pool_coordinate,36650,19985,0.545293315143247,272.6466575716235,227.3533424283765,1.833875406554916,500,0.568228340149,499,499,1,1,1,500.0,1.0,500,500,1.0,1.0,500,500,1.0,1.0,0.95,12
0,M3GNet,alex_pbe_matched_pool_coordinate,36650,19985,0.545293315143247,545.293315143247,453.706684856753,1.832041531148361,1000,0.320195028517,999,998,1,1,1,999.0,0.999,999,999,0.999,0.999,999,999,0.999,0.999,0.95,12
0,M3GNet,alex_pbe_matched_pool_coordinate,36650,19985,0.545293315143247,2726.4665757162347,2180.5334242837653,1.7997653239929947,5000,0.10314065218,4999,4906,1,1,1,4907.0,0.9814,4907,4907,0.9814,0.9814,4907,4907,0.9814,0.9814,0.95,12
10,M3GNet,mp_source_coordinate,36650,19197,0.5237926330150068,52.37926330150068,25.62073669849932,1.4891389279574936,100,1.754652756232,99,77,1,1,1,78.0,0.78,78,78,0.78,0.78,78,78,0.78,0.78,0.95,12
10,M3GNet,mp_source_coordinate,36650,19197,0.5237926330150068,157.13778990450203,74.86221009549797,1.4764112448125577,300,0.925812516894,299,231,1,1,1,232.0,0.7733333333333333,232,232,0.7733333333333333,0.7733333333333333,232,232,0.7733333333333333,0.7733333333333333,0.95,12
10,M3GNet,mp_source_coordinate,36650,19197,0.5237926330150068,261.8963165075034,132.1036834924966,1.5044121477314165,500,0.568228340149,499,393,1,1,1,394.0,0.788,394,394,0.788,0.788,394,394,0.788,0.788,0.95,12
10,M3GNet,mp_source_coordinate,36650,19197,0.5237926330150068,523.7926330150068,296.2073669849932,1.5655050268271085,1000,0.320195028517,999,819,1,1,1,820.0,0.82,820,820,0.82,0.82,820,820,0.82,0.82,0.95,12
10,M3GNet,mp_source_coordinate,36650,19197,0.5237926330150068,2618.963165075034,1672.0368349249661,1.638434651247591,5000,0.10314065218,4999,4291,1,0,1,4291.0,0.8582,4291,4291,0.8582,0.8582,4291,4291,0.8582,0.8582,0.95,12
10,M3GNet,alexmp20_source_coordinate,36650,18157,0.4954160982264666,49.54160982264666,24.458390177353337,1.4936938921628022,100,1.754652756232,99,73,1,1,1,74.0,0.74,74,74,0.74,0.74,74,74,0.74,0.74,0.95,12
10,M3GNet,alexmp20_source_coordinate,36650,18157,0.4954160982264666,148.62482946793997,71.37517053206003,1.4802371904316056,300,0.925812516894,299,219,1,1,1,220.0,0.7333333333333333,220,220,0.7333333333333333,0.7333333333333333,220,220,0.7333333333333333,0.7333333333333333,0.95,12
10,M3GNet,alexmp20_source_coordinate,36650,18157,0.4954160982264666,247.7080491132333,115.2919508867667,1.4654348185272896,500,0.568228340149,499,362,1,1,1,363.0,0.726,363,363,0.726,0.726,363,363,0.726,0.726,0.95,12
10,M3GNet,alexmp20_source_coordinate,36650,18157,0.4954160982264666,495.4160982264666,264.5839017735334,1.5340639973563914,1000,0.320195028517,999,759,1,1,1,760.0,0.76,760,760,0.76,0.76,760,760,0.76,0.76,0.95,12
10,M3GNet,alexmp20_source_coordinate,36650,18157,0.4954160982264666,2477.080491132333,1523.919508867667,1.6152079087955058,5000,0.10314065218,4999,4001,1,0,1,4001.0,0.8002,4001,4001,0.8002,0.8002,4001,4001,0.8002,0.8002,0.95,12
10,M3GNet,alex_pbe_source_coordinate,36650,17667,0.4820463847203274,48.20463847203274,24.79536152796726,1.5143770872247693,100,1.754652756232,99,72,1,1,1,73.0,0.73,73,73,0.73,0.73,73,73,0.73,0.73,0.95,12
10,M3GNet,alex_pbe_source_coordinate,36650,17667,0.4820463847203274,144.61391541609822,75.38608458390178,1.5212920510933756,300,0.925812516894,299,219,1,1,1,220.0,0.7333333333333333,220,220,0.7333333333333333,0.7333333333333333,220,220,0.7333333333333333,0.7333333333333333,0.95,12
10,M3GNet,alex_pbe_source_coordinate,36650,17667,0.4820463847203274,241.0231923601637,122.9768076398363,1.5102281089036056,500,0.568228340149,499,363,1,1,1,364.0,0.728,364,364,0.728,0.728,364,364,0.728,0.728,0.95,12
10,M3GNet,alex_pbe_source_coordinate,36650,17667,0.4820463847203274,482.0463847203274,270.9536152796726,1.5620903379181525,1000,0.320195028517,999,752,1,1,1,753.0,0.753,753,753,0.753,0.753,753,753,0.753,0.753,0.95,12
10,M3GNet,alex_pbe_source_coordinate,36650,17667,0.4820463847203274,2410.231923601637,1558.768076398363,1.646729495669893,5000,0.10314065218,4999,3969,1,0,1,3969.0,0.7938,3969,3969,0.7938,0.7938,3969,3969,0.7938,0.7938,0.95,12
10,M3GNet,mp_matched_pool_coordinate,36650,21308,0.5813915416098226,58.139154160982265,41.860845839017735,1.720011263375258,100,1.754652756232,99,99,1,1,1,100.0,1.0,100,100,1.0,1.0,100,100,1.0,1.0,0.95,12
10,M3GNet,mp_matched_pool_coordinate,36650,21308,0.5813915416098226,174.4174624829468,123.5825375170532,1.708544521619423,300,0.925812516894,299,297,1,1,1,298.0,0.9933333333333333,298,298,0.9933333333333333,0.9933333333333333,298,298,0.9933333333333333,0.9933333333333333,0.95,12
10,M3GNet,mp_matched_pool_coordinate,36650,21308,0.5813915416098226,290.6957708049113,206.30422919508868,1.7096911957950065,500,0.568228340149,499,496,1,1,1,497.0,0.994,497,497,0.994,0.994,497,497,0.994,0.994,0.95,12
10,M3GNet,mp_matched_pool_coordinate,36650,21308,0.5813915416098226,581.3915416098226,410.60845839017736,1.706251173268256,1000,0.320195028517,999,991,1,1,1,992.0,0.992,992,992,0.992,0.992,992,992,0.992,0.992,0.95,12
10,M3GNet,mp_matched_pool_coordinate,36650,21308,0.5813915416098226,2906.957708049113,1878.042291950887,1.646050779050122,5000,0.10314065218,4999,4784,1,1,1,4785.0,0.957,4785,4785,0.957,0.957,4785,4785,0.957,0.957,0.95,12
10,M3GNet,alex_pbe_matched_pool_coordinate,36650,23820,0.6499317871759891,64.99317871759891,35.00682128240109,1.538623005877414,100,1.754652756232,99,99,1,1,1,100.0,1.0,100,100,1.0,1.0,100,100,1.0,1.0,0.95,12
10,M3GNet,alex_pbe_matched_pool_coordinate,36650,23820,0.6499317871759891,194.97953615279673,105.02046384720327,1.538623005877414,300,0.925812516894,299,299,1,1,1,300.0,1.0,300,300,1.0,1.0,300,300,1.0,1.0,0.95,12
10,M3GNet,alex_pbe_matched_pool_coordinate,36650,23820,0.6499317871759891,324.9658935879946,175.03410641200543,1.538623005877414,500,0.568228340149,499,499,1,1,1,500.0,1.0,500,500,1.0,1.0,500,500,1.0,1.0,0.95,12
10,M3GNet,alex_pbe_matched_pool_coordinate,36650,23820,0.6499317871759891,649.9317871759891,349.06821282401086,1.5370843828715366,1000,0.320195028517,999,998,1,1,1,999.0,0.999,999,999,0.999,0.999,999,999,0.999,0.999,0.95,12
10,M3GNet,alex_pbe_matched_pool_coordinate,36650,23820,0.6499317871759891,3249.6589358799456,1688.3410641200544,1.519544080604534,5000,0.10314065218,4999,4937,1,1,1,4938.0,0.9876,4938,4938,0.9876,0.9876,4938,4938,0.9876,0.9876,0.95,12
25,M3GNet,mp_source_coordinate,36650,23695,0.6465211459754434,64.65211459754434,22.34788540245566,1.3456636421185904,100,1.754652756232,99,86,1,1,1,87.0,0.87,87,87,0.87,0.87,87,87,0.87,0.87,0.95,12
25,M3GNet,mp_source_coordinate,36650,23695,0.6465211459754434,193.95634379263302,58.04365620736698,1.2992614475627768,300,0.925812516894,299,251,1,1,1,252.0,0.84,252,252,0.84,0.84,252,252,0.84,0.84,0.95,12
25,M3GNet,mp_source_coordinate,36650,23695,0.6465211459754434,323.26057298772173,104.73942701227827,1.3240092846592106,500,0.568228340149,499,427,1,1,1,428.0,0.856,428,428,0.856,0.856,428,428,0.856,0.856,0.95,12
25,M3GNet,mp_source_coordinate,36650,23695,0.6465211459754434,646.5211459754435,231.47885402455654,1.3580375606668074,1000,0.320195028517,999,877,1,1,1,878.0,0.878,878,878,0.878,0.878,878,878,0.878,0.878,0.95,12
25,M3GNet,mp_source_coordinate,36650,23695,0.6465211459754434,3232.605729877217,1337.394270122783,1.4137201941337836,5000,0.10314065218,4999,4570,1,0,1,4570.0,0.914,4570,4570,0.914,0.914,4570,4570,0.914,0.914,0.95,12
25,M3GNet,alexmp20_source_coordinate,36650,23331,0.6365893587994543,63.65893587994543,20.34106412005457,1.3195319531953194,100,1.754652756232,99,83,1,1,1,84.0,0.84,84,84,0.84,0.84,84,84,0.84,0.84,0.95,12
25,M3GNet,alexmp20_source_coordinate,36650,23331,0.6365893587994543,190.9768076398363,51.023192360163705,1.267169574100267,300,0.925812516894,299,241,1,1,1,242.0,0.8066666666666666,242,242,0.8066666666666666,0.8066666666666666,242,242,0.8066666666666666,0.8066666666666666,0.95,12
25,M3GNet,alexmp20_source_coordinate,36650,23331,0.6365893587994543,318.29467939972716,89.70532060027284,1.2818310402468818,500,0.568228340149,499,407,1,1,1,408.0,0.816,408,408,0.816,0.816,408,408,0.816,0.816,0.95,12
25,M3GNet,alexmp20_source_coordinate,36650,23331,0.6365893587994543,636.5893587994543,209.41064120054568,1.3289571814324288,1000,0.320195028517,999,845,1,1,1,846.0,0.846,846,846,0.846,0.846,846,846,0.846,0.846,0.95,12
25,M3GNet,alexmp20_source_coordinate,36650,23331,0.6365893587994543,3182.9467939972715,1226.0532060027285,1.3851943765805153,5000,0.10314065218,4999,4409,1,0,1,4409.0,0.8818,4409,4409,0.8818,0.8818,4409,4409,0.8818,0.8818,0.95,12
25,M3GNet,alex_pbe_source_coordinate,36650,23054,0.6290313778990451,62.903137789904505,22.096862210095495,1.351283942049102,100,1.754652756232,99,84,1,1,1,85.0,0.85,85,85,0.85,0.85,85,85,0.85,0.85,0.95,12
25,M3GNet,alex_pbe_source_coordinate,36650,23054,0.6290313778990451,188.70941336971353,52.29058663028647,1.2770958040542493,300,0.925812516894,299,240,1,1,1,241.0,0.8033333333333333,241,241,0.8033333333333333,0.8033333333333333,241,241,0.8033333333333333,0.8033333333333333,0.95,12
25,M3GNet,alex_pbe_source_coordinate,36650,23054,0.6290313778990451,314.51568894952254,99.48431105047746,1.3163095341372428,500,0.568228340149,499,413,1,1,1,414.0,0.828,414,414,0.828,0.828,414,414,0.828,0.828,0.95,12
25,M3GNet,alex_pbe_source_coordinate,36650,23054,0.6290313778990451,629.0313778990451,216.96862210095492,1.3449249587924004,1000,0.320195028517,999,845,1,1,1,846.0,0.846,846,846,0.846,0.846,846,846,0.846,0.846,0.95,12
25,M3GNet,alex_pbe_source_coordinate,36650,23054,0.6290313778990451,3145.156889495225,1254.8431105047748,1.3989763164743645,5000,0.10314065218,4999,4400,1,0,1,4400.0,0.88,4400,4400,0.88,0.88,4400,4400,0.88,0.88,0.95,12
25,M3GNet,mp_matched_pool_coordinate,36650,25067,0.683956343792633,68.3956343792633,31.6043656207367,1.4620816212550365,100,1.754652756232,99,99,1,1,1,100.0,1.0,100,100,1.0,1.0,100,100,1.0,1.0,0.95,12
25,M3GNet,mp_matched_pool_coordinate,36650,25067,0.683956343792633,205.1869031377899,92.8130968622101,1.4523344104466696,300,0.925812516894,299,297,1,1,1,298.0,0.9933333333333333,298,298,0.9933333333333333,0.9933333333333333,298,298,0.9933333333333333,0.9933333333333333,0.95,12
25,M3GNet,mp_matched_pool_coordinate,36650,25067,0.683956343792633,341.9781718963165,155.0218281036835,1.4533091315275062,500,0.568228340149,499,496,1,1,1,497.0,0.994,497,497,0.994,0.994,497,497,0.994,0.994,0.95,12
25,M3GNet,mp_matched_pool_coordinate,36650,25067,0.683956343792633,683.956343792633,309.043656207367,1.4518470499062512,1000,0.320195028517,999,992,1,1,1,993.0,0.993,993,993,0.993,0.993,993,993,0.993,0.993,0.95,12
25,M3GNet,mp_matched_pool_coordinate,36650,25067,0.683956343792633,3419.781718963165,1432.218281036835,1.4188040052658875,5000,0.10314065218,4999,4851,1,1,1,4852.0,0.9704,4852,4852,0.9704,0.9704,4852,4852,0.9704,0.9704,0.95,12
25,M3GNet,alex_pbe_matched_pool_coordinate,36650,27615,0.7534788540245566,75.34788540245566,24.65211459754434,1.327177258736194,100,1.754652756232,99,99,1,1,1,100.0,1.0,100,100,1.0,1.0,100,100,1.0,1.0,0.95,12
25,M3GNet,alex_pbe_matched_pool_coordinate,36650,27615,0.7534788540245566,226.04365620736698,73.95634379263302,1.327177258736194,300,0.925812516894,299,299,1,1,1,300.0,1.0,300,300,1.0,1.0,300,300,1.0,1.0,0.95,12
25,M3GNet,alex_pbe_matched_pool_coordinate,36650,27615,0.7534788540245566,376.7394270122783,123.26057298772167,1.327177258736194,500,0.568228340149,499,499,1,1,1,500.0,1.0,500,500,1.0,1.0,500,500,1.0,1.0,0.95,12
25,M3GNet,alex_pbe_matched_pool_coordinate,36650,27615,0.7534788540245566,753.4788540245567,245.52114597544335,1.3258500814774579,1000,0.320195028517,999,998,1,1,1,999.0,0.999,999,999,0.999,0.999,999,999,0.999,0.999,0.95,12
25,M3GNet,alex_pbe_matched_pool_coordinate,36650,27615,0.7534788540245566,3767.394270122783,1192.605729877217,1.3165598406663046,5000,0.10314065218,4999,4959,1,1,1,4960.0,0.992,4960,4960,0.992,0.992,4960,4960,0.992,0.992,0.95,12
50,M3GNet,mp_source_coordinate,36650,28804,0.7859208731241474,78.59208731241473,16.407912687585267,1.20877308707124,100,1.754652756232,99,94,1,1,1,95.0,0.95,95,95,0.95,0.95,95,95,0.95,0.95,0.95,12
50,M3GNet,mp_source_coordinate,36650,28804,0.7859208731241474,235.77626193724421,41.223738062755785,1.1748426144516966,300,0.925812516894,299,276,1,1,1,277.0,0.9233333333333333,277,277,0.9233333333333333,0.9233333333333333,277,277,0.9233333333333333,0.9233333333333333,0.95,12
