threshold_meV_per_atom,K,coordinate_endpoint,model_name,point_stable_hits,point_stable_yield,point_winner,point_winner_models_json,point_first_second_margin_hits,bootstrap_winner_frequency,mp_selected_models_json,point_mp_selection_regret_min_hits,point_mp_selection_regret_max_hits,bootstrap_regret_min_median_hits,bootstrap_regret_min_ci_low_95_hits,bootstrap_regret_min_ci_high_95_hits,bootstrap_regret_max_median_hits,bootstrap_regret_max_ci_low_95_hits,bootstrap_regret_max_ci_high_95_hits,positive_regret_frequency,boundary_tie_n,strictly_before_boundary_n,tie_interval_low_hits,tie_interval_high_hits,first_second_margin_ci_low_95_hits,first_second_margin_median_hits,first_second_margin_ci_high_95_hits
0,5000,alex_pbe_source_coordinate,MACE-MP,3453.0,0.6906,True,"[""MACE-MP""]",118.0,1.0,"[""MACE-MP""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4999,3453,3453,73.975,115.0,152.0
0,5000,alexmp20_source_coordinate,ALIGNN-FF,3016.0,0.6032,False,"[""MACE-MP""]",129.0,0.0,"[""MACE-MP""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4999,3016,3016,91.975,125.5,162.0
0,5000,alexmp20_source_coordinate,CHGNet,3541.0,0.7082,False,"[""MACE-MP""]",129.0,0.0,"[""MACE-MP""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4999,3541,3541,91.975,125.5,162.0
0,5000,alexmp20_source_coordinate,M3GNet,3522.0,0.7044,False,"[""MACE-MP""]",129.0,0.0,"[""MACE-MP""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4999,3522,3522,91.975,125.5,162.0
0,5000,alexmp20_source_coordinate,MACE-MP,3670.0,0.734,True,"[""MACE-MP""]",129.0,1.0,"[""MACE-MP""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4999,3670,3670,91.975,125.5,162.0
0,5000,mp_matched_pool_coordinate,ALIGNN-FF,4203.0,0.8406,False,"[""MACE-MP""]",12.0,0.0,"[""MACE-MP""]",0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.169,1,4999,4203,4203,1.0,12.0,34.0
0,5000,mp_matched_pool_coordinate,CHGNet,4756.0,0.9512,False,"[""MACE-MP""]",12.0,0.191,"[""MACE-MP""]",0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.169,1,4999,4756,4756,1.0,12.0,34.0
0,5000,mp_matched_pool_coordinate,M3GNet,4656.0,0.9312,False,"[""MACE-MP""]",12.0,0.0,"[""MACE-MP""]",0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.169,1,4999,4656,4656,1.0,12.0,34.0
0,5000,mp_matched_pool_coordinate,MACE-MP,4768.0,0.9536,True,"[""MACE-MP""]",12.0,0.831,"[""MACE-MP""]",0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.169,1,4999,4768,4768,1.0,12.0,34.0
0,5000,mp_source_coordinate,ALIGNN-FF,3467.0,0.6934,False,"[""MACE-MP""]",85.0,0.0,"[""MACE-MP""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4999,3467,3467,51.0,84.0,112.02499999999998
0,5000,mp_source_coordinate,CHGNet,3969.0,0.7938,False,"[""MACE-MP""]",85.0,0.0,"[""MACE-MP""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4999,3969,3969,51.0,84.0,112.02499999999998
0,5000,mp_source_coordinate,M3GNet,3948.0,0.7896,False,"[""MACE-MP""]",85.0,0.0,"[""MACE-MP""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4999,3948,3948,51.0,84.0,112.02499999999998
0,5000,mp_source_coordinate,MACE-MP,4054.0,0.8108,True,"[""MACE-MP""]",85.0,1.0,"[""MACE-MP""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4999,4054,4054,51.0,84.0,112.02499999999998
10,100,alex_pbe_matched_pool_coordinate,ALIGNN-FF,100.0,1.0,True,"[""ALIGNN-FF"", ""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,1.0,"[""ALIGNN-FF"", ""M3GNet""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,99,100,100,0.0,0.0,0.0
10,100,alex_pbe_matched_pool_coordinate,CHGNet,100.0,1.0,True,"[""ALIGNN-FF"", ""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,1.0,"[""ALIGNN-FF"", ""M3GNet""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,99,100,100,0.0,0.0,0.0
10,100,alex_pbe_matched_pool_coordinate,M3GNet,100.0,1.0,True,"[""ALIGNN-FF"", ""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,1.0,"[""ALIGNN-FF"", ""M3GNet""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,99,100,100,0.0,0.0,0.0
10,100,alex_pbe_matched_pool_coordinate,MACE-MP,100.0,1.0,True,"[""ALIGNN-FF"", ""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,1.0,"[""ALIGNN-FF"", ""M3GNet""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,99,100,100,0.0,0.0,0.0
10,100,alex_pbe_source_coordinate,ALIGNN-FF,72.0,0.72,False,"[""M3GNet"", ""MACE-MP""]",0.0,0.252,"[""ALIGNN-FF"", ""M3GNet""]",0.0,1.0,0.0,0.0,6.0,1.0,0.0,7.0,0.599,1,99,72,72,0.0,1.0,4.0
10,100,alex_pbe_source_coordinate,CHGNet,72.0,0.72,False,"[""M3GNet"", ""MACE-MP""]",0.0,0.193,"[""ALIGNN-FF"", ""M3GNet""]",0.0,1.0,0.0,0.0,6.0,1.0,0.0,7.0,0.599,1,99,72,72,0.0,1.0,4.0
10,100,alex_pbe_source_coordinate,M3GNet,73.0,0.73,True,"[""M3GNet"", ""MACE-MP""]",0.0,0.529,"[""ALIGNN-FF"", ""M3GNet""]",0.0,1.0,0.0,0.0,6.0,1.0,0.0,7.0,0.599,1,99,73,73,0.0,1.0,4.0
10,100,alex_pbe_source_coordinate,MACE-MP,73.0,0.73,True,"[""M3GNet"", ""MACE-MP""]",0.0,0.453,"[""ALIGNN-FF"", ""M3GNet""]",0.0,1.0,0.0,0.0,6.0,1.0,0.0,7.0,0.599,1,99,73,73,0.0,1.0,4.0
10,100,alexmp20_source_coordinate,ALIGNN-FF,75.0,0.75,True,"[""ALIGNN-FF""]",1.0,0.476,"[""ALIGNN-FF"", ""M3GNet""]",0.0,1.0,0.0,0.0,6.0,1.0,0.0,7.0,0.556,1,99,75,75,0.0,1.0,4.0
10,100,alexmp20_source_coordinate,CHGNet,73.0,0.73,False,"[""ALIGNN-FF""]",1.0,0.189,"[""ALIGNN-FF"", ""M3GNet""]",0.0,1.0,0.0,0.0,6.0,1.0,0.0,7.0,0.556,1,99,73,73,0.0,1.0,4.0
10,100,alexmp20_source_coordinate,M3GNet,74.0,0.74,False,"[""ALIGNN-FF""]",1.0,0.419,"[""ALIGNN-FF"", ""M3GNet""]",0.0,1.0,0.0,0.0,6.0,1.0,0.0,7.0,0.556,1,99,74,74,0.0,1.0,4.0
10,100,alexmp20_source_coordinate,MACE-MP,74.0,0.74,False,"[""ALIGNN-FF""]",1.0,0.306,"[""ALIGNN-FF"", ""M3GNet""]",0.0,1.0,0.0,0.0,6.0,1.0,0.0,7.0,0.556,1,99,74,74,0.0,1.0,4.0
10,100,mp_matched_pool_coordinate,ALIGNN-FF,100.0,1.0,True,"[""ALIGNN-FF"", ""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,1.0,"[""ALIGNN-FF"", ""M3GNet""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,99,100,100,0.0,0.0,0.0
10,100,mp_matched_pool_coordinate,CHGNet,100.0,1.0,True,"[""ALIGNN-FF"", ""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,1.0,"[""ALIGNN-FF"", ""M3GNet""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,99,100,100,0.0,0.0,0.0
10,100,mp_matched_pool_coordinate,M3GNet,100.0,1.0,True,"[""ALIGNN-FF"", ""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,1.0,"[""ALIGNN-FF"", ""M3GNet""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,99,100,100,0.0,0.0,0.0
10,100,mp_matched_pool_coordinate,MACE-MP,100.0,1.0,True,"[""ALIGNN-FF"", ""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,1.0,"[""ALIGNN-FF"", ""M3GNet""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,99,100,100,0.0,0.0,0.0
10,100,mp_source_coordinate,ALIGNN-FF,78.0,0.78,True,"[""ALIGNN-FF"", ""M3GNet""]",0.0,0.306,"[""ALIGNN-FF"", ""M3GNet""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,99,78,78,0.0,1.0,4.0
10,100,mp_source_coordinate,CHGNet,76.0,0.76,False,"[""ALIGNN-FF"", ""M3GNet""]",0.0,0.306,"[""ALIGNN-FF"", ""M3GNet""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,99,76,76,0.0,1.0,4.0
10,100,mp_source_coordinate,M3GNet,78.0,0.78,True,"[""ALIGNN-FF"", ""M3GNet""]",0.0,0.552,"[""ALIGNN-FF"", ""M3GNet""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,99,78,78,0.0,1.0,4.0
10,100,mp_source_coordinate,MACE-MP,77.0,0.77,False,"[""ALIGNN-FF"", ""M3GNet""]",0.0,0.226,"[""ALIGNN-FF"", ""M3GNet""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,99,77,77,0.0,1.0,4.0
10,300,alex_pbe_matched_pool_coordinate,ALIGNN-FF,300.0,1.0,True,"[""ALIGNN-FF"", ""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,1.0,"[""M3GNet""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,299,300,300,0.0,0.0,0.0
10,300,alex_pbe_matched_pool_coordinate,CHGNet,300.0,1.0,True,"[""ALIGNN-FF"", ""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,1.0,"[""M3GNet""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,299,300,300,0.0,0.0,0.0
10,300,alex_pbe_matched_pool_coordinate,M3GNet,300.0,1.0,True,"[""ALIGNN-FF"", ""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,1.0,"[""M3GNet""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,299,300,300,0.0,0.0,0.0
10,300,alex_pbe_matched_pool_coordinate,MACE-MP,300.0,1.0,True,"[""ALIGNN-FF"", ""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,1.0,"[""M3GNet""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,299,300,300,0.0,0.0,0.0
10,300,alex_pbe_source_coordinate,ALIGNN-FF,211.0,0.7033333333333334,False,"[""M3GNet""]",6.0,0.014,"[""M3GNet""]",0.0,0.0,0.0,0.0,10.0,0.0,0.0,11.0,0.374,1,299,211,211,0.0,4.0,10.0
10,300,alex_pbe_source_coordinate,CHGNet,214.0,0.7133333333333334,False,"[""M3GNet""]",6.0,0.099,"[""M3GNet""]",0.0,0.0,0.0,0.0,10.0,0.0,0.0,11.0,0.374,1,299,214,214,0.0,4.0,10.0
10,300,alex_pbe_source_coordinate,M3GNet,220.0,0.7333333333333333,True,"[""M3GNet""]",6.0,0.872,"[""M3GNet""]",0.0,0.0,0.0,0.0,10.0,0.0,0.0,11.0,0.374,1,299,220,220,0.0,4.0,10.0
10,300,alex_pbe_source_coordinate,MACE-MP,212.0,0.7066666666666667,False,"[""M3GNet""]",6.0,0.072,"[""M3GNet""]",0.0,0.0,0.0,0.0,10.0,0.0,0.0,11.0,0.374,1,299,212,212,0.0,4.0,10.0
10,300,alexmp20_source_coordinate,ALIGNN-FF,214.0,0.7133333333333334,False,"[""M3GNet""]",5.0,0.053,"[""M3GNet""]",0.0,0.0,0.0,0.0,7.0,0.0,0.0,8.0,0.388,1,299,214,214,0.0,3.0,8.0
10,300,alexmp20_source_coordinate,CHGNet,213.0,0.71,False,"[""M3GNet""]",5.0,0.076,"[""M3GNet""]",0.0,0.0,0.0,0.0,7.0,0.0,0.0,8.0,0.388,1,299,213,213,0.0,3.0,8.0
10,300,alexmp20_source_coordinate,M3GNet,220.0,0.7333333333333333,True,"[""M3GNet""]",5.0,0.792,"[""M3GNet""]",0.0,0.0,0.0,0.0,7.0,0.0,0.0,8.0,0.388,1,299,220,220,0.0,3.0,8.0
10,300,alexmp20_source_coordinate,MACE-MP,215.0,0.7166666666666667,False,"[""M3GNet""]",5.0,0.171,"[""M3GNet""]",0.0,0.0,0.0,0.0,7.0,0.0,0.0,8.0,0.388,1,299,215,215,0.0,3.0,8.0
10,300,mp_matched_pool_coordinate,ALIGNN-FF,298.0,0.9933333333333332,True,"[""ALIGNN-FF"", ""M3GNet"", ""MACE-MP""]",0.0,0.905,"[""M3GNet""]",0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.33,1,299,298,298,0.0,0.0,2.0
10,300,mp_matched_pool_coordinate,CHGNet,297.0,0.99,False,"[""ALIGNN-FF"", ""M3GNet"", ""MACE-MP""]",0.0,0.436,"[""M3GNet""]",0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.33,1,299,297,297,0.0,0.0,2.0
10,300,mp_matched_pool_coordinate,M3GNet,298.0,0.9933333333333332,True,"[""ALIGNN-FF"", ""M3GNet"", ""MACE-MP""]",0.0,0.442,"[""M3GNet""]",0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.33,1,299,298,298,0.0,0.0,2.0
10,300,mp_matched_pool_coordinate,MACE-MP,298.0,0.9933333333333332,True,"[""ALIGNN-FF"", ""M3GNet"", ""MACE-MP""]",0.0,0.777,"[""M3GNet""]",0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.33,1,299,298,298,0.0,0.0,2.0
10,300,mp_source_coordinate,ALIGNN-FF,227.0,0.7566666666666667,False,"[""M3GNet""]",4.0,0.23,"[""M3GNet""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,299,227,227,0.0,2.0,6.0
10,300,mp_source_coordinate,CHGNet,227.0,0.7566666666666667,False,"[""M3GNet""]",4.0,0.154,"[""M3GNet""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,299,227,227,0.0,2.0,6.0
10,300,mp_source_coordinate,M3GNet,232.0,0.7733333333333333,True,"[""M3GNet""]",4.0,0.671,"[""M3GNet""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,299,232,232,0.0,2.0,6.0
10,300,mp_source_coordinate,MACE-MP,228.0,0.76,False,"[""M3GNet""]",4.0,0.119,"[""M3GNet""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,299,228,228,0.0,2.0,6.0
10,500,alex_pbe_matched_pool_coordinate,ALIGNN-FF,500.0,1.0,True,"[""ALIGNN-FF"", ""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,0.73,"[""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.06,1,499,500,500,0.0,0.0,0.0
10,500,alex_pbe_matched_pool_coordinate,CHGNet,500.0,1.0,True,"[""ALIGNN-FF"", ""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,1.0,"[""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.06,1,499,500,500,0.0,0.0,0.0
10,500,alex_pbe_matched_pool_coordinate,M3GNet,500.0,1.0,True,"[""ALIGNN-FF"", ""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,1.0,"[""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.06,1,499,500,500,0.0,0.0,0.0
10,500,alex_pbe_matched_pool_coordinate,MACE-MP,500.0,1.0,True,"[""ALIGNN-FF"", ""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,1.0,"[""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.06,1,499,500,500,0.0,0.0,0.0
10,500,alex_pbe_source_coordinate,ALIGNN-FF,363.0,0.726,False,"[""M3GNet""]",1.0,0.257,"[""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,7.0,0.0,0.0,11.0,1.0,0.0,12.0,0.52,1,499,363,363,0.0,3.0,10.0
10,500,alex_pbe_source_coordinate,CHGNet,363.0,0.726,False,"[""M3GNet""]",1.0,0.175,"[""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,7.0,0.0,0.0,11.0,1.0,0.0,12.0,0.52,1,499,363,363,0.0,3.0,10.0
10,500,alex_pbe_source_coordinate,M3GNet,364.0,0.728,True,"[""M3GNet""]",1.0,0.642,"[""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,7.0,0.0,0.0,11.0,1.0,0.0,12.0,0.52,1,499,364,364,0.0,3.0,10.0
10,500,alex_pbe_source_coordinate,MACE-MP,357.0,0.714,False,"[""M3GNet""]",1.0,0.021,"[""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,7.0,0.0,0.0,11.0,1.0,0.0,12.0,0.52,1,499,357,357,0.0,3.0,10.0
10,500,alexmp20_source_coordinate,ALIGNN-FF,363.0,0.726,True,"[""ALIGNN-FF"", ""M3GNet""]",0.0,0.337,"[""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,2.0,0.0,0.0,7.0,0.0,0.0,8.0,0.442,1,499,363,363,0.0,3.0,9.0
10,500,alexmp20_source_coordinate,CHGNet,362.0,0.724,False,"[""ALIGNN-FF"", ""M3GNet""]",0.0,0.166,"[""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,2.0,0.0,0.0,7.0,0.0,0.0,8.0,0.442,1,499,362,362,0.0,3.0,9.0
10,500,alexmp20_source_coordinate,M3GNet,363.0,0.726,True,"[""ALIGNN-FF"", ""M3GNet""]",0.0,0.509,"[""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,2.0,0.0,0.0,7.0,0.0,0.0,8.0,0.442,1,499,363,363,0.0,3.0,9.0
10,500,alexmp20_source_coordinate,MACE-MP,361.0,0.722,False,"[""ALIGNN-FF"", ""M3GNet""]",0.0,0.132,"[""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,2.0,0.0,0.0,7.0,0.0,0.0,8.0,0.442,1,499,361,361,0.0,3.0,9.0
10,500,mp_matched_pool_coordinate,ALIGNN-FF,496.0,0.992,False,"[""M3GNet"", ""MACE-MP""]",0.0,0.541,"[""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,0.251,1,499,496,496,0.0,0.0,3.0
10,500,mp_matched_pool_coordinate,CHGNet,496.0,0.992,False,"[""M3GNet"", ""MACE-MP""]",0.0,0.443,"[""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,0.251,1,499,496,496,0.0,0.0,3.0
10,500,mp_matched_pool_coordinate,M3GNet,497.0,0.994,True,"[""M3GNet"", ""MACE-MP""]",0.0,0.792,"[""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,0.251,1,499,497,497,0.0,0.0,3.0
10,500,mp_matched_pool_coordinate,MACE-MP,497.0,0.994,True,"[""M3GNet"", ""MACE-MP""]",0.0,0.805,"[""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,0.251,1,499,497,497,0.0,0.0,3.0
10,500,mp_source_coordinate,ALIGNN-FF,393.0,0.786,False,"[""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,0.375,"[""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,499,393,393,0.0,2.0,8.0
10,500,mp_source_coordinate,CHGNet,394.0,0.788,True,"[""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,0.161,"[""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,499,394,394,0.0,2.0,8.0
10,500,mp_source_coordinate,M3GNet,394.0,0.788,True,"[""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,0.404,"[""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,499,394,394,0.0,2.0,8.0
10,500,mp_source_coordinate,MACE-MP,394.0,0.788,True,"[""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,0.241,"[""CHGNet"", ""M3GNet"", ""MACE-MP""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,499,394,394,0.0,2.0,8.0
10,1000,alex_pbe_matched_pool_coordinate,ALIGNN-FF,975.0,0.975,False,"[""CHGNet""]",1.0,0.0,"[""MACE-MP""]",4.0,4.0,3.0,0.0,7.0,3.0,0.0,8.0,0.91,1,999,975,975,0.0,1.0,3.0
10,1000,alex_pbe_matched_pool_coordinate,CHGNet,1000.0,1.0,True,"[""CHGNet""]",1.0,0.933,"[""MACE-MP""]",4.0,4.0,3.0,0.0,7.0,3.0,0.0,8.0,0.91,1,999,1000,1000,0.0,1.0,3.0
10,1000,alex_pbe_matched_pool_coordinate,M3GNet,999.0,0.999,False,"[""CHGNet""]",1.0,0.416,"[""MACE-MP""]",4.0,4.0,3.0,0.0,7.0,3.0,0.0,8.0,0.91,1,999,999,999,0.0,1.0,3.0
10,1000,alex_pbe_matched_pool_coordinate,MACE-MP,996.0,0.996,False,"[""CHGNet""]",1.0,0.031,"[""MACE-MP""]",4.0,4.0,3.0,0.0,7.0,3.0,0.0,8.0,0.91,1,999,996,996,0.0,1.0,3.0
10,1000,alex_pbe_source_coordinate,ALIGNN-FF,705.0,0.705,False,"[""M3GNet""]",1.0,0.0,"[""MACE-MP""]",1.0,1.0,0.0,0.0,10.0,0.0,0.0,11.0,0.384,1,999,705,705,0.0,5.0,15.024999999999977
10,1000,alex_pbe_source_coordinate,CHGNet,732.0,0.732,False,"[""M3GNet""]",1.0,0.0,"[""MACE-MP""]",1.0,1.0,0.0,0.0,10.0,0.0,0.0,11.0,0.384,1,999,732,732,0.0,5.0,15.024999999999977
10,1000,alex_pbe_source_coordinate,M3GNet,753.0,0.753,True,"[""M3GNet""]",1.0,0.552,"[""MACE-MP""]",1.0,1.0,0.0,0.0,10.0,0.0,0.0,11.0,0.384,1,999,753,753,0.0,5.0,15.024999999999977
10,1000,alex_pbe_source_coordinate,MACE-MP,752.0,0.752,False,"[""M3GNet""]",1.0,0.504,"[""MACE-MP""]",1.0,1.0,0.0,0.0,10.0,0.0,0.0,11.0,0.384,1,999,752,752,0.0,5.0,15.024999999999977
10,1000,alexmp20_source_coordinate,ALIGNN-FF,715.0,0.715,False,"[""M3GNet""]",5.0,0.0,"[""MACE-MP""]",5.0,5.0,0.0,0.0,13.0,1.0,0.0,13.0,0.512,1,999,715,715,0.0,5.0,17.0
10,1000,alexmp20_source_coordinate,CHGNet,732.0,0.732,False,"[""M3GNet""]",5.0,0.0,"[""MACE-MP""]",5.0,5.0,0.0,0.0,13.0,1.0,0.0,13.0,0.512,1,999,732,732,0.0,5.0,17.0
10,1000,alexmp20_source_coordinate,M3GNet,760.0,0.76,True,"[""M3GNet""]",5.0,0.694,"[""MACE-MP""]",5.0,5.0,0.0,0.0,13.0,1.0,0.0,13.0,0.512,1,999,760,760,0.0,5.0,17.0
10,1000,alexmp20_source_coordinate,MACE-MP,755.0,0.755,False,"[""M3GNet""]",5.0,0.351,"[""MACE-MP""]",5.0,5.0,0.0,0.0,13.0,1.0,0.0,13.0,0.512,1,999,755,755,0.0,5.0,17.0
10,1000,mp_matched_pool_coordinate,ALIGNN-FF,958.0,0.958,False,"[""M3GNet""]",1.0,0.0,"[""MACE-MP""]",3.0,3.0,2.0,0.0,6.0,2.0,0.0,6.0,0.788,1,999,958,958,0.0,1.0,4.0
10,1000,mp_matched_pool_coordinate,CHGNet,991.0,0.991,False,"[""M3GNet""]",1.0,0.516,"[""MACE-MP""]",3.0,3.0,2.0,0.0,6.0,2.0,0.0,6.0,0.788,1,999,991,991,0.0,1.0,4.0
10,1000,mp_matched_pool_coordinate,M3GNet,992.0,0.992,True,"[""M3GNet""]",1.0,0.727,"[""MACE-MP""]",3.0,3.0,2.0,0.0,6.0,2.0,0.0,6.0,0.788,1,999,992,992,0.0,1.0,4.0
10,1000,mp_matched_pool_coordinate,MACE-MP,989.0,0.989,False,"[""M3GNet""]",1.0,0.105,"[""MACE-MP""]",3.0,3.0,2.0,0.0,6.0,2.0,0.0,6.0,0.788,1,999,989,989,0.0,1.0,4.0
10,1000,mp_source_coordinate,ALIGNN-FF,787.0,0.787,False,"[""MACE-MP""]",6.0,0.0,"[""MACE-MP""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,999,787,787,0.0,7.0,20.0
10,1000,mp_source_coordinate,CHGNet,803.0,0.803,False,"[""MACE-MP""]",6.0,0.0,"[""MACE-MP""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,999,803,803,0.0,7.0,20.0
10,1000,mp_source_coordinate,M3GNet,820.0,0.82,False,"[""MACE-MP""]",6.0,0.193,"[""MACE-MP""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,999,820,820,0.0,7.0,20.0
10,1000,mp_source_coordinate,MACE-MP,826.0,0.826,True,"[""MACE-MP""]",6.0,0.849,"[""MACE-MP""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,999,826,826,0.0,7.0,20.0
10,5000,alex_pbe_matched_pool_coordinate,ALIGNN-FF,4614.0,0.9228,False,"[""MACE-MP""]",13.0,0.0,"[""MACE-MP""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,1,4999,4614,4614,2.0,13.0,26.0
10,5000,alex_pbe_matched_pool_coordinate,CHGNet,4966.0,0.9932,False,"[""MACE-MP""]",13.0,0.022,"[""MACE-MP""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,1,4999,4966,4966,2.0,13.0,26.0
10,5000,alex_pbe_matched_pool_coordinate,M3GNet,4938.0,0.9876,False,"[""MACE-MP""]",13.0,0.0,"[""MACE-MP""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,1,4999,4938,4938,2.0,13.0,26.0
10,5000,alex_pbe_matched_pool_coordinate,MACE-MP,4979.0,0.9958,True,"[""MACE-MP""]",13.0,0.985,"[""MACE-MP""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,1,4999,4979,4979,2.0,13.0,26.0
