sample_role,material_id,formula,chemical_system,native_mp_ehull,native_alex_ehull,native_mp_stable,native_alex_stable,native_discordant,mp_common_composition_ehull,alex_common_composition_ehull,mp_common_composition_stable,alex_common_composition_stable,common_formula_count,mp_competitor_formula_count,alex_competitor_formula_count,mechanism_class,claim_scope
concordant_control_sample,mp-1095465,YGeRh,Ge-Rh-Y,0.0,0.0,True,True,False,,,,,9,9,65,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-20888,TmGeRu,Ge-Ru-Tm,0.0,0.0,True,True,False,,,,,5,5,42,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-24153,LaH2,H-La,0.0,0.0,True,True,False,,,,,0,5,1,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-505381,NaLi3(H2N)4,H-Li-N-Na,0.0,0.0,True,True,False,,,,,0,3,19,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1275571,Li2VPHO5,H-Li-O-P-V,0.06384671421808,0.0653339547685138,False,False,False,,,,,0,33,23,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-696949,Li3TeHO4,H-Li-O-Te,0.0,0.0,True,True,False,,,,,0,3,9,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1101820,MgTi3H8,H-Mg-Ti,0.022533346666667,0.022533346666667,False,False,False,,,,,0,7,14,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-625447,Pr(HO)3,H-O-Pr,0.0,0.0,True,True,False,,,,,0,1,1,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1520574,KLaHf2O6,Hf-K-La-O,0.085618662375001,0.0870063654166717,False,False,False,,,,,0,2,6,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-977544,Hf2ReNi,Hf-Ni-Re,0.025228360862067,0.0241950436637949,False,False,False,,,,,2,2,42,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1070103,Hf2Pt3,Hf-Pt,0.008496287749991,0.0061110817500029,False,False,False,,,,,5,5,14,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1689,HfRe2,Hf-Re,0.0,0.0,True,True,False,,,,,3,3,8,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1224121,HfZrS6,Hf-S-Zr,0.003721721249999,0.0006297618749995,False,False,False,,,,,1,1,50,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-28919,Hf3Te2,Hf-Te,0.0,0.0,True,True,False,,,,,7,7,13,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-32887,HfTe2,Hf-Te,0.0,0.0,True,True,False,,,,,7,7,13,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1184657,Hg,Hg,0.016785043749997,0.0068373224999999,False,False,False,0.015932505416664,0.006837322499999965,False,False,1,1,1,concordant_under_native_and_common_composition,common_composition_hull_proxy_subset
concordant_control_sample,mp-975272,Hg,Hg,0.0068451725,0.0022083787499999,False,False,False,0.005992634166667001,0.002208378749999962,False,False,1,1,1,concordant_under_native_and_common_composition,common_composition_hull_proxy_subset
concordant_control_sample,mp-1408,MgHg,Hg-Mg,0.0,0.0,True,True,False,,,,,9,9,25,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1186058,Na3Hg,Hg-Na,0.013812382708335,0.0146742350790229,False,False,False,,,,,7,7,36,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1079426,Tl2SiHgSe4,Hg-Se-Si-Tl,0.021743403749997,0.0213898075000003,False,False,False,,,,,1,1,101,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-30726,YHg3,Hg-Y,0.0,0.0,True,True,False,,,,,3,3,19,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1188417,Ho5In3,Ho-In,0.0300561,0.0217598249999992,False,False,False,,,,,6,6,21,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1184696,Ho5Mg,Ho-Mg,0.051591000000006,0.0414106033333334,False,False,False,,,,,9,9,19,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-863701,Ho2Mg,Ho-Mg,0.008869503333337,0.0037850299999999,False,False,False,,,,,9,9,19,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-568340,Ho5NiPb3,Ho-Ni-Pb,0.004598806055555,0.0046758805000006,False,False,False,,,,,4,4,46,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-755588,Ho2TeO6,Ho-O-Te,0.060990755555556,0.0609904766666806,False,False,False,,,,,0,4,18,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-978537,SmHoZn2,Ho-Sm-Zn,0.005041754999997,0.0064106424999996,False,False,False,,,,,1,1,85,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-22898,KI,I-K,0.0,0.0,True,True,False,,,,,1,1,7,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-23562,KIO4,I-K-O,0.0,0.0,True,True,False,,,,,0,11,7,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-23268,NaI,I-Na,0.0,0.0,True,True,False,,,,,1,1,6,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-23517,RbPbI3,I-Pb-Rb,0.0,0.0,True,True,False,,,,,1,1,28,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-28329,TlI3,I-Tl,0.0,0.0,True,True,False,,,,,2,2,8,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-10618,LiInSe2,In-Li-Se,0.081832804999999,0.08343211625,False,False,False,,,,,1,1,51,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1222587,Li5TlIn,In-Li-Tl,0.006550640714282,0.0023613071428556,False,False,False,,,,,2,2,121,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1079510,Lu2InNi2,In-Lu-Ni,0.019054027999997,0.0190540279999993,False,False,False,,,,,6,6,52,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-21301,ScInNi2,In-Ni-Sc,0.0,0.0,True,True,False,,,,,4,4,77,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1078718,Tb2InNi2,In-Ni-Tb,0.013037300000001,0.0197813780000055,False,False,False,,,,,8,8,82,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-21223,YbIn2Ni,In-Ni-Yb,0.0,0.0,True,True,False,,,,,2,2,52,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-20516,InPt3,In-Pt,0.0,0.0,True,True,False,,,,,12,12,22,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-21365,InSbS3,In-S-Sb,0.0,0.0,True,True,False,,,,,1,1,42,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1184894,In3Sn,In-Sn,0.061922069999997,0.0332779312500002,False,False,False,,,,,3,3,21,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-864622,Nd2IrPd,Ir-Nd-Pd,0.027145546428571,0.0277538052678547,False,False,False,,,,,1,1,49,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1187264,Tb2NiIr,Ir-Ni-Tb,0.03273292624999,0.0329987975000003,False,False,False,,,,,1,1,59,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-11160,SmSbIr,Ir-Sb-Sm,0.0,0.0,True,True,False,,,,,1,1,29,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1281,VIr,Ir-V,0.028082830000002,0.0279477974999995,False,False,False,,,,,4,4,14,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-998915,K2O,K-O,0.02955435,0.0292253366666672,False,False,False,,,,,0,4,1,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-5628,K(RuO2)4,K-O-Ru,0.0,0.0,True,True,False,,,,,0,6,3,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-11719,K4ZnP2,K-P-Zn,0.0,0.0,True,True,False,,,,,3,3,33,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1094177,La2Mg,La-Mg,0.033790885000001,0.0303952116666672,False,False,False,,,,,13,13,26,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1218776,Sr2La2Mn4O11,La-Mn-O-Sr,0.160656947185962,0.0593927003947118,False,False,False,,,,,0,18,12,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1220902,NaSr2LaTi4O12,La-Na-O-Sr-Ti,0.01374716598749,0.014559780395837,False,False,False,,,,,0,7,53,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1071627,LaSiNi4,La-Ni-Si,0.0,0.0,True,True,False,,,,,10,11,74,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-568370,La3(SiNi)4,La-Ni-Si,0.008780289090903,0.0020174263636372,False,False,False,,,,,10,11,74,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-3998,LaTaO4,La-O-Ta,0.005694672916646,0.0093214983333513,False,False,False,,,,,0,7,4,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1104495,La3Rh2,La-Rh,0.006688662777777,0.0086361633333327,False,False,False,,,,,9,9,19,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-28795,LaSi2Ru,La-Ru-Si,0.0,0.0,True,True,False,,,,,5,5,46,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-569482,LaSi2Ru3,La-Ru-Si,0.090686574999999,0.0887972699999961,False,False,False,,,,,5,5,46,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1018755,LaTlZn,La-Tl-Zn,0.028196403,0.0282232240000004,False,False,False,,,,,2,2,74,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1023493,LiMg15,Li-Mg,0.012462442812499,0.0283814517091836,False,False,False,,,,,12,12,37,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1094588,LiMg5,Li-Mg,0.016999879166667,0.0464759165646258,False,False,False,,,,,12,12,37,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1094590,Li5Mg,Li-Mg,0.011561318055556,0.0179911083333335,False,False,False,,,,,12,12,37,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1206428,Li3Mg5,Li-Mg,0.026798313125,0.0256155900000001,False,False,False,,,,,12,12,37,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1185377,LiMg2Ni,Li-Mg-Ni,0.011791346631944,0.0055002416666662,False,False,False,,,,,3,3,83,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-754927,Li5Mn2Ni3O10,Li-Mn-Ni-O,0.014908443166668,0.0092259435000023,False,False,False,,,,,0,40,33,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-863332,Li3Mn3NiO8,Li-Mn-Ni-O,0.088077729500001,0.0880777295000072,False,False,False,,,,,0,40,33,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-755149,Li4TiMn(WO6)2,Li-Mn-O-Ti-W,0.034728406499995,0.0339847454249975,False,False,False,,,,,0,2,34,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-19338,LiMoO2,Li-Mo-O,0.032507052187497,0.0383150724999987,False,False,False,,,,,0,17,3,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-566257,Li4Mo3O8,Li-Mo-O,0.049915935666663,0.0595140799999995,False,False,False,,,,,0,17,3,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-755298,Li4NbO4,Li-Nb-O,0.088247210069444,0.0804591941666696,False,False,False,,,,,0,31,3,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-756755,Li3Nb3TeO12,Li-Nb-O-Te,0.020130044868421,0.0158676580263161,False,False,False,,,,,0,4,26,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1222282,LiNdSe2,Li-Nd-Se,0.064456296093752,0.0730937199999957,False,False,False,,,,,1,1,32,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-755200,LiNiO2,Li-Ni-O,0.053660764583334,0.0367947443750003,False,False,False,,,,,0,68,16,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-756446,LiNiO2,Li-Ni-O,0.030480618333333,0.0171653714999999,False,False,False,,,,,0,68,16,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-12525,Sr2LiReO6,Li-O-Re-Sr,0.010782035,0.0167049974999997,False,False,False,,,,,0,1,31,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-753702,LiVSiO4,Li-O-Si-V,0.004977611517853,0.0098077661607245,False,False,False,,,,,0,40,25,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-760539,Li2Ti3O6,Li-O-Ti,0.064435075454545,0.0664064131818182,False,False,False,,,,,0,48,2,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-754484,Li4TiV3O10,Li-O-Ti-V,0.050168409722219,0.051114923912034,False,False,False,,,,,0,49,11,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-775331,LiVO2,Li-O-V,0.026776535,0.0162169743750002,False,False,False,,,,,0,65,2,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1209665,Rb3LiPb4,Li-Pb-Rb,0.0,0.0,True,True,False,,,,,1,1,50,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-27705,Li2Si,Li-Si,0.042997212301586,0.0415692593650796,False,False,False,,,,,10,10,18,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1247154,MgMnN2,Mg-Mn-N,0.0,0.0,True,True,False,,,,,0,11,9,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1206370,Mg2Sb3,Mg-Sb,0.075990982833333,0.0759909828333338,False,False,False,,,,,11,11,15,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1185687,MgSc5,Mg-Sc,0.033064336666666,0.0330504641666671,False,False,False,,,,,10,10,27,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1094205,Mg5Sn,Mg-Sn,0.078056670833333,0.0765892632993199,False,False,False,,,,,11,11,23,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1094246,MgSn5,Mg-Sn,0.078000682916667,0.0780061629166661,False,False,False,,,,,11,11,23,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1218770,Sr2NdSmMn4O12,Mn-Nd-O-Sm-Sr,0.012028517232137,0.0118637686964291,False,False,False,,,,,0,1,47,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1220778,Nd4MnSn8,Mn-Nd-Sn,0.040346772466829,0.0403467724668269,False,False,False,,,,,3,3,38,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1077362,YMnNi4,Mn-Ni-Y,0.032461854315131,0.0321762493151327,False,False,False,,,,,1,1,45,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1218481,Sr3PrMn4O12,Mn-O-Pr-Sr,0.009333615062499,0.0093336150624994,False,False,False,,,,,0,6,9,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-705675,Sr3Mn4O12,Mn-O-Sr,0.099664205614035,0.0979228531578959,False,False,False,,,,,0,19,2,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1221623,MnSi2Pd3,Mn-Pd-Si,0.069848024409723,0.0639231402430544,False,False,False,,,,,1,1,41,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1221549,MnSnPd2,Mn-Pd-Sn,0.097418472499999,0.0974184724999993,False,False,False,,,,,3,3,55,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1220443,NbMoSe4,Mo-Nb-Se,0.020843330833333,0.0144204816666677,False,False,False,,,,,3,3,40,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-19212,Rb2MoO4,Mo-O-Rb,0.0,0.0,True,True,False,,,,,0,9,4,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1030573,Te4Mo3WSe4,Mo-Se-Te-W,0.091472699999993,0.0312180545833324,False,False,False,,,,,13,13,79,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1030617,TeMoWSe3,Mo-Se-Te-W,0.108700647083335,0.0224516112499992,False,False,False,,,,,13,13,79,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1217374,Te2MoWSe2,Mo-Se-Te-W,0.096012560833333,0.0477196683333307,False,False,False,,,,,13,13,79,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1030335,Te4MoW,Mo-Te-W,0.012670823333326,0.0142194008333316,False,False,False,,,,,5,5,39,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1208115,V2NO5,N-O-V,0.055387472187501,0.0331717206250008,False,False,False,,,,,0,11,1,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1246302,Sr3VN3,N-Sr-V,0.069799741071429,0.0663762286904754,False,False,False,,,,,0,10,2,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1029262,VZn2N3,N-V-Zn,0.0,0.0,True,True,False,,,,,0,6,16,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-989407,YWN3,N-W-Y,0.038582182499993,0.0386071035000004,False,False,False,,,,,0,1,2,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1221237,Na3NdTi2Nb2O12,Na-Nb-Nd-O-Ti,0.011049487849994,0.0099545719166691,False,False,False,,,,,0,1,23,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-752558,Na2NiO2,Na-Ni-O,0.054099809,0.0534053310000004,False,False,False,,,,,0,44,4,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-28261,Na4SnO3,Na-O-Sn,0.0,0.0,True,True,False,,,,,0,14,30,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-7440,NaP,Na-P,0.0,0.0,True,True,False,,,,,6,6,9,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-952566,NaSnSb,Na-Sb-Sn,0.0,0.0,True,True,False,,,,,3,3,60,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1077429,NbNi2,Nb-Ni,0.087641595777779,0.0872856881111134,False,False,False,,,,,7,7,13,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-20932,NbNiP,Nb-Ni-P,0.0,0.0,True,True,False,,,,,6,6,45,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1217129,Ti3NbO8,Nb-O-Ti,0.037792079391032,0.033091969497871,False,False,False,,,,,0,7,14,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-29699,TiNb3O6,Nb-O-Ti,0.0,0.0,True,True,False,,,,,0,7,14,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-9407,Nb3SnS6,Nb-S-Sn,0.000651436499994,0.0001446075000002,False,False,False,,,,,3,3,42,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1205390,Nb3Si,Nb-Si,0.048723156041667,0.0477096156250009,False,False,False,,,,,4,4,8,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1220364,Nb6SiSn,Nb-Si-Sn,0.070901262708336,0.0711336587500017,False,False,False,,,,,2,2,22,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1217091,Ti3Nb,Nb-Ti,0.0667913925,0.0501788149999988,False,False,False,,,,,2,2,14,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-2763,Nd2O3,Nd-O,0.005659960499999,0.0297362895000006,False,False,False,,,,,0,5,1,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1219716,PrNd,Nd-Pr,0.00526396541667,3.950656249962492e-05,False,False,False,,,,,3,3,27,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-13568,NdS2,Nd-S,0.0,0.0,True,True,False,,,,,10,10,17,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1078668,NiPbO3,Ni-O-Pb,0.0,0.0,True,True,False,,,,,0,1,8,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1186347,Ni3Rh,Ni-Rh,0.024257211249999,0.0323317400000009,False,False,False,,,,,2,2,26,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1086656,Tb(NiSb)2,Ni-Sb-Tb,0.071222843999996,0.0711534499999988,False,False,False,,,,,5,5,46,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-662,NiSe,Ni-Se,0.073788769166666,0.0528685324999997,False,False,False,,,,,7,7,13,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-999192,SiNi,Ni-Si,0.06185977125,0.0459569675000004,False,False,False,,,,,7,7,19,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1087546,O2,O,0.017992666249999,0.0350009212499999,False,False,False,,,,,0,1,0,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1179959,Pb2O3,O-Pb,0.0271705495,0.0271705495,False,False,False,,,,,0,8,1,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1209159,RbSc(WO4)2,O-Rb-Sc-W,0.013406744166665,0.0220111781770828,False,False,False,,,,,0,1,6,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1219756,Rb2Ti(TeO4)3,O-Rb-Te-Ti,0.000883845,0.0031485083333331,False,False,False,,,,,0,1,30,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-19031,RbVO3,O-Rb-V,0.0,0.0,True,True,False,,,,,0,10,3,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1173111,TaRhO4,O-Rh-Ta,0.070072908541668,0.0621385022916651,False,False,False,,,,,0,1,17,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-30058,TlSbO3,O-Sb-Tl,0.000731049,0.0001411605000001,False,False,False,,,,,0,5,17,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-545552,SnO,O-Sn,0.071436164999999,0.0714361649999997,False,False,False,,,,,0,8,1,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1277428,VO2,O-V,0.102308956666652,0.0601164783333345,False,False,False,,,,,0,31,1,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-25233,V2O5,O-V,0.032813227857143,0.0113430750000009,False,False,False,,,,,0,31,1,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-545665,WO3,O-W,0.01092049864583,0.0109204986458326,False,False,False,,,,,0,21,1,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1101841,POsSe,Os-P-Se,0.036072645416666,0.0568196666666649,False,False,False,,,,,1,1,14,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-972777,Si2OsRu,Os-Ru-Si,0.016472589374998,0.0109721854166657,False,False,False,,,,,1,1,27,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-9102,RbVP2S7,P-Rb-S-V,0.0,0.0,True,True,False,,,,,1,1,71,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-28400,P3Ru,P-Ru,0.0,0.0,True,True,False,,,,,5,5,8,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1216056,Y2PS,P-S-Y,0.0,0.0,True,True,False,,,,,3,3,33,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-2019077,Pd5Pb3,Pb-Pd,0.007401696250006,0.0123709001562497,False,False,False,,,,,6,6,24,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-674804,Sm2PbSe4,Pb-Se-Sm,0.044833321785716,0.044845626428569,False,False,False,,,,,1,1,33,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1217406,Te4Pb5Se,Pb-Se-Te,0.020178604999998,0.0201786049999994,False,False,False,,,,,2,2,28,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1769,SbPd,Pd-Sb,0.0,0.0,True,True,False,,,,,7,7,17,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-973402,SbPd3,Pd-Sb,0.049276065357144,0.0604854640833334,False,False,False,,,,,7,7,17,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1449,Pr3S4,Pr-S,0.033799941071428,0.0311681175,False,False,False,,,,,8,8,15,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1018936,PrSbTe,Pr-Sb-Te,0.0,0.0,True,True,False,,,,,1,1,46,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-975769,PrYZn2,Pr-Y-Zn,0.0076063925,0.0077064424999999,False,False,False,,,,,1,1,84,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-30851,Ti3Pt5,Pt-Ti,0.0,0.0,True,True,False,,,,,6,6,17,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-639755,Rb,Rb,0.0073874025,0.005151675,False,False,False,0.007387402500000001,0.005151675000000022,False,False,1,1,1,concordant_under_native_and_common_composition,common_composition_hull_proxy_subset
concordant_control_sample,mp-974620,Rb,Rb,0.036396663749999,0.03416093625,False,False,False,0.036396663749999,0.03416093625000005,False,False,1,1,1,concordant_under_native_and_common_composition,common_composition_hull_proxy_subset
concordant_control_sample,mp-1848,Te2Ru,Ru-Te,0.011694903333335,0.0065733633333326,False,False,False,,,,,1,1,4,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-7355,Sm2SnS5,S-Sm-Sn,0.003524814687498,0.0035291240625001,False,False,False,,,,,1,1,48,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1876,SnS,S-Sn,0.091625983749999,0.0392589062499997,False,False,False,,,,,5,5,11,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1072086,TaS2,S-Ta,0.016381053333333,0.0018990816666679,False,False,False,,,,,8,9,14,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1217192,Ti2S3,S-Ti,0.025767256499999,0.0268324629999989,False,False,False,,,,,12,12,20,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1066131,YTlS2,S-Tl-Y,0.0,0.0,True,True,False,,,,,2,2,51,common_hull_unavailable,common_composition_hull_proxy_subset
concordant_control_sample,mp-1217831,Tb10(SiSb)3,Sb-Si-Tb,0.001220780625001,0.0006696787500013,False,False,False,,,,,2,2,24,common_hull_unavailable,common_composition_hull_proxy_subset
