denominator,model_a,model_b,metric,label_view_a,label_view_b,margin_a,margin_b,winner_a,winner_b
D5_pairwise_complete,ALIGNN-FF,CHGNet,DAF@10000,alex_pbe_native,alexmp20_native,0.019947979632062962,-0.004150488721804346,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,DAF@10000,alex_pbe_native,consensus,0.019947979632062962,-0.02724222620427963,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,DAF@10000,alex_pbe_native,uncertain,0.019947979632062962,-0.003321662427176464,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,DAF@10000,alexmp20_native,audit_view,-0.004150488721804346,0.015904300621903622,CHGNet,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,CHGNet,DAF@10000,alexmp20_native,common_pool,-0.004150488721804346,0.010439694286060952,CHGNet,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,CHGNet,DAF@10000,alexmp20_native,mp_native,-0.004150488721804346,0.0019582812292138208,CHGNet,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,CHGNet,DAF@10000,audit_view,consensus,0.015904300621903622,-0.02724222620427963,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,DAF@10000,audit_view,uncertain,0.015904300621903622,-0.003321662427176464,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,DAF@10000,common_pool,consensus,0.010439694286060952,-0.02724222620427963,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,DAF@10000,common_pool,uncertain,0.010439694286060952,-0.003321662427176464,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,DAF@10000,consensus,mp_native,-0.02724222620427963,0.0019582812292138208,CHGNet,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,CHGNet,DAF@10000,mp_native,uncertain,0.0019582812292138208,-0.003321662427176464,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,auroc,alex_pbe_native,alexmp20_native,0.0014911400975206046,-0.005730541621489116,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,auroc,alex_pbe_native,consensus,0.0014911400975206046,-0.0006281102002971273,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,auroc,alex_pbe_native,mp_native,0.0014911400975206046,-0.0030153409977338175,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,auroc,alex_pbe_native,uncertain,0.0014911400975206046,-0.0019685564880513873,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,auroc,alexmp20_native,audit_view,-0.005730541621489116,0.00045736098570436923,CHGNet,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,CHGNet,auroc,alexmp20_native,common_pool,-0.005730541621489116,0.0004986584144464068,CHGNet,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,CHGNet,auroc,audit_view,consensus,0.00045736098570436923,-0.0006281102002971273,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,auroc,audit_view,mp_native,0.00045736098570436923,-0.0030153409977338175,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,auroc,audit_view,uncertain,0.00045736098570436923,-0.0019685564880513873,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,auroc,common_pool,consensus,0.0004986584144464068,-0.0006281102002971273,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,auroc,common_pool,mp_native,0.0004986584144464068,-0.0030153409977338175,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,auroc,common_pool,uncertain,0.0004986584144464068,-0.0019685564880513873,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,balanced_accuracy,alex_pbe_native,alexmp20_native,0.00214791351214344,-0.005416010132987481,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,balanced_accuracy,alex_pbe_native,common_pool,0.00214791351214344,-0.0012565167812562672,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,balanced_accuracy,alex_pbe_native,consensus,0.00214791351214344,-0.00703208878716044,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,balanced_accuracy,alex_pbe_native,mp_native,0.00214791351214344,-0.00916524556558801,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,balanced_accuracy,alex_pbe_native,uncertain,0.00214791351214344,-0.001288160303646535,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,balanced_accuracy,alexmp20_native,audit_view,-0.005416010132987481,0.0012781679510117105,CHGNet,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,CHGNet,balanced_accuracy,audit_view,common_pool,0.0012781679510117105,-0.0012565167812562672,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,balanced_accuracy,audit_view,consensus,0.0012781679510117105,-0.00703208878716044,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,balanced_accuracy,audit_view,mp_native,0.0012781679510117105,-0.00916524556558801,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,balanced_accuracy,audit_view,uncertain,0.0012781679510117105,-0.001288160303646535,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,f1,alex_pbe_native,alexmp20_native,0.0028745072273324568,-0.006917293233082711,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,f1,alex_pbe_native,common_pool,0.0028745072273324568,-0.0012131505519835106,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,f1,alex_pbe_native,consensus,0.0028745072273324568,-0.008643406767155026,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,f1,alex_pbe_native,mp_native,0.0028745072273324568,-0.01084209125981106,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,f1,alex_pbe_native,uncertain,0.0028745072273324568,-0.001723147616312426,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,f1,alexmp20_native,audit_view,-0.006917293233082711,0.0018973331927901183,CHGNet,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,CHGNet,f1,audit_view,common_pool,0.0018973331927901183,-0.0012131505519835106,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,f1,audit_view,consensus,0.0018973331927901183,-0.008643406767155026,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,f1,audit_view,mp_native,0.0018973331927901183,-0.01084209125981106,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,f1,audit_view,uncertain,0.0018973331927901183,-0.001723147616312426,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,false_positive_burden@10000,alex_pbe_native,alexmp20_native,-0.00660000000000005,0.0014999999999999458,CHGNet,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,CHGNet,false_positive_burden@10000,alex_pbe_native,consensus,-0.00660000000000005,0.010499999999999954,CHGNet,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,CHGNet,false_positive_burden@10000,alex_pbe_native,uncertain,-0.00660000000000005,0.0010999999999999899,CHGNet,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,CHGNet,false_positive_burden@10000,alexmp20_native,audit_view,0.0014999999999999458,-0.0040999999999999925,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,false_positive_burden@10000,alexmp20_native,common_pool,0.0014999999999999458,-0.00539999999999996,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,false_positive_burden@10000,alexmp20_native,mp_native,0.0014999999999999458,-0.0007999999999999119,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,false_positive_burden@10000,audit_view,consensus,-0.0040999999999999925,0.010499999999999954,CHGNet,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,CHGNet,false_positive_burden@10000,audit_view,uncertain,-0.0040999999999999925,0.0010999999999999899,CHGNet,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,CHGNet,false_positive_burden@10000,common_pool,consensus,-0.00539999999999996,0.010499999999999954,CHGNet,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,CHGNet,false_positive_burden@10000,common_pool,uncertain,-0.00539999999999996,0.0010999999999999899,CHGNet,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,CHGNet,false_positive_burden@10000,consensus,mp_native,0.010499999999999954,-0.0007999999999999119,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,false_positive_burden@10000,mp_native,uncertain,-0.0007999999999999119,0.0010999999999999899,CHGNet,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,CHGNet,precision,alex_pbe_native,alexmp20_native,0.0028745072273324568,-0.006917293233082711,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,precision,alex_pbe_native,common_pool,0.0028745072273324568,-0.0012131505519835106,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,precision,alex_pbe_native,consensus,0.0028745072273324568,-0.008643406767155026,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,precision,alex_pbe_native,mp_native,0.0028745072273324568,-0.01084209125981106,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,precision,alex_pbe_native,uncertain,0.0028745072273324568,-0.001723147616312426,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,precision,alexmp20_native,audit_view,-0.006917293233082711,0.0018973331927901183,CHGNet,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,CHGNet,precision,audit_view,common_pool,0.0018973331927901183,-0.0012131505519835106,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,precision,audit_view,consensus,0.0018973331927901183,-0.008643406767155026,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,precision,audit_view,mp_native,0.0018973331927901183,-0.01084209125981106,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,precision,audit_view,uncertain,0.0018973331927901183,-0.001723147616312426,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,precision@10000,alex_pbe_native,alexmp20_native,0.006599999999999995,-0.0014999999999999458,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,precision@10000,alex_pbe_native,consensus,0.006599999999999995,-0.01050000000000001,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,precision@10000,alex_pbe_native,uncertain,0.006599999999999995,-0.0010999999999999899,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,precision@10000,alexmp20_native,audit_view,-0.0014999999999999458,0.0040999999999999925,CHGNet,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,CHGNet,precision@10000,alexmp20_native,common_pool,-0.0014999999999999458,0.005400000000000016,CHGNet,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,CHGNet,precision@10000,alexmp20_native,mp_native,-0.0014999999999999458,0.0008000000000000229,CHGNet,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,CHGNet,precision@10000,audit_view,consensus,0.0040999999999999925,-0.01050000000000001,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,precision@10000,audit_view,uncertain,0.0040999999999999925,-0.0010999999999999899,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,precision@10000,common_pool,consensus,0.005400000000000016,-0.01050000000000001,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,precision@10000,common_pool,uncertain,0.005400000000000016,-0.0010999999999999899,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,precision@10000,consensus,mp_native,-0.01050000000000001,0.0008000000000000229,CHGNet,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,CHGNet,precision@10000,mp_native,uncertain,0.0008000000000000229,-0.0010999999999999899,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,recall,alex_pbe_native,alexmp20_native,0.0028745072273324568,-0.006917293233082711,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,recall,alex_pbe_native,common_pool,0.0028745072273324568,-0.0012131505519835106,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,recall,alex_pbe_native,consensus,0.0028745072273324568,-0.008643406767155026,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,recall,alex_pbe_native,mp_native,0.0028745072273324568,-0.01084209125981106,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,recall,alex_pbe_native,uncertain,0.0028745072273324568,-0.001723147616312426,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,recall,alexmp20_native,audit_view,-0.006917293233082711,0.0018973331927901183,CHGNet,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,CHGNet,recall,audit_view,common_pool,0.0018973331927901183,-0.0012131505519835106,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,recall,audit_view,consensus,0.0018973331927901183,-0.008643406767155026,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,recall,audit_view,mp_native,0.0018973331927901183,-0.01084209125981106,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,recall,audit_view,uncertain,0.0018973331927901183,-0.001723147616312426,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,recall@10000,alex_pbe_native,alexmp20_native,0.005420499342969787,-0.0011278195488721998,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,recall@10000,alex_pbe_native,consensus,0.005420499342969787,-0.011067776957942421,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,recall@10000,alex_pbe_native,uncertain,0.005420499342969787,-0.0009026011323541305,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,recall@10000,alexmp20_native,audit_view,-0.0011278195488721998,0.004321703383577513,CHGNet,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,CHGNet,recall@10000,alexmp20_native,common_pool,-0.0011278195488721998,0.0032755064903554065,CHGNet,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,CHGNet,recall@10000,alexmp20_native,mp_native,-0.0011278195488721998,0.000532127178395625,CHGNet,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,CHGNet,recall@10000,audit_view,consensus,0.004321703383577513,-0.011067776957942421,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,recall@10000,audit_view,uncertain,0.004321703383577513,-0.0009026011323541305,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,recall@10000,common_pool,consensus,0.0032755064903554065,-0.011067776957942421,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,recall@10000,common_pool,uncertain,0.0032755064903554065,-0.0009026011323541305,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,recall@10000,consensus,mp_native,-0.011067776957942421,0.000532127178395625,CHGNet,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,CHGNet,recall@10000,mp_native,uncertain,0.000532127178395625,-0.0009026011323541305,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,stable_yield@10000,alex_pbe_native,alexmp20_native,0.006599999999999995,-0.0014999999999999458,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,stable_yield@10000,alex_pbe_native,consensus,0.006599999999999995,-0.01050000000000001,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,stable_yield@10000,alex_pbe_native,uncertain,0.006599999999999995,-0.0010999999999999899,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,stable_yield@10000,alexmp20_native,audit_view,-0.0014999999999999458,0.0040999999999999925,CHGNet,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,CHGNet,stable_yield@10000,alexmp20_native,common_pool,-0.0014999999999999458,0.005400000000000016,CHGNet,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,CHGNet,stable_yield@10000,alexmp20_native,mp_native,-0.0014999999999999458,0.0008000000000000229,CHGNet,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,CHGNet,stable_yield@10000,audit_view,consensus,0.0040999999999999925,-0.01050000000000001,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,stable_yield@10000,audit_view,uncertain,0.0040999999999999925,-0.0010999999999999899,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,stable_yield@10000,common_pool,consensus,0.005400000000000016,-0.01050000000000001,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,stable_yield@10000,common_pool,uncertain,0.005400000000000016,-0.0010999999999999899,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,CHGNet,stable_yield@10000,consensus,mp_native,-0.01050000000000001,0.0008000000000000229,CHGNet,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,CHGNet,stable_yield@10000,mp_native,uncertain,0.0008000000000000229,-0.0010999999999999899,ALIGNN-FF,CHGNet
D5_pairwise_complete,ALIGNN-FF,MP_source_native_public_hull_rank,DAF@100,alex_pbe_native,uncertain,-1.3299014454664912,0.18118651021580368,MP_source_native_public_hull_rank,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,MP_source_native_public_hull_rank,DAF@100,alexmp20_native,uncertain,-1.4112045112781955,0.18118651021580368,MP_source_native_public_hull_rank,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,MP_source_native_public_hull_rank,DAF@100,audit_view,uncertain,-1.6680573416253823,0.18118651021580368,MP_source_native_public_hull_rank,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,MP_source_native_public_hull_rank,DAF@100,common_pool,uncertain,-0.831335072182458,0.18118651021580368,MP_source_native_public_hull_rank,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,MP_source_native_public_hull_rank,DAF@100,consensus,uncertain,-1.63459997891852,0.18118651021580368,MP_source_native_public_hull_rank,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,MP_source_native_public_hull_rank,DAF@100,mp_native,uncertain,-1.1750006651589728,0.18118651021580368,MP_source_native_public_hull_rank,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,MP_source_native_public_hull_rank,DAF@1000,alex_pbe_native,uncertain,-1.4508015768725362,0.021138426191843807,MP_source_native_public_hull_rank,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,MP_source_native_public_hull_rank,DAF@1000,alexmp20_native,uncertain,-1.4969836090225561,0.021138426191843807,MP_source_native_public_hull_rank,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,MP_source_native_public_hull_rank,DAF@1000,audit_view,uncertain,-1.7495206071466214,0.021138426191843807,MP_source_native_public_hull_rank,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,MP_source_native_public_hull_rank,DAF@1000,common_pool,uncertain,-0.9434686400582313,0.021138426191843807,MP_source_native_public_hull_rank,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,MP_source_native_public_hull_rank,DAF@1000,consensus,uncertain,-1.6735190260356276,0.021138426191843807,MP_source_native_public_hull_rank,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,MP_source_native_public_hull_rank,DAF@1000,mp_native,uncertain,-1.458959159239058,0.021138426191843807,MP_source_native_public_hull_rank,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,MP_source_native_public_hull_rank,DAF@300,alex_pbe_native,uncertain,-1.7026768506351289,0.1409228412789586,MP_source_native_public_hull_rank,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,MP_source_native_public_hull_rank,DAF@300,alexmp20_native,uncertain,-1.6510170426065165,0.1409228412789586,MP_source_native_public_hull_rank,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,MP_source_native_public_hull_rank,DAF@300,audit_view,uncertain,-1.9266708829626507,0.1409228412789586,MP_source_native_public_hull_rank,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,MP_source_native_public_hull_rank,DAF@300,common_pool,uncertain,-0.9731131465081484,0.1409228412789586,MP_source_native_public_hull_rank,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,MP_source_native_public_hull_rank,DAF@300,consensus,uncertain,-1.8162221987983556,0.1409228412789586,MP_source_native_public_hull_rank,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,MP_source_native_public_hull_rank,DAF@300,mp_native,uncertain,-1.4279521972418074,0.1409228412789586,MP_source_native_public_hull_rank,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,MP_source_native_public_hull_rank,false_positive_burden@100,alex_pbe_native,uncertain,0.43999999999999995,-0.05999999999999994,ALIGNN-FF,MP_source_native_public_hull_rank
D5_pairwise_complete,ALIGNN-FF,MP_source_native_public_hull_rank,false_positive_burden@100,alexmp20_native,uncertain,0.51,-0.05999999999999994,ALIGNN-FF,MP_source_native_public_hull_rank
D5_pairwise_complete,ALIGNN-FF,MP_source_native_public_hull_rank,false_positive_burden@100,audit_view,uncertain,0.43000000000000005,-0.05999999999999994,ALIGNN-FF,MP_source_native_public_hull_rank
D5_pairwise_complete,ALIGNN-FF,MP_source_native_public_hull_rank,false_positive_burden@100,common_pool,uncertain,0.43000000000000005,-0.05999999999999994,ALIGNN-FF,MP_source_native_public_hull_rank
D5_pairwise_complete,ALIGNN-FF,MP_source_native_public_hull_rank,false_positive_burden@100,consensus,uncertain,0.63,-0.05999999999999994,ALIGNN-FF,MP_source_native_public_hull_rank
D5_pairwise_complete,ALIGNN-FF,MP_source_native_public_hull_rank,false_positive_burden@100,mp_native,uncertain,0.48,-0.05999999999999994,ALIGNN-FF,MP_source_native_public_hull_rank
D5_pairwise_complete,ALIGNN-FF,MP_source_native_public_hull_rank,false_positive_burden@1000,alex_pbe_native,uncertain,0.4800000000000001,-0.006999999999999895,ALIGNN-FF,MP_source_native_public_hull_rank
D5_pairwise_complete,ALIGNN-FF,MP_source_native_public_hull_rank,false_positive_burden@1000,alexmp20_native,uncertain,0.541,-0.006999999999999895,ALIGNN-FF,MP_source_native_public_hull_rank
D5_pairwise_complete,ALIGNN-FF,MP_source_native_public_hull_rank,false_positive_burden@1000,audit_view,uncertain,0.45099999999999996,-0.006999999999999895,ALIGNN-FF,MP_source_native_public_hull_rank
D5_pairwise_complete,ALIGNN-FF,MP_source_native_public_hull_rank,false_positive_burden@1000,common_pool,uncertain,0.488,-0.006999999999999895,ALIGNN-FF,MP_source_native_public_hull_rank
D5_pairwise_complete,ALIGNN-FF,MP_source_native_public_hull_rank,false_positive_burden@1000,consensus,uncertain,0.645,-0.006999999999999895,ALIGNN-FF,MP_source_native_public_hull_rank
D5_pairwise_complete,ALIGNN-FF,MP_source_native_public_hull_rank,false_positive_burden@1000,mp_native,uncertain,0.596,-0.006999999999999895,ALIGNN-FF,MP_source_native_public_hull_rank
D5_pairwise_complete,ALIGNN-FF,MP_source_native_public_hull_rank,false_positive_burden@300,alex_pbe_native,uncertain,0.5633333333333334,-0.046666666666666634,ALIGNN-FF,MP_source_native_public_hull_rank
D5_pairwise_complete,ALIGNN-FF,MP_source_native_public_hull_rank,false_positive_burden@300,alexmp20_native,uncertain,0.5966666666666667,-0.046666666666666634,ALIGNN-FF,MP_source_native_public_hull_rank
D5_pairwise_complete,ALIGNN-FF,MP_source_native_public_hull_rank,false_positive_burden@300,audit_view,uncertain,0.4966666666666667,-0.046666666666666634,ALIGNN-FF,MP_source_native_public_hull_rank
D5_pairwise_complete,ALIGNN-FF,MP_source_native_public_hull_rank,false_positive_burden@300,common_pool,uncertain,0.5033333333333333,-0.046666666666666634,ALIGNN-FF,MP_source_native_public_hull_rank
D5_pairwise_complete,ALIGNN-FF,MP_source_native_public_hull_rank,false_positive_burden@300,consensus,uncertain,0.7,-0.046666666666666634,ALIGNN-FF,MP_source_native_public_hull_rank
D5_pairwise_complete,ALIGNN-FF,MP_source_native_public_hull_rank,false_positive_burden@300,mp_native,uncertain,0.5833333333333333,-0.046666666666666634,ALIGNN-FF,MP_source_native_public_hull_rank
D5_pairwise_complete,ALIGNN-FF,MP_source_native_public_hull_rank,precision@100,alex_pbe_native,uncertain,-0.44,0.06,MP_source_native_public_hull_rank,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,MP_source_native_public_hull_rank,precision@100,alexmp20_native,uncertain,-0.51,0.06,MP_source_native_public_hull_rank,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,MP_source_native_public_hull_rank,precision@100,audit_view,uncertain,-0.43000000000000005,0.06,MP_source_native_public_hull_rank,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,MP_source_native_public_hull_rank,precision@100,common_pool,uncertain,-0.43000000000000005,0.06,MP_source_native_public_hull_rank,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,MP_source_native_public_hull_rank,precision@100,consensus,uncertain,-0.63,0.06,MP_source_native_public_hull_rank,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,MP_source_native_public_hull_rank,precision@100,mp_native,uncertain,-0.48,0.06,MP_source_native_public_hull_rank,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,MP_source_native_public_hull_rank,precision@1000,alex_pbe_native,uncertain,-0.48000000000000004,0.007000000000000006,MP_source_native_public_hull_rank,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,MP_source_native_public_hull_rank,precision@1000,alexmp20_native,uncertain,-0.5409999999999999,0.007000000000000006,MP_source_native_public_hull_rank,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,MP_source_native_public_hull_rank,precision@1000,audit_view,uncertain,-0.45099999999999996,0.007000000000000006,MP_source_native_public_hull_rank,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,MP_source_native_public_hull_rank,precision@1000,common_pool,uncertain,-0.488,0.007000000000000006,MP_source_native_public_hull_rank,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,MP_source_native_public_hull_rank,precision@1000,consensus,uncertain,-0.645,0.007000000000000006,MP_source_native_public_hull_rank,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,MP_source_native_public_hull_rank,precision@1000,mp_native,uncertain,-0.596,0.007000000000000006,MP_source_native_public_hull_rank,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,MP_source_native_public_hull_rank,precision@300,alex_pbe_native,uncertain,-0.5633333333333334,0.04666666666666669,MP_source_native_public_hull_rank,ALIGNN-FF
D5_pairwise_complete,ALIGNN-FF,MP_source_native_public_hull_rank,precision@300,alexmp20_native,uncertain,-0.5966666666666667,0.04666666666666669,MP_source_native_public_hull_rank,ALIGNN-FF
