denominator,model_name,label_view,K,metric,value,ci_low_95,ci_high_95,ci_denominator_n,bootstrap_method,metric_status
D5_full_complete,CHGNet,uncertain,100,DAF@100,1.1797540106951871,,,,deterministic_binomial_topk_approximation_phase2_v1,uncertainty_indicator_not_primary_stability_metric
D5_full_complete,CHGNet,uncertain,300,precision@300,0.38,,,300.0,deterministic_binomial_topk_approximation_phase2_v1,uncertainty_indicator_not_primary_stability_metric
D5_full_complete,CHGNet,uncertain,300,stable_yield@300,0.38,,,300.0,deterministic_binomial_topk_approximation_phase2_v1,uncertainty_indicator_not_primary_stability_metric
D5_full_complete,CHGNet,uncertain,300,uncertain_fraction@300,0.38,,,300.0,deterministic_binomial_topk_approximation_phase2_v1,uncertainty_indicator_not_primary_stability_metric
D5_full_complete,CHGNet,uncertain,300,false_positive_burden@300,0.62,,,300.0,deterministic_binomial_topk_approximation_phase2_v1,uncertainty_indicator_not_primary_stability_metric
D5_full_complete,CHGNet,uncertain,300,recall@300,0.009378856437679967,,,300.0,deterministic_binomial_topk_approximation_phase2_v1,uncertainty_indicator_not_primary_stability_metric
D5_full_complete,CHGNet,uncertain,300,DAF@300,1.149503907856849,,,,deterministic_binomial_topk_approximation_phase2_v1,uncertainty_indicator_not_primary_stability_metric
D5_full_complete,CHGNet,uncertain,500,precision@500,0.372,,,500.0,deterministic_binomial_topk_approximation_phase2_v1,uncertainty_indicator_not_primary_stability_metric
D5_full_complete,CHGNet,uncertain,500,stable_yield@500,0.372,,,500.0,deterministic_binomial_topk_approximation_phase2_v1,uncertainty_indicator_not_primary_stability_metric
D5_full_complete,CHGNet,uncertain,500,uncertain_fraction@500,0.372,,,500.0,deterministic_binomial_topk_approximation_phase2_v1,uncertainty_indicator_not_primary_stability_metric
D5_full_complete,CHGNet,uncertain,500,false_positive_burden@500,0.628,,,500.0,deterministic_binomial_topk_approximation_phase2_v1,uncertainty_indicator_not_primary_stability_metric
D5_full_complete,CHGNet,uncertain,500,recall@500,0.01530234471410942,,,500.0,deterministic_binomial_topk_approximation_phase2_v1,uncertainty_indicator_not_primary_stability_metric
D5_full_complete,CHGNet,uncertain,500,DAF@500,1.1253038255861785,,,,deterministic_binomial_topk_approximation_phase2_v1,uncertainty_indicator_not_primary_stability_metric
D5_full_complete,CHGNet,uncertain,1000,precision@1000,0.354,,,1000.0,deterministic_binomial_topk_approximation_phase2_v1,uncertainty_indicator_not_primary_stability_metric
D5_full_complete,CHGNet,uncertain,1000,stable_yield@1000,0.354,,,1000.0,deterministic_binomial_topk_approximation_phase2_v1,uncertainty_indicator_not_primary_stability_metric
D5_full_complete,CHGNet,uncertain,1000,uncertain_fraction@1000,0.354,,,1000.0,deterministic_binomial_topk_approximation_phase2_v1,uncertainty_indicator_not_primary_stability_metric
D5_full_complete,CHGNet,uncertain,1000,false_positive_burden@1000,0.646,,,1000.0,deterministic_binomial_topk_approximation_phase2_v1,uncertainty_indicator_not_primary_stability_metric
D5_full_complete,CHGNet,uncertain,1000,recall@1000,0.029123817359111476,,,1000.0,deterministic_binomial_topk_approximation_phase2_v1,uncertainty_indicator_not_primary_stability_metric
D5_full_complete,CHGNet,uncertain,1000,DAF@1000,1.0708536404771698,,,,deterministic_binomial_topk_approximation_phase2_v1,uncertainty_indicator_not_primary_stability_metric
D5_full_complete,CHGNet,uncertain,5000,precision@5000,0.3232,,,5000.0,deterministic_binomial_topk_approximation_phase2_v1,uncertainty_indicator_not_primary_stability_metric
D5_full_complete,CHGNet,uncertain,5000,stable_yield@5000,0.3232,,,5000.0,deterministic_binomial_topk_approximation_phase2_v1,uncertainty_indicator_not_primary_stability_metric
D5_full_complete,CHGNet,uncertain,5000,uncertain_fraction@5000,0.3232,,,5000.0,deterministic_binomial_topk_approximation_phase2_v1,uncertainty_indicator_not_primary_stability_metric
D5_full_complete,CHGNet,uncertain,5000,false_positive_burden@5000,0.6768000000000001,,,5000.0,deterministic_binomial_topk_approximation_phase2_v1,uncertainty_indicator_not_primary_stability_metric
D5_full_complete,CHGNet,uncertain,5000,recall@5000,0.13294940353763884,,,5000.0,deterministic_binomial_topk_approximation_phase2_v1,uncertainty_indicator_not_primary_stability_metric
D5_full_complete,CHGNet,uncertain,5000,DAF@5000,0.9776833237350884,,,,deterministic_binomial_topk_approximation_phase2_v1,uncertainty_indicator_not_primary_stability_metric
D5_full_complete,CHGNet,uncertain,10000,precision@10000,0.3075,,,10000.0,deterministic_binomial_topk_approximation_phase2_v1,uncertainty_indicator_not_primary_stability_metric
D5_full_complete,CHGNet,uncertain,10000,stable_yield@10000,0.3075,,,10000.0,deterministic_binomial_topk_approximation_phase2_v1,uncertainty_indicator_not_primary_stability_metric
D5_full_complete,CHGNet,uncertain,10000,uncertain_fraction@10000,0.3075,,,10000.0,deterministic_binomial_topk_approximation_phase2_v1,uncertainty_indicator_not_primary_stability_metric
D5_full_complete,CHGNet,uncertain,10000,false_positive_burden@10000,0.6925,,,10000.0,deterministic_binomial_topk_approximation_phase2_v1,uncertainty_indicator_not_primary_stability_metric
D5_full_complete,CHGNet,uncertain,10000,recall@10000,0.25298231180584124,,,10000.0,deterministic_binomial_topk_approximation_phase2_v1,uncertainty_indicator_not_primary_stability_metric
D5_full_complete,CHGNet,uncertain,10000,DAF@10000,0.9301906622788975,,,,deterministic_binomial_topk_approximation_phase2_v1,uncertainty_indicator_not_primary_stability_metric
D5_full_complete,CHGNet,audit_view,100,precision@100,0.34,0.24715308082655627,0.43284691917344376,100.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,CHGNet,audit_view,100,stable_yield@100,0.34,0.24715308082655627,0.43284691917344376,100.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,CHGNet,audit_view,100,uncertain_fraction@100,0.39,0.2944010125576636,0.4855989874423364,100.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,CHGNet,audit_view,100,false_positive_burden@100,0.6599999999999999,0.5671530808265561,0.7528469191734437,100.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,CHGNet,audit_view,100,recall@100,0.003583851586381364,0.002381346262110542,0.004786356910652186,9487.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,CHGNet,audit_view,100,DAF@100,1.3177463897965638,,,,deterministic_binomial_topk_approximation_phase2_v1,point_estimate_only_ratio_metric
D5_full_complete,CHGNet,audit_view,300,precision@300,0.2833333333333333,0.23234123518005007,0.3343254314866166,300.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,CHGNet,audit_view,300,stable_yield@300,0.2833333333333333,0.23234123518005007,0.3343254314866166,300.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,CHGNet,audit_view,300,uncertain_fraction@300,0.38,0.32507335315774927,0.43492664684225074,300.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,CHGNet,audit_view,300,false_positive_burden@300,0.7166666666666667,0.6656745685133834,0.76765876481995,300.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,CHGNet,audit_view,300,recall@300,0.00895962896595341,0.007063436979902052,0.010855820952004769,9487.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,CHGNet,audit_view,300,DAF@300,1.0981219914971363,,,,deterministic_binomial_topk_approximation_phase2_v1,point_estimate_only_ratio_metric
D5_full_complete,CHGNet,audit_view,500,precision@500,0.266,0.22726889233703743,0.30473110766296263,500.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,CHGNet,audit_view,500,stable_yield@500,0.266,0.22726889233703743,0.30473110766296263,500.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,CHGNet,audit_view,500,uncertain_fraction@500,0.372,0.32963352208172125,0.41436647791827874,500.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,CHGNet,audit_view,500,false_positive_burden@500,0.734,0.6952688923370374,0.7727311076629626,500.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,CHGNet,audit_view,500,recall@500,0.0140191841467271,0.011653334049767672,0.01638503424368653,9487.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,CHGNet,audit_view,500,DAF@500,1.0309427637820174,,,,deterministic_binomial_topk_approximation_phase2_v1,point_estimate_only_ratio_metric
D5_full_complete,CHGNet,audit_view,1000,precision@1000,0.261,0.2337793466941001,0.2882206533058999,1000.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,CHGNet,audit_view,1000,stable_yield@1000,0.261,0.2337793466941001,0.2882206533058999,1000.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,CHGNet,audit_view,1000,uncertain_fraction@1000,0.354,0.3243602892321804,0.38363971076781955,1000.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,CHGNet,audit_view,1000,false_positive_burden@1000,0.739,0.7117793466941,0.7662206533059,1000.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,CHGNet,audit_view,1000,recall@1000,0.02751133129545694,0.024219862824815877,0.030802799766098003,9487.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,CHGNet,audit_view,1000,DAF@1000,1.0115641404026563,,,,deterministic_binomial_topk_approximation_phase2_v1,point_estimate_only_ratio_metric
D5_full_complete,CHGNet,audit_view,5000,precision@5000,0.2298,0.21813867663139386,0.24146132336860615,5000.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,CHGNet,audit_view,5000,stable_yield@5000,0.2298,0.21813867663139386,0.24146132336860615,5000.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,CHGNet,audit_view,5000,uncertain_fraction@5000,0.3232,0.3102360627491799,0.33616393725082006,5000.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,CHGNet,audit_view,5000,false_positive_burden@5000,0.7702,0.7585386766313938,0.7818613233686061,5000.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,CHGNet,audit_view,5000,recall@5000,0.12111310213977021,0.11454781567942744,0.127678388600113,9487.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,CHGNet,audit_view,5000,DAF@5000,0.8906415305154421,,,,deterministic_binomial_topk_approximation_phase2_v1,point_estimate_only_ratio_metric
D5_full_complete,CHGNet,audit_view,10000,precision@10000,0.2236,0.21543352316807302,0.23176647683192697,10000.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,CHGNet,audit_view,10000,stable_yield@10000,0.2236,0.21543352316807302,0.23176647683192697,10000.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,CHGNet,audit_view,10000,uncertain_fraction@10000,0.3075,0.2984554175884124,0.3165445824115876,10000.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,CHGNet,audit_view,10000,false_positive_burden@10000,0.7764,0.768233523168073,0.7845664768319269,10000.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,CHGNet,audit_view,10000,recall@10000,0.23569094550437442,0.22715016476615868,0.24423172624259015,9487.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,CHGNet,audit_view,10000,DAF@10000,0.8666120375250341,,,,deterministic_binomial_topk_approximation_phase2_v1,point_estimate_only_ratio_metric
D5_full_complete,M3GNet,mp_native,100,precision@100,0.58,0.4832625325946559,0.676737467405344,100.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,mp_native,100,stable_yield@100,0.58,0.4832625325946559,0.676737467405344,100.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,mp_native,100,uncertain_fraction@100,0.0,0.0,0.0,100.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,mp_native,100,false_positive_burden@100,0.42000000000000004,0.323262532594656,0.5167374674053441,100.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,mp_native,100,recall@100,0.003859976041528018,0.002868489374036393,0.004851462709019643,15026.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,mp_native,100,DAF@100,1.4192745907094368,,,,deterministic_binomial_topk_approximation_phase2_v1,point_estimate_only_ratio_metric
D5_full_complete,M3GNet,mp_native,300,precision@300,0.53,0.4735216100323909,0.5864783899676091,300.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,mp_native,300,stable_yield@300,0.53,0.4735216100323909,0.5864783899676091,300.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,mp_native,300,uncertain_fraction@300,0.0,0.0,0.0,300.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,mp_native,300,false_positive_burden@300,0.47,0.41352161003239085,0.5264783899676091,300.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,mp_native,300,recall@300,0.010581658458671636,0.0089455909214518,0.012217725995891472,15026.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,mp_native,300,DAF@300,1.296923332889658,,,,deterministic_binomial_topk_approximation_phase2_v1,point_estimate_only_ratio_metric
D5_full_complete,M3GNet,mp_native,500,precision@500,0.5,0.4561730676410041,0.5438269323589959,500.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,mp_native,500,stable_yield@500,0.5,0.4561730676410041,0.5438269323589959,500.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,mp_native,500,uncertain_fraction@500,0.0,0.0,0.0,500.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,mp_native,500,false_positive_burden@500,0.5,0.4561730676410041,0.5438269323589959,500.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,mp_native,500,recall@500,0.016637827765206975,0.014592610547663587,0.018683044982750363,15026.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,mp_native,500,DAF@500,1.2235125781977905,,,,deterministic_binomial_topk_approximation_phase2_v1,point_estimate_only_ratio_metric
D5_full_complete,M3GNet,mp_native,1000,precision@1000,0.461,0.4301040953134562,0.4918959046865438,1000.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,mp_native,1000,stable_yield@1000,0.461,0.4301040953134562,0.4918959046865438,1000.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,mp_native,1000,uncertain_fraction@1000,0.0,0.0,0.0,1000.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,mp_native,1000,false_positive_burden@1000,0.5389999999999999,0.5081040953134561,0.5698959046865437,1000.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,mp_native,1000,recall@1000,0.030680154399041662,0.02792277388752983,0.0334375349105535,15026.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,mp_native,1000,DAF@1000,1.128078597098363,,,,deterministic_binomial_topk_approximation_phase2_v1,point_estimate_only_ratio_metric
D5_full_complete,M3GNet,mp_native,5000,precision@5000,0.3824,0.3689295019098476,0.39587049809015246,5000.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,mp_native,5000,stable_yield@5000,0.3824,0.3689295019098476,0.39587049809015246,5000.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,mp_native,5000,uncertain_fraction@5000,0.0,0.0,0.0,5000.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,mp_native,5000,false_positive_burden@5000,0.6175999999999999,0.6041295019098475,0.6310704980901524,5000.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,mp_native,5000,recall@5000,0.12724610674830295,0.12191763670840541,0.13257457678820048,15026.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,mp_native,5000,DAF@5000,0.9357424198056702,,,,deterministic_binomial_topk_approximation_phase2_v1,point_estimate_only_ratio_metric
D5_full_complete,M3GNet,mp_native,10000,precision@10000,0.3663,0.35685686095995617,0.37574313904004386,10000.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,mp_native,10000,stable_yield@10000,0.3663,0.35685686095995617,0.37574313904004386,10000.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,mp_native,10000,uncertain_fraction@10000,0.0,0.0,0.0,10000.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,mp_native,10000,false_positive_burden@10000,0.6336999999999999,0.6242568609599561,0.6431431390400437,10000.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,mp_native,10000,recall@10000,0.24377745241581258,0.23691220873172655,0.2506426960998986,15026.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,mp_native,10000,DAF@10000,0.8963453147877014,,,,deterministic_binomial_topk_approximation_phase2_v1,point_estimate_only_ratio_metric
D5_full_complete,M3GNet,alexmp20_native,100,precision@100,0.35,0.2565139582611393,0.44348604173886064,100.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alexmp20_native,100,stable_yield@100,0.35,0.2565139582611393,0.44348604173886064,100.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alexmp20_native,100,uncertain_fraction@100,0.0,0.0,0.0,100.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alexmp20_native,100,false_positive_burden@100,0.65,0.5565139582611394,0.7434860417388607,100.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alexmp20_native,100,recall@100,0.0026331628046945533,0.001761944036213057,0.0035043815731760496,13292.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alexmp20_native,100,DAF@100,0.9681876316581403,,,,deterministic_binomial_topk_approximation_phase2_v1,point_estimate_only_ratio_metric
D5_full_complete,M3GNet,alexmp20_native,300,precision@300,0.37333333333333335,0.3185987110721532,0.4280679555945135,300.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alexmp20_native,300,stable_yield@300,0.37333333333333335,0.3185987110721532,0.4280679555945135,300.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alexmp20_native,300,uncertain_fraction@300,0.0,0.0,0.0,300.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alexmp20_native,300,false_positive_burden@300,0.6266666666666667,0.5719320444054866,0.6814012889278468,300.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alexmp20_native,300,recall@300,0.00842612097502257,0.006872170087261592,0.009980071862783548,13292.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alexmp20_native,300,DAF@300,1.032733473768683,,,,deterministic_binomial_topk_approximation_phase2_v1,point_estimate_only_ratio_metric
D5_full_complete,M3GNet,alexmp20_native,500,precision@500,0.378,0.3354977265172791,0.4205022734827209,500.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alexmp20_native,500,stable_yield@500,0.378,0.3354977265172791,0.4205022734827209,500.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alexmp20_native,500,uncertain_fraction@500,0.0,0.0,0.0,500.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alexmp20_native,500,false_positive_burden@500,0.622,0.5794977265172792,0.6645022734827208,500.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alexmp20_native,500,recall@500,0.014219079145350587,0.012206343003797134,0.01623181528690404,13292.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alexmp20_native,500,DAF@500,1.0456426421907916,,,,deterministic_binomial_topk_approximation_phase2_v1,point_estimate_only_ratio_metric
D5_full_complete,M3GNet,alexmp20_native,1000,precision@1000,0.373,0.34302603073331794,0.40297396926668205,1000.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alexmp20_native,1000,stable_yield@1000,0.373,0.34302603073331794,0.40297396926668205,1000.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alexmp20_native,1000,uncertain_fraction@1000,0.0,0.0,0.0,1000.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alexmp20_native,1000,false_positive_burden@1000,0.627,0.597026030733318,0.6569739692666821,1000.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alexmp20_native,1000,recall@1000,0.02806199217574481,0.025254364999615392,0.030869619351874225,13292.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alexmp20_native,1000,DAF@1000,1.031811390309961,,,,deterministic_binomial_topk_approximation_phase2_v1,point_estimate_only_ratio_metric
D5_full_complete,M3GNet,alexmp20_native,5000,precision@5000,0.3386,0.32548263384925163,0.3517173661507484,5000.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alexmp20_native,5000,stable_yield@5000,0.3386,0.32548263384925163,0.3517173661507484,5000.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alexmp20_native,5000,uncertain_fraction@5000,0.0,0.0,0.0,5000.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alexmp20_native,5000,false_positive_burden@5000,0.6614,0.6482826338492516,0.6745173661507484,5000.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alexmp20_native,5000,recall@5000,0.1273698465242251,0.12170211427143279,0.13303757877701738,13292.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alexmp20_native,5000,DAF@5000,0.9366523773698466,,,,deterministic_binomial_topk_approximation_phase2_v1,point_estimate_only_ratio_metric
D5_full_complete,M3GNet,alexmp20_native,10000,precision@10000,0.3299,0.3206845395818549,0.33911546041814516,10000.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alexmp20_native,10000,stable_yield@10000,0.3299,0.3206845395818549,0.33911546041814516,10000.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alexmp20_native,10000,uncertain_fraction@10000,0.0,0.0,0.0,10000.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alexmp20_native,10000,false_positive_burden@10000,0.6700999999999999,0.6608845395818548,0.6793154604181451,10000.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alexmp20_native,10000,recall@10000,0.24819440264820944,0.24085079147525057,0.2555380138211683,13292.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alexmp20_native,10000,DAF@10000,0.9125859990972015,,,,deterministic_binomial_topk_approximation_phase2_v1,point_estimate_only_ratio_metric
D5_full_complete,M3GNet,alex_pbe_native,100,precision@100,0.33,0.23783830730721145,0.4221616926927886,100.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alex_pbe_native,100,stable_yield@100,0.33,0.23783830730721145,0.4221616926927886,100.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alex_pbe_native,100,uncertain_fraction@100,0.0,0.0,0.0,100.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alex_pbe_native,100,false_positive_burden@100,0.6699999999999999,0.5778383073072113,0.7621616926927886,100.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alex_pbe_native,100,recall@100,0.002712254458781951,0.0017881101899901949,0.0036363987275737073,12167.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alex_pbe_native,100,DAF@100,0.9972688419495357,,,,deterministic_binomial_topk_approximation_phase2_v1,point_estimate_only_ratio_metric
D5_full_complete,M3GNet,alex_pbe_native,300,precision@300,0.33,0.276790421914847,0.38320957808515305,300.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alex_pbe_native,300,stable_yield@300,0.33,0.276790421914847,0.38320957808515305,300.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alex_pbe_native,300,uncertain_fraction@300,0.0,0.0,0.0,300.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alex_pbe_native,300,false_positive_burden@300,0.6699999999999999,0.6167904219148469,0.723209578085153,300.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alex_pbe_native,300,recall@300,0.008136763376345854,0.006540457702348296,0.00973306905034341,12167.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alex_pbe_native,300,DAF@300,0.9972688419495357,,,,deterministic_binomial_topk_approximation_phase2_v1,point_estimate_only_ratio_metric
D5_full_complete,M3GNet,alex_pbe_native,500,precision@500,0.338,0.2965372203150826,0.37946277968491743,500.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alex_pbe_native,500,stable_yield@500,0.338,0.2965372203150826,0.37946277968491743,500.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alex_pbe_native,500,uncertain_fraction@500,0.0,0.0,0.0,500.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alex_pbe_native,500,false_positive_burden@500,0.6619999999999999,0.6205372203150825,0.7034627796849173,500.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alex_pbe_native,500,recall@500,0.01389003041012575,0.011810436244260637,0.015969624575990864,12167.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alex_pbe_native,500,DAF@500,1.0214450562998276,,,,deterministic_binomial_topk_approximation_phase2_v1,point_estimate_only_ratio_metric
D5_full_complete,M3GNet,alex_pbe_native,1000,precision@1000,0.338,0.3086813873179511,0.36731861268204896,1000.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alex_pbe_native,1000,stable_yield@1000,0.338,0.3086813873179511,0.36731861268204896,1000.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alex_pbe_native,1000,uncertain_fraction@1000,0.0,0.0,0.0,1000.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alex_pbe_native,1000,false_positive_burden@1000,0.6619999999999999,0.632681387317951,0.6913186126820489,1000.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alex_pbe_native,1000,recall@1000,0.0277800608202515,0.02485985692916289,0.030700264711340113,12167.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alex_pbe_native,1000,DAF@1000,1.0214450562998276,,,,deterministic_binomial_topk_approximation_phase2_v1,point_estimate_only_ratio_metric
D5_full_complete,M3GNet,alex_pbe_native,5000,precision@5000,0.3116,0.29876221126280694,0.32443778873719303,5000.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alex_pbe_native,5000,stable_yield@5000,0.3116,0.29876221126280694,0.32443778873719303,5000.0,deterministic_binomial_topk_approximation_phase2_v1,ok
D5_full_complete,M3GNet,alex_pbe_native,5000,uncertain_fraction@5000,0.0,0.0,0.0,5000.0,deterministic_binomial_topk_approximation_phase2_v1,ok
