denominator,model_name,label_view,metric,value,ci_low_95,ci_high_95,bootstrap_replicates,bootstrap_method,metric_status
D5_family_complete,MACE-MP,audit_view,precision,0.25466427743227577,0.24776058966299058,0.2609591855848987,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MACE-MP,audit_view,recall,0.25466427743227577,0.24776058966299058,0.2609591855848987,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MACE-MP,audit_view,balanced_accuracy,0.49789776200004787,0.49372406697298604,0.5020006117998173,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MACE-MP,audit_view,auroc,0.5061416953681388,0.4999181447146255,0.5115488598355907,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MACE-MP,audit_view,auprc,0.2611515151497135,0.2556229089729589,0.2656470322334847,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_common_pool_public_hull_rank,mp_native,f1,0.7723279648609077,0.7692418485769039,0.7797413362353336,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_common_pool_public_hull_rank,mp_native,precision,0.7723279648609077,0.7692418485769039,0.7797413362353336,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_common_pool_public_hull_rank,mp_native,recall,0.7723279648609077,0.7692418485769039,0.7797413362353336,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_common_pool_public_hull_rank,mp_native,balanced_accuracy,0.8074986034753397,0.8045113887553432,0.8124965898966903,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_common_pool_public_hull_rank,mp_native,auroc,0.869475220446933,0.8656017156392884,0.8723447342273217,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_common_pool_public_hull_rank,mp_native,auprc,0.7520563502501773,0.7449487059118703,0.7587847340331192,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_common_pool_public_hull_rank,alexmp20_native,f1,0.6691995185073728,0.654657186378323,0.6684995248992678,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_common_pool_public_hull_rank,alexmp20_native,precision,0.6691995185073728,0.654657186378323,0.6684995248992678,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_common_pool_public_hull_rank,alexmp20_native,recall,0.6691995185073728,0.654657186378323,0.6684995248992678,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_common_pool_public_hull_rank,alexmp20_native,balanced_accuracy,0.7409589039849241,0.7307226798101198,0.7400471991681039,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_common_pool_public_hull_rank,alexmp20_native,auroc,0.8258983166625636,0.8228873100704723,0.829509651972668,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_common_pool_public_hull_rank,alexmp20_native,auprc,0.6421432644969001,0.6365272279661444,0.647581797121065,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_common_pool_public_hull_rank,alex_pbe_native,f1,0.5831347086381196,0.5760789802763013,0.5944489549691016,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_common_pool_public_hull_rank,alex_pbe_native,precision,0.5831347086381196,0.5760789802763013,0.5944489549691016,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_common_pool_public_hull_rank,alex_pbe_native,recall,0.5831347086381196,0.5760789802763013,0.5944489549691016,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_common_pool_public_hull_rank,alex_pbe_native,balanced_accuracy,0.6884904937735978,0.6850320924970763,0.6944915861066489,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_common_pool_public_hull_rank,alex_pbe_native,auroc,0.7932953788949817,0.7893588537448587,0.7962645636189084,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_common_pool_public_hull_rank,alex_pbe_native,auprc,0.565633130544103,0.5580023701739373,0.5738326082262818,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_common_pool_public_hull_rank,common_pool,f1,1.0,1.0,1.0,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_common_pool_public_hull_rank,common_pool,precision,1.0,1.0,1.0,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_common_pool_public_hull_rank,common_pool,recall,1.0,1.0,1.0,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_common_pool_public_hull_rank,common_pool,balanced_accuracy,1.0,1.0,1.0,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_common_pool_public_hull_rank,common_pool,auroc,1.0,0.9999999999999999,1.0,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_common_pool_public_hull_rank,common_pool,auprc,0.9999999999999999,0.9999999999999999,1.0,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_common_pool_public_hull_rank,source_union,f1,,,,40,deterministic_row_resampling_phase2_v1,not_evaluable_full_source_union_incomplete
D5_family_complete,MP_common_pool_public_hull_rank,source_union,precision,,,,40,deterministic_row_resampling_phase2_v1,not_evaluable_full_source_union_incomplete
D5_family_complete,MP_common_pool_public_hull_rank,source_union,recall,,,,40,deterministic_row_resampling_phase2_v1,not_evaluable_full_source_union_incomplete
D5_family_complete,MP_common_pool_public_hull_rank,source_union,balanced_accuracy,,,,40,deterministic_row_resampling_phase2_v1,not_evaluable_full_source_union_incomplete
D5_family_complete,MP_common_pool_public_hull_rank,source_union,auroc,,,,40,deterministic_row_resampling_phase2_v1,not_evaluable_full_source_union_incomplete
D5_family_complete,MP_common_pool_public_hull_rank,source_union,auprc,,,,40,deterministic_row_resampling_phase2_v1,not_evaluable_full_source_union_incomplete
D5_family_complete,MP_common_pool_public_hull_rank,consensus,f1,1.0,1.0,1.0,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_common_pool_public_hull_rank,consensus,precision,1.0,1.0,1.0,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_common_pool_public_hull_rank,consensus,recall,1.0,1.0,1.0,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_common_pool_public_hull_rank,consensus,balanced_accuracy,1.0,1.0,1.0,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_common_pool_public_hull_rank,consensus,auroc,1.0,1.0,1.0,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_common_pool_public_hull_rank,consensus,auprc,0.9999999999999999,0.9999999999999997,1.0,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_common_pool_public_hull_rank,uncertain,f1,0.4671328671328671,0.4554686488715044,0.473835190170007,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_common_pool_public_hull_rank,uncertain,precision,0.4671328671328671,0.4554686488715044,0.473835190170007,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_common_pool_public_hull_rank,uncertain,recall,0.4671328671328671,0.4554686488715044,0.473835190170007,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_common_pool_public_hull_rank,uncertain,balanced_accuracy,0.6020003153458363,0.5945215587049405,0.6057528344910905,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_common_pool_public_hull_rank,uncertain,auroc,0.6869387865602512,0.6822266002510219,0.6902609801322777,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_common_pool_public_hull_rank,uncertain,auprc,0.4593596884979845,0.45213470214750634,0.4680089432846656,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_common_pool_public_hull_rank,audit_view,f1,0.5011067776957943,0.5258046864964329,0.5414461166804379,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_common_pool_public_hull_rank,audit_view,precision,0.5011067776957943,0.5258046864964329,0.5414461166804379,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_common_pool_public_hull_rank,audit_view,recall,0.5011067776957943,0.5258046864964329,0.5414461166804379,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_common_pool_public_hull_rank,audit_view,balanced_accuracy,0.663814393869339,0.6810291410673224,0.6909591175140112,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_common_pool_public_hull_rank,audit_view,auroc,0.8476593346740416,0.8444259953649742,0.8517502603506494,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_common_pool_public_hull_rank,audit_view,auprc,0.5294285232560952,0.5234422079078074,0.5380255304715058,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_source_native_public_hull_rank,mp_native,f1,1.0,1.0,1.0,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_source_native_public_hull_rank,mp_native,precision,1.0,1.0,1.0,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_source_native_public_hull_rank,mp_native,recall,1.0,1.0,1.0,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_source_native_public_hull_rank,mp_native,balanced_accuracy,1.0,1.0,1.0,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_source_native_public_hull_rank,mp_native,auroc,1.0,1.0,1.0,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_source_native_public_hull_rank,mp_native,auprc,1.0,1.0,1.0,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_source_native_public_hull_rank,alexmp20_native,f1,0.8112781954887218,0.7960255611010503,0.8065643044195672,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_source_native_public_hull_rank,alexmp20_native,precision,0.8112781954887218,0.7960255611010503,0.8065643044195672,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_source_native_public_hull_rank,alexmp20_native,recall,0.8112781954887218,0.7960255611010503,0.8065643044195672,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_source_native_public_hull_rank,alexmp20_native,balanced_accuracy,0.8522393870814386,0.8408257346717687,0.8481916582067114,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_source_native_public_hull_rank,alexmp20_native,auroc,0.9072235173714219,0.9047128008843672,0.9103478077877086,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_source_native_public_hull_rank,alexmp20_native,auprc,0.785214911338006,0.7790729243238455,0.7898155005519315,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_source_native_public_hull_rank,alex_pbe_native,f1,0.7293856767411301,0.7100317584537744,0.7247106813430287,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_source_native_public_hull_rank,alex_pbe_native,precision,0.7293856767411301,0.7100317584537744,0.7247106813430287,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_source_native_public_hull_rank,alex_pbe_native,recall,0.7293856767411301,0.7100317584537744,0.7247106813430287,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_source_native_public_hull_rank,alex_pbe_native,balanced_accuracy,0.7977920018563118,0.7833343722006146,0.792323869423209,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_source_native_public_hull_rank,alex_pbe_native,auroc,0.8797764257630553,0.8767685320388154,0.8818156821032608,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_source_native_public_hull_rank,alex_pbe_native,auprc,0.7015761876567441,0.6974675972465466,0.7077018855188938,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_source_native_public_hull_rank,common_pool,f1,0.8791702050224433,0.8751195703837874,0.8825663720108028,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_source_native_public_hull_rank,common_pool,precision,0.8791702050224433,0.8751195703837874,0.8825663720108028,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_source_native_public_hull_rank,common_pool,recall,0.8791702050224433,0.8751195703837874,0.8825663720108028,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_source_native_public_hull_rank,common_pool,balanced_accuracy,0.8748551356560842,0.8699479063341806,0.8792216592450555,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_source_native_public_hull_rank,common_pool,auroc,0.9439909945706565,0.9410764520949827,0.9462290719377208,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_source_native_public_hull_rank,common_pool,auprc,0.9565783864226446,0.9541027895308984,0.9585382974230421,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_source_native_public_hull_rank,source_union,f1,,,,40,deterministic_row_resampling_phase2_v1,not_evaluable_full_source_union_incomplete
D5_family_complete,MP_source_native_public_hull_rank,source_union,precision,,,,40,deterministic_row_resampling_phase2_v1,not_evaluable_full_source_union_incomplete
D5_family_complete,MP_source_native_public_hull_rank,source_union,recall,,,,40,deterministic_row_resampling_phase2_v1,not_evaluable_full_source_union_incomplete
D5_family_complete,MP_source_native_public_hull_rank,source_union,balanced_accuracy,,,,40,deterministic_row_resampling_phase2_v1,not_evaluable_full_source_union_incomplete
D5_family_complete,MP_source_native_public_hull_rank,source_union,auroc,,,,40,deterministic_row_resampling_phase2_v1,not_evaluable_full_source_union_incomplete
D5_family_complete,MP_source_native_public_hull_rank,source_union,auprc,,,,40,deterministic_row_resampling_phase2_v1,not_evaluable_full_source_union_incomplete
D5_family_complete,MP_source_native_public_hull_rank,consensus,f1,1.0,1.0,1.0,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_source_native_public_hull_rank,consensus,precision,1.0,1.0,1.0,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_source_native_public_hull_rank,consensus,recall,1.0,1.0,1.0,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_source_native_public_hull_rank,consensus,balanced_accuracy,1.0,1.0,1.0,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_source_native_public_hull_rank,consensus,auroc,1.0,1.0,1.0,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_source_native_public_hull_rank,consensus,auprc,1.0,1.0,1.0,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_source_native_public_hull_rank,uncertain,f1,0.35931730532534667,0.3619013551880817,0.3791245793598004,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_source_native_public_hull_rank,uncertain,precision,0.35931730532534667,0.3619013551880817,0.3791245793598004,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_source_native_public_hull_rank,uncertain,recall,0.35931730532534667,0.3619013551880817,0.3791245793598004,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_source_native_public_hull_rank,uncertain,balanced_accuracy,0.521056174498952,0.5237097514358546,0.5328158854752929,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_source_native_public_hull_rank,uncertain,auroc,0.6142134368578647,0.6097681871741938,0.6211702026576512,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_source_native_public_hull_rank,uncertain,auprc,0.38631736951249585,0.38210811225558583,0.39439639884942695,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_source_native_public_hull_rank,audit_view,f1,0.6238009908295562,0.6198050556983719,0.6399174513881728,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_source_native_public_hull_rank,audit_view,precision,0.6238009908295562,0.6198050556983719,0.6399174513881728,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_source_native_public_hull_rank,audit_view,recall,0.6238009908295562,0.6198050556983719,0.6399174513881728,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_source_native_public_hull_rank,audit_view,balanced_accuracy,0.7465700908751478,0.7438851221718783,0.7573504974968819,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_source_native_public_hull_rank,audit_view,auroc,0.8984623833058759,0.8965878621309795,0.9003218425238051,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MP_source_native_public_hull_rank,audit_view,auprc,0.6310363176799255,0.624761117143399,0.6385607712931313,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,mp_native,f1,0.8424238392975921,0.83776018803723,0.8464655667598158,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,mp_native,precision,0.8424238392975921,0.83776018803723,0.8464655667598158,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,mp_native,recall,0.8424238392975921,0.83776018803723,0.8464655667598158,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,mp_native,balanced_accuracy,0.8667971824198362,0.861414918687645,0.8697086787097627,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,mp_native,auroc,0.917484141788719,0.9135392987232681,0.9200656265030486,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,mp_native,auprc,0.8677034437101401,0.863099599774495,0.8726798815725257,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,alexmp20_native,f1,1.0,1.0,1.0,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,alexmp20_native,precision,1.0,1.0,1.0,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,alexmp20_native,recall,1.0,1.0,1.0,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,alexmp20_native,balanced_accuracy,1.0,1.0,1.0,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,alexmp20_native,auroc,1.0,1.0,1.0,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,alexmp20_native,auprc,1.0,1.0,1.0,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,alex_pbe_native,f1,0.8141425755584757,0.803487830598008,0.8182309542869021,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,alex_pbe_native,precision,0.8141425755584757,0.803487830598008,0.8182309542869021,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,alex_pbe_native,recall,0.8141425755584757,0.803487830598008,0.8182309542869021,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,alex_pbe_native,balanced_accuracy,0.8611239150837128,0.8533245031125687,0.8637357455994954,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,alex_pbe_native,auroc,0.91827436045074,0.9149687771557763,0.9202581826902395,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,alex_pbe_native,auprc,0.7927444484047435,0.7846626202761678,0.7982689531245691,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,common_pool,f1,0.8476282906708723,0.8428707613874871,0.8518006245227907,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,common_pool,precision,0.8476282906708723,0.8428707613874871,0.8518006245227907,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,common_pool,recall,0.8476282906708723,0.8428707613874871,0.8518006245227907,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,common_pool,balanced_accuracy,0.8421867975743391,0.8388461958316918,0.8462761737143061,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,common_pool,auroc,0.920335106762807,0.9173144349011004,0.923652658432302,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,common_pool,auprc,0.9345044502695337,0.9304985641161333,0.9377495328409706,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,source_union,f1,,,,40,deterministic_row_resampling_phase2_v1,not_evaluable_full_source_union_incomplete
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,source_union,precision,,,,40,deterministic_row_resampling_phase2_v1,not_evaluable_full_source_union_incomplete
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,source_union,recall,,,,40,deterministic_row_resampling_phase2_v1,not_evaluable_full_source_union_incomplete
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,source_union,balanced_accuracy,,,,40,deterministic_row_resampling_phase2_v1,not_evaluable_full_source_union_incomplete
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,source_union,auroc,,,,40,deterministic_row_resampling_phase2_v1,not_evaluable_full_source_union_incomplete
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,source_union,auprc,,,,40,deterministic_row_resampling_phase2_v1,not_evaluable_full_source_union_incomplete
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,consensus,f1,1.0,1.0,1.0,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,consensus,precision,1.0,1.0,1.0,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,consensus,recall,1.0,1.0,1.0,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,consensus,balanced_accuracy,1.0,1.0,1.0,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,consensus,auroc,1.0,1.0,1.0,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,consensus,auprc,1.0,1.0,1.0,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,uncertain,f1,0.2850578485271191,0.2777931849166221,0.29225353273261295,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,uncertain,precision,0.2850578485271191,0.2777931849166221,0.29225353273261295,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,uncertain,recall,0.2850578485271191,0.2777931849166221,0.29225353273261295,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,uncertain,balanced_accuracy,0.4655433463639048,0.46286986883111597,0.472047609185759,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,uncertain,auroc,0.5702745927223444,0.5658837942521412,0.5749472009332384,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,uncertain,auprc,0.34661297675437513,0.3405273695972895,0.3516742940689095,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,audit_view,f1,0.7116053546958997,0.7056721438190033,0.7218743765131318,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,audit_view,precision,0.7116053546958997,0.7056721438190033,0.7218743765131318,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,audit_view,recall,0.7116053546958997,0.7056721438190033,0.7218743765131318,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,audit_view,balanced_accuracy,0.8057203050250503,0.8023560680800129,0.8119780470014534,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,audit_view,auroc,0.9302031850631521,0.9282593706237087,0.9320451894712061,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,audit_view,auprc,0.7133082706766918,0.7063881990632559,0.7213919520277107,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,consensus_oracle_proxy,mp_native,f1,0.6310363176799255,0.6252005190580727,0.6385836933881879,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,consensus_oracle_proxy,mp_native,precision,0.6310363176799255,0.6252005190580727,0.6385836933881879,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,consensus_oracle_proxy,mp_native,recall,0.6310363176799255,0.6252005190580727,0.6385836933881879,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,consensus_oracle_proxy,mp_native,balanced_accuracy,0.6881063617065559,0.6834302773418199,0.6942067805551795,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,consensus_oracle_proxy,mp_native,auroc,0.6872854061725677,0.6829306635750498,0.6938219927096141,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,consensus_oracle_proxy,mp_native,auprc,0.7780683351354545,0.7739010630542995,0.7834142910641185,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,consensus_oracle_proxy,alexmp20_native,f1,0.7133082706766918,0.7061632334650928,0.7204477150662519,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,consensus_oracle_proxy,alexmp20_native,precision,0.7133082706766918,0.7061632334650928,0.7204477150662519,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,consensus_oracle_proxy,alexmp20_native,recall,0.7133082706766918,0.7061632334650928,0.7204477150662519,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,consensus_oracle_proxy,alexmp20_native,balanced_accuracy,0.7755333796579782,0.768837128166738,0.7806757614391608,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,consensus_oracle_proxy,alexmp20_native,auroc,0.7657395627183865,0.7597315154493535,0.771347347125551,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,consensus_oracle_proxy,alexmp20_native,auprc,0.8202960091456131,0.8155845281346661,0.8253843869307652,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,consensus_oracle_proxy,alex_pbe_native,f1,0.7791557161629435,0.7712351551956815,0.7847858006582713,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,consensus_oracle_proxy,alex_pbe_native,precision,0.7791557161629435,0.7712351551956815,0.7847858006582713,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,consensus_oracle_proxy,alex_pbe_native,recall,0.7791557161629435,0.7712351551956815,0.7847858006582713,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,consensus_oracle_proxy,alex_pbe_native,balanced_accuracy,0.8349810904375182,0.8290856992631631,0.8393864934812446,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,consensus_oracle_proxy,alex_pbe_native,auroc,0.8227812650177003,0.816158271254669,0.8271806968715191,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,consensus_oracle_proxy,alex_pbe_native,auprc,0.8577310517662011,0.8517077043289142,0.8613418866632028,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,consensus_oracle_proxy,common_pool,f1,0.5754579643333738,0.570956523689371,0.5825555573979257,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,consensus_oracle_proxy,common_pool,precision,0.5754579643333738,0.570956523689371,0.5825555573979257,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,consensus_oracle_proxy,common_pool,recall,0.5754579643333738,0.570956523689371,0.5825555573979257,40,deterministic_row_resampling_phase2_v1,ok
D5_family_complete,consensus_oracle_proxy,common_pool,balanced_accuracy,0.5602967341651272,0.5537658053073956,0.5657692992214899,40,deterministic_row_resampling_phase2_v1,ok
