cluster,threshold_meV_per_atom,endpoint,model,metric,value_ci_low_95,value_median,value_ci_high_95,bootstrap_replicates
chemical_system,0,alex_pbe_matched_pool_coordinate,ALIGNN-FF,ap,0.7810334659242478,0.7881660873835855,0.7951661096169345,1000
chemical_system,0,alex_pbe_matched_pool_coordinate,ALIGNN-FF,auroc,0.7307559762059587,0.7372615446249896,0.7437672340338367,1000
chemical_system,0,alex_pbe_matched_pool_coordinate,ALIGNN-FF,normalized_ap,0.5209619579571331,0.5337180789603184,0.5454850874695002,1000
chemical_system,0,alex_pbe_matched_pool_coordinate,CHGNet,ap,0.9248511965242575,0.9282086407055149,0.931387374161286,1000
chemical_system,0,alex_pbe_matched_pool_coordinate,CHGNet,auroc,0.9069270130675083,0.9106733187207086,0.9140709091918755,1000
chemical_system,0,alex_pbe_matched_pool_coordinate,CHGNet,normalized_ap,0.8355699647649699,0.8421414254636412,0.8482786476143401,1000
chemical_system,0,alex_pbe_matched_pool_coordinate,M3GNet,ap,0.8953858923916114,0.8997737304968798,0.9040804162619079,1000
chemical_system,0,alex_pbe_matched_pool_coordinate,M3GNet,auroc,0.8624600447204378,0.8677784079287743,0.8724656877619404,1000
chemical_system,0,alex_pbe_matched_pool_coordinate,M3GNet,normalized_ap,0.7710081095011484,0.7797063202046223,0.7872002524876134,1000
chemical_system,0,alex_pbe_matched_pool_coordinate,MACE-MP,ap,0.9505235873883402,0.9530009021242207,0.9555025277420499,1000
chemical_system,0,alex_pbe_matched_pool_coordinate,MACE-MP,auroc,0.9338532053110942,0.9369817554152335,0.9401867085309031,1000
chemical_system,0,alex_pbe_matched_pool_coordinate,MACE-MP,normalized_ap,0.891338573736168,0.8966749919974337,0.9017931976888043,1000
chemical_system,0,alex_pbe_source_coordinate,ALIGNN-FF,ap,0.47932328246623973,0.48936934818921196,0.4991122032165527,1000
chemical_system,0,alex_pbe_source_coordinate,ALIGNN-FF,auroc,0.6729238495001398,0.6800828249410257,0.6878048063676797,1000
chemical_system,0,alex_pbe_source_coordinate,ALIGNN-FF,normalized_ap,0.2234083487668966,0.23618404302555823,0.2492601005453949,1000
chemical_system,0,alex_pbe_source_coordinate,CHGNet,ap,0.5858771358546558,0.595915317782929,0.6053323255621332,1000
chemical_system,0,alex_pbe_source_coordinate,CHGNet,auroc,0.7963134001183663,0.802302165176356,0.8092966770242496,1000
chemical_system,0,alex_pbe_source_coordinate,CHGNet,normalized_ap,0.38159110091017756,0.394959586500395,0.40954049648413876,1000
chemical_system,0,alex_pbe_source_coordinate,M3GNet,ap,0.5743747015137026,0.5847453237849228,0.5945897918582496,1000
chemical_system,0,alex_pbe_source_coordinate,M3GNet,auroc,0.7695912614642705,0.7766528654267906,0.7834077012367567,1000
chemical_system,0,alex_pbe_source_coordinate,M3GNet,normalized_ap,0.36455975639368904,0.3781541596195873,0.3920610552171214,1000
chemical_system,0,alex_pbe_source_coordinate,MACE-MP,ap,0.6306363214918406,0.6408291640267452,0.6501745040522956,1000
chemical_system,0,alex_pbe_source_coordinate,MACE-MP,auroc,0.8362915230665369,0.8418089159477617,0.847570168762514,1000
chemical_system,0,alex_pbe_source_coordinate,MACE-MP,normalized_ap,0.44826731973510353,0.4620370193861425,0.47633884428959794,1000
chemical_system,0,alexmp20_source_coordinate,ALIGNN-FF,ap,0.5223865195142483,0.5321754222587092,0.5416748716486672,1000
chemical_system,0,alexmp20_source_coordinate,ALIGNN-FF,auroc,0.6765549807640551,0.6833684364068057,0.6903040584781052,1000
chemical_system,0,alexmp20_source_coordinate,ALIGNN-FF,normalized_ap,0.2535127097133994,0.2667702504689271,0.2799434708348252,1000
chemical_system,0,alexmp20_source_coordinate,CHGNet,ap,0.6357442703853906,0.6451278101004168,0.654733663361224,1000
chemical_system,0,alexmp20_source_coordinate,CHGNet,auroc,0.8061800942787409,0.8119456310542978,0.8183982539700293,1000
chemical_system,0,alexmp20_source_coordinate,CHGNet,normalized_ap,0.42925003406614387,0.4437598186338986,0.45751812926536034,1000
chemical_system,0,alexmp20_source_coordinate,M3GNet,ap,0.6199416794199252,0.6300192399076696,0.6397153923312693,1000
chemical_system,0,alexmp20_source_coordinate,M3GNet,auroc,0.7780102651256235,0.7842845024734375,0.7909309657543394,1000
chemical_system,0,alexmp20_source_coordinate,M3GNet,normalized_ap,0.40577406408639144,0.42006459794656303,0.4339930948084025,1000
chemical_system,0,alexmp20_source_coordinate,MACE-MP,ap,0.6779878300332842,0.6872698935726882,0.6968574458855621,1000
chemical_system,0,alexmp20_source_coordinate,MACE-MP,auroc,0.8435477082958757,0.8487619207933677,0.8543016167741811,1000
chemical_system,0,alexmp20_source_coordinate,MACE-MP,normalized_ap,0.4955595037103446,0.509696457517914,0.523594652622421,1000
chemical_system,0,mp_matched_pool_coordinate,ALIGNN-FF,ap,0.7236998882766218,0.7320978898216361,0.7399022370321247,1000
chemical_system,0,mp_matched_pool_coordinate,ALIGNN-FF,auroc,0.7196440281538855,0.7261099359097268,0.732306933617445,1000
chemical_system,0,mp_matched_pool_coordinate,ALIGNN-FF,normalized_ap,0.4645323121175529,0.47756235095135624,0.49018781977373366,1000
chemical_system,0,mp_matched_pool_coordinate,CHGNet,ap,0.8580961753684344,0.8635090187361204,0.8687539965898194,1000
chemical_system,0,mp_matched_pool_coordinate,CHGNet,auroc,0.8677167800851192,0.8719615474299074,0.876768786343876,1000
chemical_system,0,mp_matched_pool_coordinate,CHGNet,normalized_ap,0.724652739005113,0.7339509285315817,0.7434332659193228,1000
chemical_system,0,mp_matched_pool_coordinate,M3GNet,ap,0.8297918865378033,0.8360120301699943,0.8419498696126176,1000
chemical_system,0,mp_matched_pool_coordinate,M3GNet,auroc,0.8303615162265864,0.8362027188000893,0.8411945244789777,1000
chemical_system,0,mp_matched_pool_coordinate,M3GNet,normalized_ap,0.6700494716261177,0.6806216994360323,0.6905755222549902,1000
chemical_system,0,mp_matched_pool_coordinate,MACE-MP,ap,0.8837378287740979,0.8885597564348462,0.8935298495697181,1000
chemical_system,0,mp_matched_pool_coordinate,MACE-MP,auroc,0.8939565418354215,0.8981761683665237,0.902292448876095,1000
chemical_system,0,mp_matched_pool_coordinate,MACE-MP,normalized_ap,0.7740588095460305,0.7826571343051503,0.7918103691094138,1000
chemical_system,0,mp_source_coordinate,ALIGNN-FF,ap,0.5949637444703465,0.6037080160634134,0.6130970675980836,1000
chemical_system,0,mp_source_coordinate,ALIGNN-FF,auroc,0.6914506866293698,0.6984844545316334,0.7055205308451452,1000
chemical_system,0,mp_source_coordinate,ALIGNN-FF,normalized_ap,0.3160745969586079,0.32898470452718886,0.34272462305506557,1000
chemical_system,0,mp_source_coordinate,CHGNet,ap,0.7127872127920691,0.7208838476853642,0.7297800321504083,1000
chemical_system,0,mp_source_coordinate,CHGNet,auroc,0.8256552999604915,0.8310005491661625,0.8376145329190393,1000
chemical_system,0,mp_source_coordinate,CHGNet,normalized_ap,0.5143717747848394,0.5272069086616366,0.542152590005893,1000
chemical_system,0,mp_source_coordinate,M3GNet,ap,0.6954292843290317,0.7034674107283452,0.7126630105126873,1000
chemical_system,0,mp_source_coordinate,M3GNet,auroc,0.7954418140149124,0.8016579354944817,0.8081613615413811,1000
chemical_system,0,mp_source_coordinate,M3GNet,normalized_ap,0.48496278215392713,0.4976903663008627,0.5120112063745778,1000
chemical_system,0,mp_source_coordinate,MACE-MP,ap,0.7517752761620912,0.7596249494512055,0.7681753210591112,1000
chemical_system,0,mp_source_coordinate,MACE-MP,auroc,0.8622003980406844,0.8670949907142235,0.8729750182603442,1000
chemical_system,0,mp_source_coordinate,MACE-MP,normalized_ap,0.580185528075689,0.5930128039539295,0.6080748457306063,1000
chemical_system,10,alex_pbe_matched_pool_coordinate,ALIGNN-FF,ap,0.8286081968259521,0.8355142358268287,0.8418123771751682,1000
chemical_system,10,alex_pbe_matched_pool_coordinate,ALIGNN-FF,auroc,0.7175610762297884,0.7244215087630326,0.731346375765237,1000
chemical_system,10,alex_pbe_matched_pool_coordinate,ALIGNN-FF,normalized_ap,0.5163477094515317,0.5297212680616366,0.543144253789927,1000
chemical_system,10,alex_pbe_matched_pool_coordinate,CHGNet,ap,0.9393146659431576,0.9422436357517048,0.9452422816722121,1000
chemical_system,10,alex_pbe_matched_pool_coordinate,CHGNet,auroc,0.895273698812244,0.8995406118162619,0.9039995628099541,1000
chemical_system,10,alex_pbe_matched_pool_coordinate,CHGNet,normalized_ap,0.8278030773849417,0.8347739968973542,0.8421706573532639,1000
chemical_system,10,alex_pbe_matched_pool_coordinate,M3GNet,ap,0.9183699543514087,0.9222559005597997,0.9260870128593232,1000
chemical_system,10,alex_pbe_matched_pool_coordinate,M3GNet,auroc,0.8548138582068285,0.8599245521733929,0.8649423302155279,1000
chemical_system,10,alex_pbe_matched_pool_coordinate,M3GNet,normalized_ap,0.7688798814855972,0.7775059399986433,0.7861074133352968,1000
chemical_system,10,alex_pbe_matched_pool_coordinate,MACE-MP,ap,0.9617630246987693,0.9639186444951315,0.9662515187057785,1000
chemical_system,10,alex_pbe_matched_pool_coordinate,MACE-MP,auroc,0.9298462654098276,0.9334799956459345,0.9371756695931728,1000
chemical_system,10,alex_pbe_matched_pool_coordinate,MACE-MP,normalized_ap,0.8911879061089749,0.8968948090705549,0.9027155953273008,1000
chemical_system,10,alex_pbe_source_coordinate,ALIGNN-FF,ap,0.6214035316587415,0.6302188777533209,0.6392205127574645,1000
chemical_system,10,alex_pbe_source_coordinate,ALIGNN-FF,auroc,0.6605056915854896,0.667709565590731,0.6747925324828293,1000
chemical_system,10,alex_pbe_source_coordinate,ALIGNN-FF,normalized_ap,0.271513594732838,0.2857431072188421,0.29857529009458644,1000
chemical_system,10,alex_pbe_source_coordinate,CHGNet,ap,0.7220604666125788,0.7303570022260812,0.7383685237484526,1000
chemical_system,10,alex_pbe_source_coordinate,CHGNet,auroc,0.7880886222519383,0.7942994725833206,0.800917609789568,1000
chemical_system,10,alex_pbe_source_coordinate,CHGNet,normalized_ap,0.46370892508615214,0.4792408641039325,0.493226431342935,1000
chemical_system,10,alex_pbe_source_coordinate,M3GNet,ap,0.7118631488004308,0.7204696438662417,0.7285333094799973,1000
chemical_system,10,alex_pbe_source_coordinate,M3GNet,auroc,0.7659944182153118,0.7725991966786496,0.7790358594311589,1000
chemical_system,10,alex_pbe_source_coordinate,M3GNet,normalized_ap,0.4448665855267728,0.4600291956997603,0.4744172376014693,1000
chemical_system,10,alex_pbe_source_coordinate,MACE-MP,ap,0.7633811534581615,0.7717245578850283,0.7791965818675506,1000
chemical_system,10,alex_pbe_source_coordinate,MACE-MP,auroc,0.8330690345700514,0.8386089633191733,0.844492133628281,1000
chemical_system,10,alex_pbe_source_coordinate,MACE-MP,normalized_ap,0.5436976609004194,0.5587728685276638,0.5736669738128721,1000
chemical_system,10,alexmp20_source_coordinate,ALIGNN-FF,ap,0.6380360011795196,0.6464088731058129,0.6553870042969874,1000
chemical_system,10,alexmp20_source_coordinate,ALIGNN-FF,auroc,0.6660311245966662,0.6731186972774855,0.6805665828353987,1000
chemical_system,10,alexmp20_source_coordinate,ALIGNN-FF,normalized_ap,0.2838447273221691,0.2989194127923944,0.31435736217895877,1000
chemical_system,10,alexmp20_source_coordinate,CHGNet,ap,0.7399833179582045,0.7478638007483742,0.755780542443133,1000
chemical_system,10,alexmp20_source_coordinate,CHGNet,auroc,0.7973151065606674,0.8038433547307726,0.8103992288162251,1000
chemical_system,10,alexmp20_source_coordinate,CHGNet,normalized_ap,0.48505679582018507,0.5004568652248128,0.5144421562004031,1000
chemical_system,10,alexmp20_source_coordinate,M3GNet,ap,0.7263922155218423,0.7344408526486909,0.7426383834987415,1000
chemical_system,10,alexmp20_source_coordinate,M3GNet,auroc,0.7713645778521196,0.7780698048923131,0.7848585362393625,1000
chemical_system,10,alexmp20_source_coordinate,M3GNet,normalized_ap,0.4582303416103375,0.47365547629705707,0.48878760962854795,1000
chemical_system,10,alexmp20_source_coordinate,MACE-MP,ap,0.7793461037631286,0.7868162022229707,0.7944137608691711,1000
chemical_system,10,alexmp20_source_coordinate,MACE-MP,auroc,0.8402386434288939,0.8458559681675097,0.8516331770575499,1000
chemical_system,10,alexmp20_source_coordinate,MACE-MP,normalized_ap,0.5618843133661795,0.5774591004802437,0.5918867094945321,1000
chemical_system,10,mp_matched_pool_coordinate,ALIGNN-FF,ap,0.7788210347457968,0.7860517188109697,0.79282086149318,1000
chemical_system,10,mp_matched_pool_coordinate,ALIGNN-FF,auroc,0.7081296767936975,0.714757084217157,0.7213713566884274,1000
chemical_system,10,mp_matched_pool_coordinate,ALIGNN-FF,normalized_ap,0.4760668825594985,0.4885771199972062,0.5018889352288907,1000
chemical_system,10,mp_matched_pool_coordinate,CHGNet,ap,0.8886562698594561,0.8933507219229649,0.8973502065552239,1000
chemical_system,10,mp_matched_pool_coordinate,CHGNet,auroc,0.856741381887937,0.8615995407613443,0.8668936174366014,1000
chemical_system,10,mp_matched_pool_coordinate,CHGNet,normalized_ap,0.7357693181096098,0.744818926820133,0.7538126073684469,1000
chemical_system,10,mp_matched_pool_coordinate,M3GNet,ap,0.864873777446563,0.8701599873895388,0.8750116746758646,1000
chemical_system,10,mp_matched_pool_coordinate,M3GNet,auroc,0.8198093308616312,0.8257056671778953,0.8312760291636854,1000
chemical_system,10,mp_matched_pool_coordinate,M3GNet,normalized_ap,0.6788251521830145,0.6895662789449626,0.6986801038920217,1000
chemical_system,10,mp_matched_pool_coordinate,MACE-MP,ap,0.9112631181216828,0.9151217884377797,0.9188649080940554,1000
chemical_system,10,mp_matched_pool_coordinate,MACE-MP,auroc,0.8866041339695581,0.891200107435099,0.8953215585186348,1000
chemical_system,10,mp_matched_pool_coordinate,MACE-MP,normalized_ap,0.788882070416899,0.7971828542313866,0.8052472177432781,1000
chemical_system,10,mp_source_coordinate,ALIGNN-FF,ap,0.6876786839305329,0.6962688301144682,0.7049460621010821,1000
chemical_system,10,mp_source_coordinate,ALIGNN-FF,auroc,0.6851686769918652,0.6916419923812434,0.6985893269131632,1000
chemical_system,10,mp_source_coordinate,ALIGNN-FF,normalized_ap,0.3484319542895341,0.362237252426843,0.37611409051468814,1000
chemical_system,10,mp_source_coordinate,CHGNet,ap,0.7901731866244662,0.7968872642909841,0.8036204321700489,1000
chemical_system,10,mp_source_coordinate,CHGNet,auroc,0.818153013136248,0.8240419779568537,0.8309963872213402,1000
chemical_system,10,mp_source_coordinate,CHGNet,normalized_ap,0.559115021181915,0.5732889703491362,0.5887791435704379,1000
