cluster,threshold_meV_per_atom,endpoint,model,metric,value_ci_low_95,value_median,value_ci_high_95,bootstrap_replicates
chemical_system,10,mp_source_coordinate,M3GNet,ap,0.7745668948961644,0.7818291381318891,0.7889665360270549,1000
chemical_system,10,mp_source_coordinate,M3GNet,auroc,0.7902969882907838,0.7964686344292089,0.8029992974667562,1000
chemical_system,10,mp_source_coordinate,M3GNet,normalized_ap,0.5275576520946441,0.5416958176992894,0.5562451743721217,1000
chemical_system,10,mp_source_coordinate,MACE-MP,ap,0.8256342559026181,0.8320156071710858,0.8384030740038814,1000
chemical_system,10,mp_source_coordinate,MACE-MP,auroc,0.8600545219498092,0.8651765064811446,0.8707737242851205,1000
chemical_system,10,mp_source_coordinate,MACE-MP,normalized_ap,0.6332416303744467,0.6469394185502797,0.6612992371830708,1000
chemical_system,25,alex_pbe_matched_pool_coordinate,ALIGNN-FF,ap,0.8814052146459378,0.8871301673607837,0.892542563715325,1000
chemical_system,25,alex_pbe_matched_pool_coordinate,ALIGNN-FF,auroc,0.7117688032986016,0.7184767125238756,0.725561555900808,1000
chemical_system,25,alex_pbe_matched_pool_coordinate,ALIGNN-FF,normalized_ap,0.528490559608802,0.5415524190449879,0.5560290108948763,1000
chemical_system,25,alex_pbe_matched_pool_coordinate,CHGNet,ap,0.9602758179000365,0.9627695101391528,0.9651222417878003,1000
chemical_system,25,alex_pbe_matched_pool_coordinate,CHGNet,auroc,0.8967826047275732,0.9013652983074696,0.9058461947444837,1000
chemical_system,25,alex_pbe_matched_pool_coordinate,CHGNet,normalized_ap,0.8413973184628427,0.8488458924444802,0.8561030285855581,1000
chemical_system,25,alex_pbe_matched_pool_coordinate,M3GNet,ap,0.9453159696128544,0.9488982696835722,0.9520575720843082,1000
chemical_system,25,alex_pbe_matched_pool_coordinate,M3GNet,auroc,0.8555240205715576,0.8611576653251196,0.867147326204827,1000
chemical_system,25,alex_pbe_matched_pool_coordinate,M3GNet,normalized_ap,0.7829238171880256,0.792245031975574,0.8018102543335853,1000
chemical_system,25,alex_pbe_matched_pool_coordinate,MACE-MP,ap,0.9753729719338676,0.9772497730766116,0.9789893575755438,1000
chemical_system,25,alex_pbe_matched_pool_coordinate,MACE-MP,auroc,0.9315571845575663,0.9352326213725266,0.9393008628796883,1000
chemical_system,25,alex_pbe_matched_pool_coordinate,MACE-MP,normalized_ap,0.9016661780849538,0.9074106931637538,0.9136790645647256,1000
chemical_system,25,alex_pbe_source_coordinate,ALIGNN-FF,ap,0.7440048141123221,0.7517716601982984,0.7597764082654175,1000
chemical_system,25,alex_pbe_source_coordinate,ALIGNN-FF,auroc,0.6586162894048528,0.6660557949048992,0.673119047902419,1000
chemical_system,25,alex_pbe_source_coordinate,ALIGNN-FF,normalized_ap,0.312770498997699,0.33115346341745405,0.3467519755715358,1000
chemical_system,25,alex_pbe_source_coordinate,CHGNet,ap,0.8272750354526216,0.8331273400301555,0.8390001771997831,1000
chemical_system,25,alex_pbe_source_coordinate,CHGNet,auroc,0.7931919054997811,0.7998958851875899,0.8077386171374015,1000
chemical_system,25,alex_pbe_source_coordinate,CHGNet,normalized_ap,0.5331688384118726,0.5497461831982334,0.5665750049712571,1000
chemical_system,25,alex_pbe_source_coordinate,M3GNet,ap,0.8189399356865193,0.8249115089527574,0.8312461128997576,1000
chemical_system,25,alex_pbe_source_coordinate,M3GNet,auroc,0.7711467348534674,0.777915944765826,0.7848472004232496,1000
chemical_system,25,alex_pbe_source_coordinate,M3GNet,normalized_ap,0.5120901518132686,0.5286909247290115,0.5441794469305686,1000
chemical_system,25,alex_pbe_source_coordinate,MACE-MP,ap,0.859034339302529,0.864944976585845,0.8706617092919723,1000
chemical_system,25,alex_pbe_source_coordinate,MACE-MP,auroc,0.8396508030516927,0.8457928060260798,0.8525827791140659,1000
chemical_system,25,alex_pbe_source_coordinate,MACE-MP,normalized_ap,0.6199271861087225,0.6357327260483527,0.6511032897855967,1000
chemical_system,25,alexmp20_source_coordinate,ALIGNN-FF,ap,0.7531306073059132,0.760797441775104,0.7685497107835445,1000
chemical_system,25,alexmp20_source_coordinate,ALIGNN-FF,auroc,0.6639089679677104,0.6709652141643052,0.6787326581797923,1000
chemical_system,25,alexmp20_source_coordinate,ALIGNN-FF,normalized_ap,0.32285355248200204,0.34100196520047177,0.35819924047595664,1000
chemical_system,25,alexmp20_source_coordinate,CHGNet,ap,0.8381205603036693,0.8440331684964981,0.8500265044200332,1000
chemical_system,25,alexmp20_source_coordinate,CHGNet,auroc,0.8038220832955574,0.810792324968712,0.8180023420838509,1000
chemical_system,25,alexmp20_source_coordinate,CHGNet,normalized_ap,0.5545469125602362,0.5707586538890064,0.586967522255284,1000
chemical_system,25,alexmp20_source_coordinate,M3GNet,ap,0.8260561870322705,0.8326067116545043,0.8391531353437776,1000
chemical_system,25,alexmp20_source_coordinate,M3GNet,auroc,0.7761780591655715,0.7829250526306978,0.7900695862155079,1000
chemical_system,25,alexmp20_source_coordinate,M3GNet,normalized_ap,0.5225321107191224,0.5390235139178096,0.5542418388793768,1000
chemical_system,25,alexmp20_source_coordinate,MACE-MP,ap,0.868342432333133,0.8741534833521236,0.8799545681707778,1000
chemical_system,25,alexmp20_source_coordinate,MACE-MP,auroc,0.8484261495389527,0.854540071810912,0.8606578727510626,1000
chemical_system,25,alexmp20_source_coordinate,MACE-MP,normalized_ap,0.6379059283870996,0.6539768858088695,0.6684038745977289,1000
chemical_system,25,mp_matched_pool_coordinate,ALIGNN-FF,ap,0.8335497552878444,0.8402027642969332,0.8459678998932254,1000
chemical_system,25,mp_matched_pool_coordinate,ALIGNN-FF,auroc,0.6987817226144954,0.7058649219664709,0.7123709953186257,1000
chemical_system,25,mp_matched_pool_coordinate,ALIGNN-FF,normalized_ap,0.48004846805961765,0.4936105668149873,0.5075000067968253,1000
chemical_system,25,mp_matched_pool_coordinate,CHGNet,ap,0.9177311928371181,0.9214367153730829,0.9248800815249026,1000
chemical_system,25,mp_matched_pool_coordinate,CHGNet,auroc,0.8504507723583041,0.8559530557556517,0.8618576420164168,1000
chemical_system,25,mp_matched_pool_coordinate,CHGNet,normalized_ap,0.7413194303329872,0.7512589706778269,0.7610445150601443,1000
chemical_system,25,mp_matched_pool_coordinate,M3GNet,ap,0.8998996901008006,0.9042021900849813,0.9084363507195992,1000
chemical_system,25,mp_matched_pool_coordinate,M3GNet,auroc,0.8125717588397704,0.8188332657538706,0.8251594809847966,1000
chemical_system,25,mp_matched_pool_coordinate,M3GNet,normalized_ap,0.685246544958388,0.6966872062928704,0.7072025723177566,1000
chemical_system,25,mp_matched_pool_coordinate,MACE-MP,ap,0.9335986373233494,0.9370970582013397,0.9401696162243641,1000
chemical_system,25,mp_matched_pool_coordinate,MACE-MP,auroc,0.8788077447783266,0.8843126194913957,0.8896566793406703,1000
chemical_system,25,mp_matched_pool_coordinate,MACE-MP,normalized_ap,0.7909567464199315,0.8007562944190706,0.809946428989181,1000
chemical_system,25,mp_source_coordinate,ALIGNN-FF,ap,0.7795641375603292,0.7873046274292346,0.7943085263191664,1000
chemical_system,25,mp_source_coordinate,ALIGNN-FF,auroc,0.6819691536679865,0.6891882180504908,0.6962211125923129,1000
chemical_system,25,mp_source_coordinate,ALIGNN-FF,normalized_ap,0.3805506276946994,0.39747186426796544,0.4132750911432656,1000
chemical_system,25,mp_source_coordinate,CHGNet,ap,0.862958556328724,0.868742764079733,0.8744220855947645,1000
chemical_system,25,mp_source_coordinate,CHGNet,auroc,0.8228473864455941,0.8294427690591051,0.8362656168087977,1000
chemical_system,25,mp_source_coordinate,CHGNet,normalized_ap,0.6129785430228624,0.62823934078728,0.6439687725637414,1000
chemical_system,25,mp_source_coordinate,M3GNet,ap,0.8492518709273722,0.8553331627947927,0.8613327982296141,1000
chemical_system,25,mp_source_coordinate,M3GNet,auroc,0.792337506283275,0.7988455382428835,0.8056770828866779,1000
chemical_system,25,mp_source_coordinate,M3GNet,normalized_ap,0.575061600552156,0.5905173524236773,0.605562481428151,1000
chemical_system,25,mp_source_coordinate,MACE-MP,ap,0.8887555124985272,0.8940958324535494,0.8993977697087007,1000
chemical_system,25,mp_source_coordinate,MACE-MP,auroc,0.863424428599399,0.8690993386580911,0.8746964671835326,1000
chemical_system,25,mp_source_coordinate,MACE-MP,normalized_ap,0.6858819027226373,0.7001759033066959,0.7145423655005874,1000
chemical_system,50,alex_pbe_matched_pool_coordinate,ALIGNN-FF,ap,0.936168535082342,0.9404712294184052,0.9442520845604814,1000
chemical_system,50,alex_pbe_matched_pool_coordinate,ALIGNN-FF,auroc,0.7071879338166532,0.7157766571485742,0.7240565437425117,1000
chemical_system,50,alex_pbe_matched_pool_coordinate,ALIGNN-FF,normalized_ap,0.5427499687338996,0.5595273801434189,0.5758644442646585,1000
chemical_system,50,alex_pbe_matched_pool_coordinate,CHGNet,ap,0.9802284365767583,0.9819230524501812,0.9833949495606281,1000
chemical_system,50,alex_pbe_matched_pool_coordinate,CHGNet,auroc,0.8997901533284037,0.9052672105356048,0.9108410772016299,1000
chemical_system,50,alex_pbe_matched_pool_coordinate,CHGNet,normalized_ap,0.857158965609786,0.8663517288337362,0.8750752616312744,1000
chemical_system,50,alex_pbe_matched_pool_coordinate,M3GNet,ap,0.9710504493726505,0.9735472323799081,0.975735233046504,1000
chemical_system,50,alex_pbe_matched_pool_coordinate,M3GNet,auroc,0.8534796530054787,0.8607471017450923,0.8683220972480097,1000
chemical_system,50,alex_pbe_matched_pool_coordinate,M3GNet,normalized_ap,0.7920837553861165,0.8043266031062108,0.8165512826833873,1000
chemical_system,50,alex_pbe_matched_pool_coordinate,MACE-MP,ap,0.9864523758370322,0.9877785861321068,0.9889555071924145,1000
chemical_system,50,alex_pbe_matched_pool_coordinate,MACE-MP,auroc,0.9282703124293891,0.9331564770102051,0.9378521595869532,1000
chemical_system,50,alex_pbe_matched_pool_coordinate,MACE-MP,normalized_ap,0.901904880730658,0.9096838139828852,0.9172165155170537,1000
chemical_system,50,alex_pbe_source_coordinate,ALIGNN-FF,ap,0.8525894582335347,0.8582336639150467,0.8639904979747014,1000
chemical_system,50,alex_pbe_source_coordinate,ALIGNN-FF,auroc,0.6474718820034707,0.6555481990955869,0.6638150729181558,1000
chemical_system,50,alex_pbe_source_coordinate,ALIGNN-FF,normalized_ap,0.31457207243430774,0.3372529231764826,0.35864955973694873,1000
chemical_system,50,alex_pbe_source_coordinate,CHGNet,ap,0.9128499617232444,0.917010085436543,0.9211846440539712,1000
chemical_system,50,alex_pbe_source_coordinate,CHGNet,auroc,0.8065107427718053,0.8142124104129214,0.8222639098794077,1000
chemical_system,50,alex_pbe_source_coordinate,CHGNet,normalized_ap,0.5923242359499953,0.6119976765545679,0.6310001498955273,1000
chemical_system,50,alex_pbe_source_coordinate,M3GNet,ap,0.9044686120781021,0.9088916376474924,0.9136443879636803,1000
chemical_system,50,alex_pbe_source_coordinate,M3GNet,auroc,0.7740486150471033,0.781648562516694,0.7896982323926226,1000
chemical_system,50,alex_pbe_source_coordinate,M3GNet,normalized_ap,0.5543973694968463,0.5742917457594678,0.5938501995853905,1000
chemical_system,50,alex_pbe_source_coordinate,MACE-MP,ap,0.9309212858599801,0.9347612333246049,0.9384766899075134,1000
chemical_system,50,alex_pbe_source_coordinate,MACE-MP,auroc,0.8502416180287599,0.85688812653544,0.8635516813520854,1000
chemical_system,50,alex_pbe_source_coordinate,MACE-MP,normalized_ap,0.6765959762866577,0.6952619689937838,0.712740247232747,1000
chemical_system,50,alexmp20_source_coordinate,ALIGNN-FF,ap,0.8562214247138877,0.8625758202060376,0.8684511672459697,1000
chemical_system,50,alexmp20_source_coordinate,ALIGNN-FF,auroc,0.6537530280915509,0.6618456842256335,0.6710761251013618,1000
chemical_system,50,alexmp20_source_coordinate,ALIGNN-FF,normalized_ap,0.3273225687472606,0.3508646472891682,0.37223487358309615,1000
chemical_system,50,alexmp20_source_coordinate,CHGNet,ap,0.9191889757903303,0.9232739118385,0.927506095820432,1000
chemical_system,50,alexmp20_source_coordinate,CHGNet,auroc,0.8216339968748381,0.8290337677398489,0.8366336768941254,1000
chemical_system,50,alexmp20_source_coordinate,CHGNet,normalized_ap,0.6169852552503157,0.6375984704709206,0.656882238369506,1000
chemical_system,50,alexmp20_source_coordinate,M3GNet,ap,0.9082164422462387,0.9128413975765486,0.917455886825966,1000
chemical_system,50,alexmp20_source_coordinate,M3GNet,auroc,0.7816355913379913,0.7888175706702714,0.7966184234179952,1000
chemical_system,50,alexmp20_source_coordinate,M3GNet,normalized_ap,0.5681334888535006,0.5879097900030378,0.6078981564033314,1000
chemical_system,50,alexmp20_source_coordinate,MACE-MP,ap,0.9350636506077522,0.938569046037238,0.9427246708323357,1000
chemical_system,50,alexmp20_source_coordinate,MACE-MP,auroc,0.8570868114856847,0.8639636995250002,0.8703838268568568,1000
chemical_system,50,alexmp20_source_coordinate,MACE-MP,normalized_ap,0.6927779150922204,0.7100455377258119,0.728461784789066,1000
chemical_system,50,mp_matched_pool_coordinate,ALIGNN-FF,ap,0.9039874567160792,0.909086215682417,0.913880909510231,1000
chemical_system,50,mp_matched_pool_coordinate,ALIGNN-FF,auroc,0.6970546107078058,0.7048830058916041,0.7127006936008584,1000
