cluster,threshold_meV_per_atom,endpoint,K,model,winner_frequency,winner_equivalent_replicates,bootstrap_replicates
equivalence_class_id,50,alex_pbe_source_coordinate,100,CHGNet,0.13833333333333334,138.33333333333334,1000
equivalence_class_id,50,alex_pbe_source_coordinate,100,M3GNet,0.18633333333333335,186.33333333333334,1000
equivalence_class_id,50,alex_pbe_source_coordinate,100,MACE-MP,0.4103333333333333,410.3333333333333,1000
equivalence_class_id,50,alex_pbe_source_coordinate,300,ALIGNN-FF,0.01625,16.25,1000
equivalence_class_id,50,alex_pbe_source_coordinate,300,CHGNet,0.034416666666666665,34.416666666666664,1000
equivalence_class_id,50,alex_pbe_source_coordinate,300,M3GNet,0.8589166666666667,858.9166666666666,1000
equivalence_class_id,50,alex_pbe_source_coordinate,300,MACE-MP,0.09041666666666667,90.41666666666667,1000
equivalence_class_id,50,alex_pbe_source_coordinate,500,ALIGNN-FF,0.001,1.0,1000
equivalence_class_id,50,alex_pbe_source_coordinate,500,CHGNet,0.034,34.0,1000
equivalence_class_id,50,alex_pbe_source_coordinate,500,M3GNet,0.921,921.0,1000
equivalence_class_id,50,alex_pbe_source_coordinate,500,MACE-MP,0.044,44.0,1000
equivalence_class_id,50,alex_pbe_source_coordinate,1000,ALIGNN-FF,0.0,0.0,1000
equivalence_class_id,50,alex_pbe_source_coordinate,1000,CHGNet,0.0015,1.5,1000
equivalence_class_id,50,alex_pbe_source_coordinate,1000,M3GNet,0.2695,269.5,1000
equivalence_class_id,50,alex_pbe_source_coordinate,1000,MACE-MP,0.729,729.0,1000
equivalence_class_id,50,alexmp20_source_coordinate,100,ALIGNN-FF,0.39966666666666667,399.6666666666667,1000
equivalence_class_id,50,alexmp20_source_coordinate,100,CHGNet,0.159,159.0,1000
equivalence_class_id,50,alexmp20_source_coordinate,100,M3GNet,0.14616666666666667,146.16666666666666,1000
equivalence_class_id,50,alexmp20_source_coordinate,100,MACE-MP,0.2951666666666667,295.1666666666667,1000
equivalence_class_id,50,alexmp20_source_coordinate,300,ALIGNN-FF,0.011416666666666665,11.416666666666666,1000
equivalence_class_id,50,alexmp20_source_coordinate,300,CHGNet,0.043416666666666666,43.416666666666664,1000
equivalence_class_id,50,alexmp20_source_coordinate,300,M3GNet,0.7680833333333333,768.0833333333334,1000
equivalence_class_id,50,alexmp20_source_coordinate,300,MACE-MP,0.17708333333333334,177.08333333333334,1000
equivalence_class_id,50,alexmp20_source_coordinate,500,ALIGNN-FF,0.14458333333333334,144.58333333333334,1000
equivalence_class_id,50,alexmp20_source_coordinate,500,CHGNet,0.26208333333333333,262.0833333333333,1000
equivalence_class_id,50,alexmp20_source_coordinate,500,M3GNet,0.36691666666666667,366.9166666666667,1000
equivalence_class_id,50,alexmp20_source_coordinate,500,MACE-MP,0.22641666666666665,226.41666666666666,1000
equivalence_class_id,50,alexmp20_source_coordinate,1000,ALIGNN-FF,0.0,0.0,1000
equivalence_class_id,50,alexmp20_source_coordinate,1000,CHGNet,0.0015,1.5,1000
equivalence_class_id,50,alexmp20_source_coordinate,1000,M3GNet,0.5365,536.5,1000
equivalence_class_id,50,alexmp20_source_coordinate,1000,MACE-MP,0.462,462.0,1000
equivalence_class_id,50,mp_matched_pool_coordinate,100,ALIGNN-FF,0.25,250.0,1000
equivalence_class_id,50,mp_matched_pool_coordinate,100,CHGNet,0.25,250.0,1000
equivalence_class_id,50,mp_matched_pool_coordinate,100,M3GNet,0.25,250.0,1000
equivalence_class_id,50,mp_matched_pool_coordinate,100,MACE-MP,0.25,250.0,1000
equivalence_class_id,50,mp_matched_pool_coordinate,300,ALIGNN-FF,0.25,250.0,1000
equivalence_class_id,50,mp_matched_pool_coordinate,300,CHGNet,0.25,250.0,1000
equivalence_class_id,50,mp_matched_pool_coordinate,300,M3GNet,0.25,250.0,1000
equivalence_class_id,50,mp_matched_pool_coordinate,300,MACE-MP,0.25,250.0,1000
equivalence_class_id,50,mp_matched_pool_coordinate,500,ALIGNN-FF,0.2545,254.5,1000
equivalence_class_id,50,mp_matched_pool_coordinate,500,CHGNet,0.2545,254.5,1000
equivalence_class_id,50,mp_matched_pool_coordinate,500,M3GNet,0.243,243.0,1000
equivalence_class_id,50,mp_matched_pool_coordinate,500,MACE-MP,0.248,248.0,1000
equivalence_class_id,50,mp_matched_pool_coordinate,1000,ALIGNN-FF,0.0,0.0,1000
equivalence_class_id,50,mp_matched_pool_coordinate,1000,CHGNet,0.48883333333333334,488.8333333333333,1000
equivalence_class_id,50,mp_matched_pool_coordinate,1000,M3GNet,0.48183333333333334,481.8333333333333,1000
equivalence_class_id,50,mp_matched_pool_coordinate,1000,MACE-MP,0.029333333333333333,29.333333333333332,1000
equivalence_class_id,50,mp_source_coordinate,100,ALIGNN-FF,0.07125,71.25,1000
equivalence_class_id,50,mp_source_coordinate,100,CHGNet,0.14925,149.25,1000
equivalence_class_id,50,mp_source_coordinate,100,M3GNet,0.18041666666666667,180.41666666666666,1000
equivalence_class_id,50,mp_source_coordinate,100,MACE-MP,0.5990833333333334,599.0833333333334,1000
equivalence_class_id,50,mp_source_coordinate,300,ALIGNN-FF,0.09541666666666668,95.41666666666667,1000
equivalence_class_id,50,mp_source_coordinate,300,CHGNet,0.05541666666666666,55.416666666666664,1000
equivalence_class_id,50,mp_source_coordinate,300,M3GNet,0.80725,807.25,1000
equivalence_class_id,50,mp_source_coordinate,300,MACE-MP,0.041916666666666665,41.916666666666664,1000
equivalence_class_id,50,mp_source_coordinate,500,ALIGNN-FF,0.21541666666666665,215.41666666666666,1000
equivalence_class_id,50,mp_source_coordinate,500,CHGNet,0.24458333333333335,244.58333333333334,1000
equivalence_class_id,50,mp_source_coordinate,500,M3GNet,0.52275,522.75,1000
equivalence_class_id,50,mp_source_coordinate,500,MACE-MP,0.01725,17.25,1000
equivalence_class_id,50,mp_source_coordinate,1000,ALIGNN-FF,0.0006666666666666666,0.6666666666666666,1000
equivalence_class_id,50,mp_source_coordinate,1000,CHGNet,0.0055,5.5,1000
equivalence_class_id,50,mp_source_coordinate,1000,M3GNet,0.33766666666666667,337.6666666666667,1000
equivalence_class_id,50,mp_source_coordinate,1000,MACE-MP,0.6561666666666667,656.1666666666666,1000
reduced_formula,0,alex_pbe_matched_pool_coordinate,100,ALIGNN-FF,0.25,250.0,1000
reduced_formula,0,alex_pbe_matched_pool_coordinate,100,CHGNet,0.25,250.0,1000
reduced_formula,0,alex_pbe_matched_pool_coordinate,100,M3GNet,0.25,250.0,1000
reduced_formula,0,alex_pbe_matched_pool_coordinate,100,MACE-MP,0.25,250.0,1000
reduced_formula,0,alex_pbe_matched_pool_coordinate,300,ALIGNN-FF,0.25,250.0,1000
reduced_formula,0,alex_pbe_matched_pool_coordinate,300,CHGNet,0.25,250.0,1000
reduced_formula,0,alex_pbe_matched_pool_coordinate,300,M3GNet,0.25,250.0,1000
reduced_formula,0,alex_pbe_matched_pool_coordinate,300,MACE-MP,0.25,250.0,1000
reduced_formula,0,alex_pbe_matched_pool_coordinate,500,ALIGNN-FF,0.071,71.0,1000
reduced_formula,0,alex_pbe_matched_pool_coordinate,500,CHGNet,0.30966666666666665,309.66666666666663,1000
reduced_formula,0,alex_pbe_matched_pool_coordinate,500,M3GNet,0.30966666666666665,309.66666666666663,1000
reduced_formula,0,alex_pbe_matched_pool_coordinate,500,MACE-MP,0.30966666666666665,309.66666666666663,1000
reduced_formula,0,alex_pbe_matched_pool_coordinate,1000,ALIGNN-FF,0.0,0.0,1000
reduced_formula,0,alex_pbe_matched_pool_coordinate,1000,CHGNet,0.7443333333333334,744.3333333333334,1000
reduced_formula,0,alex_pbe_matched_pool_coordinate,1000,M3GNet,0.24833333333333335,248.33333333333334,1000
reduced_formula,0,alex_pbe_matched_pool_coordinate,1000,MACE-MP,0.007333333333333333,7.333333333333333,1000
reduced_formula,0,alex_pbe_source_coordinate,100,ALIGNN-FF,0.018,18.0,1000
reduced_formula,0,alex_pbe_source_coordinate,100,CHGNet,0.23533333333333334,235.33333333333334,1000
reduced_formula,0,alex_pbe_source_coordinate,100,M3GNet,0.5595,559.5,1000
reduced_formula,0,alex_pbe_source_coordinate,100,MACE-MP,0.18716666666666665,187.16666666666666,1000
reduced_formula,0,alex_pbe_source_coordinate,300,ALIGNN-FF,0.05383333333333334,53.833333333333336,1000
reduced_formula,0,alex_pbe_source_coordinate,300,CHGNet,0.005833333333333333,5.833333333333333,1000
reduced_formula,0,alex_pbe_source_coordinate,300,M3GNet,0.8823333333333334,882.3333333333334,1000
reduced_formula,0,alex_pbe_source_coordinate,300,MACE-MP,0.058,58.0,1000
reduced_formula,0,alex_pbe_source_coordinate,500,ALIGNN-FF,0.06241666666666666,62.416666666666664,1000
reduced_formula,0,alex_pbe_source_coordinate,500,CHGNet,0.01941666666666667,19.416666666666668,1000
reduced_formula,0,alex_pbe_source_coordinate,500,M3GNet,0.6060833333333334,606.0833333333334,1000
reduced_formula,0,alex_pbe_source_coordinate,500,MACE-MP,0.3120833333333333,312.0833333333333,1000
reduced_formula,0,alex_pbe_source_coordinate,1000,ALIGNN-FF,0.0,0.0,1000
reduced_formula,0,alex_pbe_source_coordinate,1000,CHGNet,0.0,0.0,1000
reduced_formula,0,alex_pbe_source_coordinate,1000,M3GNet,0.765,765.0,1000
reduced_formula,0,alex_pbe_source_coordinate,1000,MACE-MP,0.235,235.0,1000
reduced_formula,0,alexmp20_source_coordinate,100,ALIGNN-FF,0.29641666666666666,296.4166666666667,1000
reduced_formula,0,alexmp20_source_coordinate,100,CHGNet,0.14025,140.25,1000
reduced_formula,0,alexmp20_source_coordinate,100,M3GNet,0.27325,273.25,1000
reduced_formula,0,alexmp20_source_coordinate,100,MACE-MP,0.2900833333333333,290.0833333333333,1000
reduced_formula,0,alexmp20_source_coordinate,300,ALIGNN-FF,0.0475,47.5,1000
reduced_formula,0,alexmp20_source_coordinate,300,CHGNet,0.0195,19.5,1000
reduced_formula,0,alexmp20_source_coordinate,300,M3GNet,0.823,823.0,1000
reduced_formula,0,alexmp20_source_coordinate,300,MACE-MP,0.11,110.0,1000
reduced_formula,0,alexmp20_source_coordinate,500,ALIGNN-FF,0.23125,231.25,1000
reduced_formula,0,alexmp20_source_coordinate,500,CHGNet,0.00925,9.25,1000
reduced_formula,0,alexmp20_source_coordinate,500,M3GNet,0.4315833333333333,431.5833333333333,1000
reduced_formula,0,alexmp20_source_coordinate,500,MACE-MP,0.3279166666666667,327.9166666666667,1000
reduced_formula,0,alexmp20_source_coordinate,1000,ALIGNN-FF,0.0,0.0,1000
reduced_formula,0,alexmp20_source_coordinate,1000,CHGNet,0.0,0.0,1000
reduced_formula,0,alexmp20_source_coordinate,1000,M3GNet,0.8425,842.5,1000
reduced_formula,0,alexmp20_source_coordinate,1000,MACE-MP,0.1575,157.5,1000
reduced_formula,0,mp_matched_pool_coordinate,100,ALIGNN-FF,0.25,250.0,1000
reduced_formula,0,mp_matched_pool_coordinate,100,CHGNet,0.25,250.0,1000
reduced_formula,0,mp_matched_pool_coordinate,100,M3GNet,0.25,250.0,1000
reduced_formula,0,mp_matched_pool_coordinate,100,MACE-MP,0.25,250.0,1000
reduced_formula,0,mp_matched_pool_coordinate,300,ALIGNN-FF,0.3401666666666667,340.1666666666667,1000
reduced_formula,0,mp_matched_pool_coordinate,300,CHGNet,0.29433333333333334,294.3333333333333,1000
reduced_formula,0,mp_matched_pool_coordinate,300,M3GNet,0.15566666666666665,155.66666666666666,1000
reduced_formula,0,mp_matched_pool_coordinate,300,MACE-MP,0.20983333333333334,209.83333333333334,1000
reduced_formula,0,mp_matched_pool_coordinate,500,ALIGNN-FF,0.078,78.0,1000
reduced_formula,0,mp_matched_pool_coordinate,500,CHGNet,0.021666666666666667,21.666666666666668,1000
reduced_formula,0,mp_matched_pool_coordinate,500,M3GNet,0.39266666666666666,392.6666666666667,1000
reduced_formula,0,mp_matched_pool_coordinate,500,MACE-MP,0.5076666666666667,507.6666666666667,1000
reduced_formula,0,mp_matched_pool_coordinate,1000,ALIGNN-FF,0.0,0.0,1000
reduced_formula,0,mp_matched_pool_coordinate,1000,CHGNet,0.11566666666666667,115.66666666666667,1000
reduced_formula,0,mp_matched_pool_coordinate,1000,M3GNet,0.6786666666666666,678.6666666666666,1000
reduced_formula,0,mp_matched_pool_coordinate,1000,MACE-MP,0.20566666666666666,205.66666666666666,1000
reduced_formula,0,mp_source_coordinate,100,ALIGNN-FF,0.11125,111.25,1000
reduced_formula,0,mp_source_coordinate,100,CHGNet,0.23841666666666667,238.41666666666666,1000
reduced_formula,0,mp_source_coordinate,100,M3GNet,0.4190833333333333,419.0833333333333,1000
reduced_formula,0,mp_source_coordinate,100,MACE-MP,0.23125,231.25,1000
reduced_formula,0,mp_source_coordinate,300,ALIGNN-FF,0.138,138.0,1000
reduced_formula,0,mp_source_coordinate,300,CHGNet,0.033,33.0,1000
reduced_formula,0,mp_source_coordinate,300,M3GNet,0.7418333333333333,741.8333333333334,1000
reduced_formula,0,mp_source_coordinate,300,MACE-MP,0.08716666666666667,87.16666666666667,1000
reduced_formula,0,mp_source_coordinate,500,ALIGNN-FF,0.21033333333333334,210.33333333333334,1000
reduced_formula,0,mp_source_coordinate,500,CHGNet,0.05516666666666666,55.166666666666664,1000
reduced_formula,0,mp_source_coordinate,500,M3GNet,0.3496666666666667,349.6666666666667,1000
reduced_formula,0,mp_source_coordinate,500,MACE-MP,0.3848333333333333,384.8333333333333,1000
reduced_formula,0,mp_source_coordinate,1000,ALIGNN-FF,0.0,0.0,1000
reduced_formula,0,mp_source_coordinate,1000,CHGNet,0.0,0.0,1000
reduced_formula,0,mp_source_coordinate,1000,M3GNet,0.2585,258.5,1000
reduced_formula,0,mp_source_coordinate,1000,MACE-MP,0.7415,741.5,1000
reduced_formula,10,alex_pbe_matched_pool_coordinate,100,ALIGNN-FF,0.25,250.0,1000
reduced_formula,10,alex_pbe_matched_pool_coordinate,100,CHGNet,0.25,250.0,1000
reduced_formula,10,alex_pbe_matched_pool_coordinate,100,M3GNet,0.25,250.0,1000
reduced_formula,10,alex_pbe_matched_pool_coordinate,100,MACE-MP,0.25,250.0,1000
reduced_formula,10,alex_pbe_matched_pool_coordinate,300,ALIGNN-FF,0.25,250.0,1000
reduced_formula,10,alex_pbe_matched_pool_coordinate,300,CHGNet,0.25,250.0,1000
reduced_formula,10,alex_pbe_matched_pool_coordinate,300,M3GNet,0.25,250.0,1000
reduced_formula,10,alex_pbe_matched_pool_coordinate,300,MACE-MP,0.25,250.0,1000
reduced_formula,10,alex_pbe_matched_pool_coordinate,500,ALIGNN-FF,0.18275,182.75,1000
reduced_formula,10,alex_pbe_matched_pool_coordinate,500,CHGNet,0.2724166666666667,272.4166666666667,1000
reduced_formula,10,alex_pbe_matched_pool_coordinate,500,M3GNet,0.2724166666666667,272.4166666666667,1000
reduced_formula,10,alex_pbe_matched_pool_coordinate,500,MACE-MP,0.2724166666666667,272.4166666666667,1000
reduced_formula,10,alex_pbe_matched_pool_coordinate,1000,ALIGNN-FF,0.0,0.0,1000
reduced_formula,10,alex_pbe_matched_pool_coordinate,1000,CHGNet,0.7443333333333334,744.3333333333334,1000
reduced_formula,10,alex_pbe_matched_pool_coordinate,1000,M3GNet,0.24833333333333335,248.33333333333334,1000
reduced_formula,10,alex_pbe_matched_pool_coordinate,1000,MACE-MP,0.007333333333333333,7.333333333333333,1000
reduced_formula,10,alex_pbe_source_coordinate,100,ALIGNN-FF,0.17641666666666667,176.41666666666666,1000
reduced_formula,10,alex_pbe_source_coordinate,100,CHGNet,0.13008333333333336,130.08333333333334,1000
reduced_formula,10,alex_pbe_source_coordinate,100,M3GNet,0.36141666666666666,361.4166666666667,1000
reduced_formula,10,alex_pbe_source_coordinate,100,MACE-MP,0.33208333333333334,332.0833333333333,1000
reduced_formula,10,alex_pbe_source_coordinate,300,ALIGNN-FF,0.012333333333333333,12.333333333333334,1000
reduced_formula,10,alex_pbe_source_coordinate,300,CHGNet,0.06716666666666667,67.16666666666667,1000
reduced_formula,10,alex_pbe_source_coordinate,300,M3GNet,0.8571666666666666,857.1666666666666,1000
reduced_formula,10,alex_pbe_source_coordinate,300,MACE-MP,0.06333333333333334,63.333333333333336,1000
reduced_formula,10,alex_pbe_source_coordinate,500,ALIGNN-FF,0.2005,200.5,1000
reduced_formula,10,alex_pbe_source_coordinate,500,CHGNet,0.164,164.0,1000
reduced_formula,10,alex_pbe_source_coordinate,500,M3GNet,0.6265,626.5,1000
reduced_formula,10,alex_pbe_source_coordinate,500,MACE-MP,0.009,9.0,1000
reduced_formula,10,alex_pbe_source_coordinate,1000,ALIGNN-FF,0.0,0.0,1000
reduced_formula,10,alex_pbe_source_coordinate,1000,CHGNet,0.0,0.0,1000
reduced_formula,10,alex_pbe_source_coordinate,1000,M3GNet,0.52,520.0,1000
reduced_formula,10,alex_pbe_source_coordinate,1000,MACE-MP,0.48,480.0,1000
reduced_formula,10,alexmp20_source_coordinate,100,ALIGNN-FF,0.4140833333333333,414.0833333333333,1000
reduced_formula,10,alexmp20_source_coordinate,100,CHGNet,0.13175,131.75,1000
reduced_formula,10,alexmp20_source_coordinate,100,M3GNet,0.2730833333333333,273.0833333333333,1000
reduced_formula,10,alexmp20_source_coordinate,100,MACE-MP,0.18108333333333335,181.08333333333334,1000
reduced_formula,10,alexmp20_source_coordinate,300,ALIGNN-FF,0.03866666666666666,38.666666666666664,1000
reduced_formula,10,alexmp20_source_coordinate,300,CHGNet,0.049166666666666664,49.166666666666664,1000
reduced_formula,10,alexmp20_source_coordinate,300,M3GNet,0.7633333333333334,763.3333333333334,1000
reduced_formula,10,alexmp20_source_coordinate,300,MACE-MP,0.14883333333333335,148.83333333333334,1000
reduced_formula,10,alexmp20_source_coordinate,500,ALIGNN-FF,0.2941666666666667,294.1666666666667,1000
reduced_formula,10,alexmp20_source_coordinate,500,CHGNet,0.14216666666666666,142.16666666666666,1000
reduced_formula,10,alexmp20_source_coordinate,500,M3GNet,0.4671666666666667,467.1666666666667,1000
reduced_formula,10,alexmp20_source_coordinate,500,MACE-MP,0.0965,96.5,1000
reduced_formula,10,alexmp20_source_coordinate,1000,ALIGNN-FF,0.0,0.0,1000
reduced_formula,10,alexmp20_source_coordinate,1000,CHGNet,0.0,0.0,1000
reduced_formula,10,alexmp20_source_coordinate,1000,M3GNet,0.651,651.0,1000
reduced_formula,10,alexmp20_source_coordinate,1000,MACE-MP,0.349,349.0,1000
reduced_formula,10,mp_matched_pool_coordinate,100,ALIGNN-FF,0.25,250.0,1000
reduced_formula,10,mp_matched_pool_coordinate,100,CHGNet,0.25,250.0,1000
reduced_formula,10,mp_matched_pool_coordinate,100,M3GNet,0.25,250.0,1000
reduced_formula,10,mp_matched_pool_coordinate,100,MACE-MP,0.25,250.0,1000
reduced_formula,10,mp_matched_pool_coordinate,300,ALIGNN-FF,0.41775,417.75,1000
reduced_formula,10,mp_matched_pool_coordinate,300,CHGNet,0.12791666666666665,127.91666666666666,1000
reduced_formula,10,mp_matched_pool_coordinate,300,M3GNet,0.16791666666666666,167.91666666666666,1000
reduced_formula,10,mp_matched_pool_coordinate,300,MACE-MP,0.2864166666666667,286.4166666666667,1000
reduced_formula,10,mp_matched_pool_coordinate,500,ALIGNN-FF,0.2749166666666667,274.9166666666667,1000
reduced_formula,10,mp_matched_pool_coordinate,500,CHGNet,0.13375,133.75,1000
reduced_formula,10,mp_matched_pool_coordinate,500,M3GNet,0.28775,287.75,1000
reduced_formula,10,mp_matched_pool_coordinate,500,MACE-MP,0.3035833333333333,303.5833333333333,1000
reduced_formula,10,mp_matched_pool_coordinate,1000,ALIGNN-FF,0.0,0.0,1000
reduced_formula,10,mp_matched_pool_coordinate,1000,CHGNet,0.339,339.0,1000
reduced_formula,10,mp_matched_pool_coordinate,1000,M3GNet,0.6095,609.5,1000
reduced_formula,10,mp_matched_pool_coordinate,1000,MACE-MP,0.0515,51.5,1000
reduced_formula,10,mp_source_coordinate,100,ALIGNN-FF,0.23408333333333334,234.08333333333334,1000
reduced_formula,10,mp_source_coordinate,100,CHGNet,0.22075,220.75,1000
reduced_formula,10,mp_source_coordinate,100,M3GNet,0.4075833333333333,407.5833333333333,1000
reduced_formula,10,mp_source_coordinate,100,MACE-MP,0.13758333333333334,137.58333333333334,1000
reduced_formula,10,mp_source_coordinate,300,ALIGNN-FF,0.173,173.0,1000
reduced_formula,10,mp_source_coordinate,300,CHGNet,0.11666666666666667,116.66666666666667,1000
reduced_formula,10,mp_source_coordinate,300,M3GNet,0.6146666666666666,614.6666666666666,1000
reduced_formula,10,mp_source_coordinate,300,MACE-MP,0.09566666666666668,95.66666666666667,1000
reduced_formula,10,mp_source_coordinate,500,ALIGNN-FF,0.3228333333333333,322.8333333333333,1000
reduced_formula,10,mp_source_coordinate,500,CHGNet,0.11933333333333333,119.33333333333333,1000
reduced_formula,10,mp_source_coordinate,500,M3GNet,0.3721666666666667,372.1666666666667,1000
reduced_formula,10,mp_source_coordinate,500,MACE-MP,0.18566666666666665,185.66666666666666,1000
reduced_formula,10,mp_source_coordinate,1000,ALIGNN-FF,0.0,0.0,1000
reduced_formula,10,mp_source_coordinate,1000,CHGNet,0.0,0.0,1000
reduced_formula,10,mp_source_coordinate,1000,M3GNet,0.1765,176.5,1000
reduced_formula,10,mp_source_coordinate,1000,MACE-MP,0.8235,823.5,1000
reduced_formula,25,alex_pbe_matched_pool_coordinate,100,ALIGNN-FF,0.25,250.0,1000
reduced_formula,25,alex_pbe_matched_pool_coordinate,100,CHGNet,0.25,250.0,1000
reduced_formula,25,alex_pbe_matched_pool_coordinate,100,M3GNet,0.25,250.0,1000
reduced_formula,25,alex_pbe_matched_pool_coordinate,100,MACE-MP,0.25,250.0,1000
reduced_formula,25,alex_pbe_matched_pool_coordinate,300,ALIGNN-FF,0.25,250.0,1000
reduced_formula,25,alex_pbe_matched_pool_coordinate,300,CHGNet,0.25,250.0,1000
reduced_formula,25,alex_pbe_matched_pool_coordinate,300,M3GNet,0.25,250.0,1000
reduced_formula,25,alex_pbe_matched_pool_coordinate,300,MACE-MP,0.25,250.0,1000
reduced_formula,25,alex_pbe_matched_pool_coordinate,500,ALIGNN-FF,0.25,250.0,1000
reduced_formula,25,alex_pbe_matched_pool_coordinate,500,CHGNet,0.25,250.0,1000
reduced_formula,25,alex_pbe_matched_pool_coordinate,500,M3GNet,0.25,250.0,1000
reduced_formula,25,alex_pbe_matched_pool_coordinate,500,MACE-MP,0.25,250.0,1000
reduced_formula,25,alex_pbe_matched_pool_coordinate,1000,ALIGNN-FF,0.0,0.0,1000
reduced_formula,25,alex_pbe_matched_pool_coordinate,1000,CHGNet,0.7561666666666667,756.1666666666666,1000
reduced_formula,25,alex_pbe_matched_pool_coordinate,1000,M3GNet,0.16966666666666666,169.66666666666666,1000
reduced_formula,25,alex_pbe_matched_pool_coordinate,1000,MACE-MP,0.07416666666666667,74.16666666666667,1000
reduced_formula,25,alex_pbe_source_coordinate,100,ALIGNN-FF,0.2576666666666667,257.6666666666667,1000
reduced_formula,25,alex_pbe_source_coordinate,100,CHGNet,0.18283333333333335,182.83333333333334,1000
reduced_formula,25,alex_pbe_source_coordinate,100,M3GNet,0.1985,198.5,1000
reduced_formula,25,alex_pbe_source_coordinate,100,MACE-MP,0.361,361.0,1000
reduced_formula,25,alex_pbe_source_coordinate,300,ALIGNN-FF,0.0245,24.5,1000
reduced_formula,25,alex_pbe_source_coordinate,300,CHGNet,0.0695,69.5,1000
reduced_formula,25,alex_pbe_source_coordinate,300,M3GNet,0.8221666666666666,822.1666666666666,1000
reduced_formula,25,alex_pbe_source_coordinate,300,MACE-MP,0.08383333333333333,83.83333333333333,1000
reduced_formula,25,alex_pbe_source_coordinate,500,ALIGNN-FF,0.0018333333333333333,1.8333333333333333,1000
reduced_formula,25,alex_pbe_source_coordinate,500,CHGNet,0.0005,0.5,1000
reduced_formula,25,alex_pbe_source_coordinate,500,M3GNet,0.9708333333333333,970.8333333333334,1000
reduced_formula,25,alex_pbe_source_coordinate,500,MACE-MP,0.02683333333333333,26.833333333333332,1000
reduced_formula,25,alex_pbe_source_coordinate,1000,ALIGNN-FF,0.0005,0.5,1000
reduced_formula,25,alex_pbe_source_coordinate,1000,CHGNet,0.0,0.0,1000
reduced_formula,25,alex_pbe_source_coordinate,1000,M3GNet,0.5195,519.5,1000
reduced_formula,25,alex_pbe_source_coordinate,1000,MACE-MP,0.48,480.0,1000
reduced_formula,25,alexmp20_source_coordinate,100,ALIGNN-FF,0.5729166666666666,572.9166666666666,1000
reduced_formula,25,alexmp20_source_coordinate,100,CHGNet,0.15691666666666665,156.91666666666666,1000
reduced_formula,25,alexmp20_source_coordinate,100,M3GNet,0.11308333333333333,113.08333333333333,1000
reduced_formula,25,alexmp20_source_coordinate,100,MACE-MP,0.15708333333333335,157.08333333333334,1000
reduced_formula,25,alexmp20_source_coordinate,300,ALIGNN-FF,0.018333333333333333,18.333333333333332,1000
reduced_formula,25,alexmp20_source_coordinate,300,CHGNet,0.09633333333333333,96.33333333333333,1000
reduced_formula,25,alexmp20_source_coordinate,300,M3GNet,0.7031666666666666,703.1666666666666,1000
reduced_formula,25,alexmp20_source_coordinate,300,MACE-MP,0.18216666666666664,182.16666666666666,1000
reduced_formula,25,alexmp20_source_coordinate,500,ALIGNN-FF,0.021,21.0,1000
reduced_formula,25,alexmp20_source_coordinate,500,CHGNet,0.02683333333333333,26.833333333333332,1000
reduced_formula,25,alexmp20_source_coordinate,500,M3GNet,0.6633333333333333,663.3333333333334,1000
reduced_formula,25,alexmp20_source_coordinate,500,MACE-MP,0.28883333333333333,288.8333333333333,1000
reduced_formula,25,alexmp20_source_coordinate,1000,ALIGNN-FF,0.0,0.0,1000
reduced_formula,25,alexmp20_source_coordinate,1000,CHGNet,0.0,0.0,1000
reduced_formula,25,alexmp20_source_coordinate,1000,M3GNet,0.585,585.0,1000
reduced_formula,25,alexmp20_source_coordinate,1000,MACE-MP,0.415,415.0,1000
reduced_formula,25,mp_matched_pool_coordinate,100,ALIGNN-FF,0.25,250.0,1000
reduced_formula,25,mp_matched_pool_coordinate,100,CHGNet,0.25,250.0,1000
reduced_formula,25,mp_matched_pool_coordinate,100,M3GNet,0.25,250.0,1000
reduced_formula,25,mp_matched_pool_coordinate,100,MACE-MP,0.25,250.0,1000
reduced_formula,25,mp_matched_pool_coordinate,300,ALIGNN-FF,0.41775,417.75,1000
reduced_formula,25,mp_matched_pool_coordinate,300,CHGNet,0.12791666666666665,127.91666666666666,1000
reduced_formula,25,mp_matched_pool_coordinate,300,M3GNet,0.16791666666666666,167.91666666666666,1000
reduced_formula,25,mp_matched_pool_coordinate,300,MACE-MP,0.2864166666666667,286.4166666666667,1000
reduced_formula,25,mp_matched_pool_coordinate,500,ALIGNN-FF,0.2901666666666667,290.1666666666667,1000
reduced_formula,25,mp_matched_pool_coordinate,500,CHGNet,0.12816666666666665,128.16666666666666,1000
reduced_formula,25,mp_matched_pool_coordinate,500,M3GNet,0.2828333333333333,282.8333333333333,1000
reduced_formula,25,mp_matched_pool_coordinate,500,MACE-MP,0.29883333333333334,298.8333333333333,1000
reduced_formula,25,mp_matched_pool_coordinate,1000,ALIGNN-FF,0.0,0.0,1000
reduced_formula,25,mp_matched_pool_coordinate,1000,CHGNet,0.4475,447.5,1000
reduced_formula,25,mp_matched_pool_coordinate,1000,M3GNet,0.467,467.0,1000
reduced_formula,25,mp_matched_pool_coordinate,1000,MACE-MP,0.0855,85.5,1000
reduced_formula,25,mp_source_coordinate,100,ALIGNN-FF,0.3854166666666667,385.4166666666667,1000
reduced_formula,25,mp_source_coordinate,100,CHGNet,0.14775,147.75,1000
reduced_formula,25,mp_source_coordinate,100,M3GNet,0.20125,201.25,1000
