cluster,threshold_meV_per_atom,endpoint,K,model,winner_frequency,winner_equivalent_replicates,bootstrap_replicates
chemical_system,50,mp_matched_pool_coordinate,300,ALIGNN-FF,0.25,250.0,1000
chemical_system,50,mp_matched_pool_coordinate,300,CHGNet,0.25,250.0,1000
chemical_system,50,mp_matched_pool_coordinate,300,M3GNet,0.25,250.0,1000
chemical_system,50,mp_matched_pool_coordinate,300,MACE-MP,0.25,250.0,1000
chemical_system,50,mp_matched_pool_coordinate,500,ALIGNN-FF,0.2549166666666667,254.91666666666666,1000
chemical_system,50,mp_matched_pool_coordinate,500,CHGNet,0.2549166666666667,254.91666666666666,1000
chemical_system,50,mp_matched_pool_coordinate,500,M3GNet,0.23975,239.75,1000
chemical_system,50,mp_matched_pool_coordinate,500,MACE-MP,0.2504166666666667,250.41666666666666,1000
chemical_system,50,mp_matched_pool_coordinate,1000,ALIGNN-FF,0.0,0.0,1000
chemical_system,50,mp_matched_pool_coordinate,1000,CHGNet,0.492,492.0,1000
chemical_system,50,mp_matched_pool_coordinate,1000,M3GNet,0.481,481.0,1000
chemical_system,50,mp_matched_pool_coordinate,1000,MACE-MP,0.027,27.0,1000
chemical_system,50,mp_source_coordinate,100,ALIGNN-FF,0.07216666666666667,72.16666666666667,1000
chemical_system,50,mp_source_coordinate,100,CHGNet,0.15766666666666665,157.66666666666666,1000
chemical_system,50,mp_source_coordinate,100,M3GNet,0.17083333333333334,170.83333333333334,1000
chemical_system,50,mp_source_coordinate,100,MACE-MP,0.5993333333333334,599.3333333333334,1000
chemical_system,50,mp_source_coordinate,300,ALIGNN-FF,0.11766666666666667,117.66666666666667,1000
chemical_system,50,mp_source_coordinate,300,CHGNet,0.0565,56.5,1000
chemical_system,50,mp_source_coordinate,300,M3GNet,0.7883333333333333,788.3333333333334,1000
chemical_system,50,mp_source_coordinate,300,MACE-MP,0.0375,37.5,1000
chemical_system,50,mp_source_coordinate,500,ALIGNN-FF,0.20558333333333334,205.58333333333334,1000
chemical_system,50,mp_source_coordinate,500,CHGNet,0.27425,274.25,1000
chemical_system,50,mp_source_coordinate,500,M3GNet,0.50325,503.25,1000
chemical_system,50,mp_source_coordinate,500,MACE-MP,0.016916666666666667,16.916666666666668,1000
chemical_system,50,mp_source_coordinate,1000,ALIGNN-FF,0.0,0.0,1000
chemical_system,50,mp_source_coordinate,1000,CHGNet,0.009166666666666667,9.166666666666666,1000
chemical_system,50,mp_source_coordinate,1000,M3GNet,0.3601666666666667,360.1666666666667,1000
chemical_system,50,mp_source_coordinate,1000,MACE-MP,0.6306666666666666,630.6666666666666,1000
equivalence_class_id,0,alex_pbe_matched_pool_coordinate,100,ALIGNN-FF,0.25,250.0,1000
equivalence_class_id,0,alex_pbe_matched_pool_coordinate,100,CHGNet,0.25,250.0,1000
equivalence_class_id,0,alex_pbe_matched_pool_coordinate,100,M3GNet,0.25,250.0,1000
equivalence_class_id,0,alex_pbe_matched_pool_coordinate,100,MACE-MP,0.25,250.0,1000
equivalence_class_id,0,alex_pbe_matched_pool_coordinate,300,ALIGNN-FF,0.25,250.0,1000
equivalence_class_id,0,alex_pbe_matched_pool_coordinate,300,CHGNet,0.25,250.0,1000
equivalence_class_id,0,alex_pbe_matched_pool_coordinate,300,M3GNet,0.25,250.0,1000
equivalence_class_id,0,alex_pbe_matched_pool_coordinate,300,MACE-MP,0.25,250.0,1000
equivalence_class_id,0,alex_pbe_matched_pool_coordinate,500,ALIGNN-FF,0.074,74.0,1000
equivalence_class_id,0,alex_pbe_matched_pool_coordinate,500,CHGNet,0.30866666666666664,308.66666666666663,1000
equivalence_class_id,0,alex_pbe_matched_pool_coordinate,500,M3GNet,0.30866666666666664,308.66666666666663,1000
equivalence_class_id,0,alex_pbe_matched_pool_coordinate,500,MACE-MP,0.30866666666666664,308.66666666666663,1000
equivalence_class_id,0,alex_pbe_matched_pool_coordinate,1000,ALIGNN-FF,0.0,0.0,1000
equivalence_class_id,0,alex_pbe_matched_pool_coordinate,1000,CHGNet,0.7501666666666666,750.1666666666666,1000
equivalence_class_id,0,alex_pbe_matched_pool_coordinate,1000,M3GNet,0.24066666666666667,240.66666666666666,1000
equivalence_class_id,0,alex_pbe_matched_pool_coordinate,1000,MACE-MP,0.009166666666666667,9.166666666666666,1000
equivalence_class_id,0,alex_pbe_source_coordinate,100,ALIGNN-FF,0.012583333333333332,12.583333333333332,1000
equivalence_class_id,0,alex_pbe_source_coordinate,100,CHGNet,0.23325,233.25,1000
equivalence_class_id,0,alex_pbe_source_coordinate,100,M3GNet,0.5809166666666666,580.9166666666666,1000
equivalence_class_id,0,alex_pbe_source_coordinate,100,MACE-MP,0.17325,173.25,1000
equivalence_class_id,0,alex_pbe_source_coordinate,300,ALIGNN-FF,0.04633333333333334,46.333333333333336,1000
equivalence_class_id,0,alex_pbe_source_coordinate,300,CHGNet,0.0018333333333333333,1.8333333333333333,1000
equivalence_class_id,0,alex_pbe_source_coordinate,300,M3GNet,0.8913333333333334,891.3333333333334,1000
equivalence_class_id,0,alex_pbe_source_coordinate,300,MACE-MP,0.0605,60.5,1000
equivalence_class_id,0,alex_pbe_source_coordinate,500,ALIGNN-FF,0.06925,69.25,1000
equivalence_class_id,0,alex_pbe_source_coordinate,500,CHGNet,0.014083333333333333,14.083333333333334,1000
equivalence_class_id,0,alex_pbe_source_coordinate,500,M3GNet,0.6225833333333334,622.5833333333334,1000
equivalence_class_id,0,alex_pbe_source_coordinate,500,MACE-MP,0.2940833333333333,294.0833333333333,1000
equivalence_class_id,0,alex_pbe_source_coordinate,1000,ALIGNN-FF,0.0,0.0,1000
equivalence_class_id,0,alex_pbe_source_coordinate,1000,CHGNet,0.0,0.0,1000
equivalence_class_id,0,alex_pbe_source_coordinate,1000,M3GNet,0.7365,736.5,1000
equivalence_class_id,0,alex_pbe_source_coordinate,1000,MACE-MP,0.2635,263.5,1000
equivalence_class_id,0,alexmp20_source_coordinate,100,ALIGNN-FF,0.2879166666666667,287.9166666666667,1000
equivalence_class_id,0,alexmp20_source_coordinate,100,CHGNet,0.12391666666666667,123.91666666666667,1000
equivalence_class_id,0,alexmp20_source_coordinate,100,M3GNet,0.30625,306.25,1000
equivalence_class_id,0,alexmp20_source_coordinate,100,MACE-MP,0.2819166666666667,281.9166666666667,1000
equivalence_class_id,0,alexmp20_source_coordinate,300,ALIGNN-FF,0.046,46.0,1000
equivalence_class_id,0,alexmp20_source_coordinate,300,CHGNet,0.0125,12.5,1000
equivalence_class_id,0,alexmp20_source_coordinate,300,M3GNet,0.8343333333333334,834.3333333333334,1000
equivalence_class_id,0,alexmp20_source_coordinate,300,MACE-MP,0.10716666666666667,107.16666666666667,1000
equivalence_class_id,0,alexmp20_source_coordinate,500,ALIGNN-FF,0.20983333333333334,209.83333333333334,1000
equivalence_class_id,0,alexmp20_source_coordinate,500,CHGNet,0.010166666666666666,10.166666666666666,1000
equivalence_class_id,0,alexmp20_source_coordinate,500,M3GNet,0.48083333333333333,480.8333333333333,1000
equivalence_class_id,0,alexmp20_source_coordinate,500,MACE-MP,0.2991666666666667,299.1666666666667,1000
equivalence_class_id,0,alexmp20_source_coordinate,1000,ALIGNN-FF,0.0,0.0,1000
equivalence_class_id,0,alexmp20_source_coordinate,1000,CHGNet,0.0,0.0,1000
equivalence_class_id,0,alexmp20_source_coordinate,1000,M3GNet,0.844,844.0,1000
equivalence_class_id,0,alexmp20_source_coordinate,1000,MACE-MP,0.156,156.0,1000
equivalence_class_id,0,mp_matched_pool_coordinate,100,ALIGNN-FF,0.25,250.0,1000
equivalence_class_id,0,mp_matched_pool_coordinate,100,CHGNet,0.25,250.0,1000
equivalence_class_id,0,mp_matched_pool_coordinate,100,M3GNet,0.25,250.0,1000
equivalence_class_id,0,mp_matched_pool_coordinate,100,MACE-MP,0.25,250.0,1000
equivalence_class_id,0,mp_matched_pool_coordinate,300,ALIGNN-FF,0.3238333333333333,323.8333333333333,1000
equivalence_class_id,0,mp_matched_pool_coordinate,300,CHGNet,0.2813333333333333,281.3333333333333,1000
equivalence_class_id,0,mp_matched_pool_coordinate,300,M3GNet,0.176,176.0,1000
equivalence_class_id,0,mp_matched_pool_coordinate,300,MACE-MP,0.21883333333333332,218.83333333333331,1000
equivalence_class_id,0,mp_matched_pool_coordinate,500,ALIGNN-FF,0.05533333333333334,55.333333333333336,1000
equivalence_class_id,0,mp_matched_pool_coordinate,500,CHGNet,0.026,26.0,1000
equivalence_class_id,0,mp_matched_pool_coordinate,500,M3GNet,0.4003333333333333,400.3333333333333,1000
equivalence_class_id,0,mp_matched_pool_coordinate,500,MACE-MP,0.5183333333333334,518.3333333333334,1000
equivalence_class_id,0,mp_matched_pool_coordinate,1000,ALIGNN-FF,0.0,0.0,1000
equivalence_class_id,0,mp_matched_pool_coordinate,1000,CHGNet,0.1315,131.5,1000
equivalence_class_id,0,mp_matched_pool_coordinate,1000,M3GNet,0.634,634.0,1000
equivalence_class_id,0,mp_matched_pool_coordinate,1000,MACE-MP,0.2345,234.5,1000
equivalence_class_id,0,mp_source_coordinate,100,ALIGNN-FF,0.10116666666666667,101.16666666666667,1000
equivalence_class_id,0,mp_source_coordinate,100,CHGNet,0.208,208.0,1000
equivalence_class_id,0,mp_source_coordinate,100,M3GNet,0.4296666666666667,429.6666666666667,1000
equivalence_class_id,0,mp_source_coordinate,100,MACE-MP,0.26116666666666666,261.1666666666667,1000
equivalence_class_id,0,mp_source_coordinate,300,ALIGNN-FF,0.12,120.0,1000
equivalence_class_id,0,mp_source_coordinate,300,CHGNet,0.0255,25.5,1000
equivalence_class_id,0,mp_source_coordinate,300,M3GNet,0.7525,752.5,1000
equivalence_class_id,0,mp_source_coordinate,300,MACE-MP,0.102,102.0,1000
equivalence_class_id,0,mp_source_coordinate,500,ALIGNN-FF,0.21733333333333335,217.33333333333334,1000
equivalence_class_id,0,mp_source_coordinate,500,CHGNet,0.0555,55.5,1000
equivalence_class_id,0,mp_source_coordinate,500,M3GNet,0.3531666666666667,353.1666666666667,1000
equivalence_class_id,0,mp_source_coordinate,500,MACE-MP,0.374,374.0,1000
equivalence_class_id,0,mp_source_coordinate,1000,ALIGNN-FF,0.0,0.0,1000
equivalence_class_id,0,mp_source_coordinate,1000,CHGNet,0.0,0.0,1000
equivalence_class_id,0,mp_source_coordinate,1000,M3GNet,0.253,253.0,1000
equivalence_class_id,0,mp_source_coordinate,1000,MACE-MP,0.747,747.0,1000
equivalence_class_id,10,alex_pbe_matched_pool_coordinate,100,ALIGNN-FF,0.25,250.0,1000
equivalence_class_id,10,alex_pbe_matched_pool_coordinate,100,CHGNet,0.25,250.0,1000
equivalence_class_id,10,alex_pbe_matched_pool_coordinate,100,M3GNet,0.25,250.0,1000
equivalence_class_id,10,alex_pbe_matched_pool_coordinate,100,MACE-MP,0.25,250.0,1000
equivalence_class_id,10,alex_pbe_matched_pool_coordinate,300,ALIGNN-FF,0.25,250.0,1000
equivalence_class_id,10,alex_pbe_matched_pool_coordinate,300,CHGNet,0.25,250.0,1000
equivalence_class_id,10,alex_pbe_matched_pool_coordinate,300,M3GNet,0.25,250.0,1000
equivalence_class_id,10,alex_pbe_matched_pool_coordinate,300,MACE-MP,0.25,250.0,1000
equivalence_class_id,10,alex_pbe_matched_pool_coordinate,500,ALIGNN-FF,0.18275,182.75,1000
equivalence_class_id,10,alex_pbe_matched_pool_coordinate,500,CHGNet,0.2724166666666667,272.4166666666667,1000
equivalence_class_id,10,alex_pbe_matched_pool_coordinate,500,M3GNet,0.2724166666666667,272.4166666666667,1000
equivalence_class_id,10,alex_pbe_matched_pool_coordinate,500,MACE-MP,0.2724166666666667,272.4166666666667,1000
equivalence_class_id,10,alex_pbe_matched_pool_coordinate,1000,ALIGNN-FF,0.0,0.0,1000
equivalence_class_id,10,alex_pbe_matched_pool_coordinate,1000,CHGNet,0.7501666666666666,750.1666666666666,1000
equivalence_class_id,10,alex_pbe_matched_pool_coordinate,1000,M3GNet,0.24066666666666667,240.66666666666666,1000
equivalence_class_id,10,alex_pbe_matched_pool_coordinate,1000,MACE-MP,0.009166666666666667,9.166666666666666,1000
equivalence_class_id,10,alex_pbe_source_coordinate,100,ALIGNN-FF,0.17033333333333334,170.33333333333334,1000
equivalence_class_id,10,alex_pbe_source_coordinate,100,CHGNet,0.096,96.0,1000
equivalence_class_id,10,alex_pbe_source_coordinate,100,M3GNet,0.39216666666666666,392.1666666666667,1000
equivalence_class_id,10,alex_pbe_source_coordinate,100,MACE-MP,0.3415,341.5,1000
equivalence_class_id,10,alex_pbe_source_coordinate,300,ALIGNN-FF,0.003833333333333333,3.833333333333333,1000
equivalence_class_id,10,alex_pbe_source_coordinate,300,CHGNet,0.07566666666666667,75.66666666666667,1000
equivalence_class_id,10,alex_pbe_source_coordinate,300,M3GNet,0.8536666666666666,853.6666666666666,1000
equivalence_class_id,10,alex_pbe_source_coordinate,300,MACE-MP,0.06683333333333333,66.83333333333333,1000
equivalence_class_id,10,alex_pbe_source_coordinate,500,ALIGNN-FF,0.21625,216.25,1000
equivalence_class_id,10,alex_pbe_source_coordinate,500,CHGNet,0.13108333333333333,131.08333333333334,1000
equivalence_class_id,10,alex_pbe_source_coordinate,500,M3GNet,0.64375,643.75,1000
equivalence_class_id,10,alex_pbe_source_coordinate,500,MACE-MP,0.008916666666666666,8.916666666666666,1000
equivalence_class_id,10,alex_pbe_source_coordinate,1000,ALIGNN-FF,0.0,0.0,1000
equivalence_class_id,10,alex_pbe_source_coordinate,1000,CHGNet,0.0,0.0,1000
equivalence_class_id,10,alex_pbe_source_coordinate,1000,M3GNet,0.5075,507.5,1000
equivalence_class_id,10,alex_pbe_source_coordinate,1000,MACE-MP,0.4925,492.5,1000
equivalence_class_id,10,alexmp20_source_coordinate,100,ALIGNN-FF,0.3954166666666667,395.4166666666667,1000
equivalence_class_id,10,alexmp20_source_coordinate,100,CHGNet,0.11091666666666668,110.91666666666667,1000
equivalence_class_id,10,alexmp20_source_coordinate,100,M3GNet,0.30275,302.75,1000
equivalence_class_id,10,alexmp20_source_coordinate,100,MACE-MP,0.19091666666666665,190.91666666666666,1000
equivalence_class_id,10,alexmp20_source_coordinate,300,ALIGNN-FF,0.03183333333333333,31.833333333333332,1000
equivalence_class_id,10,alexmp20_source_coordinate,300,CHGNet,0.043666666666666666,43.666666666666664,1000
equivalence_class_id,10,alexmp20_source_coordinate,300,M3GNet,0.7651666666666667,765.1666666666666,1000
equivalence_class_id,10,alexmp20_source_coordinate,300,MACE-MP,0.15933333333333335,159.33333333333334,1000
equivalence_class_id,10,alexmp20_source_coordinate,500,ALIGNN-FF,0.3215,321.5,1000
equivalence_class_id,10,alexmp20_source_coordinate,500,CHGNet,0.1215,121.5,1000
equivalence_class_id,10,alexmp20_source_coordinate,500,M3GNet,0.47733333333333333,477.3333333333333,1000
equivalence_class_id,10,alexmp20_source_coordinate,500,MACE-MP,0.07966666666666668,79.66666666666667,1000
equivalence_class_id,10,alexmp20_source_coordinate,1000,ALIGNN-FF,0.0,0.0,1000
equivalence_class_id,10,alexmp20_source_coordinate,1000,CHGNet,0.0,0.0,1000
equivalence_class_id,10,alexmp20_source_coordinate,1000,M3GNet,0.684,684.0,1000
equivalence_class_id,10,alexmp20_source_coordinate,1000,MACE-MP,0.316,316.0,1000
equivalence_class_id,10,mp_matched_pool_coordinate,100,ALIGNN-FF,0.25,250.0,1000
equivalence_class_id,10,mp_matched_pool_coordinate,100,CHGNet,0.25,250.0,1000
equivalence_class_id,10,mp_matched_pool_coordinate,100,M3GNet,0.25,250.0,1000
equivalence_class_id,10,mp_matched_pool_coordinate,100,MACE-MP,0.25,250.0,1000
equivalence_class_id,10,mp_matched_pool_coordinate,300,ALIGNN-FF,0.4076666666666667,407.6666666666667,1000
equivalence_class_id,10,mp_matched_pool_coordinate,300,CHGNet,0.12316666666666666,123.16666666666666,1000
equivalence_class_id,10,mp_matched_pool_coordinate,300,M3GNet,0.181,181.0,1000
equivalence_class_id,10,mp_matched_pool_coordinate,300,MACE-MP,0.2881666666666667,288.1666666666667,1000
equivalence_class_id,10,mp_matched_pool_coordinate,500,ALIGNN-FF,0.2763333333333333,276.3333333333333,1000
equivalence_class_id,10,mp_matched_pool_coordinate,500,CHGNet,0.137,137.0,1000
equivalence_class_id,10,mp_matched_pool_coordinate,500,M3GNet,0.2905,290.5,1000
equivalence_class_id,10,mp_matched_pool_coordinate,500,MACE-MP,0.2961666666666667,296.1666666666667,1000
equivalence_class_id,10,mp_matched_pool_coordinate,1000,ALIGNN-FF,0.0,0.0,1000
equivalence_class_id,10,mp_matched_pool_coordinate,1000,CHGNet,0.3763333333333333,376.3333333333333,1000
equivalence_class_id,10,mp_matched_pool_coordinate,1000,M3GNet,0.5513333333333333,551.3333333333334,1000
equivalence_class_id,10,mp_matched_pool_coordinate,1000,MACE-MP,0.07233333333333333,72.33333333333333,1000
equivalence_class_id,10,mp_source_coordinate,100,ALIGNN-FF,0.22108333333333335,221.08333333333334,1000
equivalence_class_id,10,mp_source_coordinate,100,CHGNet,0.18741666666666665,187.41666666666666,1000
equivalence_class_id,10,mp_source_coordinate,100,M3GNet,0.4275833333333333,427.5833333333333,1000
equivalence_class_id,10,mp_source_coordinate,100,MACE-MP,0.16391666666666665,163.91666666666666,1000
equivalence_class_id,10,mp_source_coordinate,300,ALIGNN-FF,0.17683333333333334,176.83333333333334,1000
equivalence_class_id,10,mp_source_coordinate,300,CHGNet,0.114,114.0,1000
equivalence_class_id,10,mp_source_coordinate,300,M3GNet,0.6186666666666666,618.6666666666666,1000
equivalence_class_id,10,mp_source_coordinate,300,MACE-MP,0.0905,90.5,1000
equivalence_class_id,10,mp_source_coordinate,500,ALIGNN-FF,0.338,338.0,1000
equivalence_class_id,10,mp_source_coordinate,500,CHGNet,0.118,118.0,1000
equivalence_class_id,10,mp_source_coordinate,500,M3GNet,0.3775,377.5,1000
equivalence_class_id,10,mp_source_coordinate,500,MACE-MP,0.1665,166.5,1000
equivalence_class_id,10,mp_source_coordinate,1000,ALIGNN-FF,0.0,0.0,1000
equivalence_class_id,10,mp_source_coordinate,1000,CHGNet,0.0,0.0,1000
equivalence_class_id,10,mp_source_coordinate,1000,M3GNet,0.171,171.0,1000
equivalence_class_id,10,mp_source_coordinate,1000,MACE-MP,0.829,829.0,1000
equivalence_class_id,25,alex_pbe_matched_pool_coordinate,100,ALIGNN-FF,0.25,250.0,1000
equivalence_class_id,25,alex_pbe_matched_pool_coordinate,100,CHGNet,0.25,250.0,1000
equivalence_class_id,25,alex_pbe_matched_pool_coordinate,100,M3GNet,0.25,250.0,1000
equivalence_class_id,25,alex_pbe_matched_pool_coordinate,100,MACE-MP,0.25,250.0,1000
equivalence_class_id,25,alex_pbe_matched_pool_coordinate,300,ALIGNN-FF,0.25,250.0,1000
equivalence_class_id,25,alex_pbe_matched_pool_coordinate,300,CHGNet,0.25,250.0,1000
equivalence_class_id,25,alex_pbe_matched_pool_coordinate,300,M3GNet,0.25,250.0,1000
equivalence_class_id,25,alex_pbe_matched_pool_coordinate,300,MACE-MP,0.25,250.0,1000
equivalence_class_id,25,alex_pbe_matched_pool_coordinate,500,ALIGNN-FF,0.25,250.0,1000
equivalence_class_id,25,alex_pbe_matched_pool_coordinate,500,CHGNet,0.25,250.0,1000
equivalence_class_id,25,alex_pbe_matched_pool_coordinate,500,M3GNet,0.25,250.0,1000
equivalence_class_id,25,alex_pbe_matched_pool_coordinate,500,MACE-MP,0.25,250.0,1000
equivalence_class_id,25,alex_pbe_matched_pool_coordinate,1000,ALIGNN-FF,0.0,0.0,1000
equivalence_class_id,25,alex_pbe_matched_pool_coordinate,1000,CHGNet,0.7628333333333334,762.8333333333334,1000
equivalence_class_id,25,alex_pbe_matched_pool_coordinate,1000,M3GNet,0.16033333333333336,160.33333333333334,1000
equivalence_class_id,25,alex_pbe_matched_pool_coordinate,1000,MACE-MP,0.07683333333333332,76.83333333333333,1000
equivalence_class_id,25,alex_pbe_source_coordinate,100,ALIGNN-FF,0.26308333333333334,263.0833333333333,1000
equivalence_class_id,25,alex_pbe_source_coordinate,100,CHGNet,0.14625,146.25,1000
equivalence_class_id,25,alex_pbe_source_coordinate,100,M3GNet,0.19825,198.25,1000
equivalence_class_id,25,alex_pbe_source_coordinate,100,MACE-MP,0.3924166666666667,392.4166666666667,1000
equivalence_class_id,25,alex_pbe_source_coordinate,300,ALIGNN-FF,0.017,17.0,1000
equivalence_class_id,25,alex_pbe_source_coordinate,300,CHGNet,0.0745,74.5,1000
equivalence_class_id,25,alex_pbe_source_coordinate,300,M3GNet,0.829,829.0,1000
equivalence_class_id,25,alex_pbe_source_coordinate,300,MACE-MP,0.0795,79.5,1000
equivalence_class_id,25,alex_pbe_source_coordinate,500,ALIGNN-FF,0.004333333333333333,4.333333333333333,1000
equivalence_class_id,25,alex_pbe_source_coordinate,500,CHGNet,0.001,1.0,1000
equivalence_class_id,25,alex_pbe_source_coordinate,500,M3GNet,0.9558333333333334,955.8333333333334,1000
equivalence_class_id,25,alex_pbe_source_coordinate,500,MACE-MP,0.03883333333333334,38.833333333333336,1000
equivalence_class_id,25,alex_pbe_source_coordinate,1000,ALIGNN-FF,0.0,0.0,1000
equivalence_class_id,25,alex_pbe_source_coordinate,1000,CHGNet,0.0,0.0,1000
equivalence_class_id,25,alex_pbe_source_coordinate,1000,M3GNet,0.5125,512.5,1000
equivalence_class_id,25,alex_pbe_source_coordinate,1000,MACE-MP,0.4875,487.5,1000
equivalence_class_id,25,alexmp20_source_coordinate,100,ALIGNN-FF,0.603,603.0,1000
equivalence_class_id,25,alexmp20_source_coordinate,100,CHGNet,0.12816666666666665,128.16666666666666,1000
equivalence_class_id,25,alexmp20_source_coordinate,100,M3GNet,0.10583333333333333,105.83333333333333,1000
equivalence_class_id,25,alexmp20_source_coordinate,100,MACE-MP,0.163,163.0,1000
equivalence_class_id,25,alexmp20_source_coordinate,300,ALIGNN-FF,0.016666666666666666,16.666666666666668,1000
equivalence_class_id,25,alexmp20_source_coordinate,300,CHGNet,0.093,93.0,1000
equivalence_class_id,25,alexmp20_source_coordinate,300,M3GNet,0.686,686.0,1000
equivalence_class_id,25,alexmp20_source_coordinate,300,MACE-MP,0.20433333333333334,204.33333333333334,1000
equivalence_class_id,25,alexmp20_source_coordinate,500,ALIGNN-FF,0.032,32.0,1000
equivalence_class_id,25,alexmp20_source_coordinate,500,CHGNet,0.0285,28.5,1000
equivalence_class_id,25,alexmp20_source_coordinate,500,M3GNet,0.6586666666666666,658.6666666666666,1000
equivalence_class_id,25,alexmp20_source_coordinate,500,MACE-MP,0.2808333333333333,280.8333333333333,1000
equivalence_class_id,25,alexmp20_source_coordinate,1000,ALIGNN-FF,0.0,0.0,1000
equivalence_class_id,25,alexmp20_source_coordinate,1000,CHGNet,0.0,0.0,1000
equivalence_class_id,25,alexmp20_source_coordinate,1000,M3GNet,0.5655,565.5,1000
equivalence_class_id,25,alexmp20_source_coordinate,1000,MACE-MP,0.4345,434.5,1000
equivalence_class_id,25,mp_matched_pool_coordinate,100,ALIGNN-FF,0.25,250.0,1000
equivalence_class_id,25,mp_matched_pool_coordinate,100,CHGNet,0.25,250.0,1000
equivalence_class_id,25,mp_matched_pool_coordinate,100,M3GNet,0.25,250.0,1000
equivalence_class_id,25,mp_matched_pool_coordinate,100,MACE-MP,0.25,250.0,1000
equivalence_class_id,25,mp_matched_pool_coordinate,300,ALIGNN-FF,0.4076666666666667,407.6666666666667,1000
equivalence_class_id,25,mp_matched_pool_coordinate,300,CHGNet,0.12316666666666666,123.16666666666666,1000
equivalence_class_id,25,mp_matched_pool_coordinate,300,M3GNet,0.181,181.0,1000
equivalence_class_id,25,mp_matched_pool_coordinate,300,MACE-MP,0.2881666666666667,288.1666666666667,1000
equivalence_class_id,25,mp_matched_pool_coordinate,500,ALIGNN-FF,0.2930833333333333,293.0833333333333,1000
equivalence_class_id,25,mp_matched_pool_coordinate,500,CHGNet,0.13141666666666665,131.41666666666666,1000
equivalence_class_id,25,mp_matched_pool_coordinate,500,M3GNet,0.2849166666666667,284.9166666666667,1000
equivalence_class_id,25,mp_matched_pool_coordinate,500,MACE-MP,0.2905833333333333,290.5833333333333,1000
equivalence_class_id,25,mp_matched_pool_coordinate,1000,ALIGNN-FF,0.0,0.0,1000
equivalence_class_id,25,mp_matched_pool_coordinate,1000,CHGNet,0.4548333333333333,454.8333333333333,1000
equivalence_class_id,25,mp_matched_pool_coordinate,1000,M3GNet,0.4268333333333333,426.8333333333333,1000
equivalence_class_id,25,mp_matched_pool_coordinate,1000,MACE-MP,0.11833333333333333,118.33333333333333,1000
equivalence_class_id,25,mp_source_coordinate,100,ALIGNN-FF,0.3805,380.5,1000
equivalence_class_id,25,mp_source_coordinate,100,CHGNet,0.12266666666666667,122.66666666666667,1000
equivalence_class_id,25,mp_source_coordinate,100,M3GNet,0.20483333333333334,204.83333333333334,1000
equivalence_class_id,25,mp_source_coordinate,100,MACE-MP,0.292,292.0,1000
equivalence_class_id,25,mp_source_coordinate,300,ALIGNN-FF,0.13858333333333334,138.58333333333334,1000
equivalence_class_id,25,mp_source_coordinate,300,CHGNet,0.10741666666666667,107.41666666666667,1000
equivalence_class_id,25,mp_source_coordinate,300,M3GNet,0.71175,711.75,1000
equivalence_class_id,25,mp_source_coordinate,300,MACE-MP,0.04225,42.25,1000
equivalence_class_id,25,mp_source_coordinate,500,ALIGNN-FF,0.11591666666666667,115.91666666666667,1000
equivalence_class_id,25,mp_source_coordinate,500,CHGNet,0.02358333333333333,23.583333333333332,1000
equivalence_class_id,25,mp_source_coordinate,500,M3GNet,0.75525,755.25,1000
equivalence_class_id,25,mp_source_coordinate,500,MACE-MP,0.10525,105.25,1000
equivalence_class_id,25,mp_source_coordinate,1000,ALIGNN-FF,0.0,0.0,1000
equivalence_class_id,25,mp_source_coordinate,1000,CHGNet,0.001,1.0,1000
equivalence_class_id,25,mp_source_coordinate,1000,M3GNet,0.2855,285.5,1000
equivalence_class_id,25,mp_source_coordinate,1000,MACE-MP,0.7135,713.5,1000
equivalence_class_id,50,alex_pbe_matched_pool_coordinate,100,ALIGNN-FF,0.25,250.0,1000
equivalence_class_id,50,alex_pbe_matched_pool_coordinate,100,CHGNet,0.25,250.0,1000
equivalence_class_id,50,alex_pbe_matched_pool_coordinate,100,M3GNet,0.25,250.0,1000
equivalence_class_id,50,alex_pbe_matched_pool_coordinate,100,MACE-MP,0.25,250.0,1000
equivalence_class_id,50,alex_pbe_matched_pool_coordinate,300,ALIGNN-FF,0.25,250.0,1000
equivalence_class_id,50,alex_pbe_matched_pool_coordinate,300,CHGNet,0.25,250.0,1000
equivalence_class_id,50,alex_pbe_matched_pool_coordinate,300,M3GNet,0.25,250.0,1000
equivalence_class_id,50,alex_pbe_matched_pool_coordinate,300,MACE-MP,0.25,250.0,1000
equivalence_class_id,50,alex_pbe_matched_pool_coordinate,500,ALIGNN-FF,0.25,250.0,1000
equivalence_class_id,50,alex_pbe_matched_pool_coordinate,500,CHGNet,0.25,250.0,1000
equivalence_class_id,50,alex_pbe_matched_pool_coordinate,500,M3GNet,0.25,250.0,1000
equivalence_class_id,50,alex_pbe_matched_pool_coordinate,500,MACE-MP,0.25,250.0,1000
equivalence_class_id,50,alex_pbe_matched_pool_coordinate,1000,ALIGNN-FF,0.0,0.0,1000
equivalence_class_id,50,alex_pbe_matched_pool_coordinate,1000,CHGNet,0.4735,473.5,1000
equivalence_class_id,50,alex_pbe_matched_pool_coordinate,1000,M3GNet,0.4695,469.5,1000
equivalence_class_id,50,alex_pbe_matched_pool_coordinate,1000,MACE-MP,0.057,57.0,1000
equivalence_class_id,50,alex_pbe_source_coordinate,100,ALIGNN-FF,0.265,265.0,1000
