row_id,formula,chemical_system,source_native_mp_ehull,source_native_alex_pbe_ehull,source_native_mp_label,source_native_alex_pbe_label,discordant_zero_mev,mp_ehull_mev,alexandria_ehull_mev
SAS36K-00761,YbB2Ir3,B-Ir-Yb,0.0,0.04599479,True,False,True,0.0,45.99479
SAS36K-00762,TbB2Ir3,B-Ir-Tb,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00763,EuAsPd,As-Eu-Pd,0.0,0.0044072233,True,False,True,0.0,4.4072233
SAS36K-00764,LaSbPd,La-Pd-Sb,0.000363005,0.0,False,True,True,0.363005,0.0
SAS36K-00765,CeCo2B2C,B-C-Ce-Co,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00766,TbGaI,Ga-I-Tb,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00767,LaGe5,Ge-La,0.112326924166662,0.050815895,False,False,False,112.326924166662,50.815895
SAS36K-00768,CeAl3Pt2,Al-Ce-Pt,0.040283673541667,0.05084953,False,False,False,40.283673541667,50.849529999999994
SAS36K-00769,LuAlGe,Al-Ge-Lu,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00770,DyInPt4,Dy-In-Pt,0.03356635,0.04556629,False,False,False,33.56635,45.56629
SAS36K-00771,TmCu4Ag,Ag-Cu-Tm,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00772,TmSnGe,Ge-Sn-Tm,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00773,HoCu4Pd,Cu-Ho-Pd,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00774,EuAl3Cu2,Al-Cu-Eu,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00775,DyB2Rh3,B-Dy-Rh,0.006018859901965,0.0022651602,False,False,False,6.0188599019649995,2.2651602
SAS36K-00776,CeGaGe,Ce-Ga-Ge,0.006723315666667,0.03852002,False,False,False,6.723315666667,38.52002
SAS36K-00777,Cr2NiSe4,Cr-Ni-Se,0.031213616904765,0.04271232,False,False,False,31.213616904764997,42.71232
SAS36K-00778,LuGa5Co,Co-Ga-Lu,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00779,Te4Rh3,Rh-Te,0.0,0.0056597516,True,False,True,0.0,5.659751600000001
SAS36K-00780,InPPd5,In-P-Pd,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00781,Gd2C(NO)2,C-Gd-N-O,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00782,Zr(VGa2)2,Ga-V-Zr,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00783,Hf(VGa2)2,Ga-Hf-V,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00784,RuF6,F-Ru,0.036564484642856,0.007586246,False,False,False,36.564484642856,7.586246
SAS36K-00785,Ti3B4,B-Ti,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00786,Ho(TiGa2)2,Ga-Ho-Ti,0.004112105714278,0.0019830756,False,False,False,4.112105714278,1.9830756
SAS36K-00787,Ti(MoS2)2,Mo-S-Ti,0.095799536071427,0.10090111,False,False,False,95.799536071427,100.90111
SAS36K-00788,Lu2Cr2C3,C-Cr-Lu,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00789,HfGa5Ni,Ga-Hf-Ni,0.026785833142858,0.024882002,False,False,False,26.785833142858003,24.882002
SAS36K-00790,Mn(CrSe2)2,Cr-Mn-Se,0.0,0.021005921,True,False,True,0.0,21.005921
SAS36K-00791,Tm2Cr2C3,C-Cr-Tm,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00792,V2FeSe4,Fe-Se-V,0.028306191142867,0.040480528,False,False,False,28.306191142867,40.480528
SAS36K-00793,Ho2B4C,B-C-Ho,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00794,Cs2CaCl4,Ca-Cl-Cs,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00795,CdPPt5,Cd-P-Pt,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00796,Tb2Re2Si2C,C-Re-Si-Tb,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00797,Co2NiSe4,Co-Ni-Se,0.056285837857144,0.058845498,False,False,False,56.285837857144,58.845498000000006
SAS36K-00798,ScGa5Ni,Ga-Ni-Sc,0.0,0.011274067,True,False,True,0.0,11.274067
SAS36K-00799,HfGa5Co,Co-Ga-Hf,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00800,Nb2VSe4,Nb-Se-V,0.001728262857138,0.04075062,False,False,False,1.728262857138,40.75062
SAS36K-00801,Eu2TiO4,Eu-O-Ti,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00802,Rb2PdCl4,Cl-Pd-Rb,0.0,0.0008991429,True,False,True,0.0,0.8991429
SAS36K-00803,Ti2VSe4,Se-Ti-V,0.016565360952379,0.0223663,False,False,False,16.565360952379,22.3663
SAS36K-00804,Y2Re2Si2C,C-Re-Si-Y,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00805,Ti(CrTe2)2,Cr-Te-Ti,0.035925570714288,0.033115227,False,False,False,35.925570714288,33.115227
SAS36K-00806,Nd2Re2Si2C,C-Nd-Re-Si,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00807,InAsPt5,As-In-Pt,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00808,InPPt5,In-P-Pt,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00809,SiPt5Pb,Pb-Pt-Si,0.000195422857153,0.0043152673,False,False,False,0.195422857153,4.3152672999999995
SAS36K-00810,Ti2VTe4,Te-Ti-V,0.009515937714279,0.019886395,False,False,False,9.515937714279,19.886395
SAS36K-00811,SiAgPt5,Ag-Pt-Si,0.048140315238093,0.056733668,False,False,False,48.140315238093,56.733668
SAS36K-00812,ZnPd5Se,Pd-Se-Zn,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00813,V(CrS2)2,Cr-S-V,0.027177101746032,0.018376015,False,False,False,27.177101746031997,18.376015
SAS36K-00814,ErGa5Co,Co-Er-Ga,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00815,Rb2MgCl4,Cl-Mg-Rb,0.0,0.00046000714,True,False,True,0.0,0.46000714
SAS36K-00816,TiGa5Co,Co-Ga-Ti,0.0096942475,0.011613384,False,False,False,9.6942475,11.613384
SAS36K-00817,V2CrSe4,Cr-Se-V,0.007896243174597,0.0056042178,False,False,False,7.896243174597001,5.6042178
SAS36K-00818,Fe(CoSe2)2,Co-Fe-Se,0.038025685476189,0.049110916,False,False,False,38.025685476189004,49.110915999999996
SAS36K-00819,Sc(TiGa2)2,Ga-Sc-Ti,0.001179072499998,0.00044389477,False,False,False,1.179072499998,0.44389477
SAS36K-00820,Ba2RuO4,Ba-O-Ru,0.000604119285716,0.0005977876,False,False,False,0.6041192857159999,0.5977876
SAS36K-00821,Tm(TiGa2)2,Ga-Ti-Tm,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00822,Cr2CoTe4,Co-Cr-Te,0.051271088571423,0.051368177,False,False,False,51.271088571423,51.368177
SAS36K-00823,Dy2Re2Si2C,C-Dy-Re-Si,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00824,ScGa5Fe,Fe-Ga-Sc,0.005272000214284,0.008481891,False,False,False,5.272000214284,8.481891000000001
SAS36K-00825,ScGa5Co,Co-Ga-Sc,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00826,La2Re2Si2C,C-La-Re-Si,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00827,Er2B4C,B-C-Er,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00828,TlPd5Se,Pd-Se-Tl,0.005403656031766,0.0022989772,False,False,False,5.403656031766,2.2989772
SAS36K-00829,Sm2Re2Si2C,C-Re-Si-Sm,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00830,RhF6,F-Rh,0.024496424999998,0.00174498,False,False,False,24.496424999998002,1.74498
SAS36K-00831,Cs2MnCl4,Cl-Cs-Mn,0.0,0.029494984,True,False,True,0.0,29.494984
SAS36K-00832,Tb(TiGa2)2,Ga-Tb-Ti,0.015590821428564,0.014682644,False,False,False,15.590821428564,14.682644
SAS36K-00833,TmGa5Co,Co-Ga-Tm,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00834,ZnPPd5,P-Pd-Zn,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00835,MgPPd5,Mg-P-Pd,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00836,Ti2NiS4,Ni-S-Ti,0.0,0.003331697,True,False,True,0.0,3.3316969999999997
SAS36K-00837,Tb2Cr2C3,C-Cr-Tb,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00838,Ti2CoS4,Co-S-Ti,0.016245639206328,0.025456917,False,False,False,16.245639206328,25.456917
SAS36K-00839,GaPPt5,Ga-P-Pt,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00840,AlPPt5,Al-P-Pt,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00841,ZnPPt5,P-Pt-Zn,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00842,Cs2YbH4,Cs-H-Yb,0.175049434285714,0.026567044,False,False,False,175.049434285714,26.567044000000003
SAS36K-00843,V2CrTe4,Cr-Te-V,0.026335133428569,0.050644632,False,False,False,26.335133428569,50.644632
SAS36K-00844,Sr2Cu(OF)2,Cu-F-O-Sr,0.027470969999982,0.02477952,False,False,False,27.470969999982,24.779519999999998
SAS36K-00845,Ti2NiSe4,Ni-Se-Ti,0.019777375714286,0.025364602,False,False,False,19.777375714286002,25.364602
SAS36K-00846,Ti(VTe2)2,Te-Ti-V,0.042136350428572,0.07047413,False,False,False,42.136350428572,70.47413
SAS36K-00847,PrIn5Rh,In-Pr-Rh,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00848,Ce2Re2Si2C,C-Ce-Re-Si,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00849,Rb2ZnF4,F-Rb-Zn,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00850,TbGa5Co,Co-Ga-Tb,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00851,La2Fe2Si2C,C-Fe-La-Si,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00852,Ti(NbSe2)2,Nb-Se-Ti,0.031535282857141,0.030738825,False,False,False,31.535282857141002,30.738825000000002
SAS36K-00853,InAsPd5,As-In-Pd,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00854,CdAsPd5,As-Cd-Pd,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00855,SnPPd5,P-Pd-Sn,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00856,SmC6,C-Sm,0.077283994285718,0.03646539,False,False,False,77.283994285718,36.46539
SAS36K-00857,Tl2CdTe4,Cd-Te-Tl,0.085831954285714,0.08348437,False,False,False,85.83195428571399,83.48437
SAS36K-00858,GaPPd5,Ga-P-Pd,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00859,HgPPd5,Hg-P-Pd,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00860,Zr(TiGa2)2,Ga-Ti-Zr,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00861,AlAsPt5,Al-As-Pt,0.0,0.008181912,True,False,True,0.0,8.181911999999999
SAS36K-00862,Pr(Re2Si)2,Pr-Re-Si,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00863,CdAsPt5,As-Cd-Pt,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00864,TiGa5Ni,Ga-Ni-Ti,0.045363785999999,0.04087411,False,False,False,45.363785999998996,40.87411
SAS36K-00865,Mn(AlTe2)2,Al-Mn-Te,0.0,0.021232234,True,False,True,0.0,21.232234
SAS36K-00866,Co(NiSe2)2,Co-Ni-Se,0.030641183333331,0.046423662,False,False,False,30.641183333331,46.423662
SAS36K-00867,Ho2Re2Si2C,C-Ho-Re-Si,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00868,Dy2Cr2C3,C-Cr-Dy,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00869,SiSnPt5,Pt-Si-Sn,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00870,Tb2Mo2C3,C-Mo-Tb,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00871,TlSiPt5,Pt-Si-Tl,0.00469401214287,0.02032434,False,False,False,4.69401214287,20.32434
SAS36K-00872,In2AgSe4,Ag-In-Se,0.056018830904015,0.08984239,False,False,False,56.018830904015,89.84239
SAS36K-00873,Lu(TiGa2)2,Ga-Lu-Ti,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00874,Tl2CdTe4,Cd-Te-Tl,0.087436041428571,0.08550859,False,False,False,87.436041428571,85.50859
SAS36K-00875,Tl2CuF4,Cu-F-Tl,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00876,Y2Fe2Si2C,C-Fe-Si-Y,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00877,Cu2WSe4,Cu-Se-W,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00878,V(CrTe2)2,Cr-Te-V,0.017472813142855,0.023790818,False,False,False,17.472813142855,23.790817999999998
SAS36K-00879,Ti2CrTe4,Cr-Te-Ti,0.049293122857143,0.04730589,False,False,False,49.293122857143,47.305890000000005
SAS36K-00880,GaAsPd5,As-Ga-Pd,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00881,Ti2CoSe4,Co-Se-Ti,0.047820865714284,0.052654244,False,False,False,47.820865714284,52.654244000000006
SAS36K-00882,TlPPd5,P-Pd-Tl,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00883,Sr2ZrO4,O-Sr-Zr,0.034574683928567,0.034612715,False,False,False,34.574683928567005,34.612715
SAS36K-00884,Sr4Bi2O,Bi-O-Sr,0.002101964285714,0.0,False,True,True,2.101964285714,0.0
SAS36K-00885,Ce2C(NO)2,C-Ce-N-O,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00886,TlAsPt5,As-Pt-Tl,0.016570350178568,0.04597258,False,False,False,16.570350178568003,45.97258
SAS36K-00887,Er2Fe2Si2C,C-Er-Fe-Si,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00888,ZrGa5Co,Co-Ga-Zr,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00889,ZnAsPt5,As-Pt-Zn,0.0,0.00201192,True,False,True,0.0,2.01192
SAS36K-00890,Er(Al2Mo)2,Al-Er-Mo,0.004640194353743,0.0075896503,False,False,False,4.640194353743,7.589650300000001
SAS36K-00891,Fe(NiSe2)2,Fe-Ni-Se,0.060377878809529,0.05197458,False,False,False,60.377878809529,51.974579999999996
SAS36K-00892,Na2Ti2As2O,As-Na-O-Ti,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00893,Gd2Re2Si2C,C-Gd-Re-Si,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00894,Er2Re2Si2C,C-Er-Re-Si,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00895,Dy2Mo2C3,C-Dy-Mo,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00896,Dy(TiGa2)2,Dy-Ga-Ti,0.009580947142849,0.008772349,False,False,False,9.580947142848999,8.772349
SAS36K-00897,Sc(VGa2)2,Ga-Sc-V,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00898,SiSbPt5,Pt-Sb-Si,0.038907757142837,0.025694966,False,False,False,38.907757142837,25.694966
SAS36K-00899,Ti2VS4,S-Ti-V,0.018362926190474,0.038719874,False,False,False,18.362926190474,38.719874000000004
SAS36K-00900,Tm2Mo2C3,C-Mo-Tm,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00901,InSiPt5,In-Pt-Si,0.0,0.00071233284,True,False,True,0.0,0.71233284
SAS36K-00902,CdPd5Se,Cd-Pd-Se,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00903,Y2Cr2C3,C-Cr-Y,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00904,ReF6,F-Re,0.0,0.0063998657,True,False,True,0.0,6.3998657
SAS36K-00905,YGa5Co,Co-Ga-Y,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00906,Cd(AgI2)2,Ag-Cd-I,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00907,V2FeTe4,Fe-Te-V,0.080794714285716,0.09095685,False,False,False,80.794714285716,90.95685
SAS36K-00908,Tb2B4C,B-C-Tb,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00909,Cr2FeTe4,Cr-Fe-Te,0.078404126857141,0.07930411,False,False,False,78.40412685714101,79.30411
SAS36K-00910,TlPPt5,P-Pt-Tl,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00911,Pr2Re2Si2C,C-Pr-Re-Si,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00912,AgPPt5,Ag-P-Pt,0.035366842857143,0.03406816,False,False,False,35.366842857143,34.06816
SAS36K-00913,HgPPt5,Hg-P-Pt,0.003187915000005,0.02403437,False,False,False,3.187915000005,24.03437
SAS36K-00914,LuAl2Ni,Al-Lu-Ni,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00915,LaSi2Ag,Ag-La-Si,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00916,TmSi2Ni,Ni-Si-Tm,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00917,NbTl3Se4,Nb-Se-Tl,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00918,GeRu,Ge-Ru,0.006567479791662,0.012193581,False,False,False,6.5674797916620005,12.193581
SAS36K-00919,SrCu,Cu-Sr,0.0,0.0003692825,True,False,True,0.0,0.36928249999999996
SAS36K-00920,Ce3Pd5,Ce-Pd,0.010051346249998,0.02901352,False,False,False,10.051346249998002,29.01352
SAS36K-00921,TmCoSi2,Co-Si-Tm,0.004132534583334,0.0034204875,False,False,False,4.132534583334,3.4204875
SAS36K-00922,CeSi2Rh,Ce-Rh-Si,0.021401568125004,0.0131489625,False,False,False,21.401568125004,13.1489625
SAS36K-00923,CePd7,Ce-Pd,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00924,SmSi2Ni,Ni-Si-Sm,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00925,HoGe3,Ge-Ho,0.015238967916667,0.019528609,False,False,False,15.238967916667,19.528609
SAS36K-00926,SmGa2Ni,Ga-Ni-Sm,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00927,Co3H,Co-H,0.004232917499999,0.000764155,False,False,False,4.232917499999,0.764155
SAS36K-00928,Ta2GaC,C-Ga-Ta,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00929,HoGa2Ni,Ga-Ho-Ni,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00930,CeBi2SeO4,Bi-Ce-O-Se,0.019138975000001,0.020569893,False,False,False,19.138975000001,20.569893
SAS36K-00931,Ta2AlC,Al-C-Ta,0.005884457812499,0.0,False,True,True,5.884457812499001,0.0
SAS36K-00932,IrI3,I-Ir,0.0,0.0046738377,True,False,True,0.0,4.6738377
SAS36K-00933,CeAl2Pd5,Al-Ce-Pd,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00934,CeGa2Ni,Ce-Ga-Ni,0.0,0.0101788165,True,False,True,0.0,10.1788165
SAS36K-00935,TlCu4Se3,Cu-Se-Tl,0.029274254062499,0.023265954,False,False,False,29.274254062498997,23.265953999999997
SAS36K-00936,CeFeSi2,Ce-Fe-Si,0.0,0.013600826,True,False,True,0.0,13.600826
SAS36K-00937,SmSi2Rh,Rh-Si-Sm,0.009311481874997,0.01594434,False,False,False,9.311481874997,15.94434
SAS36K-00938,CaZrF6,Ca-F-Zr,0.012040444687499,0.0,False,True,True,12.040444687498999,0.0
SAS36K-00939,HfAl5Ni2,Al-Hf-Ni,0.012345198749999,0.0044408264,False,False,False,12.345198749999,4.440826400000001
SAS36K-00940,SmAl2Ni,Al-Ni-Sm,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00941,HfTe3,Hf-Te,0.039609157083333,0.027305849,False,False,False,39.609157083333,27.305849
SAS36K-00942,MgZrF6,F-Mg-Zr,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00943,Sc3NiC4,C-Ni-Sc,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00944,Cu2SnHgS4,Cu-Hg-S-Sn,0.0,0.0047402936,True,False,True,0.0,4.7402936
SAS36K-00945,TbAu3,Au-Tb,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00946,LaZn2Co,Co-La-Zn,0.0914345425,0.09981487,False,False,False,91.43454249999999,99.81487
SAS36K-00947,SmSi,Si-Sm,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00948,TbGe3,Ge-Tb,0.047619140416664,0.025764909,False,False,False,47.619140416664,25.764909
SAS36K-00949,NdSi2Rh,Nd-Rh-Si,0.010715297812514,0.010973271,False,False,False,10.715297812513999,10.973271
SAS36K-00950,LiNbSe2,Li-Nb-Se,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00951,AlV2C,Al-C-V,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00952,Tb2CBr,Br-C-Tb,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00953,Nb3B4,B-Nb,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00954,ZnCu2SnS4,Cu-S-Sn-Zn,0.002763122499999,0.009241677,False,False,False,2.763122499999,9.241677000000001
SAS36K-00955,TiCuF6,Cu-F-Ti,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00956,TmGa2Ni,Ga-Ni-Tm,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00957,ErGa2Ni,Er-Ga-Ni,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00958,FeCu2SiSe4,Cu-Fe-Se-Si,0.053608448124998,0.07574882,False,False,False,53.608448124998,75.74882
SAS36K-00959,Ti2InN,In-N-Ti,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00960,RbCu4S3,Cu-Rb-S,0.0,0.042421807,True,False,True,0.0,42.421807
SAS36K-00961,BaIn2Pd,Ba-In-Pd,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00962,CeSi2Ru,Ce-Ru-Si,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00963,CeFeSi2,Ce-Fe-Si,0.062226265000001,0.0,False,True,True,62.226265000001,0.0
SAS36K-00964,Zr2TlC,C-Tl-Zr,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00965,LaAs2Au,As-Au-La,0.015185441249999,0.0,False,True,True,15.185441249999,0.0
SAS36K-00966,MnCu2SnTe4,Cu-Mn-Sn-Te,0.0,0.04571465,True,False,True,0.0,45.714650000000006
SAS36K-00967,PrGa2Ni,Ga-Ni-Pr,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00968,MnCu2SiTe4,Cu-Mn-Si-Te,0.023484123437501,0.06847936,False,False,False,23.484123437501,68.47936
SAS36K-00969,Tl3VSe4,Se-Tl-V,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00970,Ti2GaN,Ga-N-Ti,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00971,GaPt,Ga-Pt,0.0,0.019227507,True,False,True,0.0,19.227507000000003
SAS36K-00972,LuGa2Ni,Ga-Lu-Ni,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00973,EuSi2Ni,Eu-Ni-Si,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00974,PrSi2Ag,Ag-Pr-Si,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00975,CoMoP2,Co-Mo-P,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00976,TbFeSi2,Fe-Si-Tb,0.042597185,0.044298816,False,False,False,42.597185,44.298815999999995
SAS36K-00977,LuAl2Pd5,Al-Lu-Pd,0.0,0.0,True,True,False,0.0,0.0
SAS36K-00978,MnAg2GeTe4,Ag-Ge-Mn-Te,0.004934026874999,0.04329215,False,False,False,4.934026874999,43.29215
SAS36K-00979,Te4Mo2WS2,Mo-S-Te-W,0.074671874444447,0.074462965,False,False,False,74.67187444444701,74.46296500000001
SAS36K-00980,Zr(NiP)2,Ni-P-Zr,0.092320420513888,0.091790184,False,False,False,92.320420513888,91.790184
SAS36K-00981,TiNi2Sb,Ni-Sb-Ti,0.098220998958332,0.10165856,False,False,False,98.220998958332,101.65856
SAS36K-00982,Te4W3S2,S-Te-W,0.092365731111115,0.09210223,False,False,False,92.365731111115,92.10222999999999
SAS36K-00983,Mg14TiCd,Cd-Mg-Ti,0.069804783229166,0.039600175,False,False,False,69.804783229166,39.600175
SAS36K-00984,Mg14TiBi,Bi-Mg-Ti,0.083727752135416,0.06230051,False,False,False,83.727752135416,62.30051
SAS36K-00985,Mg14TiCd,Cd-Mg-Ti,0.068719280104166,0.039203025,False,False,False,68.719280104166,39.203025000000004
SAS36K-00986,Mg14NbSn,Mg-Nb-Sn,0.093266559166666,0.06999199,False,False,False,93.266559166666,69.99199
SAS36K-00987,Mg14TiBi,Bi-Mg-Ti,0.075753269010416,0.062820785,False,False,False,75.753269010416,62.820785
SAS36K-00988,Mg14CrSn,Cr-Mg-Sn,0.1003580575,0.076436594,False,False,False,100.3580575,76.436594
SAS36K-00989,NiTe,Ni-Te,0.0,0.0072620343,True,False,True,0.0,7.2620343
SAS36K-00990,HfMg14Ti,Hf-Mg-Ti,0.100679167916666,0.07312879,False,False,False,100.67916791666599,73.12879
SAS36K-00991,HfMg14Bi,Bi-Hf-Mg,0.07815572921875,0.05949227,False,False,False,78.15572921875,59.49227
SAS36K-00992,Mg14NbSn,Mg-Nb-Sn,0.091819137291666,0.06778503,False,False,False,91.81913729166601,67.78502999999999
SAS36K-00993,HfMg14Bi,Bi-Hf-Mg,0.06860031921875,0.059073664,False,False,False,68.60031921875,59.073664
SAS36K-00994,Mg14GaBi,Bi-Ga-Mg,0.063214310156249,0.03245488,False,False,False,63.214310156249,32.454879999999996
SAS36K-00995,HfMg14Sb,Hf-Mg-Sb,0.086997435468749,0.07236152,False,False,False,86.99743546874899,72.36152
SAS36K-00996,Mg14CrSn,Cr-Mg-Sn,0.0951002925,0.072813444,False,False,False,95.10029250000001,72.813444
SAS36K-00997,Mg14TiSb,Mg-Sb-Ti,0.099872375722656,0.08302096,False,False,False,99.872375722656,83.02096
SAS36K-00998,HfMg14Ga,Ga-Hf-Mg,0.099659900416666,0.06759315,False,False,False,99.659900416666,67.59315000000001
SAS36K-00999,HfMg14Sb,Hf-Mg-Sb,0.100253639843749,0.07864445,False,False,False,100.25363984374901,78.64445
SAS36K-01000,Mg14GaSb,Ga-Mg-Sb,0.056588593320312,0.04585305,False,False,False,56.588593320312,45.853049999999996
SAS36K-01001,Mg14BiSb,Bi-Mg-Sb,0.078050975351561,0.04525967,False,False,False,78.050975351561,45.25967
SAS36K-01002,Mg14GaBi,Bi-Ga-Mg,0.048071712656249,0.036170587,False,False,False,48.071712656249005,36.170587
SAS36K-01003,Mg14TiGa,Ga-Mg-Ti,0.103355166249999,0.06981391,False,False,False,103.355166249999,69.81391
SAS36K-01004,HfMg14Cd,Cd-Hf-Mg,0.067535404062499,0.03749115,False,False,False,67.535404062499,37.49115
SAS36K-01005,Mg14BiSb,Bi-Mg-Sb,0.080303825976562,0.06455809,False,False,False,80.303825976562,64.55808999999999
SAS36K-01006,Mg14CdSb,Cd-Mg-Sb,0.051733478945312,0.029030452,False,False,False,51.733478945312,29.030452
SAS36K-01007,Mg14CdSb,Cd-Mg-Sb,0.069073897695312,0.039716817,False,False,False,69.073897695312,39.716817
SAS36K-01008,Mg14CdGa,Cd-Ga-Mg,0.032326490625,0.025239816,False,False,False,32.326490625000005,25.239816
SAS36K-01009,HfMg14Cd,Cd-Hf-Mg,0.064784533437499,0.036246646,False,False,False,64.78453343749901,36.246646
