pipeline_name,pipeline_type,candidate_n,exact_sourceaware_match_n,formula_only_overlap_n,no_formula_overlap_n,duplicate_n,near_threshold_25meV_n,exact_sourceaware_match_fraction,formula_only_overlap_fraction,unsupported_no_formula_overlap_fraction,duplicate_fraction,near_threshold_25meV_fraction,label_assignment_policy,guardrail
CHGNet_screened_public_hull_top5000,screening_pipeline_not_true_generator,5000,4291,187,522,0,3343,0.8582,0.0374,0.1044,0.0,0.6686,stable/unstable labels assigned only for exact SourceAware matches; formula-only overlaps remain support evidence only,Generated-candidate match quality is a public-source-aware audit and is not homogeneous DFT validation.
MatterGen_hf_base_smoke_unconditional,true_generator,2,0,0,2,0,0,0.0,0.0,1.0,0.0,0.0,stable/unstable labels assigned only for exact SourceAware matches; formula-only overlaps remain support evidence only,Generated-candidate match quality is a public-source-aware audit and is not homogeneous DFT validation.
MatterGen_pilot_5k_public_safe_formulas,true_generator,5000,0,421,4579,30,0,0.0,0.0842,0.9158,0.006,0.0,stable/unstable labels assigned only for exact SourceAware matches; formula-only overlaps remain support evidence only,Generated-candidate match quality is a public-source-aware audit and is not homogeneous DFT validation.
PGCGM_public_safe_generated_pool,available_crystal_generation_pipeline,3000,0,39,2961,0,0,0.0,0.013,0.987,0.0,0.0,stable/unstable labels assigned only for exact SourceAware matches; formula-only overlaps remain support evidence only,Generated-candidate match quality is a public-source-aware audit and is not homogeneous DFT validation.
alignn_ff_screened_sourceaware_top5000,screening_pipeline_not_true_generator,5000,5000,0,0,0,3664,1.0,0.0,0.0,0.0,0.7328,stable/unstable labels assigned only for exact SourceAware matches; formula-only overlaps remain support evidence only,Generated-candidate match quality is a public-source-aware audit and is not homogeneous DFT validation.
chgnet_screened_sourceaware_top5000,screening_pipeline_not_true_generator,5000,5000,0,0,0,3781,1.0,0.0,0.0,0.0,0.7562,stable/unstable labels assigned only for exact SourceAware matches; formula-only overlaps remain support evidence only,Generated-candidate match quality is a public-source-aware audit and is not homogeneous DFT validation.
m3gnet_screened_sourceaware_top5000,screening_pipeline_not_true_generator,5000,5000,0,0,0,3884,1.0,0.0,0.0,0.0,0.7768,stable/unstable labels assigned only for exact SourceAware matches; formula-only overlaps remain support evidence only,Generated-candidate match quality is a public-source-aware audit and is not homogeneous DFT validation.
mace_mp_screened_sourceaware_top5000,screening_pipeline_not_true_generator,5000,5000,0,0,0,3902,1.0,0.0,0.0,0.0,0.7804,stable/unstable labels assigned only for exact SourceAware matches; formula-only overlaps remain support evidence only,Generated-candidate match quality is a public-source-aware audit and is not homogeneous DFT validation.
