model_name,K,row_n,unique_score_n,rows_in_non_singleton_ties_n,largest_tie_block_n,maximum_score_tie_block_n,boundary_score,strictly_before_boundary_n,boundary_tie_n,selected_from_boundary_n,tie_decimals,support_n
ALIGNN-FF,100,36650,36606,88,2,1,1.984258863661,99,1,1,12,36650
ALIGNN-FF,300,36650,36606,88,2,1,1.029147730933,299,1,1,12,36650
ALIGNN-FF,500,36650,36606,88,2,1,0.652536809444,499,1,1,12,36650
ALIGNN-FF,1000,36650,36606,88,2,1,0.400606203079,999,1,1,12,36650
ALIGNN-FF,5000,36650,36606,88,2,1,0.134688011238,4999,1,1,12,36650
