model_name,endpoint,support_n,positive_n,positive_rate,K,boundary_score,strictly_before_boundary_n,strictly_before_boundary_positive_n,boundary_tie_n,boundary_tie_positive_n,selected_from_boundary_n,expected_stable_hits,expected_stable_yield,tie_interval_low_hits,tie_interval_high_hits,tie_interval_low_yield,tie_interval_high_yield,best_worst_low_hits,best_worst_high_hits,best_worst_low_yield,best_worst_high_yield,tie_interval_level,tie_decimals
ALIGNN-FF,mp_native,36650,15001,0.4093042291950887,100,1.984258863661,99,51,1,0,1,51.0,0.51,51,51,0.51,0.51,51,51,0.51,0.51,0.95,12
ALIGNN-FF,mp_native,36650,15001,0.4093042291950887,300,1.029147730933,299,194,1,1,1,195.0,0.65,195,195,0.65,0.65,195,195,0.65,0.65,0.95,12
ALIGNN-FF,mp_native,36650,15001,0.4093042291950887,500,0.652536809444,499,341,1,0,1,341.0,0.682,341,341,0.682,0.682,341,341,0.682,0.682,0.95,12
ALIGNN-FF,mp_native,36650,15001,0.4093042291950887,1000,0.400606203079,999,690,1,1,1,691.0,0.691,691,691,0.691,0.691,691,691,0.691,0.691,0.95,12
ALIGNN-FF,mp_native,36650,15001,0.4093042291950887,5000,0.134688011238,4999,3450,1,1,1,3451.0,0.6902,3451,3451,0.6902,0.6902,3451,3451,0.6902,0.6902,0.95,12
ALIGNN-FF,alexmp20_native,36650,13266,0.36196452933151435,100,1.984258863661,99,58,1,1,1,59.0,0.59,59,59,0.59,0.59,59,59,0.59,0.59,0.95,12
ALIGNN-FF,alexmp20_native,36650,13266,0.36196452933151435,300,1.029147730933,299,178,1,1,1,179.0,0.5966666666666667,179,179,0.5966666666666667,0.5966666666666667,179,179,0.5966666666666667,0.5966666666666667,0.95,12
ALIGNN-FF,alexmp20_native,36650,13266,0.36196452933151435,500,0.652536809444,499,307,1,0,1,307.0,0.614,307,307,0.614,0.614,307,307,0.614,0.614,0.95,12
ALIGNN-FF,alexmp20_native,36650,13266,0.36196452933151435,1000,0.400606203079,999,601,1,0,1,601.0,0.601,601,601,0.601,0.601,601,601,0.601,0.601,0.95,12
ALIGNN-FF,alexmp20_native,36650,13266,0.36196452933151435,5000,0.134688011238,4999,2999,1,1,1,3000.0,0.6,3000,3000,0.6,0.6,3000,3000,0.6,0.6,0.95,12
ALIGNN-FF,alex_pbe_native,36650,12148,0.3314597544338336,100,1.984258863661,99,37,1,0,1,37.0,0.37,37,37,0.37,0.37,37,37,0.37,0.37,0.95,12
ALIGNN-FF,alex_pbe_native,36650,12148,0.3314597544338336,300,1.029147730933,299,145,1,1,1,146.0,0.4866666666666667,146,146,0.4866666666666667,0.4866666666666667,146,146,0.4866666666666667,0.4866666666666667,0.95,12
ALIGNN-FF,alex_pbe_native,36650,12148,0.3314597544338336,500,0.652536809444,499,267,1,0,1,267.0,0.534,267,267,0.534,0.534,267,267,0.534,0.534,0.95,12
ALIGNN-FF,alex_pbe_native,36650,12148,0.3314597544338336,1000,0.400606203079,999,541,1,0,1,541.0,0.541,541,541,0.541,0.541,541,541,0.541,0.541,0.95,12
ALIGNN-FF,alex_pbe_native,36650,12148,0.3314597544338336,5000,0.134688011238,4999,2775,1,1,1,2776.0,0.5552,2776,2776,0.5552,0.5552,2776,2776,0.5552,0.5552,0.95,12
ALIGNN-FF,mp_common_pool,36650,17844,0.48687585266030015,100,1.984258863661,99,86,1,1,1,87.0,0.87,87,87,0.87,0.87,87,87,0.87,0.87,0.95,12
ALIGNN-FF,mp_common_pool,36650,17844,0.48687585266030015,300,1.029147730933,299,283,1,1,1,284.0,0.9466666666666667,284,284,0.9466666666666667,0.9466666666666667,284,284,0.9466666666666667,0.9466666666666667,0.95,12
ALIGNN-FF,mp_common_pool,36650,17844,0.48687585266030015,500,0.652536809444,499,469,1,1,1,470.0,0.94,470,470,0.94,0.94,470,470,0.94,0.94,0.95,12
ALIGNN-FF,mp_common_pool,36650,17844,0.48687585266030015,1000,0.400606203079,999,916,1,1,1,917.0,0.917,917,917,0.917,0.917,917,917,0.917,0.917,0.95,12
ALIGNN-FF,mp_common_pool,36650,17844,0.48687585266030015,5000,0.134688011238,4999,4183,1,1,1,4184.0,0.8368,4184,4184,0.8368,0.8368,4184,4184,0.8368,0.8368,0.95,12
ALIGNN-FF,alex_pbe_common_pool,36650,19985,0.545293315143247,100,1.984258863661,99,90,1,1,1,91.0,0.91,91,91,0.91,0.91,91,91,0.91,0.91,0.95,12
ALIGNN-FF,alex_pbe_common_pool,36650,19985,0.545293315143247,300,1.029147730933,299,289,1,1,1,290.0,0.9666666666666667,290,290,0.9666666666666667,0.9666666666666667,290,290,0.9666666666666667,0.9666666666666667,0.95,12
ALIGNN-FF,alex_pbe_common_pool,36650,19985,0.545293315143247,500,0.652536809444,499,486,1,1,1,487.0,0.974,487,487,0.974,0.974,487,487,0.974,0.974,0.95,12
ALIGNN-FF,alex_pbe_common_pool,36650,19985,0.545293315143247,1000,0.400606203079,999,960,1,1,1,961.0,0.961,961,961,0.961,0.961,961,961,0.961,0.961,0.95,12
ALIGNN-FF,alex_pbe_common_pool,36650,19985,0.545293315143247,5000,0.134688011238,4999,4466,1,1,1,4467.0,0.8934,4467,4467,0.8934,0.8934,4467,4467,0.8934,0.8934,0.95,12
