support,base_threshold_meV_per_atom,indeterminate_width_meV_per_atom,endpoint_a,endpoint_b,n,any_indeterminate_n,any_indeterminate_fraction,decisive_n,robust_conflict_n,robust_conflict_rate_full_support,robust_conflict_rate_decisive_support,definition
D2_reconstructable,0,10,mp_source_coordinate,alex_pbe_source_coordinate,36770,7675,0.2087299428882241,29095,2484,0.0675550720696219,0.0853754940711462,robust conflict is definite stable in one coordinate and definite unstable in the other
D2_reconstructable,0,20,mp_source_coordinate,alex_pbe_source_coordinate,36770,11980,0.3258090834919772,24790,1455,0.0395703018765297,0.0586930213795885,robust conflict is definite stable in one coordinate and definite unstable in the other
D2_reconstructable,0,25,mp_source_coordinate,alex_pbe_source_coordinate,36770,13610,0.370138700027196,23160,1163,0.0316290454174598,0.0502158894645941,robust conflict is definite stable in one coordinate and definite unstable in the other
D2_reconstructable,0,30,mp_source_coordinate,alex_pbe_source_coordinate,36770,14997,0.4078596682077781,21773,954,0.0259450639107968,0.0438157350847379,robust conflict is definite stable in one coordinate and definite unstable in the other
D2_reconstructable,0,50,mp_source_coordinate,alex_pbe_source_coordinate,36770,19265,0.5239325537122654,17505,512,0.0139243948871362,0.0292487860611253,robust conflict is definite stable in one coordinate and definite unstable in the other
