row_id,source_native_mp_ehull,source_native_mattergen_ehull,source_native_alexandria_ehull
SAS36K-00001,0.0,0.0,0.0
SAS36K-00002,0.0,0.0,0.0
SAS36K-00003,0.012775998749997,0.0286554658333351,0.035234533
SAS36K-00004,0.0,0.0,0.0
SAS36K-00005,0.004359849583334,0.006258415,0.0038246247
SAS36K-00006,0.0,0.0,0.0
SAS36K-00007,0.015228510000012,0.0,0.02294206
SAS36K-00008,0.009632063214286,0.0092860403571419,0.009230194
SAS36K-00009,0.047406897244899,0.0457952016666665,0.05551167
SAS36K-00010,0.019004453928572,0.0193959778571422,0.020101618
SAS36K-00011,0.059226812857142,0.0592268128571427,0.059984572
SAS36K-00012,0.003288914642856,0.0036804385714273,0.0041404073
SAS36K-00013,0.048733503571428,0.0487335035714284,0.049125083
SAS36K-00014,0.004432295818181,0.0044318350000001,0.028220676
SAS36K-00015,0.003039925714293,0.0014960495238049,0.011153365
SAS36K-00016,0.035784261785716,0.0357842617857149,0.039403282
SAS36K-00017,0.004742672083333,0.005291064583333,0.0053757434
SAS36K-00018,0.0,0.0,0.00017279667
SAS36K-00019,0.027129491249997,0.0394055745833323,0.029864956
SAS36K-00020,0.000490129480517,0.0,0.0
SAS36K-00021,0.056437771153838,0.0415730637179478,0.03771482
SAS36K-00022,0.0,0.0,0.0
SAS36K-00023,0.0,0.0,0.0
SAS36K-00024,0.0,0.0,0.0
SAS36K-00025,0.0,0.0,0.0
SAS36K-00026,0.0,0.0,0.0
SAS36K-00027,0.0,0.0,0.0043269424
SAS36K-00028,0.0,0.0,0.0
SAS36K-00029,0.0,2.8549999999683e-06,0.0014146725
SAS36K-00030,0.0,0.0,0.0
SAS36K-00031,0.061395118906249,0.0732138028125,0.07277237
SAS36K-00032,0.003245874999999,0.0180941050000003,0.019092966
SAS36K-00033,0.0,0.0,0.00029198
SAS36K-00034,0.0,0.0,0.0
SAS36K-00035,0.0,0.0259400624999996,0.033445124
SAS36K-00036,0.0,0.0,0.0
SAS36K-00037,0.076658843333333,0.0650476666666675,0.06638119
SAS36K-00038,0.0,0.0,0.0
SAS36K-00039,0.0,0.0289058224999996,0.030814668
SAS36K-00040,0.0,0.0,0.0
SAS36K-00041,0.0,0.0107850187499991,0.018562222
SAS36K-00042,0.0,0.0,0.01025915
SAS36K-00043,0.0,0.0,0.00281494
SAS36K-00044,0.071549737857137,0.0715497378571443,0.06496239
SAS36K-00045,0.028029100416667,0.0280291004166679,0.40618932
SAS36K-00046,0.042556031874999,0.0425560318749997,0.035930805
SAS36K-00047,0.012777187421873,0.0128068514843588,0.06442768
SAS36K-00048,0.093602645416667,0.0936026454166674,0.09921295
SAS36K-00049,0.0,0.0,0.0
SAS36K-00050,0.0,0.0,0.0
SAS36K-00051,0.0,0.0,0.0
SAS36K-00052,0.083968494999998,0.0393498989285721,0.048679367
SAS36K-00053,0.006818451410256,0.0068184514102584,0.0035451513
SAS36K-00054,0.044186239090902,0.0409431178787942,0.04578379
SAS36K-00055,0.000468158571428,0.0,0.0
SAS36K-00056,0.00781912448718,0.0078191244871801,0.0
SAS36K-00057,0.03371158980208,0.0237046650937449,0.019368332
SAS36K-00058,0.043864950624999,0.0171806693749996,0.0063625085
SAS36K-00059,0.046893344999999,0.0202090637500003,0.0073557124
SAS36K-00060,0.028905956842955,0.0269792663942229,0.027482437
SAS36K-00061,0.051909011249999,0.0252247299999996,0.008520386
SAS36K-00062,0.0,0.0,0.0
SAS36K-00063,0.029378997508326,0.0206683623750025,0.019527493
SAS36K-00064,0.021354330499999,0.0213587625000002,0.023429625
SAS36K-00065,0.064444198000007,0.0587532538888968,0.06058571
SAS36K-00066,0.041349101875001,0.0146648206250006,0.008383389
SAS36K-00067,0.054900408666668,0.0549914953333345,0.054283224
SAS36K-00068,0.017628958124999,0.011029531250001,0.004307527
SAS36K-00069,0.080389767499999,0.0802916925000003,0.07778561
SAS36K-00070,0.009240693990385,0.0092406939903852,0.008888001
SAS36K-00071,0.038252772692306,0.0174502603846162,0.0274638
SAS36K-00072,0.0,0.0,0.0
SAS36K-00073,0.0,0.0,0.0
SAS36K-00074,0.06963110730769,0.0696311073076918,0.08025903
SAS36K-00075,0.07411886807692,0.0497157788461537,0.060149014
SAS36K-00076,0.016911048503782,0.0123786267613574,0.0129443025
SAS36K-00077,0.0,0.0,0.0
SAS36K-00078,0.090813455833334,0.0908134558333335,0.104694925
SAS36K-00079,0.01102338625,0.0107554575000001,0.008342338
