model_name,endpoint,support_n,positive_n,positive_rate,K,boundary_score,strictly_before_boundary_n,strictly_before_boundary_positive_n,boundary_tie_n,boundary_tie_positive_n,selected_from_boundary_n,expected_stable_hits,expected_stable_yield,tie_interval_low_hits,tie_interval_high_hits,tie_interval_low_yield,tie_interval_high_yield,best_worst_low_hits,best_worst_high_hits,best_worst_low_yield,best_worst_high_yield,tie_interval_level,tie_decimals
ALIGNN-FF,mp_native,36650,15001,0.4093042291950887,100,1.810661280155,99,64,1,1,1,65.0,0.65,65,65,0.65,0.65,65,65,0.65,0.65,0.95,12
ALIGNN-FF,mp_native,36650,15001,0.4093042291950887,300,0.956046740214,299,203,1,1,1,204.0,0.68,204,204,0.68,0.68,204,204,0.68,0.68,0.95,12
ALIGNN-FF,mp_native,36650,15001,0.4093042291950887,500,0.631121110916,499,353,1,0,1,353.0,0.706,353,353,0.706,0.706,353,353,0.706,0.706,0.95,12
ALIGNN-FF,mp_native,36650,15001,0.4093042291950887,1000,0.39319832325,999,709,1,1,1,710.0,0.71,710,710,0.71,0.71,710,710,0.71,0.71,0.95,12
ALIGNN-FF,mp_native,36650,15001,0.4093042291950887,5000,0.133380598492,4999,3467,1,0,1,3467.0,0.6934,3467,3467,0.6934,0.6934,3467,3467,0.6934,0.6934,0.95,12
ALIGNN-FF,alexmp20_native,36650,13266,0.36196452933151435,100,1.810661280155,99,70,1,1,1,71.0,0.71,71,71,0.71,0.71,71,71,0.71,0.71,0.95,12
ALIGNN-FF,alexmp20_native,36650,13266,0.36196452933151435,300,0.956046740214,299,187,1,1,1,188.0,0.6266666666666667,188,188,0.6266666666666667,0.6266666666666667,188,188,0.6266666666666667,0.6266666666666667,0.95,12
ALIGNN-FF,alexmp20_native,36650,13266,0.36196452933151435,500,0.631121110916,499,320,1,0,1,320.0,0.64,320,320,0.64,0.64,320,320,0.64,0.64,0.95,12
ALIGNN-FF,alexmp20_native,36650,13266,0.36196452933151435,1000,0.39319832325,999,614,1,1,1,615.0,0.615,615,615,0.615,0.615,615,615,0.615,0.615,0.95,12
ALIGNN-FF,alexmp20_native,36650,13266,0.36196452933151435,5000,0.133380598492,4999,3016,1,0,1,3016.0,0.6032,3016,3016,0.6032,0.6032,3016,3016,0.6032,0.6032,0.95,12
ALIGNN-FF,alex_pbe_native,36650,12148,0.3314597544338336,100,1.810661280155,99,43,1,0,1,43.0,0.43,43,43,0.43,0.43,43,43,0.43,0.43,0.95,12
ALIGNN-FF,alex_pbe_native,36650,12148,0.3314597544338336,300,0.956046740214,299,153,1,1,1,154.0,0.5133333333333333,154,154,0.5133333333333333,0.5133333333333333,154,154,0.5133333333333333,0.5133333333333333,0.95,12
ALIGNN-FF,alex_pbe_native,36650,12148,0.3314597544338336,500,0.631121110916,499,277,1,1,1,278.0,0.556,278,278,0.556,0.556,278,278,0.556,0.556,0.95,12
ALIGNN-FF,alex_pbe_native,36650,12148,0.3314597544338336,1000,0.39319832325,999,553,1,1,1,554.0,0.554,554,554,0.554,0.554,554,554,0.554,0.554,0.95,12
ALIGNN-FF,alex_pbe_native,36650,12148,0.3314597544338336,5000,0.133380598492,4999,2788,1,0,1,2788.0,0.5576,2788,2788,0.5576,0.5576,2788,2788,0.5576,0.5576,0.95,12
ALIGNN-FF,mp_common_pool,36650,17844,0.48687585266030015,100,1.810661280155,99,96,1,1,1,97.0,0.97,97,97,0.97,0.97,97,97,0.97,0.97,0.95,12
ALIGNN-FF,mp_common_pool,36650,17844,0.48687585266030015,300,0.956046740214,299,292,1,1,1,293.0,0.9766666666666667,293,293,0.9766666666666667,0.9766666666666667,293,293,0.9766666666666667,0.9766666666666667,0.95,12
ALIGNN-FF,mp_common_pool,36650,17844,0.48687585266030015,500,0.631121110916,499,482,1,0,1,482.0,0.964,482,482,0.964,0.964,482,482,0.964,0.964,0.95,12
ALIGNN-FF,mp_common_pool,36650,17844,0.48687585266030015,1000,0.39319832325,999,928,1,1,1,929.0,0.929,929,929,0.929,0.929,929,929,0.929,0.929,0.95,12
ALIGNN-FF,mp_common_pool,36650,17844,0.48687585266030015,5000,0.133380598492,4999,4203,1,0,1,4203.0,0.8406,4203,4203,0.8406,0.8406,4203,4203,0.8406,0.8406,0.95,12
ALIGNN-FF,alex_pbe_common_pool,36650,19985,0.545293315143247,100,1.810661280155,99,99,1,1,1,100.0,1.0,100,100,1.0,1.0,100,100,1.0,1.0,0.95,12
ALIGNN-FF,alex_pbe_common_pool,36650,19985,0.545293315143247,300,0.956046740214,299,299,1,1,1,300.0,1.0,300,300,1.0,1.0,300,300,1.0,1.0,0.95,12
ALIGNN-FF,alex_pbe_common_pool,36650,19985,0.545293315143247,500,0.631121110916,499,498,1,1,1,499.0,0.998,499,499,0.998,0.998,499,499,0.998,0.998,0.95,12
ALIGNN-FF,alex_pbe_common_pool,36650,19985,0.545293315143247,1000,0.39319832325,999,972,1,1,1,973.0,0.973,973,973,0.973,0.973,973,973,0.973,0.973,0.95,12
ALIGNN-FF,alex_pbe_common_pool,36650,19985,0.545293315143247,5000,0.133380598492,4999,4480,1,0,1,4480.0,0.896,4480,4480,0.896,0.896,4480,4480,0.896,0.896,0.95,12
