reduced_formula,official_alexandria_formula_prefilter_candidates
SmY(CoNi)2,1
SmY(MnGe)4,1
SmY3,28
SmY4Se5,5
SmYAg2,5
SmYAl2,3
SmYB12,1
SmYCo10,1
SmYCo17,2
SmYCo4,4
SmYCu4,4
SmYFe17,3
SmYFe4,1
SmYHg2,6
SmYIn2,7
SmYIr2,4
SmYMg2,4
SmYNi2,5
SmYO2,2
SmYO3,7
SmYRh2,5
SmYS2,6
SmYSe2,9
SmYTl2,7
SmYZn2,3
SmZn,2
SmZn12,2
SmZn2,6
SmZn2Ag,5
SmZn2Cd,5
SmZn3,7
SmZn5,4
SmZnAg2,6
SmZnAgAs2,1
SmZnAgP2,1
SmZnAu2,6
SmZnCuAs2,1
SmZnGa,14
SmZnGe,8
SmZnIn,13
SmZnNi,11
SmZnPO,2
SmZnPd,7
SmZnRh,10
SmZnSi,10
SmZnSn,7
SmZr4O9,1
SmZrF7,2
Sn,26
Sn(BiTe2)2,4
Sn(GeO3)2,2
Sn(HgSe2)2,4
Sn(Mo3S4)2,2
Sn(Mo3Se4)2,1
Sn(PS3)2,2
Sn(SbTe2)2,3
Sn(SeO3)2,6
Sn(TePd3)2,3
Sn2(PdPt)3,3
Sn2Ge5(SbTe5)2,1
Sn2GeTe3,3
Sn2IF3,4
Sn2Ir,8
Sn2Mo,6
Sn2OF2,4
Sn2OF5,1
Sn2PClO4,1
Sn2PbSe3,8
Sn2Pd2Au,7
Sn2Pd3Au,4
Sn2PdAu,9
Sn2Pt,5
Sn2Rh,10
Sn2Rh3S2,1
Sn2Ru,7
Sn2S3,4
Sn2Sb4Pt3,1
Sn2SbS2I3,3
Sn3As4,1
Sn3Bi,7
Sn3BiTe4,1
Sn3Hg,9
Sn3N4,1
Sn3PO4F3,1
Sn3Pb,9
Sn3Pd,5
Sn3Pt2,5
Sn3Ru2,2
Sn3Sb,8
Sn4As3,3
Sn4Au,3
Sn4Bi2Se7,1
Sn4Ir,5
Sn4P3,1
Sn4Pd,4
Sn4Pt,3
Sn4Rh,8
Sn4SF6,2
Sn4TeSe3,3
Sn5(BIr3)2,1
Sn5(BRh3)2,1
Sn5Ge2(SbTe5)2,1
Sn7(SBr5)2,1
Sn7(SI3)2,1
Sn7Ir2Os,1
Sn7Ir3,2
Sn7Ir5,2
Sn7Os3,1
Sn7Pd5,2
Sn7Ru3,1
SnAs,14
SnAu,18
SnAu3,11
SnAu5,7
SnBO3,5
SnBi,21
SnBi4Te7,1
SnBiO4,3
SnBr2,43
SnBr4,8
SnCN2,8
SnCl2,30
SnCl4,8
SnF2,41
SnF3,14
SnF4,5
SnGeS3,5
SnGeSe2,10
SnH4,12
SnH4(NF)2,1
SnH6CNCl3,2
SnH8(NCl3)2,2
SnH8(NF3)2,1
SnHg3,10
SnHgF6,4
SnHgO3,5
SnI2,24
SnI4,5
SnIr,19
SnIr2Se5,1
SnMo3,2
SnO,48
SnO2,20
SnP,18
SnP2O7,7
SnP3,2
SnPPd5,2
SnPPt5,1
SnPS3,6
SnPSe3,4
SnPb,21
SnPb3,10
SnPb4S5,2
SnPb4Se5,5
SnPbF4,4
SnPbS2,9
SnPbS3,5
SnPbSe2,15
SnPd,20
SnPd2,7
SnPd3,9
SnPt,18
SnPt3,7
SnPtS,3
SnPtSe,4
SnRh,25
SnRh2,6
SnRh3,5
SnS,30
SnS2,8
SnSb,21
SnSbO4,4
SnSbPt,9
SnSe,25
SnSe2,7
SnTe,21
SnTe(PbS)4,1
SnTe4Pb3,6
SnTe5Pb4,5
SnTePt,7
Sr,36
Sr(Ag2Sb)2,3
Sr(AgGe)2,4
Sr(AgSn)2,5
Sr(AlAu)2,5
Sr(AlGa)2,6
Sr(AlGe)2,6
Sr(AlH)2,3
Sr(AlS2)2,4
Sr(AlSe2)2,2
Sr(AlSi)2,7
Sr(AlTe2)2,3
Sr(As2Rh3)2,1
Sr(AsO3)2,4
Sr(AsPd)2,7
Sr(AsPt)2,5
Sr(AsRh)2,4
Sr(AsRu)2,3
Sr(AsS2)2,2
Sr(AuO2)2,1
Sr(B2Pt3)2,2
Sr(BIr)2,3
Sr(BRh)2,3
Sr(BeN)2,2
Sr(BiO2)2,4
Sr(BiPd)2,6
Sr(BrO3)2,4
Sr(CaSi3)2,2
Sr(Cd2Pt)2,1
Sr(CdAs)2,5
Sr(CdGa)2,4
Sr(CdGe)2,5
Sr(CdP)2,3
Sr(CdSb)2,7
Sr(CeS2)2,3
Sr(CeSe2)2,3
Sr(ClO3)2,4
Sr(CoAs)2,4
Sr(CoGe)2,6
Sr(CoP)2,3
Sr(CoSi)2,6
Sr(CrAs)2,2
Sr(Cu2Sn)2,1
Sr(CuGe)2,5
Sr(CuO)2,3
Sr(CuSb)2,5
Sr(CuSi)2,5
Sr(CuSn)2,5
Sr(ErS2)2,4
Sr(FeAs)2,4
Sr(FeP)2,4
Sr(FeSb3)4,1
Sr(GaAs)2,7
Sr(GaAu)2,6
Sr(GaH)2,2
Sr(GaRh)2,6
Sr(GaS2)2,3
Sr(GaSe2)2,3
Sr(GaTe2)2,3
Sr(GdS2)2,1
Sr(GdSe2)2,1
Sr(GeAu)2,5
Sr(GeIr)2,6
Sr(GePd)2,6
Sr(GeRh)2,6
Sr(GeRu)2,6
Sr(H2N)2,3
Sr(HO)2,8
Sr(IO3)2,6
Sr(InAs)2,5
Sr(InAu)2,6
Sr(InAu)3,4
Sr(InCu)2,6
Sr(InHg)2,7
Sr(InP)2,7
Sr(InTe2)2,4
Sr(LaS2)2,2
Sr(LaSe2)2,2
Sr(Li2P)2,2
Sr(MgAs)2,4
Sr(MgBi)2,6
Sr(MgIn)2,4
Sr(MgSb)2,5
Sr(MnGe)2,2
Sr(Mo3S4)2,2
Sr(NdS2)2,3
Sr(NdSe2)2,4
Sr(Ni2B)6,2
Sr(Ni2Sn)2,1
Sr(NiAs)2,5
Sr(NiGe)2,6
Sr(NiP)2,6
Sr(NiP2)2,2
Sr(NiSb)2,6
Sr(PIr)2,5
Sr(POs)2,3
Sr(PPd)2,4
Sr(PRh)2,3
Sr(PRu)2,4
Sr(PrS2)2,3
Sr(PrSe2)2,2
Sr(RhO2)4,3
Sr(RuO3)2,3
Sr(Sb3Ru)4,1
Sr(SbO3)2,2
Sr(SbPd)2,5
Sr(SbRu)2,4
Sr(Si3N4)2,1
Sr(SiAg)2,3
Sr(SiAu)2,5
Sr(SiPd)2,6
Sr(SiPt)2,7
Sr(SmS2)2,4
Sr(SmSe2)2,4
Sr(SnAs)2,5
Sr(SnAu)2,6
Sr(SnHg)2,7
Sr(TlHg)2,7
Sr(YS2)2,4
Sr(ZnAs)2,6
Sr(ZnGe)2,5
Sr(ZnN)2,3
Sr(ZnP)2,5
Sr(ZnSb)2,8
Sr(ZnSn)2,5
Sr12Sn4N3,1
Sr2(AlAg)5,2
Sr2(PPd)3,1
Sr2AgPt,11
Sr2Al3Ge,3
Sr2Al3In,1
Sr2Al7Ge,2
Sr2AlBiO6,2
Sr2AlGa3,4
Sr2AlIn3,2
Sr2AlSbO6,1
Sr2As,19
Sr2AsAu,9
Sr2AuN,7
Sr2B4Rh5,1
Sr2B5H2O11,1
Sr2BBrN2,1
Sr2Bi,4
Sr2Bi2O5,4
Sr2Bi3,3
Sr2BiAu,4
Sr2BrN,7
Sr2C(NCl)2,1
Sr2Ca2Cu3(BiO5)2,1
Sr2CaAlO4F,1
Sr2CaCu2(BiO4)2,2
Sr2CaEu,4
Sr2CaI6,14
Sr2CaIrO6,2
Sr2CaMoO6,2
Sr2CaOsO6,2
Sr2CaReO6,2
Sr2CaSbO6,2
Sr2CaSn5,1
Sr2CaTeO6,3
Sr2CaTi3O9,6
Sr2CaTlCu2O7,1
Sr2CaWO6,2
Sr2CdAs2,4
Sr2CdAu3,4
Sr2CdGa,6
Sr2CdHg,13
Sr2CdIn,11
Sr2CdN2,1
Sr2CdPb,13
Sr2CdPt2,7
Sr2CdSn,5
Sr2CdWO6,2
Sr2CeBiO6,4
Sr2CeEuCu2RuO10,1
Sr2CeFeO6,1
Sr2CeIrO6,2
Sr2CeNiO6,1
Sr2CeO4,2
Sr2CePrCu3(PbO5)2,1
Sr2CeSnO6,3
Sr2CeYCu2RuO10,1
Sr2CoN2,4
Sr2CrCuSO3,1
Sr2CrMoO6,2
Sr2CrO4,3
Sr2CrOsO6,2
Sr2CrReO6,1
Sr2CrSbO6,2
Sr2CrSnO6,2
Sr2CrWO6,2
Sr2Cu(OF)2,3
Sr2Cu(PO4)2,1
Sr2Cu2O5,3
Sr2Cu2RuPb2ClO8,1
Sr2Cu3(BrO2)2,1
Sr2Cu3O5,2
Sr2Cu6P5,1
Sr2CuBiO6,2
Sr2CuBrO2,1
Sr2CuClO2,2
Sr2CuF6,5
Sr2CuH6,5
Sr2CuMoO6,1
Sr2CuN2,2
Sr2CuO3,3
Sr2CuO4,1
Sr2CuOsO6,1
Sr2CuSbO6,2
Sr2CuTeO6,1
Sr2CuWO6,1
Sr2DyBiO6,4
Sr2DyCu3(PbO4)2,1
Sr2DyMnO6,1
Sr2DyMoO6,2
Sr2DyReO6,2
Sr2DyRuO6,4
Sr2DySbO6,3
Sr2DyTaO6,2
Sr2ErBiO6,3
Sr2ErCu3(PbO4)2,1
Sr2ErMoO6,2
Sr2ErReO6,2
Sr2ErRuO6,4
Sr2ErTaO6,2
Sr2Eu2TlNi2O9,1
Sr2Eu3Ge10,1
Sr2EuBiO6,3
Sr2EuCu3(PbO4)2,1
Sr2EuFeO5,1
Sr2EuSbO6,3
Sr2EuTa(CuO4)2,1
Sr2EuWO6,3
Sr2Fe2O5,5
Sr2Fe2S2OF2,1
Sr2FeBiO6,4
Sr2FeBiPbO6,2
Sr2FeCu(PbO3)2,2
Sr2FeCuSO3,1
Sr2FeH6,2
Sr2FeIrO6,2
Sr2FeMoO6,4
Sr2FeO4,2
Sr2FeOsO6,3
Sr2FeRuO6,5
Sr2FeSbO6,4
Sr2FeSnO6,3
Sr2FeWO6,6
Sr2GaBiO6,2
Sr2GaCuSO3,1
Sr2GaGeN,1
Sr2GaHg,7
Sr2GaOsO6,1
Sr2GaReO6,1
Sr2GaSbO6,2
Sr2GaSi,5
Sr2Gd2TlNi2O9,1
Sr2GdBiO6,3
Sr2GdCr(CuO4)2,1
Sr2GdCu2HgO7,1
Sr2GdCu2IrO8,1
Sr2GdCu2RuO8,2
Sr2GdCu3(PbO4)2,1
Sr2GdGaO5,1
Sr2GdMoO6,1
Sr2GdNbO6,3
Sr2GdReO6,1
Sr2GdRuO6,3
Sr2GdSbO6,3
Sr2GdTa(CuO4)2,1
Sr2GdTaO6,2
Sr2Ge,5
Sr2Ge2Pb,4
Sr2GeN2,3
Sr2GeS4,2
Sr2GeSe4,3
Sr2H3I,3
Sr2H3NO6,1
Sr2H5Rh,1
Sr2H6Os,1
Sr2H6Pt,4
Sr2H6Ru,2
Sr2HN,6
Sr2HfFeO6,3
Sr2HfNbO6,3
Sr2HfO4,4
Sr2HfSnO6,2
Sr2HfTiO6,5
Sr2HfZrO6,6
Sr2HgGe,6
Sr2HgPb,14
Sr2HoBiO6,3
Sr2HoCu2RuO8,1
Sr2HoCu3(PbO4)2,2
Sr2HoReO6,2
Sr2HoRuO6,3
Sr2HoSbO6,4
Sr2HoTaO6,2
Sr2IN,6
Sr2In2O5,4
Sr2In3Rh2,1
Sr2InHg,11
Sr2InI5,2
Sr2InN2,1
Sr2InOsO6,3
Sr2InPd2,6
Sr2InPt2,6
Sr2InSbO6,4
Sr2IrO4,3
Sr2La(FeO3)3,3
Sr2La2CrNiO8,1
Sr2La2CuRuO8,1
Sr2La2Mg(RuO4)3,2
Sr2La2MgRuO8,2
Sr2La2MgTi3O12,2
Sr2La2Mn4O11,1
Sr2La2Tl2Cu3O10,1
Sr2LaBiO6,4
Sr2LaCl7,4
Sr2LaGaO5,1
Sr2LaMn2O7,2
Sr2LaSbO6,5
Sr2LaTa3O11,1
Sr2Li2Nb3O10,1
Sr2Li2NiO4,1
Sr2Li4MnS3O2,1
Sr2LiCd,15
Sr2LiCoN2,2
Sr2LiFe2N3,1
Sr2LiGa,8
Sr2LiGe3,3
Sr2LiIn,11
Sr2LiLaTi4O12,1
Sr2LiMgSi3,1
Sr2LiNb3O10,2
Sr2LiOsO6,4
Sr2LiReN4,2
Sr2LiReO6,3
Sr2LiRh,13
Sr2LiSiO4F,1
Sr2LiTeO6,2
Sr2LiTl,12
Sr2LuBiO6,2
Sr2LuIrO6,3
Sr2LuNbO6,2
Sr2LuRuO6,2
Sr2LuTaO6,2
Sr2Mg,27
Sr2Mg(BO3)2,1
Sr2Mg3In5,3
Sr2MgH6,6
Sr2MgIn,11
Sr2MgIrO6,2
Sr2MgMnO4,1
Sr2MgMoO6,2
Sr2MgOsO6,2
Sr2MgReO6,3
Sr2MgTeO6,3
Sr2MgTl,11
Sr2MgWO6,2
Sr2Mn2O5,4
Sr2Mn3(AsO)2,1
Sr2MnClO3,1
Sr2MnCrO6,2
Sr2MnCu2(SO)2,1
Sr2MnCuSO3,1
Sr2MnGaO5,3
Sr2MnMoO6,5
Sr2MnNbO6,9
Sr2MnO4,2
Sr2MnReO6,3
Sr2MnRuO6,2
Sr2MnSbO6,1
Sr2MnSnO6,1
Sr2MnWO6,6
Sr2MnZn2(AsO)2,1
Sr2MoO4,3
Sr2N,5
Sr2NCl,5
Sr2Nb5O9,1
Sr2NbAlO6,1
Sr2NbCuO6,1
Sr2NbFeO6,9
Sr2NbGaO6,2
Sr2NbInO6,2
Sr2Nd2CrNiO8,1
Sr2Nd2MnCuO8,2
Sr2Nd2TlNi2O9,1
Sr2NdBiO6,4
Sr2NdCu2RuO9,1
Sr2NdCu3(PbO4)2,1
Sr2NdMn2O7,2
Sr2NdSbO6,4
Sr2NdSmMn4O12,2
Sr2NdTa(CuO4)2,2
Sr2NdTaO6,2
Sr2NdTlCu2O7,1
Sr2NiIrO6,2
Sr2NiMoO6,2
Sr2NiN2,2
Sr2NiO3F,1
Sr2NiOsO6,2
Sr2NiRuO6,3
Sr2NiTeO6,4
Sr2NiWO6,3
Sr2Pb,15
Sr2Pb3,4
Sr2PbO4,2
Sr2Pd,10
Sr2PdAu,10
Sr2PdO3,2
Sr2PdPt,9
Sr2Pr2CrNiO8,1
Sr2Pr2MnCuO8,2
Sr2Pr2Tl2Cu3O10,1
Sr2Pr2TlNi2O9,1
Sr2PrBiO6,4
Sr2PrCu3(PbO4)2,1
Sr2PrGaO5,1
Sr2PrO4,1
Sr2PrSbO6,5
Sr2PrTlCu2O7,1
Sr2PtAu,11
Sr2PtN2,3
Sr2Rh,16
Sr2RhO4,3
Sr2Ru3O10,2
Sr2RuN2,3
Sr2RuO4,4
Sr2Sb,17
Sr2SbAu,9
Sr2Sc2B4O11,2
Sr2ScBiO6,4
Sr2ScFeAsO3,1
Sr2ScGaO5,2
Sr2ScIrO6,2
Sr2ScNbO6,6
Sr2ScOsO6,2
Sr2ScReO6,1
Sr2ScSbO6,3
Sr2ScTaO6,6
Sr2Si,14
Sr2Si3,6
Sr2SiS4,1
Sr2Sm2TlNi2O9,1
Sr2SmBiO6,4
Sr2SmCu3(PbO4)2,1
Sr2SmNbO6,3
Sr2SmSbO6,4
Sr2SmTa(CuO4)2,2
Sr2Sn,5
Sr2SnO4,5
Sr2SnS4,3
Sr2TaAlO6,2
Sr2TaCrO6,4
Sr2TaFeO6,6
Sr2TaGaO6,1
Sr2TaInO6,2
Sr2TaMnO6,5
Sr2TaNO3,1
Sr2TbCu2IrO8,1
Sr2TbIrO6,3
Sr2TbNbO6,3
Sr2TbReO6,2
Sr2TbRuO6,3
Sr2TbSbO6,4
Sr2TbTaO6,2
Sr2Ti2As2OF2,1
Sr2Ti2Bi2OF2,1
Sr2Ti2O5,3
Sr2Ti2Sb2OF2,1
Sr2TiFeO6,2
Sr2TiMnO6,3
Sr2TiMoO6,4
Sr2TiO4,3
Sr2TiRuO6,4
Sr2TiSnO6,2
Sr2Tl2O5,5
Sr2TlCd,11
Sr2TlCuO5,2
Sr2TlHg,11
Sr2TlPb,14
Sr2TlZn,11
Sr2TmBiO6,3
Sr2TmNbO6,2
Sr2TmReO6,2
Sr2TmRuO6,3
Sr2TmTaO6,3
Sr2YCr(CuO4)2,1
Sr2YCu2BiPbO8,1
Sr2YCu2PbO7,1
Sr2YCu3(PbO4)2,2
Sr2YCu3O7,2
Sr2YFe3O8,1
Sr2YFeCu2O7,2
Sr2YIrO6,3
Sr2YNbO6,3
Sr2YOsO6,3
Sr2YReO6,2
Sr2YRuO6,2
Sr2YSbO6,4
Sr2YTaO6,3
Sr2YTlCu2O7,1
Sr2YTlFe2O7,1
Sr2YTlNi2O7,1
Sr2YbReO6,2
Sr2Zn2As3,1
Sr2Zn3(AsO)2,1
Sr2Zn3Cd,3
Sr2Zn5Si3,2
Sr2ZnCu2(SO)2,1
Sr2ZnGa,9
Sr2ZnHg,12
Sr2ZnIn,12
Sr2ZnMoO6,2
Sr2ZnN2,3
Sr2ZnPb,13
Sr2ZnReO6,2
Sr2ZnWO6,2
Sr2ZrGeO6,2
Sr2ZrMnO6,3
Sr2ZrMoO6,6
Sr2ZrNbO6,6
Sr2ZrO4,3
Sr2ZrSnO6,2
Sr2ZrTiO6,6
Sr3(AlAs2)2,2
Sr3(AlGe)2,2
Sr3(AlGe2)2,3
Sr3(AlIn2)2,2
Sr3(AlP2)2,1
Sr3(AlSi)2,3
Sr3(AlSn)2,1
Sr3(AsO4)2,4
Sr3(B3Rh4)2,1
Sr3(Cd2Ga)2,2
Sr3(FeO3)2,2
Sr3(GaAs2)2,3
Sr3(GaIr)4,2
Sr3(GaP2)2,3
Sr3(GeN)2,1
Sr3(InP2)2,2
Sr3(LiSb)4,1
Sr3(PO4)2,1
Sr3(SiAs2)2,2
Sr3(SnIr)4,1
Sr3Ag2,4
Sr3AlN3,2
Sr3AlO4F,1
Sr3As4,2
Sr3AsN,32
Sr3Au2,6
Sr3BPO3,1
Sr3BiN,3
Sr3BiP,8
Sr3Ca,44
Sr3Ca(CuO2)4,1
Sr3Ca(CuO3)2,1
Sr3Ca(FeO3)4,1
Sr3Ca(NCl)2,1
Sr3Ca(PbO4)2,1
Sr3Ca(SnO3)4,1
Sr3CaAl8,2
Sr3CaHf4O12,2
Sr3CaI8,3
Sr3CaMn2FeO10,2
Sr3CaMn2S2O5,1
Sr3CaNi2(WO6)2,1
Sr3CaO4,2
Sr3CaS4,1
Sr3CaSi8,1
Sr3CaSn16,1
Sr3CaTi4O12,5
Sr3CdO4,4
Sr3CeMn4O12,1
Sr3Co(CN)3,1
Sr3CoN3,1
Sr3Cr2Cu2S2O5,1
Sr3Cr2O8,2
Sr3CrN3,2
Sr3Cu3Pb3ClO8,1
Sr3DyMn2O8,1
Sr3Eu,9
Sr3Fe2Br2O5,2
Sr3Fe2Cl2O5,3
Sr3Fe2Cu2S2O5,1
Sr3Fe2Cu2Se2O5,1
Sr3Fe2O5,2
Sr3Fe2O7,1
Sr3Fe2RuO9,3
Sr3Fe2TeO9,2
Sr3FeMoO7,1
Sr3FeN3,1
Sr3FeRuO7,1
Sr3GaN3,3
Sr3GaO4F,1
Sr3GeO,3
Sr3GeO5,2
Sr3Hf2O7,3
Sr3Hg,15
Sr3Hg2,7
Sr3In11,1
Sr3In3Ga2,1
Sr3In4Pb,1
Sr3InN3,1
Sr3Ir2O7,4
Sr3IrN3,1
Sr3La(NiO4)2,1
Sr3La4O9,2
Sr3LaC2N4F5,1
Sr3LaCu2HgBiO10,2
Sr3LaCuRuO8,1
Sr3LaMn2(WO6)2,2
Sr3LaMn4O10,1
Sr3LaMn4O12,2
Sr3LaNb3O12,1
Sr3LaTa3O12,2
Sr3LaTaAl3O12,2
Sr3LaTi2Mn2O12,1
Sr3LaZnRuO8,1
Sr3Li,17
Sr3Li2,5
Sr3Li3(NiN)4,1
Sr3Li4(GeN3)2,1
Sr3Li4(SiN3)2,1
Sr3Mg,16
Sr3MgTa2O9,1
Sr3Mn2Cu2S2O5,1
Sr3Mn2O7,1
Sr3Mn4O12,1
Sr3MnN3,2
Sr3MnRuO7,1
Sr3Mo2O7,2
Sr3MoN3,2
Sr3Nb2CuO9,1
Sr3Nb2ZnO9,1
Sr3Nb4O13,1
Sr3NbN3,1
Sr3Nd(FeO4)2,1
Sr3NdCuRuO8,1
Sr3NdMn2O8,2
Sr3OsN3,2
Sr3P4,1
Sr3PN,3
Sr3PbO,2
Sr3PbS4,8
Sr3PrMn4O12,2
Sr3Pt2,7
Sr3ReN3,2
Sr3RhN3,1
Sr3Ru2O7,3
Sr3RuN3,2
Sr3SbN,4
Sr3Sc2Cu2S2O5,1
Sr3Se2(ClO3)2,1
Sr3SiO,4
Sr3SiO5,2
Sr3Sm(FeO4)2,1
Sr3Sn3Au8,3
Sr3Sn4Bi,1
Sr3Sn5,4
Sr3SnO,2
Sr3Ta2ZnO9,1
Sr3TaFeO7,1
Sr3TaHO6,1
Sr3TaN3,2
Sr3TeO6,6
Sr3Ti2Mn2BiO12,1
Sr3Ti2O7,1
Sr3TiRuO7,1
Sr3Tl5,7
Sr3VN3,2
Sr3WN3,1
Sr3WO6,4
Sr3Yb,2
Sr3Zr2Nb2O12,1
Sr3Zr2O7,2
Sr4As2O,2
Sr4Be3Ge5,1
Sr4Bi2O,3
Sr4Bi3,2
Sr4BrN2Cl,2
Sr4CaCl10,2
Sr4CaSi3,1
Sr4CePrO8,1
Sr4Cr3O10,1
Sr4Cu2MoWO12,1
Sr4Cu3NiO8,1
Sr4Fe2MoWO12,1
Sr4Fe3ClO8,1
Sr4Fe3MoO12,2
Sr4Fe4O11,3
Sr4FeMoO8,1
Sr4FeRuO8,3
Sr4GaSi3,1
Sr4GaSn3,1
Sr4GeN4,2
Sr4Hf3TiO12,2
Sr4HfTi3O12,6
Sr4IBrN2,2
Sr4In2N,3
Sr4Ir3O10,1
Sr4Li(BN2)3,1
Sr4Li(RuO4)3,2
Sr4Li3InGe6,1
Sr4LiCu(CO5)2,1
Sr4LiMn2(GaO5)2,6
Sr4LiMn2Cu3(SO)4,7
Sr4MgFe2(SO3)2,1
Sr4MgMn2(GaO5)2,5
Sr4Mn2Ga2O11,1
Sr4Mn3(ClO4)2,1
Sr4MnN4,3
Sr4MnRuO8,3
Sr4P2O,3
Sr4Sb2O,2
Sr4SeS3,4
Sr4Sn9Au7,1
Sr4SnN4,2
Sr4SnPbO8,1
Sr4TaFeO8,2
Sr4Ti3O10,2
Sr4TiN4,1
Sr4Tl2CO9,1
Sr4TlCu2BiO10,1
Sr4TlFe2O9,1
Sr4VN4,3
Sr4Zn(IrO4)3,1
Sr4Zn3Si5,1
Sr4ZnCu(WO6)2,1
Sr4Zr3TiO12,4
Sr4ZrN4,1
Sr4ZrTi3O12,6
Sr5(AuO4)2,1
Sr5(BiO4)3,1
Sr5Al9,1
Sr5As3,3
Sr5As3H,2
Sr5Bi3,2
Sr5Ca3Si4,1
Sr5CaAl2(O4F)2,1
Sr5Cd3,5
Sr5Ge3,1
Sr5In3,4
Sr5Ir3O11,1
Sr5Mg,12
Sr5Ni2BiO10,1
Sr5Pb3F,1
Sr5Sb3,3
Sr5Si3,2
Sr5Sn3,2
Sr5Tl3,3
Sr5ZnCd4,1
Sr6In2NF,1
Sr6Sn2NF,1
Sr6Sn2NO,1
Sr7Ag3,1
Sr7Au3,2
Sr8Co3N8,1
Sr8Cr3N8,1
Sr8Fe3N8,1
Sr8In4Cu3N5,1
Sr8Mn2FeN8,1
Sr8Mn3N8,1
Sr8Ni3N8,1
Sr9(CrN4)2,1
Sr9(MnN4)2,1
Sr9CaSi6,1
SrAg,27
SrAg2,15
SrAg3Pd2,2
SrAg5,5
SrAgAs,18
SrAgBi,17
SrAgGe,7
SrAgO2,13
SrAgP,20
SrAgSF,1
SrAgTeF,1
SrAl2,22
SrAl2B2O7,3
SrAl2O4,8
SrAl3Ag,4
SrAl4,5
SrAl9Co2,2
SrAl9Ni2,2
SrAlGa,8
SrAlGe,7
SrAlGeH,3
SrAlIn,12
SrAlO3,31
SrAlSi,11
SrAlSiH,3
SrAlSiN3,1
SrAs,31
SrAs3,17
SrAsAu,20
SrAsPd,7
SrAsPt,11
SrAu2,12
SrAu5,8
SrAuO2,9
SrB6,1
SrBO3,7
SrBe3O4,1
SrBeGe,3
SrBeSi,6
SrBi3,4
SrBi3Br3O4,1
SrBi3I3O4,1
SrBi5O9,2
SrBiBrO2,3
SrBiClO2,3
SrBiIO2,6
SrBiNO5,1
SrBiO3,7
SrBiS2F,1
SrBr2,36
SrC2,32
SrC2(SN)2,1
SrC6,1
SrCN2,7
SrCO3,17
SrCa,49
SrCa(CO3)2,4
SrCa(CuO2)2,3
SrCa(Ni2Sn)4,1
SrCa(RuO3)2,4
SrCa2(FeAs)6,1
SrCa2(FeO2)3,1
SrCa2I6,13
SrCa3,38
SrCa3(BrN)2,1
SrCa3(CuO3)2,1
SrCa3(PbO4)2,1
SrCa3(RuO3)4,1
SrCa3(SnO3)4,1
SrCa3Ag4,2
SrCa3Hf4O12,1
SrCa3La2(SbO6)2,2
SrCa3Mn4O12,4
SrCa3O4,1
SrCa3Si4,1
SrCa3Ti4O12,5
SrCa4(FeO2)5,1
SrCaAl2(SiN3)2,1
SrCaAl4,1
SrCaB5H2ClO10,1
SrCaCuO3,2
SrCaDyBiO6,7
SrCaEu2,4
SrCaEuBiO6,4
SrCaEuSbO6,8
SrCaGdBiO6,5
SrCaGdNbO6,3
SrCaGe,6
SrCaHfFeO6,1
SrCaHfSnO6,1
SrCaHg2,11
SrCaI4,16
SrCaIn2,12
SrCaLaBiO6,5
SrCaLaSbO6,5
SrCaMg14,2
SrCaMg6,2
SrCaMn2O6,4
SrCaMnGaO5,1
SrCaMnO4,2
SrCaMnRuO6,1
SrCaMnWO6,3
SrCaNb4O12,1
SrCaNbCrO6,3
SrCaNdSbO6,10
SrCaNiWO6,1
SrCaO2,9
SrCaPb,11
SrCaPb6,2
SrCaPbO4,1
SrCaPrSbO6,7
SrCaS2,8
SrCaSi,15
SrCaSi4,4
SrCaSmBiO6,7
SrCaSn,6
SrCaTbBiO6,8
SrCaTi2O6,5
SrCaTiMnO6,4
SrCaTiNbO6,3
SrCaTl2,12
SrCaYBiO6,7
SrCaZn2,13
SrCd,24
SrCd2,11
SrCd2Pd,8
SrCd3,13
SrCdAu,10
SrCdBi2,7
SrCdGa,6
SrCdGe,11
SrCdHg2,10
SrCdO2,14
SrCdPb,15
SrCdPt,11
SrCdSn,11
SrCe2(SF2)2,1
SrCeAlO4,2
SrCeEuNbO6,3
SrCeHg2,4
SrCeI4,2
SrCeN2,6
SrCeO3,6
SrCeScO4,2
SrCl2,24
SrCoN2,5
SrCr2BiO6,1
SrCrF4,4
SrCrHO2,1
SrCrN2,6
SrCrO2,4
SrCrO3,6
SrCu,28
SrCu2GeS4,4
SrCu2GeSe4,3
SrCu2O3,2
SrCu3(RuO3)4,1
SrCu3(SnO3)4,1
SrCu4Ag,2
SrCu5,7
SrCuBi,13
SrCuF4,6
SrCuGe,8
SrCuO2,11
SrCuO3,5
SrCuP,27
SrCuSF,1
SrCuSb,19
SrCuSi,13
SrCuSn2,7
SrEu,3
SrEu(PPt)2,1
SrEu(WO3)4,1
SrEu2Al2O7,1
SrEu3,5
SrEu3(NiO4)2,1
SrEu4O5,1
SrEu4Se5,1
SrEuAlO4,1
SrEuBiSbO6,2
SrEuCrSbO6,1
SrEuDySbO6,2
SrEuFeWO6,1
SrEuHfNbO6,2
SrEuHfTiO6,1
SrEuHg2,3
SrEuIn2,3
SrEuInSbO6,2
SrEuNb4O12,1
SrEuNbBiO6,2
SrEuNbGaO6,1
SrEuNiO4,2
SrEuNiWO6,2
SrEuO2,2
